cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 37000 samples
Load selected sample idx
Selected 37000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/145   Step: 35s483ms | Tot: 0ms | Loss: 0.361 | Acc: 87.891% (225/256)              
 [>................................................................] 2/145   Step: 1s940ms | Tot: 1s940ms | Loss: 0.362 | Acc: 88.672% (454/512)              
 [>................................................................] 3/145   Step: 963ms | Tot: 2s904ms | Loss: 0.375 | Acc: 88.542% (680/768)              
 [=>...............................................................] 4/145   Step: 1s152ms | Tot: 4s57ms | Loss: 0.351 | Acc: 89.551% (917/1024)              
 [=>...............................................................] 5/145   Step: 971ms | Tot: 5s28ms | Loss: 0.341 | Acc: 89.922% (1151/1280)              
 [==>..............................................................] 6/145   Step: 960ms | Tot: 5s988ms | Loss: 0.345 | Acc: 89.714% (1378/1536)              
 [==>..............................................................] 7/145   Step: 956ms | Tot: 6s945ms | Loss: 0.343 | Acc: 89.788% (1609/1792)              
 [===>.............................................................] 8/145   Step: 950ms | Tot: 7s895ms | Loss: 0.339 | Acc: 89.893% (1841/2048)              
 [===>.............................................................] 9/145   Step: 1s59ms | Tot: 8s955ms | Loss: 0.328 | Acc: 90.191% (2078/2304)              
 [====>............................................................] 10/145   Step: 952ms | Tot: 9s908ms | Loss: 0.325 | Acc: 90.234% (2310/2560)              
 [====>............................................................] 11/145   Step: 951ms | Tot: 10s860ms | Loss: 0.321 | Acc: 90.412% (2546/2816)              
 [====>............................................................] 12/145   Step: 950ms | Tot: 11s811ms | Loss: 0.314 | Acc: 90.658% (2785/3072)              
 [=====>...........................................................] 13/145   Step: 955ms | Tot: 12s767ms | Loss: 0.309 | Acc: 90.865% (3024/3328)              
 [=====>...........................................................] 14/145   Step: 1s58ms | Tot: 13s825ms | Loss: 0.302 | Acc: 90.932% (3259/3584)              
 [======>..........................................................] 15/145   Step: 978ms | Tot: 14s804ms | Loss: 0.300 | Acc: 91.016% (3495/3840)              
 [======>..........................................................] 16/145   Step: 970ms | Tot: 15s774ms | Loss: 0.296 | Acc: 91.162% (3734/4096)              
 [=======>.........................................................] 17/145   Step: 958ms | Tot: 16s733ms | Loss: 0.294 | Acc: 91.176% (3968/4352)              
 [=======>.........................................................] 18/145   Step: 1s64ms | Tot: 17s798ms | Loss: 0.290 | Acc: 91.319% (4208/4608)              
 [========>........................................................] 19/145   Step: 959ms | Tot: 18s757ms | Loss: 0.285 | Acc: 91.447% (4448/4864)              
 [========>........................................................] 20/145   Step: 965ms | Tot: 19s722ms | Loss: 0.282 | Acc: 91.582% (4689/5120)              
 [========>........................................................] 21/145   Step: 954ms | Tot: 20s677ms | Loss: 0.279 | Acc: 91.741% (4932/5376)              
 [=========>.......................................................] 22/145   Step: 952ms | Tot: 21s629ms | Loss: 0.276 | Acc: 91.832% (5172/5632)              
 [=========>.......................................................] 23/145   Step: 1s100ms | Tot: 22s730ms | Loss: 0.274 | Acc: 91.967% (5415/5888)              
 [==========>......................................................] 24/145   Step: 953ms | Tot: 23s684ms | Loss: 0.271 | Acc: 92.074% (5657/6144)              
 [==========>......................................................] 25/145   Step: 957ms | Tot: 24s641ms | Loss: 0.267 | Acc: 92.203% (5901/6400)              
 [===========>.....................................................] 26/145   Step: 967ms | Tot: 25s609ms | Loss: 0.263 | Acc: 92.413% (6151/6656)              
 [===========>.....................................................] 27/145   Step: 1s58ms | Tot: 26s667ms | Loss: 0.260 | Acc: 92.448% (6390/6912)              
 [============>....................................................] 28/145   Step: 948ms | Tot: 27s616ms | Loss: 0.257 | Acc: 92.564% (6635/7168)              
 [============>....................................................] 29/145   Step: 951ms | Tot: 28s567ms | Loss: 0.257 | Acc: 92.592% (6874/7424)              
 [=============>...................................................] 30/145   Step: 963ms | Tot: 29s531ms | Loss: 0.255 | Acc: 92.630% (7114/7680)              
 [=============>...................................................] 31/145   Step: 949ms | Tot: 30s481ms | Loss: 0.252 | Acc: 92.742% (7360/7936)              
 [=============>...................................................] 32/145   Step: 1s53ms | Tot: 31s534ms | Loss: 0.250 | Acc: 92.822% (7604/8192)              
 [==============>..................................................] 33/145   Step: 951ms | Tot: 32s486ms | Loss: 0.247 | Acc: 92.862% (7845/8448)              
 [==============>..................................................] 34/145   Step: 950ms | Tot: 33s436ms | Loss: 0.245 | Acc: 92.946% (8090/8704)              
 [===============>.................................................] 35/145   Step: 955ms | Tot: 34s392ms | Loss: 0.243 | Acc: 93.058% (8338/8960)              
 [===============>.................................................] 36/145   Step: 1s81ms | Tot: 35s474ms | Loss: 0.241 | Acc: 93.099% (8580/9216)              
