cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 9 percent samples
Select 36000 samples
Selected 36000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/141   Step: 33s394ms | Tot: 0ms | Loss: 0.012 | Acc: 100.000% (256/256)              
 [>................................................................] 2/141   Step: 1s947ms | Tot: 1s947ms | Loss: 0.014 | Acc: 99.805% (511/512)              
 [>................................................................] 3/141   Step: 973ms | Tot: 2s921ms | Loss: 0.014 | Acc: 99.870% (767/768)              
 [=>...............................................................] 4/141   Step: 1s163ms | Tot: 4s84ms | Loss: 0.013 | Acc: 99.902% (1023/1024)              
 [=>...............................................................] 5/141   Step: 965ms | Tot: 5s50ms | Loss: 0.015 | Acc: 99.844% (1278/1280)              
 [==>..............................................................] 6/141   Step: 974ms | Tot: 6s24ms | Loss: 0.015 | Acc: 99.870% (1534/1536)              
 [==>..............................................................] 7/141   Step: 965ms | Tot: 6s989ms | Loss: 0.015 | Acc: 99.888% (1790/1792)              
 [===>.............................................................] 8/141   Step: 965ms | Tot: 7s954ms | Loss: 0.015 | Acc: 99.902% (2046/2048)              
 [===>.............................................................] 9/141   Step: 1s63ms | Tot: 9s17ms | Loss: 0.016 | Acc: 99.913% (2302/2304)              
 [====>............................................................] 10/141   Step: 965ms | Tot: 9s983ms | Loss: 0.016 | Acc: 99.922% (2558/2560)              
 [====>............................................................] 11/141   Step: 960ms | Tot: 10s943ms | Loss: 0.016 | Acc: 99.929% (2814/2816)              
 [=====>...........................................................] 12/141   Step: 958ms | Tot: 11s901ms | Loss: 0.018 | Acc: 99.902% (3069/3072)              
 [=====>...........................................................] 13/141   Step: 961ms | Tot: 12s863ms | Loss: 0.017 | Acc: 99.910% (3325/3328)              
 [=====>...........................................................] 14/141   Step: 1s67ms | Tot: 13s930ms | Loss: 0.017 | Acc: 99.916% (3581/3584)              
 [======>..........................................................] 15/141   Step: 960ms | Tot: 14s890ms | Loss: 0.017 | Acc: 99.922% (3837/3840)              
 [======>..........................................................] 16/141   Step: 967ms | Tot: 15s858ms | Loss: 0.017 | Acc: 99.902% (4092/4096)              
 [=======>.........................................................] 17/141   Step: 992ms | Tot: 16s850ms | Loss: 0.017 | Acc: 99.908% (4348/4352)              
 [=======>.........................................................] 18/141   Step: 966ms | Tot: 17s816ms | Loss: 0.017 | Acc: 99.913% (4604/4608)              
 [========>........................................................] 19/141   Step: 1s65ms | Tot: 18s881ms | Loss: 0.017 | Acc: 99.918% (4860/4864)              
 [========>........................................................] 20/141   Step: 960ms | Tot: 19s841ms | Loss: 0.017 | Acc: 99.922% (5116/5120)              
 [=========>.......................................................] 21/141   Step: 958ms | Tot: 20s800ms | Loss: 0.017 | Acc: 99.926% (5372/5376)              
 [=========>.......................................................] 22/141   Step: 958ms | Tot: 21s758ms | Loss: 0.017 | Acc: 99.929% (5628/5632)              
 [==========>......................................................] 23/141   Step: 968ms | Tot: 22s726ms | Loss: 0.016 | Acc: 99.932% (5884/5888)              
 [==========>......................................................] 24/141   Step: 1s110ms | Tot: 23s837ms | Loss: 0.016 | Acc: 99.935% (6140/6144)              
 [===========>.....................................................] 25/141   Step: 963ms | Tot: 24s800ms | Loss: 0.016 | Acc: 99.938% (6396/6400)              
 [===========>.....................................................] 26/141   Step: 960ms | Tot: 25s761ms | Loss: 0.016 | Acc: 99.925% (6651/6656)              
 [===========>.....................................................] 27/141   Step: 979ms | Tot: 26s740ms | Loss: 0.016 | Acc: 99.928% (6907/6912)              
 [============>....................................................] 28/141   Step: 960ms | Tot: 27s701ms | Loss: 0.016 | Acc: 99.930% (7163/7168)              
 [============>....................................................] 29/141   Step: 1s74ms | Tot: 28s775ms | Loss: 0.016 | Acc: 99.919% (7418/7424)              
 [=============>...................................................] 30/141   Step: 961ms | Tot: 29s736ms | Loss: 0.016 | Acc: 99.922% (7674/7680)              
 [=============>...................................................] 31/141   Step: 958ms | Tot: 30s695ms | Loss: 0.016 | Acc: 99.924% (7930/7936)              
