cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 7 percent samples
Select 28000 samples
Load selected sample idx
Selected 28000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/110   Step: 37s594ms | Tot: 0ms | Loss: 0.008 | Acc: 100.000% (256/256)              
 [>................................................................] 2/110   Step: 1s958ms | Tot: 1s959ms | Loss: 0.010 | Acc: 100.000% (512/512)              
 [=>...............................................................] 3/110   Step: 976ms | Tot: 2s935ms | Loss: 0.010 | Acc: 100.000% (768/768)              
 [=>...............................................................] 4/110   Step: 1s170ms | Tot: 4s106ms | Loss: 0.010 | Acc: 100.000% (1024/1024)              
 [==>..............................................................] 5/110   Step: 963ms | Tot: 5s69ms | Loss: 0.010 | Acc: 100.000% (1280/1280)              
 [==>..............................................................] 6/110   Step: 970ms | Tot: 6s40ms | Loss: 0.010 | Acc: 99.935% (1535/1536)              
 [===>.............................................................] 7/110   Step: 973ms | Tot: 7s14ms | Loss: 0.010 | Acc: 99.944% (1791/1792)              
 [====>............................................................] 8/110   Step: 966ms | Tot: 7s980ms | Loss: 0.011 | Acc: 99.951% (2047/2048)              
 [====>............................................................] 9/110   Step: 1s75ms | Tot: 9s55ms | Loss: 0.011 | Acc: 99.913% (2302/2304)              
 [=====>...........................................................] 10/110   Step: 972ms | Tot: 10s28ms | Loss: 0.011 | Acc: 99.922% (2558/2560)              
 [=====>...........................................................] 11/110   Step: 966ms | Tot: 10s994ms | Loss: 0.011 | Acc: 99.929% (2814/2816)              
 [======>..........................................................] 12/110   Step: 964ms | Tot: 11s959ms | Loss: 0.011 | Acc: 99.935% (3070/3072)              
 [=======>.........................................................] 13/110   Step: 1s79ms | Tot: 13s38ms | Loss: 0.011 | Acc: 99.910% (3325/3328)              
 [=======>.........................................................] 14/110   Step: 972ms | Tot: 14s10ms | Loss: 0.011 | Acc: 99.916% (3581/3584)              
 [========>........................................................] 15/110   Step: 966ms | Tot: 14s977ms | Loss: 0.011 | Acc: 99.922% (3837/3840)              
 [========>........................................................] 16/110   Step: 976ms | Tot: 15s953ms | Loss: 0.011 | Acc: 99.927% (4093/4096)              
 [=========>.......................................................] 17/110   Step: 970ms | Tot: 16s924ms | Loss: 0.011 | Acc: 99.931% (4349/4352)              
 [==========>......................................................] 18/110   Step: 1s78ms | Tot: 18s2ms | Loss: 0.011 | Acc: 99.935% (4605/4608)              
 [==========>......................................................] 19/110   Step: 977ms | Tot: 18s980ms | Loss: 0.011 | Acc: 99.938% (4861/4864)              
 [===========>.....................................................] 20/110   Step: 974ms | Tot: 19s954ms | Loss: 0.011 | Acc: 99.941% (5117/5120)              
 [===========>.....................................................] 21/110   Step: 964ms | Tot: 20s919ms | Loss: 0.011 | Acc: 99.944% (5373/5376)              
 [============>....................................................] 22/110   Step: 963ms | Tot: 21s882ms | Loss: 0.011 | Acc: 99.947% (5629/5632)              
 [=============>...................................................] 23/110   Step: 1s112ms | Tot: 22s995ms | Loss: 0.011 | Acc: 99.949% (5885/5888)              
 [=============>...................................................] 24/110   Step: 970ms | Tot: 23s965ms | Loss: 0.011 | Acc: 99.951% (6141/6144)              
 [==============>..................................................] 25/110   Step: 962ms | Tot: 24s928ms | Loss: 0.011 | Acc: 99.953% (6397/6400)              
 [==============>..................................................] 26/110   Step: 964ms | Tot: 25s892ms | Loss: 0.011 | Acc: 99.955% (6653/6656)              
 [===============>.................................................] 27/110   Step: 1s74ms | Tot: 26s966ms | Loss: 0.010 | Acc: 99.957% (6909/6912)              
 [===============>.................................................] 28/110   Step: 963ms | Tot: 27s930ms | Loss: 0.011 | Acc: 99.958% (7165/7168)              
 [================>................................................] 29/110   Step: 968ms | Tot: 28s898ms | Loss: 0.010 | Acc: 99.960% (7421/7424)              
 [=================>...............................................] 30/110   Step: 971ms | Tot: 29s869ms | Loss: 0.010 | Acc: 99.961% (7677/7680)              
 [=================>...............................................] 31/110   Step: 959ms | Tot: 30s829ms | Loss: 0.011 | Acc: 99.962% (7933/7936)              
 [==================>..............................................] 32/110   Step: 1s66ms | Tot: 31s896ms | Loss: 0.010 | Acc: 99.963% (8189/8192)              
 [==================>..............................................] 33/110   Step: 964ms | Tot: 32s860ms | Loss: 0.010 | Acc: 99.964% (8445/8448)              
 [===================>.............................................] 34/110   Step: 969ms | Tot: 33s829ms | Loss: 0.010 | Acc: 99.966% (8701/8704)              
