cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 9 percent samples
Select 36000 samples
Load selected sample idx
Selected 36000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/141   Step: 30s803ms | Tot: 0ms | Loss: 0.307 | Acc: 89.453% (229/256)              
 [>................................................................] 2/141   Step: 1s917ms | Tot: 1s917ms | Loss: 0.340 | Acc: 88.281% (452/512)              
 [>................................................................] 3/141   Step: 962ms | Tot: 2s880ms | Loss: 0.326 | Acc: 89.193% (685/768)              
 [=>...............................................................] 4/141   Step: 1s123ms | Tot: 4s4ms | Loss: 0.317 | Acc: 90.234% (924/1024)              
 [=>...............................................................] 5/141   Step: 948ms | Tot: 4s953ms | Loss: 0.313 | Acc: 90.469% (1158/1280)              
 [==>..............................................................] 6/141   Step: 966ms | Tot: 5s919ms | Loss: 0.322 | Acc: 90.430% (1389/1536)              
 [==>..............................................................] 7/141   Step: 950ms | Tot: 6s869ms | Loss: 0.323 | Acc: 90.346% (1619/1792)              
 [===>.............................................................] 8/141   Step: 949ms | Tot: 7s819ms | Loss: 0.312 | Acc: 90.625% (1856/2048)              
 [===>.............................................................] 9/141   Step: 1s56ms | Tot: 8s875ms | Loss: 0.304 | Acc: 90.799% (2092/2304)              
 [====>............................................................] 10/141   Step: 949ms | Tot: 9s825ms | Loss: 0.306 | Acc: 90.703% (2322/2560)              
 [====>............................................................] 11/141   Step: 953ms | Tot: 10s778ms | Loss: 0.298 | Acc: 90.874% (2559/2816)              
 [=====>...........................................................] 12/141   Step: 950ms | Tot: 11s728ms | Loss: 0.296 | Acc: 90.983% (2795/3072)              
 [=====>...........................................................] 13/141   Step: 1s56ms | Tot: 12s785ms | Loss: 0.289 | Acc: 91.316% (3039/3328)              
 [=====>...........................................................] 14/141   Step: 949ms | Tot: 13s734ms | Loss: 0.293 | Acc: 91.183% (3268/3584)              
 [======>..........................................................] 15/141   Step: 956ms | Tot: 14s691ms | Loss: 0.289 | Acc: 91.380% (3509/3840)              
 [======>..........................................................] 16/141   Step: 958ms | Tot: 15s649ms | Loss: 0.286 | Acc: 91.528% (3749/4096)              
 [=======>.........................................................] 17/141   Step: 965ms | Tot: 16s614ms | Loss: 0.280 | Acc: 91.751% (3993/4352)              
 [=======>.........................................................] 18/141   Step: 1s75ms | Tot: 17s690ms | Loss: 0.281 | Acc: 91.688% (4225/4608)              
 [========>........................................................] 19/141   Step: 955ms | Tot: 18s645ms | Loss: 0.278 | Acc: 91.756% (4463/4864)              
 [========>........................................................] 20/141   Step: 951ms | Tot: 19s596ms | Loss: 0.275 | Acc: 91.836% (4702/5120)              
 [=========>.......................................................] 21/141   Step: 962ms | Tot: 20s559ms | Loss: 0.272 | Acc: 92.057% (4949/5376)              
 [=========>.......................................................] 22/141   Step: 956ms | Tot: 21s515ms | Loss: 0.270 | Acc: 92.116% (5188/5632)              
 [==========>......................................................] 23/141   Step: 1s95ms | Tot: 22s611ms | Loss: 0.267 | Acc: 92.272% (5433/5888)              
 [==========>......................................................] 24/141   Step: 950ms | Tot: 23s562ms | Loss: 0.263 | Acc: 92.383% (5676/6144)              
 [===========>.....................................................] 25/141   Step: 951ms | Tot: 24s513ms | Loss: 0.262 | Acc: 92.453% (5917/6400)              
 [===========>.....................................................] 26/141   Step: 951ms | Tot: 25s464ms | Loss: 0.261 | Acc: 92.428% (6152/6656)              
 [===========>.....................................................] 27/141   Step: 1s72ms | Tot: 26s536ms | Loss: 0.260 | Acc: 92.462% (6391/6912)              
 [============>....................................................] 28/141   Step: 951ms | Tot: 27s487ms | Loss: 0.258 | Acc: 92.536% (6633/7168)              
 [============>....................................................] 29/141   Step: 951ms | Tot: 28s439ms | Loss: 0.256 | Acc: 92.538% (6870/7424)              
 [=============>...................................................] 30/141   Step: 947ms | Tot: 29s387ms | Loss: 0.256 | Acc: 92.474% (7102/7680)              
 [=============>...................................................] 31/141   Step: 972ms | Tot: 30s360ms | Loss: 0.253 | Acc: 92.629% (7351/7936)              
 [==============>..................................................] 32/141   Step: 1s56ms | Tot: 31s416ms | Loss: 0.253 | Acc: 92.590% (7585/8192)              
 [==============>..................................................] 33/141   Step: 950ms | Tot: 32s367ms | Loss: 0.253 | Acc: 92.531% (7817/8448)              
 [===============>.................................................] 34/141   Step: 951ms | Tot: 33s318ms | Loss: 0.250 | Acc: 92.590% (8059/8704)              
 [===============>.................................................] 35/141   Step: 950ms | Tot: 34s269ms | Loss: 0.250 | Acc: 92.578% (8295/8960)              
 [================>................................................] 36/141   Step: 1s53ms | Tot: 35s323ms | Loss: 0.248 | Acc: 92.654% (8539/9216)              
 [================>................................................] 37/141   Step: 968ms | Tot: 36s291ms | Loss: 0.246 | Acc: 92.747% (8785/9472)              
 [=================>...............................................] 38/141   Step: 950ms | Tot: 37s242ms | Loss: 0.243 | Acc: 92.835% (9031/9728)              
 [=================>...............................................] 39/141   Step: 959ms | Tot: 38s201ms | Loss: 0.242 | Acc: 92.879% (9273/9984)              
 [=================>...............................................] 40/141   Step: 951ms | Tot: 39s153ms | Loss: 0.240 | Acc: 92.979% (9521/10240)              
 [==================>..............................................] 41/141   Step: 1s58ms | Tot: 40s211ms | Loss: 0.239 | Acc: 93.007% (9762/10496)              
 [==================>..............................................] 42/141   Step: 949ms | Tot: 41s161ms | Loss: 0.236 | Acc: 93.099% (10010/10752)              
 [===================>.............................................] 43/141   Step: 953ms | Tot: 42s115ms | Loss: 0.235 | Acc: 93.123% (10251/11008)              
 [===================>.............................................] 44/141   Step: 955ms | Tot: 43s70ms | Loss: 0.233 | Acc: 93.226% (10501/11264)              
 [====================>............................................] 45/141   Step: 947ms | Tot: 44s18ms | Loss: 0.232 | Acc: 93.273% (10745/11520)              
 [====================>............................................] 46/141   Step: 1s96ms | Tot: 45s115ms | Loss: 0.230 | Acc: 93.334% (10991/11776)              
 [=====================>...........................................] 47/141   Step: 969ms | Tot: 46s84ms | Loss: 0.229 | Acc: 93.318% (11228/12032)              
 [=====================>...........................................] 48/141   Step: 952ms | Tot: 47s37ms | Loss: 0.227 | Acc: 93.408% (11478/12288)              
 [======================>..........................................] 49/141   Step: 954ms | Tot: 47s991ms | Loss: 0.225 | Acc: 93.495% (11728/12544)              
 [======================>..........................................] 50/141   Step: 959ms | Tot: 48s950ms | Loss: 0.224 | Acc: 93.508% (11969/12800)              
 [=======================>.........................................] 51/141   Step: 1s56ms | Tot: 50s6ms | Loss: 0.222 | Acc: 93.612% (12222/13056)              
 [=======================>.........................................] 52/141   Step: 949ms | Tot: 50s955ms | Loss: 0.221 | Acc: 93.637% (12465/13312)              
 [=======================>.........................................] 53/141   Step: 949ms | Tot: 51s905ms | Loss: 0.219 | Acc: 93.728% (12717/13568)              
 [========================>........................................] 54/141   Step: 945ms | Tot: 52s850ms | Loss: 0.217 | Acc: 93.786% (12965/13824)              
 [========================>........................................] 55/141   Step: 1s66ms | Tot: 53s917ms | Loss: 0.216 | Acc: 93.835% (13212/14080)              
 [=========================>.......................................] 56/141   Step: 948ms | Tot: 54s865ms | Loss: 0.214 | Acc: 93.890% (13460/14336)              
 [=========================>.......................................] 57/141   Step: 961ms | Tot: 55s827ms | Loss: 0.213 | Acc: 93.914% (13704/14592)              
 [==========================>......................................] 58/141   Step: 954ms | Tot: 56s782ms | Loss: 0.212 | Acc: 93.939% (13948/14848)              
 [==========================>......................................] 59/141   Step: 948ms | Tot: 57s730ms | Loss: 0.210 | Acc: 93.982% (14195/15104)              
 [===========================>.....................................] 60/141   Step: 1s55ms | Tot: 58s785ms | Loss: 0.209 | Acc: 94.036% (14444/15360)              
 [===========================>.....................................] 61/141   Step: 947ms | Tot: 59s732ms | Loss: 0.208 | Acc: 94.089% (14693/15616)              
 [============================>....................................] 62/141   Step: 946ms | Tot: 1m679ms | Loss: 0.206 | Acc: 94.122% (14939/15872)              
 [============================>....................................] 63/141   Step: 948ms | Tot: 1m1s | Loss: 0.205 | Acc: 94.153% (15185/16128)              
 [=============================>...................................] 64/141   Step: 1s53ms | Tot: 1m2s | Loss: 0.204 | Acc: 94.202% (15434/16384)              
 [=============================>...................................] 65/141   Step: 965ms | Tot: 1m3s | Loss: 0.203 | Acc: 94.267% (15686/16640)              
