cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 38300 samples
Selected 38300 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/150   Step: 44s354ms | Tot: 0ms | Loss: 0.309 | Acc: 90.234% (231/256)              
 [>................................................................] 2/150   Step: 1s990ms | Tot: 1s990ms | Loss: 0.312 | Acc: 89.062% (456/512)              
 [>................................................................] 3/150   Step: 974ms | Tot: 2s964ms | Loss: 0.317 | Acc: 88.542% (680/768)              
 [=>...............................................................] 4/150   Step: 1s160ms | Tot: 4s125ms | Loss: 0.324 | Acc: 88.379% (905/1024)              
 [=>...............................................................] 5/150   Step: 963ms | Tot: 5s88ms | Loss: 0.351 | Acc: 87.969% (1126/1280)              
 [==>..............................................................] 6/150   Step: 961ms | Tot: 6s50ms | Loss: 0.362 | Acc: 87.956% (1351/1536)              
 [==>..............................................................] 7/150   Step: 970ms | Tot: 7s20ms | Loss: 0.373 | Acc: 87.835% (1574/1792)              
 [===>.............................................................] 8/150   Step: 961ms | Tot: 7s982ms | Loss: 0.358 | Acc: 88.623% (1815/2048)              
 [===>.............................................................] 9/150   Step: 1s82ms | Tot: 9s64ms | Loss: 0.356 | Acc: 88.889% (2048/2304)              
 [===>.............................................................] 10/150   Step: 967ms | Tot: 10s32ms | Loss: 0.350 | Acc: 89.023% (2279/2560)              
 [====>............................................................] 11/150   Step: 958ms | Tot: 10s991ms | Loss: 0.346 | Acc: 89.169% (2511/2816)              
 [====>............................................................] 12/150   Step: 959ms | Tot: 11s950ms | Loss: 0.343 | Acc: 89.258% (2742/3072)              
 [=====>...........................................................] 13/150   Step: 964ms | Tot: 12s914ms | Loss: 0.336 | Acc: 89.483% (2978/3328)              
 [=====>...........................................................] 14/150   Step: 1s65ms | Tot: 13s980ms | Loss: 0.330 | Acc: 89.648% (3213/3584)              
 [======>..........................................................] 15/150   Step: 958ms | Tot: 14s938ms | Loss: 0.325 | Acc: 89.922% (3453/3840)              
 [======>..........................................................] 16/150   Step: 980ms | Tot: 15s919ms | Loss: 0.324 | Acc: 89.917% (3683/4096)              
 [======>..........................................................] 17/150   Step: 967ms | Tot: 16s886ms | Loss: 0.319 | Acc: 90.119% (3922/4352)              
 [=======>.........................................................] 18/150   Step: 1s68ms | Tot: 17s955ms | Loss: 0.317 | Acc: 90.148% (4154/4608)              
 [=======>.........................................................] 19/150   Step: 974ms | Tot: 18s930ms | Loss: 0.314 | Acc: 90.255% (4390/4864)              
 [========>........................................................] 20/150   Step: 994ms | Tot: 19s925ms | Loss: 0.313 | Acc: 90.293% (4623/5120)              
 [========>........................................................] 21/150   Step: 964ms | Tot: 20s889ms | Loss: 0.309 | Acc: 90.458% (4863/5376)              
 [=========>.......................................................] 22/150   Step: 963ms | Tot: 21s852ms | Loss: 0.308 | Acc: 90.501% (5097/5632)              
 [=========>.......................................................] 23/150   Step: 1s111ms | Tot: 22s964ms | Loss: 0.304 | Acc: 90.659% (5338/5888)              
 [=========>.......................................................] 24/150   Step: 961ms | Tot: 23s925ms | Loss: 0.301 | Acc: 90.804% (5579/6144)              
 [==========>......................................................] 25/150   Step: 959ms | Tot: 24s885ms | Loss: 0.298 | Acc: 90.922% (5819/6400)              
 [==========>......................................................] 26/150   Step: 961ms | Tot: 25s846ms | Loss: 0.293 | Acc: 91.076% (6062/6656)              
 [===========>.....................................................] 27/150   Step: 964ms | Tot: 26s810ms | Loss: 0.290 | Acc: 91.189% (6303/6912)              
 [===========>.....................................................] 28/150   Step: 1s72ms | Tot: 27s882ms | Loss: 0.287 | Acc: 91.239% (6540/7168)              
 [============>....................................................] 29/150   Step: 962ms | Tot: 28s845ms | Loss: 0.284 | Acc: 91.379% (6784/7424)              
 [============>....................................................] 30/150   Step: 985ms | Tot: 29s830ms | Loss: 0.283 | Acc: 91.432% (7022/7680)              
 [=============>...................................................] 31/150   Step: 961ms | Tot: 30s791ms | Loss: 0.280 | Acc: 91.507% (7262/7936)              
 [=============>...................................................] 32/150   Step: 1s84ms | Tot: 31s876ms | Loss: 0.278 | Acc: 91.589% (7503/8192)              
 [=============>...................................................] 33/150   Step: 961ms | Tot: 32s837ms | Loss: 0.276 | Acc: 91.619% (7740/8448)              
 [==============>..................................................] 34/150   Step: 963ms | Tot: 33s801ms | Loss: 0.273 | Acc: 91.762% (7987/8704)              
 [==============>..................................................] 35/150   Step: 959ms | Tot: 34s760ms | Loss: 0.271 | Acc: 91.842% (8229/8960)              
 [===============>.................................................] 36/150   Step: 964ms | Tot: 35s724ms | Loss: 0.269 | Acc: 91.895% (8469/9216)              
 [===============>.................................................] 37/150   Step: 1s108ms | Tot: 36s833ms | Loss: 0.267 | Acc: 91.987% (8713/9472)              
 [================>................................................] 38/150   Step: 960ms | Tot: 37s793ms | Loss: 0.263 | Acc: 92.157% (8965/9728)              
 [================>................................................] 39/150   Step: 958ms | Tot: 38s752ms | Loss: 0.259 | Acc: 92.268% (9212/9984)              
 [================>................................................] 40/150   Step: 979ms | Tot: 39s732ms | Loss: 0.257 | Acc: 92.344% (9456/10240)              
 [=================>...............................................] 41/150   Step: 959ms | Tot: 40s691ms | Loss: 0.256 | Acc: 92.378% (9696/10496)              
 [=================>...............................................] 42/150   Step: 1s82ms | Tot: 41s773ms | Loss: 0.254 | Acc: 92.448% (9940/10752)              
 [==================>..............................................] 43/150   Step: 964ms | Tot: 42s737ms | Loss: 0.253 | Acc: 92.496% (10182/11008)              
 [==================>..............................................] 44/150   Step: 964ms | Tot: 43s702ms | Loss: 0.251 | Acc: 92.560% (10426/11264)              
 [===================>.............................................] 45/150   Step: 959ms | Tot: 44s661ms | Loss: 0.250 | Acc: 92.604% (10668/11520)              
 [===================>.............................................] 46/150   Step: 962ms | Tot: 45s624ms | Loss: 0.248 | Acc: 92.663% (10912/11776)              
 [===================>.............................................] 47/150   Step: 1s64ms | Tot: 46s688ms | Loss: 0.246 | Acc: 92.711% (11155/12032)              
 [====================>............................................] 48/150   Step: 960ms | Tot: 47s649ms | Loss: 0.245 | Acc: 92.757% (11398/12288)              
 [====================>............................................] 49/150   Step: 956ms | Tot: 48s605ms | Loss: 0.243 | Acc: 92.817% (11643/12544)              
 [=====================>...........................................] 50/150   Step: 986ms | Tot: 49s591ms | Loss: 0.243 | Acc: 92.852% (11885/12800)              
 [=====================>...........................................] 51/150   Step: 1s75ms | Tot: 50s667ms | Loss: 0.240 | Acc: 92.900% (12129/13056)              
 [======================>..........................................] 52/150   Step: 969ms | Tot: 51s636ms | Loss: 0.239 | Acc: 92.969% (12376/13312)              
 [======================>..........................................] 53/150   Step: 957ms | Tot: 52s594ms | Loss: 0.238 | Acc: 93.013% (12620/13568)              
 [======================>..........................................] 54/150   Step: 961ms | Tot: 53s556ms | Loss: 0.236 | Acc: 93.092% (12869/13824)              
 [=======================>.........................................] 55/150   Step: 960ms | Tot: 54s517ms | Loss: 0.235 | Acc: 93.139% (13114/14080)              
 [=======================>.........................................] 56/150   Step: 1s66ms | Tot: 55s583ms | Loss: 0.234 | Acc: 93.185% (13359/14336)              
 [========================>........................................] 57/150   Step: 959ms | Tot: 56s542ms | Loss: 0.233 | Acc: 93.209% (13601/14592)              
 [========================>........................................] 58/150   Step: 969ms | Tot: 57s512ms | Loss: 0.232 | Acc: 93.258% (13847/14848)              
 [=========================>.......................................] 59/150   Step: 967ms | Tot: 58s480ms | Loss: 0.231 | Acc: 93.260% (14086/15104)              
 [=========================>.......................................] 60/150   Step: 1s94ms | Tot: 59s575ms | Loss: 0.230 | Acc: 93.314% (14333/15360)              
 [==========================>......................................] 61/150   Step: 956ms | Tot: 1m531ms | Loss: 0.230 | Acc: 93.308% (14571/15616)              
 [==========================>......................................] 62/150   Step: 962ms | Tot: 1m1s | Loss: 0.228 | Acc: 93.366% (14819/15872)              
 [==========================>......................................] 63/150   Step: 971ms | Tot: 1m2s | Loss: 0.227 | Acc: 93.434% (15069/16128)              
 [===========================>.....................................] 64/150   Step: 957ms | Tot: 1m3s | Loss: 0.225 | Acc: 93.475% (15315/16384)              
 [===========================>.....................................] 65/150   Step: 1s120ms | Tot: 1m4s | Loss: 0.224 | Acc: 93.528% (15563/16640)              
 [============================>....................................] 66/150   Step: 966ms | Tot: 1m5s | Loss: 0.223 | Acc: 93.567% (15809/16896)              
 [============================>....................................] 67/150   Step: 956ms | Tot: 1m6s | Loss: 0.222 | Acc: 93.616% (16057/17152)              
 [=============================>...................................] 68/150   Step: 963ms | Tot: 1m7s | Loss: 0.221 | Acc: 93.641% (16301/17408)              
 [=============================>...................................] 69/150   Step: 958ms | Tot: 1m8s | Loss: 0.220 | Acc: 93.654% (16543/17664)              
 [=============================>...................................] 70/150   Step: 1s84ms | Tot: 1m9s | Loss: 0.219 | Acc: 93.666% (16785/17920)              
 [==============================>..................................] 71/150   Step: 957ms | Tot: 1m10s | Loss: 0.218 | Acc: 93.684% (17028/18176)              
 [==============================>..................................] 72/150   Step: 956ms | Tot: 1m11s | Loss: 0.218 | Acc: 93.701% (17271/18432)              
 [===============================>.................................] 73/150   Step: 957ms | Tot: 1m12s | Loss: 0.217 | Acc: 93.729% (17516/18688)              
 [===============================>.................................] 74/150   Step: 1s63ms | Tot: 1m13s | Loss: 0.217 | Acc: 93.739% (17758/18944)              
 [================================>................................] 75/150   Step: 965ms | Tot: 1m14s | Loss: 0.216 | Acc: 93.786% (18007/19200)              
 [================================>................................] 76/150   Step: 959ms | Tot: 1m15s | Loss: 0.215 | Acc: 93.832% (18256/19456)              
 [================================>................................] 77/150   Step: 960ms | Tot: 1m16s | Loss: 0.214 | Acc: 93.872% (18504/19712)              
 [=================================>...............................] 78/150   Step: 958ms | Tot: 1m17s | Loss: 0.213 | Acc: 93.905% (18751/19968)              
 [=================================>...............................] 79/150   Step: 1s66ms | Tot: 1m18s | Loss: 0.212 | Acc: 93.943% (18999/20224)              
 [==================================>..............................] 80/150   Step: 984ms | Tot: 1m19s | Loss: 0.211 | Acc: 93.979% (19247/20480)              
 [==================================>..............................] 81/150   Step: 958ms | Tot: 1m20s | Loss: 0.210 | Acc: 94.010% (19494/20736)              
 [===================================>.............................] 82/150   Step: 958ms | Tot: 1m21s | Loss: 0.209 | Acc: 94.041% (19741/20992)              
 [===================================>.............................] 83/150   Step: 959ms | Tot: 1m22s | Loss: 0.209 | Acc: 94.056% (19985/21248)              
 [===================================>.............................] 84/150   Step: 1s65ms | Tot: 1m23s | Loss: 0.208 | Acc: 94.103% (20236/21504)              
 [====================================>............................] 85/150   Step: 959ms | Tot: 1m24s | Loss: 0.207 | Acc: 94.136% (20484/21760)              
 [====================================>............................] 86/150   Step: 957ms | Tot: 1m25s | Loss: 0.206 | Acc: 94.154% (20729/22016)              
 [=====================================>...........................] 87/150   Step: 958ms | Tot: 1m26s | Loss: 0.205 | Acc: 94.203% (20981/22272)              
 [=====================================>...........................] 88/150   Step: 956ms | Tot: 1m27s | Loss: 0.204 | Acc: 94.216% (21225/22528)              
 [======================================>..........................] 89/150   Step: 1s74ms | Tot: 1m28s | Loss: 0.203 | Acc: 94.250% (21474/22784)              
 [======================================>..........................] 90/150   Step: 984ms | Tot: 1m29s | Loss: 0.203 | Acc: 94.280% (21722/23040)              
 [=======================================>.........................] 91/150   Step: 962ms | Tot: 1m30s | Loss: 0.202 | Acc: 94.321% (21973/23296)              
 [=======================================>.........................] 92/150   Step: 960ms | Tot: 1m31s | Loss: 0.201 | Acc: 94.332% (22217/23552)              
 [=======================================>.........................] 93/150   Step: 1s65ms | Tot: 1m32s | Loss: 0.201 | Acc: 94.334% (22459/23808)              
 [========================================>........................] 94/150   Step: 959ms | Tot: 1m33s | Loss: 0.200 | Acc: 94.357% (22706/24064)              
 [========================================>........................] 95/150   Step: 956ms | Tot: 1m34s | Loss: 0.200 | Acc: 94.383% (22954/24320)              
 [=========================================>.......................] 96/150   Step: 957ms | Tot: 1m34s | Loss: 0.199 | Acc: 94.413% (23203/24576)              
 [=========================================>.......................] 97/150   Step: 957ms | Tot: 1m35s | Loss: 0.199 | Acc: 94.447% (23453/24832)              
 [==========================================>......................] 98/150   Step: 1s79ms | Tot: 1m37s | Loss: 0.198 | Acc: 94.467% (23700/25088)              
 [==========================================>......................] 99/150   Step: 959ms | Tot: 1m37s | Loss: 0.197 | Acc: 94.496% (23949/25344)              
 [==========================================>......................] 100/150   Step: 967ms | Tot: 1m38s | Loss: 0.197 | Acc: 94.500% (24192/25600)              
 [===========================================>.....................] 101/150   Step: 971ms | Tot: 1m39s | Loss: 0.196 | Acc: 94.508% (24436/25856)              
 [===========================================>.....................] 102/150   Step: 1s70ms | Tot: 1m41s | Loss: 0.196 | Acc: 94.527% (24683/26112)              
 [============================================>....................] 103/150   Step: 956ms | Tot: 1m41s | Loss: 0.195 | Acc: 94.539% (24928/26368)              
 [============================================>....................] 104/150   Step: 962ms | Tot: 1m42s | Loss: 0.195 | Acc: 94.558% (25175/26624)              
 [=============================================>...................] 105/150   Step: 967ms | Tot: 1m43s | Loss: 0.194 | Acc: 94.568% (25420/26880)              
 [=============================================>...................] 106/150   Step: 964ms | Tot: 1m44s | Loss: 0.194 | Acc: 94.568% (25662/27136)              
 [=============================================>...................] 107/150   Step: 1s108ms | Tot: 1m45s | Loss: 0.194 | Acc: 94.579% (25907/27392)              
 [==============================================>..................] 108/150   Step: 958ms | Tot: 1m46s | Loss: 0.193 | Acc: 94.593% (26153/27648)              
 [==============================================>..................] 109/150   Step: 959ms | Tot: 1m47s | Loss: 0.192 | Acc: 94.632% (26406/27904)              
 [===============================================>.................] 110/150   Step: 956ms | Tot: 1m48s | Loss: 0.192 | Acc: 94.652% (26654/28160)              
 [===============================================>.................] 111/150   Step: 980ms | Tot: 1m49s | Loss: 0.191 | Acc: 94.676% (26903/28416)              
 [================================================>................] 112/150   Step: 1s64ms | Tot: 1m50s | Loss: 0.190 | Acc: 94.713% (27156/28672)              
 [================================================>................] 113/150   Step: 957ms | Tot: 1m51s | Loss: 0.190 | Acc: 94.728% (27403/28928)              
 [================================================>................] 114/150   Step: 958ms | Tot: 1m52s | Loss: 0.189 | Acc: 94.757% (27654/29184)              
 [=================================================>...............] 115/150   Step: 957ms | Tot: 1m53s | Loss: 0.189 | Acc: 94.779% (27903/29440)              
 [=================================================>...............] 116/150   Step: 1s65ms | Tot: 1m54s | Loss: 0.188 | Acc: 94.797% (28151/29696)              
 [==================================================>..............] 117/150   Step: 957ms | Tot: 1m55s | Loss: 0.188 | Acc: 94.818% (28400/29952)              
 [==================================================>..............] 118/150   Step: 957ms | Tot: 1m56s | Loss: 0.187 | Acc: 94.849% (28652/30208)              
 [===================================================>.............] 119/150   Step: 956ms | Tot: 1m57s | Loss: 0.186 | Acc: 94.879% (28904/30464)              
 [===================================================>.............] 120/150   Step: 961ms | Tot: 1m58s | Loss: 0.186 | Acc: 94.912% (29157/30720)              
 [====================================================>............] 121/150   Step: 1s87ms | Tot: 1m59s | Loss: 0.185 | Acc: 94.938% (29408/30976)              
 [====================================================>............] 122/150   Step: 958ms | Tot: 2m700ms | Loss: 0.184 | Acc: 94.951% (29655/31232)              
 [====================================================>............] 123/150   Step: 956ms | Tot: 2m1s | Loss: 0.184 | Acc: 94.982% (29908/31488)              
 [=====================================================>...........] 124/150   Step: 959ms | Tot: 2m2s | Loss: 0.183 | Acc: 95.004% (30158/31744)              
 [=====================================================>...........] 125/150   Step: 1s64ms | Tot: 2m3s | Loss: 0.182 | Acc: 95.028% (30409/32000)              
 [======================================================>..........] 126/150   Step: 960ms | Tot: 2m4s | Loss: 0.182 | Acc: 95.037% (30655/32256)              
 [======================================================>..........] 127/150   Step: 957ms | Tot: 2m5s | Loss: 0.181 | Acc: 95.060% (30906/32512)              
 [=======================================================>.........] 128/150   Step: 957ms | Tot: 2m6s | Loss: 0.181 | Acc: 95.078% (31155/32768)              
 [=======================================================>.........] 129/150   Step: 974ms | Tot: 2m7s | Loss: 0.180 | Acc: 95.091% (31403/33024)              
 [=======================================================>.........] 130/150   Step: 1s77ms | Tot: 2m8s | Loss: 0.180 | Acc: 95.093% (31647/33280)              
 [========================================================>........] 131/150   Step: 980ms | Tot: 2m9s | Loss: 0.179 | Acc: 95.113% (31897/33536)              
 [========================================================>........] 132/150   Step: 957ms | Tot: 2m10s | Loss: 0.179 | Acc: 95.138% (32149/33792)              
 [=========================================================>.......] 133/150   Step: 956ms | Tot: 2m11s | Loss: 0.179 | Acc: 95.136% (32392/34048)              
 [=========================================================>.......] 134/150   Step: 1s66ms | Tot: 2m12s | Loss: 0.178 | Acc: 95.152% (32641/34304)              
 [==========================================================>......] 135/150   Step: 958ms | Tot: 2m13s | Loss: 0.178 | Acc: 95.171% (32891/34560)              
 [==========================================================>......] 136/150   Step: 958ms | Tot: 2m14s | Loss: 0.177 | Acc: 95.178% (33137/34816)              
 [==========================================================>......] 137/150   Step: 956ms | Tot: 2m15s | Loss: 0.177 | Acc: 95.193% (33386/35072)              
 [===========================================================>.....] 138/150   Step: 958ms | Tot: 2m16s | Loss: 0.176 | Acc: 95.216% (33638/35328)              
 [===========================================================>.....] 139/150   Step: 1s64ms | Tot: 2m17s | Loss: 0.176 | Acc: 95.237% (33889/35584)              
 [============================================================>....] 140/150   Step: 959ms | Tot: 2m18s | Loss: 0.175 | Acc: 95.262% (34142/35840)              
