cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 7 percent samples
Select 28000 samples
Selected 28000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/110   Step: 33s405ms | Tot: 0ms | Loss: 0.020 | Acc: 100.000% (256/256)              
 [>................................................................] 2/110   Step: 2s18ms | Tot: 2s18ms | Loss: 0.087 | Acc: 98.633% (505/512)              
 [=>...............................................................] 3/110   Step: 946ms | Tot: 2s965ms | Loss: 0.088 | Acc: 98.568% (757/768)              
 [=>...............................................................] 4/110   Step: 1s131ms | Tot: 4s97ms | Loss: 0.088 | Acc: 98.438% (1008/1024)              
 [==>..............................................................] 5/110   Step: 933ms | Tot: 5s30ms | Loss: 0.083 | Acc: 98.438% (1260/1280)              
 [==>..............................................................] 6/110   Step: 934ms | Tot: 5s965ms | Loss: 0.076 | Acc: 98.633% (1515/1536)              
 [===>.............................................................] 7/110   Step: 932ms | Tot: 6s897ms | Loss: 0.072 | Acc: 98.661% (1768/1792)              
 [====>............................................................] 8/110   Step: 935ms | Tot: 7s832ms | Loss: 0.075 | Acc: 98.535% (2018/2048)              
 [====>............................................................] 9/110   Step: 1s36ms | Tot: 8s869ms | Loss: 0.080 | Acc: 98.438% (2268/2304)              
 [=====>...........................................................] 10/110   Step: 935ms | Tot: 9s805ms | Loss: 0.077 | Acc: 98.516% (2522/2560)              
 [=====>...........................................................] 11/110   Step: 932ms | Tot: 10s737ms | Loss: 0.078 | Acc: 98.473% (2773/2816)              
 [======>..........................................................] 12/110   Step: 962ms | Tot: 11s700ms | Loss: 0.080 | Acc: 98.438% (3024/3072)              
 [=======>.........................................................] 13/110   Step: 947ms | Tot: 12s648ms | Loss: 0.079 | Acc: 98.468% (3277/3328)              
 [=======>.........................................................] 14/110   Step: 1s39ms | Tot: 13s687ms | Loss: 0.076 | Acc: 98.493% (3530/3584)              
 [========>........................................................] 15/110   Step: 933ms | Tot: 14s621ms | Loss: 0.073 | Acc: 98.568% (3785/3840)              
 [========>........................................................] 16/110   Step: 932ms | Tot: 15s554ms | Loss: 0.072 | Acc: 98.584% (4038/4096)              
 [=========>.......................................................] 17/110   Step: 936ms | Tot: 16s490ms | Loss: 0.069 | Acc: 98.667% (4294/4352)              
 [==========>......................................................] 18/110   Step: 1s45ms | Tot: 17s536ms | Loss: 0.068 | Acc: 98.676% (4547/4608)              
 [==========>......................................................] 19/110   Step: 937ms | Tot: 18s474ms | Loss: 0.069 | Acc: 98.623% (4797/4864)              
 [===========>.....................................................] 20/110   Step: 931ms | Tot: 19s405ms | Loss: 0.069 | Acc: 98.613% (5049/5120)              
 [===========>.....................................................] 21/110   Step: 939ms | Tot: 20s344ms | Loss: 0.070 | Acc: 98.624% (5302/5376)              
 [============>....................................................] 22/110   Step: 928ms | Tot: 21s273ms | Loss: 0.072 | Acc: 98.562% (5551/5632)              
 [=============>...................................................] 23/110   Step: 1s76ms | Tot: 22s349ms | Loss: 0.070 | Acc: 98.590% (5805/5888)              
 [=============>...................................................] 24/110   Step: 933ms | Tot: 23s283ms | Loss: 0.071 | Acc: 98.568% (6056/6144)              
 [==============>..................................................] 25/110   Step: 931ms | Tot: 24s214ms | Loss: 0.071 | Acc: 98.547% (6307/6400)              
 [==============>..................................................] 26/110   Step: 931ms | Tot: 25s146ms | Loss: 0.070 | Acc: 98.558% (6560/6656)              
 [===============>.................................................] 27/110   Step: 1s75ms | Tot: 26s221ms | Loss: 0.073 | Acc: 98.510% (6809/6912)              
 [===============>.................................................] 28/110   Step: 932ms | Tot: 27s153ms | Loss: 0.074 | Acc: 98.507% (7061/7168)              
 [================>................................................] 29/110   Step: 934ms | Tot: 28s88ms | Loss: 0.072 | Acc: 98.532% (7315/7424)              
 [=================>...............................................] 30/110   Step: 935ms | Tot: 29s24ms | Loss: 0.072 | Acc: 98.542% (7568/7680)              
 [=================>...............................................] 31/110   Step: 930ms | Tot: 29s954ms | Loss: 0.072 | Acc: 98.526% (7819/7936)              
