cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 36000 samples
Selected 36000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/141   Step: 41s690ms | Tot: 0ms | Loss: 0.311 | Acc: 91.797% (235/256)              
 [>................................................................] 2/141   Step: 1s988ms | Tot: 1s988ms | Loss: 0.322 | Acc: 91.406% (468/512)              
 [>................................................................] 3/141   Step: 986ms | Tot: 2s974ms | Loss: 0.337 | Acc: 90.365% (694/768)              
 [=>...............................................................] 4/141   Step: 1s166ms | Tot: 4s141ms | Loss: 0.337 | Acc: 90.723% (929/1024)              
 [=>...............................................................] 5/141   Step: 970ms | Tot: 5s111ms | Loss: 0.322 | Acc: 90.625% (1160/1280)              
 [==>..............................................................] 6/141   Step: 968ms | Tot: 6s80ms | Loss: 0.313 | Acc: 90.820% (1395/1536)              
 [==>..............................................................] 7/141   Step: 970ms | Tot: 7s50ms | Loss: 0.320 | Acc: 90.681% (1625/1792)              
 [===>.............................................................] 8/141   Step: 965ms | Tot: 8s15ms | Loss: 0.317 | Acc: 91.016% (1864/2048)              
 [===>.............................................................] 9/141   Step: 1s69ms | Tot: 9s85ms | Loss: 0.309 | Acc: 91.233% (2102/2304)              
 [====>............................................................] 10/141   Step: 967ms | Tot: 10s53ms | Loss: 0.306 | Acc: 91.250% (2336/2560)              
 [====>............................................................] 11/141   Step: 960ms | Tot: 11s14ms | Loss: 0.304 | Acc: 91.300% (2571/2816)              
 [=====>...........................................................] 12/141   Step: 973ms | Tot: 11s987ms | Loss: 0.304 | Acc: 91.243% (2803/3072)              
 [=====>...........................................................] 13/141   Step: 974ms | Tot: 12s961ms | Loss: 0.297 | Acc: 91.406% (3042/3328)              
 [=====>...........................................................] 14/141   Step: 1s71ms | Tot: 14s32ms | Loss: 0.293 | Acc: 91.518% (3280/3584)              
 [======>..........................................................] 15/141   Step: 966ms | Tot: 14s999ms | Loss: 0.288 | Acc: 91.719% (3522/3840)              
 [======>..........................................................] 16/141   Step: 962ms | Tot: 15s961ms | Loss: 0.283 | Acc: 91.895% (3764/4096)              
 [=======>.........................................................] 17/141   Step: 986ms | Tot: 16s948ms | Loss: 0.282 | Acc: 91.912% (4000/4352)              
 [=======>.........................................................] 18/141   Step: 1s75ms | Tot: 18s23ms | Loss: 0.277 | Acc: 92.122% (4245/4608)              
 [========>........................................................] 19/141   Step: 967ms | Tot: 18s991ms | Loss: 0.277 | Acc: 92.146% (4482/4864)              
 [========>........................................................] 20/141   Step: 966ms | Tot: 19s958ms | Loss: 0.272 | Acc: 92.305% (4726/5120)              
 [=========>.......................................................] 21/141   Step: 964ms | Tot: 20s923ms | Loss: 0.268 | Acc: 92.448% (4970/5376)              
 [=========>.......................................................] 22/141   Step: 973ms | Tot: 21s896ms | Loss: 0.265 | Acc: 92.525% (5211/5632)              
 [==========>......................................................] 23/141   Step: 1s110ms | Tot: 23s6ms | Loss: 0.261 | Acc: 92.629% (5454/5888)              
 [==========>......................................................] 24/141   Step: 959ms | Tot: 23s965ms | Loss: 0.260 | Acc: 92.578% (5688/6144)              
 [===========>.....................................................] 25/141   Step: 965ms | Tot: 24s931ms | Loss: 0.258 | Acc: 92.641% (5929/6400)              
 [===========>.....................................................] 26/141   Step: 962ms | Tot: 25s893ms | Loss: 0.256 | Acc: 92.728% (6172/6656)              
 [===========>.....................................................] 27/141   Step: 1s93ms | Tot: 26s986ms | Loss: 0.251 | Acc: 92.896% (6421/6912)              
 [============>....................................................] 28/141   Step: 966ms | Tot: 27s953ms | Loss: 0.250 | Acc: 92.913% (6660/7168)              
 [============>....................................................] 29/141   Step: 968ms | Tot: 28s922ms | Loss: 0.248 | Acc: 92.942% (6900/7424)              
 [=============>...................................................] 30/141   Step: 967ms | Tot: 29s889ms | Loss: 0.246 | Acc: 92.995% (7142/7680)              
 [=============>...................................................] 31/141   Step: 962ms | Tot: 30s851ms | Loss: 0.244 | Acc: 93.120% (7390/7936)              
 [==============>..................................................] 32/141   Step: 1s85ms | Tot: 31s937ms | Loss: 0.243 | Acc: 93.127% (7629/8192)              
 [==============>..................................................] 33/141   Step: 971ms | Tot: 32s909ms | Loss: 0.241 | Acc: 93.217% (7875/8448)              
 [===============>.................................................] 34/141   Step: 960ms | Tot: 33s870ms | Loss: 0.239 | Acc: 93.244% (8116/8704)              
 [===============>.................................................] 35/141   Step: 968ms | Tot: 34s839ms | Loss: 0.237 | Acc: 93.326% (8362/8960)              
 [================>................................................] 36/141   Step: 967ms | Tot: 35s806ms | Loss: 0.234 | Acc: 93.414% (8609/9216)              
 [================>................................................] 37/141   Step: 1s73ms | Tot: 36s879ms | Loss: 0.233 | Acc: 93.391% (8846/9472)              
 [=================>...............................................] 38/141   Step: 975ms | Tot: 37s855ms | Loss: 0.232 | Acc: 93.431% (9089/9728)              
 [=================>...............................................] 39/141   Step: 966ms | Tot: 38s822ms | Loss: 0.229 | Acc: 93.510% (9336/9984)              
 [=================>...............................................] 40/141   Step: 972ms | Tot: 39s794ms | Loss: 0.227 | Acc: 93.613% (9586/10240)              
 [==================>..............................................] 41/141   Step: 1s73ms | Tot: 40s867ms | Loss: 0.226 | Acc: 93.636% (9828/10496)              
 [==================>..............................................] 42/141   Step: 978ms | Tot: 41s845ms | Loss: 0.224 | Acc: 93.666% (10071/10752)              
 [===================>.............................................] 43/141   Step: 971ms | Tot: 42s816ms | Loss: 0.223 | Acc: 93.714% (10316/11008)              
 [===================>.............................................] 44/141   Step: 962ms | Tot: 43s779ms | Loss: 0.220 | Acc: 93.794% (10565/11264)              
 [====================>............................................] 45/141   Step: 959ms | Tot: 44s738ms | Loss: 0.219 | Acc: 93.828% (10809/11520)              
 [====================>............................................] 46/141   Step: 1s108ms | Tot: 45s847ms | Loss: 0.218 | Acc: 93.869% (11054/11776)              
 [=====================>...........................................] 47/141   Step: 968ms | Tot: 46s815ms | Loss: 0.216 | Acc: 93.891% (11297/12032)              
 [=====================>...........................................] 48/141   Step: 963ms | Tot: 47s779ms | Loss: 0.215 | Acc: 93.921% (11541/12288)              
 [======================>..........................................] 49/141   Step: 971ms | Tot: 48s750ms | Loss: 0.214 | Acc: 93.957% (11786/12544)              
 [======================>..........................................] 50/141   Step: 1s85ms | Tot: 49s836ms | Loss: 0.213 | Acc: 93.977% (12029/12800)              
 [=======================>.........................................] 51/141   Step: 960ms | Tot: 50s796ms | Loss: 0.212 | Acc: 94.041% (12278/13056)              
 [=======================>.........................................] 52/141   Step: 981ms | Tot: 51s777ms | Loss: 0.211 | Acc: 94.081% (12524/13312)              
 [=======================>.........................................] 53/141   Step: 968ms | Tot: 52s746ms | Loss: 0.210 | Acc: 94.104% (12768/13568)              
 [========================>........................................] 54/141   Step: 960ms | Tot: 53s707ms | Loss: 0.208 | Acc: 94.170% (13018/13824)              
 [========================>........................................] 55/141   Step: 1s67ms | Tot: 54s774ms | Loss: 0.207 | Acc: 94.197% (13263/14080)              
 [=========================>.......................................] 56/141   Step: 965ms | Tot: 55s740ms | Loss: 0.206 | Acc: 94.245% (13511/14336)              
 [=========================>.......................................] 57/141   Step: 967ms | Tot: 56s707ms | Loss: 0.206 | Acc: 94.264% (13755/14592)              
 [==========================>......................................] 58/141   Step: 965ms | Tot: 57s673ms | Loss: 0.204 | Acc: 94.296% (14001/14848)              
 [==========================>......................................] 59/141   Step: 965ms | Tot: 58s638ms | Loss: 0.203 | Acc: 94.333% (14248/15104)              
 [===========================>.....................................] 60/141   Step: 1s69ms | Tot: 59s708ms | Loss: 0.202 | Acc: 94.368% (14495/15360)              
 [===========================>.....................................] 61/141   Step: 958ms | Tot: 1m667ms | Loss: 0.201 | Acc: 94.403% (14742/15616)              
 [============================>....................................] 62/141   Step: 966ms | Tot: 1m1s | Loss: 0.200 | Acc: 94.437% (14989/15872)              
 [============================>....................................] 63/141   Step: 975ms | Tot: 1m2s | Loss: 0.200 | Acc: 94.457% (15234/16128)              
 [=============================>...................................] 64/141   Step: 1s68ms | Tot: 1m3s | Loss: 0.199 | Acc: 94.495% (15482/16384)              
 [=============================>...................................] 65/141   Step: 974ms | Tot: 1m4s | Loss: 0.198 | Acc: 94.531% (15730/16640)              
 [=============================>...................................] 66/141   Step: 973ms | Tot: 1m5s | Loss: 0.197 | Acc: 94.579% (15980/16896)              
 [==============================>..................................] 67/141   Step: 967ms | Tot: 1m6s | Loss: 0.196 | Acc: 94.613% (16228/17152)              
 [==============================>..................................] 68/141   Step: 964ms | Tot: 1m7s | Loss: 0.195 | Acc: 94.629% (16473/17408)              
 [===============================>.................................] 69/141   Step: 1s67ms | Tot: 1m8s | Loss: 0.194 | Acc: 94.639% (16717/17664)              
