cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 10000 samples
Selected 10000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/40   Step: 41s13ms | Tot: 0ms | Loss: 0.108 | Acc: 96.484% (247/256)              
 [=>...............................................................] 2/40   Step: 1s985ms | Tot: 1s985ms | Loss: 0.104 | Acc: 96.680% (495/512)              
 [===>.............................................................] 3/40   Step: 980ms | Tot: 2s965ms | Loss: 0.102 | Acc: 97.005% (745/768)              
 [====>............................................................] 4/40   Step: 1s168ms | Tot: 4s134ms | Loss: 0.101 | Acc: 97.070% (994/1024)              
 [======>..........................................................] 5/40   Step: 968ms | Tot: 5s102ms | Loss: 0.104 | Acc: 97.109% (1243/1280)              
 [========>........................................................] 6/40   Step: 977ms | Tot: 6s79ms | Loss: 0.102 | Acc: 97.266% (1494/1536)              
 [=========>.......................................................] 7/40   Step: 971ms | Tot: 7s50ms | Loss: 0.098 | Acc: 97.377% (1745/1792)              
 [===========>.....................................................] 8/40   Step: 966ms | Tot: 8s17ms | Loss: 0.097 | Acc: 97.412% (1995/2048)              
 [=============>...................................................] 9/40   Step: 1s82ms | Tot: 9s99ms | Loss: 0.095 | Acc: 97.526% (2247/2304)              
 [==============>..................................................] 10/40   Step: 967ms | Tot: 10s66ms | Loss: 0.091 | Acc: 97.578% (2498/2560)              
 [================>................................................] 11/40   Step: 976ms | Tot: 11s43ms | Loss: 0.089 | Acc: 97.692% (2751/2816)              
 [=================>...............................................] 12/40   Step: 973ms | Tot: 12s17ms | Loss: 0.088 | Acc: 97.754% (3003/3072)              
 [===================>.............................................] 13/40   Step: 966ms | Tot: 12s983ms | Loss: 0.088 | Acc: 97.686% (3251/3328)              
 [=====================>...........................................] 14/40   Step: 1s75ms | Tot: 14s59ms | Loss: 0.086 | Acc: 97.796% (3505/3584)              
 [======================>..........................................] 15/40   Step: 966ms | Tot: 15s25ms | Loss: 0.084 | Acc: 97.865% (3758/3840)              
 [========================>........................................] 16/40   Step: 976ms | Tot: 16s2ms | Loss: 0.083 | Acc: 97.900% (4010/4096)              
 [==========================>......................................] 17/40   Step: 974ms | Tot: 16s976ms | Loss: 0.083 | Acc: 97.909% (4261/4352)              
 [===========================>.....................................] 18/40   Step: 985ms | Tot: 17s961ms | Loss: 0.081 | Acc: 97.982% (4515/4608)              
 [=============================>...................................] 19/40   Step: 1s79ms | Tot: 19s41ms | Loss: 0.079 | Acc: 98.026% (4768/4864)              
 [==============================>..................................] 20/40   Step: 974ms | Tot: 20s15ms | Loss: 0.078 | Acc: 98.066% (5021/5120)              
 [================================>................................] 21/40   Step: 975ms | Tot: 20s991ms | Loss: 0.076 | Acc: 98.140% (5276/5376)              
 [==================================>..............................] 22/40   Step: 972ms | Tot: 21s963ms | Loss: 0.076 | Acc: 98.118% (5526/5632)              
 [===================================>.............................] 23/40   Step: 1s109ms | Tot: 23s73ms | Loss: 0.076 | Acc: 98.132% (5778/5888)              
 [=====================================>...........................] 24/40   Step: 967ms | Tot: 24s40ms | Loss: 0.075 | Acc: 98.161% (6031/6144)              
 [=======================================>.........................] 25/40   Step: 972ms | Tot: 25s13ms | Loss: 0.074 | Acc: 98.203% (6285/6400)              
 [========================================>........................] 26/40   Step: 980ms | Tot: 25s994ms | Loss: 0.074 | Acc: 98.197% (6536/6656)              
 [==========================================>......................] 27/40   Step: 978ms | Tot: 26s972ms | Loss: 0.073 | Acc: 98.220% (6789/6912)              
 [===========================================>.....................] 28/40   Step: 1s94ms | Tot: 28s66ms | Loss: 0.073 | Acc: 98.242% (7042/7168)              
 [=============================================>...................] 29/40   Step: 971ms | Tot: 29s38ms | Loss: 0.072 | Acc: 98.262% (7295/7424)              
 [===============================================>.................] 30/40   Step: 972ms | Tot: 30s11ms | Loss: 0.072 | Acc: 98.268% (7547/7680)              
 [================================================>................] 31/40   Step: 975ms | Tot: 30s986ms | Loss: 0.071 | Acc: 98.299% (7801/7936)              
 [==================================================>..............] 32/40   Step: 1s81ms | Tot: 32s68ms | Loss: 0.071 | Acc: 98.315% (8054/8192)              
 [====================================================>............] 33/40   Step: 967ms | Tot: 33s35ms | Loss: 0.070 | Acc: 98.355% (8309/8448)              
 [=====================================================>...........] 34/40   Step: 972ms | Tot: 34s7ms | Loss: 0.069 | Acc: 98.392% (8564/8704)              
 [=======================================================>.........] 35/40   Step: 969ms | Tot: 34s977ms | Loss: 0.068 | Acc: 98.415% (8818/8960)              
 [========================================================>........] 36/40   Step: 873ms | Tot: 35s850ms | Loss: 0.068 | Acc: 98.438% (9072/9216)              
 [==========================================================>......] 37/40   Step: 981ms | Tot: 36s832ms | Loss: 0.067 | Acc: 98.459% (9326/9472)              
 [============================================================>....] 38/40   Step: 859ms | Tot: 37s691ms | Loss: 0.067 | Acc: 98.479% (9580/9728)              
 [=============================================================>...] 39/40   Step: 855ms | Tot: 38s546ms | Loss: 0.066 | Acc: 98.488% (9833/9984)              
 [===============================================================>.] 40/40   Step: 7s585ms | Tot: 46s132ms | Loss: 0.071 | Acc: 98.380% (9838/10000)
 [>................................................................] 1/40   Step: 1s100ms | Tot: 0ms | Loss: 2.415 | Acc: 55.469% (142/256)              
 [=>...............................................................] 2/40   Step: 649ms | Tot: 649ms | Loss: 2.247 | Acc: 57.812% (296/512)              
 [===>.............................................................] 3/40   Step: 430ms | Tot: 1s79ms | Loss: 2.358 | Acc: 57.161% (439/768)              
 [====>............................................................] 4/40   Step: 438ms | Tot: 1s517ms | Loss: 2.373 | Acc: 56.152% (575/1024)              
 [======>..........................................................] 5/40   Step: 430ms | Tot: 1s948ms | Loss: 2.381 | Acc: 55.859% (715/1280)              
 [========>........................................................] 6/40   Step: 428ms | Tot: 2s377ms | Loss: 2.382 | Acc: 55.599% (854/1536)              
 [=========>.......................................................] 7/40   Step: 532ms | Tot: 2s910ms | Loss: 2.403 | Acc: 55.804% (1000/1792)              
 [===========>.....................................................] 8/40   Step: 433ms | Tot: 3s344ms | Loss: 2.406 | Acc: 55.762% (1142/2048)              
 [=============>...................................................] 9/40   Step: 426ms | Tot: 3s770ms | Loss: 2.397 | Acc: 55.903% (1288/2304)              
 [==============>..................................................] 10/40   Step: 431ms | Tot: 4s201ms | Loss: 2.375 | Acc: 56.250% (1440/2560)              
 [================>................................................] 11/40   Step: 430ms | Tot: 4s632ms | Loss: 2.374 | Acc: 56.250% (1584/2816)              
 [=================>...............................................] 12/40   Step: 425ms | Tot: 5s58ms | Loss: 2.374 | Acc: 56.608% (1739/3072)              
 [===================>.............................................] 13/40   Step: 528ms | Tot: 5s586ms | Loss: 2.362 | Acc: 56.851% (1892/3328)              
 [=====================>...........................................] 14/40   Step: 425ms | Tot: 6s12ms | Loss: 2.370 | Acc: 56.696% (2032/3584)              
 [======================>..........................................] 15/40   Step: 427ms | Tot: 6s440ms | Loss: 2.363 | Acc: 56.589% (2173/3840)              
 [========================>........................................] 16/40   Step: 427ms | Tot: 6s867ms | Loss: 2.357 | Acc: 56.763% (2325/4096)              
 [==========================>......................................] 17/40   Step: 429ms | Tot: 7s297ms | Loss: 2.367 | Acc: 56.572% (2462/4352)              
 [===========================>.....................................] 18/40   Step: 536ms | Tot: 7s833ms | Loss: 2.356 | Acc: 56.597% (2608/4608)              
 [=============================>...................................] 19/40   Step: 437ms | Tot: 8s271ms | Loss: 2.359 | Acc: 56.579% (2752/4864)              
 [==============================>..................................] 20/40   Step: 434ms | Tot: 8s705ms | Loss: 2.357 | Acc: 56.621% (2899/5120)              
 [================================>................................] 21/40   Step: 435ms | Tot: 9s141ms | Loss: 2.352 | Acc: 56.827% (3055/5376)              
 [==================================>..............................] 22/40   Step: 431ms | Tot: 9s572ms | Loss: 2.353 | Acc: 56.765% (3197/5632)              
 [===================================>.............................] 23/40   Step: 428ms | Tot: 10s1ms | Loss: 2.357 | Acc: 56.573% (3331/5888)              
 [=====================================>...........................] 24/40   Step: 533ms | Tot: 10s534ms | Loss: 2.368 | Acc: 56.494% (3471/6144)              
 [=======================================>.........................] 25/40   Step: 431ms | Tot: 10s966ms | Loss: 2.362 | Acc: 56.641% (3625/6400)              
 [========================================>........................] 26/40   Step: 429ms | Tot: 11s395ms | Loss: 2.367 | Acc: 56.686% (3773/6656)              
 [==========================================>......................] 27/40   Step: 433ms | Tot: 11s829ms | Loss: 2.369 | Acc: 56.626% (3914/6912)              
 [===========================================>.....................] 28/40   Step: 433ms | Tot: 12s262ms | Loss: 2.357 | Acc: 56.738% (4067/7168)              
 [=============================================>...................] 29/40   Step: 537ms | Tot: 12s800ms | Loss: 2.360 | Acc: 56.708% (4210/7424)              
 [===============================================>.................] 30/40   Step: 435ms | Tot: 13s235ms | Loss: 2.357 | Acc: 56.732% (4357/7680)              
 [================================================>................] 31/40   Step: 430ms | Tot: 13s666ms | Loss: 2.369 | Acc: 56.540% (4487/7936)              
 [==================================================>..............] 32/40   Step: 432ms | Tot: 14s98ms | Loss: 2.372 | Acc: 56.531% (4631/8192)              
 [====================================================>............] 33/40   Step: 430ms | Tot: 14s528ms | Loss: 2.378 | Acc: 56.357% (4761/8448)              
 [=====================================================>...........] 34/40   Step: 425ms | Tot: 14s954ms | Loss: 2.389 | Acc: 56.239% (4895/8704)              
