cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 38000 samples
Selected 38000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/149   Step: 37s154ms | Tot: 0ms | Loss: 0.022 | Acc: 99.609% (255/256)              
 [>................................................................] 2/149   Step: 2s101ms | Tot: 2s101ms | Loss: 0.025 | Acc: 99.609% (510/512)              
 [>................................................................] 3/149   Step: 984ms | Tot: 3s85ms | Loss: 0.021 | Acc: 99.740% (766/768)              
 [=>...............................................................] 4/149   Step: 1s180ms | Tot: 4s265ms | Loss: 0.020 | Acc: 99.707% (1021/1024)              
 [=>...............................................................] 5/149   Step: 970ms | Tot: 5s236ms | Loss: 0.024 | Acc: 99.531% (1274/1280)              
 [==>..............................................................] 6/149   Step: 973ms | Tot: 6s209ms | Loss: 0.025 | Acc: 99.544% (1529/1536)              
 [==>..............................................................] 7/149   Step: 970ms | Tot: 7s179ms | Loss: 0.027 | Acc: 99.498% (1783/1792)              
 [===>.............................................................] 8/149   Step: 975ms | Tot: 8s155ms | Loss: 0.027 | Acc: 99.561% (2039/2048)              
 [===>.............................................................] 9/149   Step: 1s77ms | Tot: 9s232ms | Loss: 0.029 | Acc: 99.566% (2294/2304)              
 [===>.............................................................] 10/149   Step: 975ms | Tot: 10s207ms | Loss: 0.028 | Acc: 99.531% (2548/2560)              
 [====>............................................................] 11/149   Step: 988ms | Tot: 11s196ms | Loss: 0.028 | Acc: 99.538% (2803/2816)              
 [====>............................................................] 12/149   Step: 974ms | Tot: 12s171ms | Loss: 0.027 | Acc: 99.544% (3058/3072)              
 [=====>...........................................................] 13/149   Step: 978ms | Tot: 13s150ms | Loss: 0.028 | Acc: 99.489% (3311/3328)              
 [=====>...........................................................] 14/149   Step: 1s76ms | Tot: 14s226ms | Loss: 0.028 | Acc: 99.470% (3565/3584)              
 [======>..........................................................] 15/149   Step: 973ms | Tot: 15s199ms | Loss: 0.028 | Acc: 99.453% (3819/3840)              
 [======>..........................................................] 16/149   Step: 970ms | Tot: 16s170ms | Loss: 0.027 | Acc: 99.487% (4075/4096)              
 [======>..........................................................] 17/149   Step: 972ms | Tot: 17s143ms | Loss: 0.028 | Acc: 99.472% (4329/4352)              
 [=======>.........................................................] 18/149   Step: 1s84ms | Tot: 18s227ms | Loss: 0.027 | Acc: 99.479% (4584/4608)              
 [=======>.........................................................] 19/149   Step: 978ms | Tot: 19s205ms | Loss: 0.027 | Acc: 99.486% (4839/4864)              
 [========>........................................................] 20/149   Step: 996ms | Tot: 20s202ms | Loss: 0.027 | Acc: 99.512% (5095/5120)              
 [========>........................................................] 21/149   Step: 986ms | Tot: 21s188ms | Loss: 0.027 | Acc: 99.516% (5350/5376)              
 [=========>.......................................................] 22/149   Step: 977ms | Tot: 22s165ms | Loss: 0.026 | Acc: 99.521% (5605/5632)              
 [=========>.......................................................] 23/149   Step: 1s78ms | Tot: 23s243ms | Loss: 0.026 | Acc: 99.524% (5860/5888)              
 [==========>......................................................] 24/149   Step: 969ms | Tot: 24s213ms | Loss: 0.026 | Acc: 99.512% (6114/6144)              
 [==========>......................................................] 25/149   Step: 982ms | Tot: 25s195ms | Loss: 0.026 | Acc: 99.484% (6367/6400)              
 [==========>......................................................] 26/149   Step: 986ms | Tot: 26s182ms | Loss: 0.026 | Acc: 99.489% (6622/6656)              
 [===========>.....................................................] 27/149   Step: 1s125ms | Tot: 27s307ms | Loss: 0.026 | Acc: 99.508% (6878/6912)              
 [===========>.....................................................] 28/149   Step: 969ms | Tot: 28s277ms | Loss: 0.025 | Acc: 99.526% (7134/7168)              
 [============>....................................................] 29/149   Step: 975ms | Tot: 29s252ms | Loss: 0.025 | Acc: 99.542% (7390/7424)              
 [============>....................................................] 30/149   Step: 970ms | Tot: 30s223ms | Loss: 0.025 | Acc: 99.544% (7645/7680)              
 [=============>...................................................] 31/149   Step: 992ms | Tot: 31s216ms | Loss: 0.025 | Acc: 99.559% (7901/7936)              
 [=============>...................................................] 32/149   Step: 1s77ms | Tot: 32s294ms | Loss: 0.024 | Acc: 99.561% (8156/8192)              
 [=============>...................................................] 33/149   Step: 975ms | Tot: 33s269ms | Loss: 0.024 | Acc: 99.562% (8411/8448)              
 [==============>..................................................] 34/149   Step: 976ms | Tot: 34s246ms | Loss: 0.025 | Acc: 99.563% (8666/8704)              
 [==============>..................................................] 35/149   Step: 976ms | Tot: 35s222ms | Loss: 0.025 | Acc: 99.565% (8921/8960)              
 [===============>.................................................] 36/149   Step: 1s83ms | Tot: 36s305ms | Loss: 0.024 | Acc: 99.566% (9176/9216)              
 [===============>.................................................] 37/149   Step: 973ms | Tot: 37s279ms | Loss: 0.024 | Acc: 99.567% (9431/9472)              
 [================>................................................] 38/149   Step: 973ms | Tot: 38s252ms | Loss: 0.024 | Acc: 99.579% (9687/9728)              
 [================>................................................] 39/149   Step: 973ms | Tot: 39s225ms | Loss: 0.024 | Acc: 99.579% (9942/9984)              
 [=================>...............................................] 40/149   Step: 983ms | Tot: 40s209ms | Loss: 0.024 | Acc: 99.580% (10197/10240)              
 [=================>...............................................] 41/149   Step: 1s97ms | Tot: 41s306ms | Loss: 0.024 | Acc: 99.581% (10452/10496)              
 [=================>...............................................] 42/149   Step: 978ms | Tot: 42s284ms | Loss: 0.024 | Acc: 99.581% (10707/10752)              
 [==================>..............................................] 43/149   Step: 971ms | Tot: 43s255ms | Loss: 0.024 | Acc: 99.582% (10962/11008)              
 [==================>..............................................] 44/149   Step: 971ms | Tot: 44s227ms | Loss: 0.024 | Acc: 99.592% (11218/11264)              
 [===================>.............................................] 45/149   Step: 1s116ms | Tot: 45s344ms | Loss: 0.023 | Acc: 99.601% (11474/11520)              
 [===================>.............................................] 46/149   Step: 975ms | Tot: 46s320ms | Loss: 0.023 | Acc: 99.609% (11730/11776)              
 [====================>............................................] 47/149   Step: 983ms | Tot: 47s303ms | Loss: 0.023 | Acc: 99.618% (11986/12032)              
 [====================>............................................] 48/149   Step: 972ms | Tot: 48s276ms | Loss: 0.023 | Acc: 99.626% (12242/12288)              
 [====================>............................................] 49/149   Step: 972ms | Tot: 49s248ms | Loss: 0.023 | Acc: 99.625% (12497/12544)              
 [=====================>...........................................] 50/149   Step: 1s94ms | Tot: 50s342ms | Loss: 0.023 | Acc: 99.625% (12752/12800)              
 [=====================>...........................................] 51/149   Step: 983ms | Tot: 51s326ms | Loss: 0.023 | Acc: 99.625% (13007/13056)              
 [======================>..........................................] 52/149   Step: 974ms | Tot: 52s300ms | Loss: 0.023 | Acc: 99.632% (13263/13312)              
 [======================>..........................................] 53/149   Step: 975ms | Tot: 53s276ms | Loss: 0.023 | Acc: 99.631% (13518/13568)              
 [=======================>.........................................] 54/149   Step: 973ms | Tot: 54s250ms | Loss: 0.023 | Acc: 99.638% (13774/13824)              
 [=======================>.........................................] 55/149   Step: 1s75ms | Tot: 55s325ms | Loss: 0.023 | Acc: 99.638% (14029/14080)              
 [=======================>.........................................] 56/149   Step: 969ms | Tot: 56s295ms | Loss: 0.023 | Acc: 99.644% (14285/14336)              
 [========================>........................................] 57/149   Step: 970ms | Tot: 57s265ms | Loss: 0.023 | Acc: 99.650% (14541/14592)              
 [========================>........................................] 58/149   Step: 970ms | Tot: 58s236ms | Loss: 0.023 | Acc: 99.650% (14796/14848)              
 [=========================>.......................................] 59/149   Step: 968ms | Tot: 59s205ms | Loss: 0.022 | Acc: 99.649% (15051/15104)              
 [=========================>.......................................] 60/149   Step: 1s79ms | Tot: 1m284ms | Loss: 0.023 | Acc: 99.642% (15305/15360)              
 [==========================>......................................] 61/149   Step: 989ms | Tot: 1m1s | Loss: 0.023 | Acc: 99.648% (15561/15616)              
 [==========================>......................................] 62/149   Step: 970ms | Tot: 1m2s | Loss: 0.023 | Acc: 99.647% (15816/15872)              
 [===========================>.....................................] 63/149   Step: 977ms | Tot: 1m3s | Loss: 0.023 | Acc: 99.653% (16072/16128)              
 [===========================>.....................................] 64/149   Step: 1s82ms | Tot: 1m4s | Loss: 0.023 | Acc: 99.646% (16326/16384)              
 [===========================>.....................................] 65/149   Step: 967ms | Tot: 1m5s | Loss: 0.023 | Acc: 99.651% (16582/16640)              
 [============================>....................................] 66/149   Step: 971ms | Tot: 1m6s | Loss: 0.023 | Acc: 99.651% (16837/16896)              
 [============================>....................................] 67/149   Step: 969ms | Tot: 1m7s | Loss: 0.022 | Acc: 99.656% (17093/17152)              
 [=============================>...................................] 68/149   Step: 972ms | Tot: 1m8s | Loss: 0.022 | Acc: 99.661% (17349/17408)              
 [=============================>...................................] 69/149   Step: 1s74ms | Tot: 1m9s | Loss: 0.022 | Acc: 99.660% (17604/17664)              
 [==============================>..................................] 70/149   Step: 971ms | Tot: 1m10s | Loss: 0.022 | Acc: 99.665% (17860/17920)              
 [==============================>..................................] 71/149   Step: 1s15ms | Tot: 1m11s | Loss: 0.022 | Acc: 99.664% (18115/18176)              
 [==============================>..................................] 72/149   Step: 971ms | Tot: 1m12s | Loss: 0.022 | Acc: 99.669% (18371/18432)              
 [===============================>.................................] 73/149   Step: 1s79ms | Tot: 1m13s | Loss: 0.022 | Acc: 99.674% (18627/18688)              
 [===============================>.................................] 74/149   Step: 983ms | Tot: 1m14s | Loss: 0.022 | Acc: 99.678% (18883/18944)              
