cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the bwcl selected dataset.
Now try to run the BWCL algorithm
10347 boundary samples
Select 5 percent samples
Select 20000 samples
Load selected sample idx
Selected 20000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/79   Step: 37s476ms | Tot: 0ms | Loss: 0.009 | Acc: 100.000% (256/256)              
 [>................................................................] 2/79   Step: 1s944ms | Tot: 1s944ms | Loss: 0.009 | Acc: 100.000% (512/512)              
 [=>...............................................................] 3/79   Step: 968ms | Tot: 2s913ms | Loss: 0.009 | Acc: 100.000% (768/768)              
 [==>..............................................................] 4/79   Step: 1s164ms | Tot: 4s77ms | Loss: 0.009 | Acc: 100.000% (1024/1024)              
 [===>.............................................................] 5/79   Step: 965ms | Tot: 5s43ms | Loss: 0.009 | Acc: 100.000% (1280/1280)              
 [====>............................................................] 6/79   Step: 968ms | Tot: 6s11ms | Loss: 0.009 | Acc: 100.000% (1536/1536)              
 [====>............................................................] 7/79   Step: 964ms | Tot: 6s975ms | Loss: 0.008 | Acc: 100.000% (1792/1792)              
 [=====>...........................................................] 8/79   Step: 966ms | Tot: 7s942ms | Loss: 0.008 | Acc: 100.000% (2048/2048)              
 [======>..........................................................] 9/79   Step: 1s60ms | Tot: 9s3ms | Loss: 0.008 | Acc: 100.000% (2304/2304)              
 [=======>.........................................................] 10/79   Step: 964ms | Tot: 9s967ms | Loss: 0.008 | Acc: 100.000% (2560/2560)              
 [========>........................................................] 11/79   Step: 959ms | Tot: 10s926ms | Loss: 0.008 | Acc: 100.000% (2816/2816)              
 [=========>.......................................................] 12/79   Step: 958ms | Tot: 11s884ms | Loss: 0.009 | Acc: 100.000% (3072/3072)              
 [=========>.......................................................] 13/79   Step: 1s67ms | Tot: 12s952ms | Loss: 0.009 | Acc: 100.000% (3328/3328)              
 [==========>......................................................] 14/79   Step: 964ms | Tot: 13s916ms | Loss: 0.008 | Acc: 100.000% (3584/3584)              
 [===========>.....................................................] 15/79   Step: 958ms | Tot: 14s874ms | Loss: 0.008 | Acc: 100.000% (3840/3840)              
 [============>....................................................] 16/79   Step: 961ms | Tot: 15s835ms | Loss: 0.008 | Acc: 99.976% (4095/4096)              
 [=============>...................................................] 17/79   Step: 973ms | Tot: 16s809ms | Loss: 0.008 | Acc: 99.977% (4351/4352)              
 [=============>...................................................] 18/79   Step: 1s73ms | Tot: 17s883ms | Loss: 0.008 | Acc: 99.978% (4607/4608)              
 [==============>..................................................] 19/79   Step: 970ms | Tot: 18s853ms | Loss: 0.008 | Acc: 99.979% (4863/4864)              
 [===============>.................................................] 20/79   Step: 967ms | Tot: 19s821ms | Loss: 0.008 | Acc: 99.980% (5119/5120)              
 [================>................................................] 21/79   Step: 952ms | Tot: 20s773ms | Loss: 0.008 | Acc: 99.981% (5375/5376)              
 [=================>...............................................] 22/79   Step: 1s114ms | Tot: 21s888ms | Loss: 0.008 | Acc: 99.982% (5631/5632)              
 [==================>..............................................] 23/79   Step: 956ms | Tot: 22s844ms | Loss: 0.008 | Acc: 99.983% (5887/5888)              
 [==================>..............................................] 24/79   Step: 967ms | Tot: 23s811ms | Loss: 0.008 | Acc: 99.984% (6143/6144)              
 [===================>.............................................] 25/79   Step: 956ms | Tot: 24s767ms | Loss: 0.008 | Acc: 99.984% (6399/6400)              
 [====================>............................................] 26/79   Step: 956ms | Tot: 25s724ms | Loss: 0.008 | Acc: 99.985% (6655/6656)              
 [=====================>...........................................] 27/79   Step: 1s62ms | Tot: 26s786ms | Loss: 0.008 | Acc: 99.986% (6911/6912)              
 [======================>..........................................] 28/79   Step: 966ms | Tot: 27s752ms | Loss: 0.008 | Acc: 99.986% (7167/7168)              
 [=======================>.........................................] 29/79   Step: 956ms | Tot: 28s709ms | Loss: 0.008 | Acc: 99.987% (7423/7424)              
 [=======================>.........................................] 30/79   Step: 961ms | Tot: 29s670ms | Loss: 0.008 | Acc: 99.987% (7679/7680)              
 [========================>........................................] 31/79   Step: 1s55ms | Tot: 30s726ms | Loss: 0.008 | Acc: 99.987% (7935/7936)              
 [=========================>.......................................] 32/79   Step: 957ms | Tot: 31s683ms | Loss: 0.008 | Acc: 99.988% (8191/8192)              
 [==========================>......................................] 33/79   Step: 956ms | Tot: 32s640ms | Loss: 0.008 | Acc: 99.988% (8447/8448)              
 [===========================>.....................................] 34/79   Step: 975ms | Tot: 33s615ms | Loss: 0.008 | Acc: 99.989% (8703/8704)              
 [===========================>.....................................] 35/79   Step: 966ms | Tot: 34s581ms | Loss: 0.008 | Acc: 99.989% (8959/8960)              
 [============================>....................................] 36/79   Step: 1s60ms | Tot: 35s642ms | Loss: 0.008 | Acc: 99.989% (9215/9216)              
