cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 8 percent samples
Select 32000 samples
Selected 32000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/125   Step: 33s539ms | Tot: 0ms | Loss: 0.288 | Acc: 90.625% (232/256)              
 [>................................................................] 2/125   Step: 2s46ms | Tot: 2s46ms | Loss: 0.288 | Acc: 90.820% (465/512)              
 [=>...............................................................] 3/125   Step: 961ms | Tot: 3s8ms | Loss: 0.243 | Acc: 92.448% (710/768)              
 [=>...............................................................] 4/125   Step: 1s150ms | Tot: 4s159ms | Loss: 0.254 | Acc: 92.090% (943/1024)              
 [==>..............................................................] 5/125   Step: 945ms | Tot: 5s104ms | Loss: 0.252 | Acc: 92.109% (1179/1280)              
 [==>..............................................................] 6/125   Step: 949ms | Tot: 6s53ms | Loss: 0.253 | Acc: 92.057% (1414/1536)              
 [===>.............................................................] 7/125   Step: 943ms | Tot: 6s997ms | Loss: 0.246 | Acc: 92.299% (1654/1792)              
 [===>.............................................................] 8/125   Step: 946ms | Tot: 7s944ms | Loss: 0.248 | Acc: 92.334% (1891/2048)              
 [====>............................................................] 9/125   Step: 1s52ms | Tot: 8s996ms | Loss: 0.247 | Acc: 92.535% (2132/2304)              
 [====>............................................................] 10/125   Step: 949ms | Tot: 9s945ms | Loss: 0.241 | Acc: 92.734% (2374/2560)              
 [=====>...........................................................] 11/125   Step: 951ms | Tot: 10s897ms | Loss: 0.240 | Acc: 92.756% (2612/2816)              
 [=====>...........................................................] 12/125   Step: 973ms | Tot: 11s870ms | Loss: 0.239 | Acc: 92.839% (2852/3072)              
 [======>..........................................................] 13/125   Step: 950ms | Tot: 12s821ms | Loss: 0.234 | Acc: 93.059% (3097/3328)              
 [======>..........................................................] 14/125   Step: 1s55ms | Tot: 13s877ms | Loss: 0.234 | Acc: 93.025% (3334/3584)              
 [=======>.........................................................] 15/125   Step: 953ms | Tot: 14s831ms | Loss: 0.229 | Acc: 93.177% (3578/3840)              
 [=======>.........................................................] 16/125   Step: 949ms | Tot: 15s780ms | Loss: 0.225 | Acc: 93.359% (3824/4096)              
 [========>........................................................] 17/125   Step: 948ms | Tot: 16s728ms | Loss: 0.221 | Acc: 93.451% (4067/4352)              
 [========>........................................................] 18/125   Step: 966ms | Tot: 17s695ms | Loss: 0.219 | Acc: 93.598% (4313/4608)              
 [=========>.......................................................] 19/125   Step: 1s65ms | Tot: 18s760ms | Loss: 0.217 | Acc: 93.627% (4554/4864)              
 [=========>.......................................................] 20/125   Step: 947ms | Tot: 19s707ms | Loss: 0.214 | Acc: 93.750% (4800/5120)              
 [==========>......................................................] 21/125   Step: 943ms | Tot: 20s651ms | Loss: 0.212 | Acc: 93.862% (5046/5376)              
 [==========>......................................................] 22/125   Step: 988ms | Tot: 21s640ms | Loss: 0.208 | Acc: 93.963% (5292/5632)              
 [===========>.....................................................] 23/125   Step: 1s92ms | Tot: 22s732ms | Loss: 0.206 | Acc: 93.954% (5532/5888)              
 [===========>.....................................................] 24/125   Step: 959ms | Tot: 23s692ms | Loss: 0.204 | Acc: 94.027% (5777/6144)              
 [============>....................................................] 25/125   Step: 948ms | Tot: 24s641ms | Loss: 0.200 | Acc: 94.172% (6027/6400)              
 [=============>...................................................] 26/125   Step: 951ms | Tot: 25s593ms | Loss: 0.198 | Acc: 94.216% (6271/6656)              
 [=============>...................................................] 27/125   Step: 948ms | Tot: 26s542ms | Loss: 0.197 | Acc: 94.329% (6520/6912)              
 [==============>..................................................] 28/125   Step: 1s66ms | Tot: 27s608ms | Loss: 0.194 | Acc: 94.420% (6768/7168)              
 [==============>..................................................] 29/125   Step: 943ms | Tot: 28s551ms | Loss: 0.192 | Acc: 94.504% (7016/7424)              
 [===============>.................................................] 30/125   Step: 947ms | Tot: 29s499ms | Loss: 0.189 | Acc: 94.596% (7265/7680)              
 [===============>.................................................] 31/125   Step: 946ms | Tot: 30s446ms | Loss: 0.188 | Acc: 94.619% (7509/7936)              
 [================>................................................] 32/125   Step: 1s99ms | Tot: 31s545ms | Loss: 0.187 | Acc: 94.678% (7756/8192)              
 [================>................................................] 33/125   Step: 947ms | Tot: 32s492ms | Loss: 0.187 | Acc: 94.709% (8001/8448)              
