cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 36000 samples
Selected 36000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/141   Step: 41s383ms | Tot: 0ms | Loss: 0.024 | Acc: 99.219% (254/256)              
 [>................................................................] 2/141   Step: 1s973ms | Tot: 1s973ms | Loss: 0.021 | Acc: 99.414% (509/512)              
 [>................................................................] 3/141   Step: 989ms | Tot: 2s962ms | Loss: 0.020 | Acc: 99.609% (765/768)              
 [=>...............................................................] 4/141   Step: 1s161ms | Tot: 4s123ms | Loss: 0.020 | Acc: 99.707% (1021/1024)              
 [=>...............................................................] 5/141   Step: 959ms | Tot: 5s82ms | Loss: 0.021 | Acc: 99.688% (1276/1280)              
 [==>..............................................................] 6/141   Step: 959ms | Tot: 6s42ms | Loss: 0.020 | Acc: 99.740% (1532/1536)              
 [==>..............................................................] 7/141   Step: 961ms | Tot: 7s4ms | Loss: 0.020 | Acc: 99.777% (1788/1792)              
 [===>.............................................................] 8/141   Step: 958ms | Tot: 7s962ms | Loss: 0.020 | Acc: 99.756% (2043/2048)              
 [===>.............................................................] 9/141   Step: 1s67ms | Tot: 9s29ms | Loss: 0.021 | Acc: 99.740% (2298/2304)              
 [====>............................................................] 10/141   Step: 955ms | Tot: 9s985ms | Loss: 0.021 | Acc: 99.766% (2554/2560)              
 [====>............................................................] 11/141   Step: 957ms | Tot: 10s943ms | Loss: 0.020 | Acc: 99.787% (2810/2816)              
 [=====>...........................................................] 12/141   Step: 956ms | Tot: 11s899ms | Loss: 0.021 | Acc: 99.772% (3065/3072)              
 [=====>...........................................................] 13/141   Step: 978ms | Tot: 12s878ms | Loss: 0.022 | Acc: 99.730% (3319/3328)              
 [=====>...........................................................] 14/141   Step: 1s69ms | Tot: 13s948ms | Loss: 0.022 | Acc: 99.721% (3574/3584)              
 [======>..........................................................] 15/141   Step: 964ms | Tot: 14s912ms | Loss: 0.021 | Acc: 99.740% (3830/3840)              
 [======>..........................................................] 16/141   Step: 959ms | Tot: 15s871ms | Loss: 0.021 | Acc: 99.731% (4085/4096)              
 [=======>.........................................................] 17/141   Step: 958ms | Tot: 16s830ms | Loss: 0.021 | Acc: 99.747% (4341/4352)              
 [=======>.........................................................] 18/141   Step: 974ms | Tot: 17s805ms | Loss: 0.020 | Acc: 99.761% (4597/4608)              
 [========>........................................................] 19/141   Step: 1s68ms | Tot: 18s873ms | Loss: 0.020 | Acc: 99.774% (4853/4864)              
 [========>........................................................] 20/141   Step: 962ms | Tot: 19s835ms | Loss: 0.021 | Acc: 99.785% (5109/5120)              
 [=========>.......................................................] 21/141   Step: 964ms | Tot: 20s800ms | Loss: 0.022 | Acc: 99.740% (5362/5376)              
 [=========>.......................................................] 22/141   Step: 956ms | Tot: 21s757ms | Loss: 0.022 | Acc: 99.734% (5617/5632)              
 [==========>......................................................] 23/141   Step: 1s120ms | Tot: 22s878ms | Loss: 0.022 | Acc: 99.745% (5873/5888)              
 [==========>......................................................] 24/141   Step: 960ms | Tot: 23s838ms | Loss: 0.021 | Acc: 99.756% (6129/6144)              
 [===========>.....................................................] 25/141   Step: 963ms | Tot: 24s802ms | Loss: 0.021 | Acc: 99.766% (6385/6400)              
 [===========>.....................................................] 26/141   Step: 963ms | Tot: 25s765ms | Loss: 0.021 | Acc: 99.775% (6641/6656)              
 [===========>.....................................................] 27/141   Step: 956ms | Tot: 26s721ms | Loss: 0.021 | Acc: 99.783% (6897/6912)              
 [============>....................................................] 28/141   Step: 1s74ms | Tot: 27s795ms | Loss: 0.021 | Acc: 99.777% (7152/7168)              
 [============>....................................................] 29/141   Step: 964ms | Tot: 28s760ms | Loss: 0.021 | Acc: 99.784% (7408/7424)              
 [=============>...................................................] 30/141   Step: 955ms | Tot: 29s715ms | Loss: 0.020 | Acc: 99.792% (7664/7680)              
