cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 9 percent samples
Select 36000 samples
Selected 36000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/141   Step: 33s482ms | Tot: 0ms | Loss: 0.326 | Acc: 89.062% (228/256)              
 [>................................................................] 2/141   Step: 2s41ms | Tot: 2s41ms | Loss: 0.306 | Acc: 89.844% (460/512)              
 [>................................................................] 3/141   Step: 959ms | Tot: 3s1ms | Loss: 0.276 | Acc: 90.885% (698/768)              
 [=>...............................................................] 4/141   Step: 1s132ms | Tot: 4s133ms | Loss: 0.291 | Acc: 90.430% (926/1024)              
 [=>...............................................................] 5/141   Step: 951ms | Tot: 5s85ms | Loss: 0.288 | Acc: 90.703% (1161/1280)              
 [==>..............................................................] 6/141   Step: 949ms | Tot: 6s34ms | Loss: 0.295 | Acc: 91.016% (1398/1536)              
 [==>..............................................................] 7/141   Step: 963ms | Tot: 6s998ms | Loss: 0.302 | Acc: 91.127% (1633/1792)              
 [===>.............................................................] 8/141   Step: 953ms | Tot: 7s951ms | Loss: 0.301 | Acc: 91.016% (1864/2048)              
 [===>.............................................................] 9/141   Step: 1s53ms | Tot: 9s4ms | Loss: 0.295 | Acc: 91.189% (2101/2304)              
 [====>............................................................] 10/141   Step: 946ms | Tot: 9s951ms | Loss: 0.294 | Acc: 91.250% (2336/2560)              
 [====>............................................................] 11/141   Step: 966ms | Tot: 10s918ms | Loss: 0.287 | Acc: 91.548% (2578/2816)              
 [=====>...........................................................] 12/141   Step: 947ms | Tot: 11s865ms | Loss: 0.282 | Acc: 91.699% (2817/3072)              
 [=====>...........................................................] 13/141   Step: 948ms | Tot: 12s814ms | Loss: 0.279 | Acc: 91.887% (3058/3328)              
 [=====>...........................................................] 14/141   Step: 1s53ms | Tot: 13s867ms | Loss: 0.279 | Acc: 91.936% (3295/3584)              
 [======>..........................................................] 15/141   Step: 947ms | Tot: 14s815ms | Loss: 0.273 | Acc: 92.057% (3535/3840)              
 [======>..........................................................] 16/141   Step: 946ms | Tot: 15s762ms | Loss: 0.271 | Acc: 92.139% (3774/4096)              
 [=======>.........................................................] 17/141   Step: 955ms | Tot: 16s718ms | Loss: 0.268 | Acc: 92.142% (4010/4352)              
 [=======>.........................................................] 18/141   Step: 966ms | Tot: 17s685ms | Loss: 0.269 | Acc: 92.057% (4242/4608)              
 [========>........................................................] 19/141   Step: 1s49ms | Tot: 18s734ms | Loss: 0.271 | Acc: 91.961% (4473/4864)              
 [========>........................................................] 20/141   Step: 944ms | Tot: 19s678ms | Loss: 0.267 | Acc: 92.129% (4717/5120)              
 [=========>.......................................................] 21/141   Step: 946ms | Tot: 20s625ms | Loss: 0.264 | Acc: 92.225% (4958/5376)              
 [=========>.......................................................] 22/141   Step: 963ms | Tot: 21s589ms | Loss: 0.260 | Acc: 92.472% (5208/5632)              
 [==========>......................................................] 23/141   Step: 957ms | Tot: 22s546ms | Loss: 0.257 | Acc: 92.544% (5449/5888)              
 [==========>......................................................] 24/141   Step: 1s60ms | Tot: 23s606ms | Loss: 0.254 | Acc: 92.594% (5689/6144)              
 [===========>.....................................................] 25/141   Step: 946ms | Tot: 24s553ms | Loss: 0.252 | Acc: 92.641% (5929/6400)              
 [===========>.....................................................] 26/141   Step: 946ms | Tot: 25s499ms | Loss: 0.252 | Acc: 92.638% (6166/6656)              
 [===========>.....................................................] 27/141   Step: 953ms | Tot: 26s452ms | Loss: 0.251 | Acc: 92.737% (6410/6912)              
 [============>....................................................] 28/141   Step: 1s92ms | Tot: 27s545ms | Loss: 0.247 | Acc: 92.843% (6655/7168)              
 [============>....................................................] 29/141   Step: 944ms | Tot: 28s490ms | Loss: 0.244 | Acc: 92.955% (6901/7424)              
 [=============>...................................................] 30/141   Step: 948ms | Tot: 29s438ms | Loss: 0.244 | Acc: 92.982% (7141/7680)              
 [=============>...................................................] 31/141   Step: 940ms | Tot: 30s378ms | Loss: 0.242 | Acc: 93.082% (7387/7936)              
 [==============>..................................................] 32/141   Step: 961ms | Tot: 31s339ms | Loss: 0.239 | Acc: 93.188% (7634/8192)              
 [==============>..................................................] 33/141   Step: 1s57ms | Tot: 32s397ms | Loss: 0.240 | Acc: 93.134% (7868/8448)              
 [===============>.................................................] 34/141   Step: 943ms | Tot: 33s340ms | Loss: 0.237 | Acc: 93.187% (8111/8704)              
 [===============>.................................................] 35/141   Step: 948ms | Tot: 34s289ms | Loss: 0.234 | Acc: 93.281% (8358/8960)              
 [================>................................................] 36/141   Step: 944ms | Tot: 35s233ms | Loss: 0.233 | Acc: 93.305% (8599/9216)              
 [================>................................................] 37/141   Step: 1s55ms | Tot: 36s289ms | Loss: 0.231 | Acc: 93.412% (8848/9472)              
 [=================>...............................................] 38/141   Step: 949ms | Tot: 37s238ms | Loss: 0.230 | Acc: 93.411% (9087/9728)              
 [=================>...............................................] 39/141   Step: 949ms | Tot: 38s187ms | Loss: 0.228 | Acc: 93.530% (9338/9984)              
 [=================>...............................................] 40/141   Step: 948ms | Tot: 39s136ms | Loss: 0.227 | Acc: 93.506% (9575/10240)              
 [==================>..............................................] 41/141   Step: 945ms | Tot: 40s81ms | Loss: 0.225 | Acc: 93.569% (9821/10496)              
 [==================>..............................................] 42/141   Step: 1s73ms | Tot: 41s155ms | Loss: 0.223 | Acc: 93.629% (10067/10752)              
 [===================>.............................................] 43/141   Step: 953ms | Tot: 42s108ms | Loss: 0.223 | Acc: 93.668% (10311/11008)              
 [===================>.............................................] 44/141   Step: 943ms | Tot: 43s51ms | Loss: 0.221 | Acc: 93.759% (10561/11264)              
 [====================>............................................] 45/141   Step: 945ms | Tot: 43s996ms | Loss: 0.219 | Acc: 93.793% (10805/11520)              
 [====================>............................................] 46/141   Step: 1s57ms | Tot: 45s53ms | Loss: 0.218 | Acc: 93.835% (11050/11776)              
