cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the bwcl selected dataset.
Now try to run the BWCL algorithm
10347 boundary samples
Select 7 percent samples
Select 28000 samples
Load selected sample idx
Selected 28000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/110   Step: 30s955ms | Tot: 0ms | Loss: 0.284 | Acc: 91.406% (234/256)              
 [>................................................................] 2/110   Step: 1s923ms | Tot: 1s923ms | Loss: 0.263 | Acc: 91.602% (469/512)              
 [=>...............................................................] 3/110   Step: 959ms | Tot: 2s883ms | Loss: 0.263 | Acc: 91.146% (700/768)              
 [=>...............................................................] 4/110   Step: 1s114ms | Tot: 3s997ms | Loss: 0.267 | Acc: 91.309% (935/1024)              
 [==>..............................................................] 5/110   Step: 947ms | Tot: 4s945ms | Loss: 0.256 | Acc: 91.641% (1173/1280)              
 [==>..............................................................] 6/110   Step: 947ms | Tot: 5s892ms | Loss: 0.248 | Acc: 92.318% (1418/1536)              
 [===>.............................................................] 7/110   Step: 946ms | Tot: 6s838ms | Loss: 0.239 | Acc: 92.634% (1660/1792)              
 [====>............................................................] 8/110   Step: 946ms | Tot: 7s785ms | Loss: 0.231 | Acc: 92.822% (1901/2048)              
 [====>............................................................] 9/110   Step: 1s52ms | Tot: 8s837ms | Loss: 0.230 | Acc: 92.969% (2142/2304)              
 [=====>...........................................................] 10/110   Step: 952ms | Tot: 9s789ms | Loss: 0.224 | Acc: 93.320% (2389/2560)              
 [=====>...........................................................] 11/110   Step: 946ms | Tot: 10s736ms | Loss: 0.220 | Acc: 93.430% (2631/2816)              
 [======>..........................................................] 12/110   Step: 944ms | Tot: 11s680ms | Loss: 0.219 | Acc: 93.522% (2873/3072)              
 [=======>.........................................................] 13/110   Step: 1s52ms | Tot: 12s733ms | Loss: 0.216 | Acc: 93.630% (3116/3328)              
 [=======>.........................................................] 14/110   Step: 949ms | Tot: 13s683ms | Loss: 0.210 | Acc: 93.890% (3365/3584)              
 [========>........................................................] 15/110   Step: 957ms | Tot: 14s640ms | Loss: 0.206 | Acc: 94.010% (3610/3840)              
 [========>........................................................] 16/110   Step: 947ms | Tot: 15s587ms | Loss: 0.204 | Acc: 94.043% (3852/4096)              
 [=========>.......................................................] 17/110   Step: 959ms | Tot: 16s546ms | Loss: 0.199 | Acc: 94.256% (4102/4352)              
 [==========>......................................................] 18/110   Step: 1s52ms | Tot: 17s599ms | Loss: 0.196 | Acc: 94.249% (4343/4608)              
 [==========>......................................................] 19/110   Step: 943ms | Tot: 18s542ms | Loss: 0.191 | Acc: 94.428% (4593/4864)              
 [===========>.....................................................] 20/110   Step: 946ms | Tot: 19s489ms | Loss: 0.186 | Acc: 94.590% (4843/5120)              
 [===========>.....................................................] 21/110   Step: 949ms | Tot: 20s438ms | Loss: 0.181 | Acc: 94.773% (5095/5376)              
 [============>....................................................] 22/110   Step: 946ms | Tot: 21s385ms | Loss: 0.178 | Acc: 94.904% (5345/5632)              
 [=============>...................................................] 23/110   Step: 1s77ms | Tot: 22s462ms | Loss: 0.177 | Acc: 94.973% (5592/5888)              
 [=============>...................................................] 24/110   Step: 948ms | Tot: 23s411ms | Loss: 0.174 | Acc: 95.101% (5843/6144)              
 [==============>..................................................] 25/110   Step: 968ms | Tot: 24s379ms | Loss: 0.171 | Acc: 95.234% (6095/6400)              
 [==============>..................................................] 26/110   Step: 946ms | Tot: 25s325ms | Loss: 0.169 | Acc: 95.252% (6340/6656)              
 [===============>.................................................] 27/110   Step: 1s59ms | Tot: 26s384ms | Loss: 0.165 | Acc: 95.385% (6593/6912)              
 [===============>.................................................] 28/110   Step: 948ms | Tot: 27s333ms | Loss: 0.164 | Acc: 95.452% (6842/7168)              
 [================>................................................] 29/110   Step: 946ms | Tot: 28s280ms | Loss: 0.162 | Acc: 95.541% (7093/7424)              
 [=================>...............................................] 30/110   Step: 943ms | Tot: 29s223ms | Loss: 0.160 | Acc: 95.599% (7342/7680)              
 [=================>...............................................] 31/110   Step: 947ms | Tot: 30s171ms | Loss: 0.158 | Acc: 95.653% (7591/7936)              
 [==================>..............................................] 32/110   Step: 1s47ms | Tot: 31s218ms | Loss: 0.156 | Acc: 95.728% (7842/8192)              
 [==================>..............................................] 33/110   Step: 945ms | Tot: 32s164ms | Loss: 0.155 | Acc: 95.750% (8089/8448)              
 [===================>.............................................] 34/110   Step: 950ms | Tot: 33s115ms | Loss: 0.154 | Acc: 95.795% (8338/8704)              
 [====================>............................................] 35/110   Step: 959ms | Tot: 34s74ms | Loss: 0.152 | Acc: 95.871% (8590/8960)              
 [====================>............................................] 36/110   Step: 1s52ms | Tot: 35s126ms | Loss: 0.151 | Acc: 95.877% (8836/9216)              
 [=====================>...........................................] 37/110   Step: 953ms | Tot: 36s80ms | Loss: 0.150 | Acc: 95.914% (9085/9472)              
 [=====================>...........................................] 38/110   Step: 943ms | Tot: 37s23ms | Loss: 0.149 | Acc: 95.970% (9336/9728)              
 [======================>..........................................] 39/110   Step: 943ms | Tot: 37s967ms | Loss: 0.148 | Acc: 95.984% (9583/9984)              
 [=======================>.........................................] 40/110   Step: 965ms | Tot: 38s932ms | Loss: 0.146 | Acc: 96.055% (9836/10240)              
 [=======================>.........................................] 41/110   Step: 1s52ms | Tot: 39s984ms | Loss: 0.145 | Acc: 96.103% (10087/10496)              
 [========================>........................................] 42/110   Step: 950ms | Tot: 40s935ms | Loss: 0.145 | Acc: 96.094% (10332/10752)              
 [========================>........................................] 43/110   Step: 946ms | Tot: 41s882ms | Loss: 0.143 | Acc: 96.157% (10585/11008)              
 [=========================>.......................................] 44/110   Step: 947ms | Tot: 42s830ms | Loss: 0.142 | Acc: 96.174% (10833/11264)              
 [==========================>......................................] 45/110   Step: 952ms | Tot: 43s782ms | Loss: 0.141 | Acc: 96.189% (11081/11520)              
 [==========================>......................................] 46/110   Step: 1s83ms | Tot: 44s866ms | Loss: 0.140 | Acc: 96.230% (11332/11776)              
 [===========================>.....................................] 47/110   Step: 943ms | Tot: 45s809ms | Loss: 0.139 | Acc: 96.252% (11581/12032)              
 [===========================>.....................................] 48/110   Step: 943ms | Tot: 46s753ms | Loss: 0.139 | Acc: 96.248% (11827/12288)              
 [============================>....................................] 49/110   Step: 949ms | Tot: 47s703ms | Loss: 0.138 | Acc: 96.261% (12075/12544)              
 [============================>....................................] 50/110   Step: 1s55ms | Tot: 48s758ms | Loss: 0.137 | Acc: 96.320% (12329/12800)              
 [=============================>...................................] 51/110   Step: 944ms | Tot: 49s703ms | Loss: 0.137 | Acc: 96.331% (12577/13056)              
 [==============================>..................................] 52/110   Step: 948ms | Tot: 50s651ms | Loss: 0.136 | Acc: 96.342% (12825/13312)              
 [==============================>..................................] 53/110   Step: 942ms | Tot: 51s594ms | Loss: 0.135 | Acc: 96.389% (13078/13568)              
 [===============================>.................................] 54/110   Step: 946ms | Tot: 52s540ms | Loss: 0.134 | Acc: 96.419% (13329/13824)              
 [===============================>.................................] 55/110   Step: 1s48ms | Tot: 53s588ms | Loss: 0.133 | Acc: 96.435% (13578/14080)              
 [================================>................................] 56/110   Step: 963ms | Tot: 54s551ms | Loss: 0.133 | Acc: 96.449% (13827/14336)              
 [=================================>...............................] 57/110   Step: 953ms | Tot: 55s505ms | Loss: 0.132 | Acc: 96.464% (14076/14592)              
 [=================================>...............................] 58/110   Step: 952ms | Tot: 56s458ms | Loss: 0.132 | Acc: 96.437% (14319/14848)              
 [==================================>..............................] 59/110   Step: 1s50ms | Tot: 57s508ms | Loss: 0.131 | Acc: 96.465% (14570/15104)              
 [==================================>..............................] 60/110   Step: 945ms | Tot: 58s453ms | Loss: 0.130 | Acc: 96.504% (14823/15360)              
 [===================================>.............................] 61/110   Step: 942ms | Tot: 59s395ms | Loss: 0.129 | Acc: 96.523% (15073/15616)              
 [====================================>............................] 62/110   Step: 943ms | Tot: 1m339ms | Loss: 0.129 | Acc: 96.528% (15321/15872)              
 [====================================>............................] 63/110   Step: 945ms | Tot: 1m1s | Loss: 0.128 | Acc: 96.559% (15573/16128)              
 [=====================================>...........................] 64/110   Step: 1s62ms | Tot: 1m2s | Loss: 0.128 | Acc: 96.594% (15826/16384)              
 [=====================================>...........................] 65/110   Step: 945ms | Tot: 1m3s | Loss: 0.127 | Acc: 96.617% (16077/16640)              
 [======================================>..........................] 66/110   Step: 960ms | Tot: 1m4s | Loss: 0.126 | Acc: 96.656% (16331/16896)              
 [=======================================>.........................] 67/110   Step: 941ms | Tot: 1m5s | Loss: 0.125 | Acc: 96.700% (16586/17152)              
 [=======================================>.........................] 68/110   Step: 1s55ms | Tot: 1m6s | Loss: 0.124 | Acc: 96.743% (16841/17408)              
 [========================================>........................] 69/110   Step: 946ms | Tot: 1m7s | Loss: 0.124 | Acc: 96.750% (17090/17664)              
 [========================================>........................] 70/110   Step: 943ms | Tot: 1m8s | Loss: 0.122 | Acc: 96.791% (17345/17920)              
 [=========================================>.......................] 71/110   Step: 950ms | Tot: 1m9s | Loss: 0.122 | Acc: 96.831% (17600/18176)              
 [=========================================>.......................] 72/110   Step: 941ms | Tot: 1m10s | Loss: 0.121 | Acc: 96.859% (17853/18432)              
 [==========================================>......................] 73/110   Step: 1s83ms | Tot: 1m11s | Loss: 0.120 | Acc: 96.886% (18106/18688)              
 [===========================================>.....................] 74/110   Step: 944ms | Tot: 1m12s | Loss: 0.119 | Acc: 96.907% (18358/18944)              
 [===========================================>.....................] 75/110   Step: 945ms | Tot: 1m13s | Loss: 0.119 | Acc: 96.927% (18610/19200)              
 [============================================>....................] 76/110   Step: 963ms | Tot: 1m13s | Loss: 0.118 | Acc: 96.942% (18861/19456)              
 [============================================>....................] 77/110   Step: 1s50ms | Tot: 1m15s | Loss: 0.118 | Acc: 96.941% (19109/19712)              
 [=============================================>...................] 78/110   Step: 943ms | Tot: 1m15s | Loss: 0.117 | Acc: 96.960% (19361/19968)              
 [==============================================>..................] 79/110   Step: 946ms | Tot: 1m16s | Loss: 0.116 | Acc: 96.979% (19613/20224)              
 [==============================================>..................] 80/110   Step: 944ms | Tot: 1m17s | Loss: 0.116 | Acc: 96.997% (19865/20480)              
 [===============================================>.................] 81/110   Step: 941ms | Tot: 1m18s | Loss: 0.115 | Acc: 97.020% (20118/20736)              
 [===============================================>.................] 82/110   Step: 1s47ms | Tot: 1m19s | Loss: 0.115 | Acc: 97.037% (20370/20992)              
 [================================================>................] 83/110   Step: 943ms | Tot: 1m20s | Loss: 0.115 | Acc: 97.026% (20616/21248)              
 [=================================================>...............] 84/110   Step: 945ms | Tot: 1m21s | Loss: 0.114 | Acc: 97.038% (20867/21504)              
 [=================================================>...............] 85/110   Step: 941ms | Tot: 1m22s | Loss: 0.114 | Acc: 97.073% (21123/21760)              
 [==================================================>..............] 86/110   Step: 947ms | Tot: 1m23s | Loss: 0.114 | Acc: 97.075% (21372/22016)              
 [==================================================>..............] 87/110   Step: 1s71ms | Tot: 1m24s | Loss: 0.113 | Acc: 97.077% (21621/22272)              
 [===================================================>.............] 88/110   Step: 943ms | Tot: 1m25s | Loss: 0.113 | Acc: 97.101% (21875/22528)              
 [====================================================>............] 89/110   Step: 949ms | Tot: 1m26s | Loss: 0.113 | Acc: 97.099% (22123/22784)              
 [====================================================>............] 90/110   Step: 959ms | Tot: 1m27s | Loss: 0.112 | Acc: 97.105% (22373/23040)              
 [=====================================================>...........] 91/110   Step: 1s49ms | Tot: 1m28s | Loss: 0.112 | Acc: 97.111% (22623/23296)              
 [=====================================================>...........] 92/110   Step: 944ms | Tot: 1m29s | Loss: 0.111 | Acc: 97.121% (22874/23552)              
 [======================================================>..........] 93/110   Step: 945ms | Tot: 1m30s | Loss: 0.111 | Acc: 97.110% (23120/23808)              
 [======================================================>..........] 94/110   Step: 940ms | Tot: 1m31s | Loss: 0.111 | Acc: 97.124% (23372/24064)              
 [=======================================================>.........] 95/110   Step: 942ms | Tot: 1m32s | Loss: 0.111 | Acc: 97.126% (23621/24320)              
 [========================================================>........] 96/110   Step: 1s47ms | Tot: 1m33s | Loss: 0.110 | Acc: 97.156% (23877/24576)              
 [========================================================>........] 97/110   Step: 957ms | Tot: 1m34s | Loss: 0.110 | Acc: 97.161% (24127/24832)              
 [=========================================================>.......] 98/110   Step: 945ms | Tot: 1m35s | Loss: 0.109 | Acc: 97.182% (24381/25088)              
 [=========================================================>.......] 99/110   Step: 940ms | Tot: 1m36s | Loss: 0.109 | Acc: 97.187% (24631/25344)              
 [==========================================================>......] 100/110   Step: 1s52ms | Tot: 1m37s | Loss: 0.108 | Acc: 97.211% (24886/25600)              
 [===========================================================>.....] 101/110   Step: 943ms | Tot: 1m38s | Loss: 0.108 | Acc: 97.211% (25135/25856)              
 [===========================================================>.....] 102/110   Step: 944ms | Tot: 1m39s | Loss: 0.107 | Acc: 97.220% (25386/26112)              
 [============================================================>....] 103/110   Step: 940ms | Tot: 1m40s | Loss: 0.107 | Acc: 97.224% (25636/26368)              
 [============================================================>....] 104/110   Step: 945ms | Tot: 1m41s | Loss: 0.107 | Acc: 97.239% (25889/26624)              
 [=============================================================>...] 105/110   Step: 1s46ms | Tot: 1m42s | Loss: 0.107 | Acc: 97.240% (26138/26880)              
 [==============================================================>..] 106/110   Step: 876ms | Tot: 1m43s | Loss: 0.106 | Acc: 97.251% (26390/27136)              
 [==============================================================>..] 107/110   Step: 849ms | Tot: 1m43s | Loss: 0.106 | Acc: 97.266% (26643/27392)              
 [===============================================================>.] 108/110   Step: 835ms | Tot: 1m44s | Loss: 0.106 | Acc: 97.273% (26894/27648)              
