cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 6 percent samples
Select 24000 samples
Selected 24000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/94   Step: 33s736ms | Tot: 0ms | Loss: 0.006 | Acc: 100.000% (256/256)              
 [>................................................................] 2/94   Step: 1s967ms | Tot: 1s968ms | Loss: 0.011 | Acc: 99.805% (511/512)              
 [=>...............................................................] 3/94   Step: 970ms | Tot: 2s938ms | Loss: 0.010 | Acc: 99.870% (767/768)              
 [==>..............................................................] 4/94   Step: 1s162ms | Tot: 4s101ms | Loss: 0.010 | Acc: 99.902% (1023/1024)              
 [==>..............................................................] 5/94   Step: 958ms | Tot: 5s59ms | Loss: 0.009 | Acc: 99.922% (1279/1280)              
 [===>.............................................................] 6/94   Step: 962ms | Tot: 6s21ms | Loss: 0.009 | Acc: 99.935% (1535/1536)              
 [====>............................................................] 7/94   Step: 959ms | Tot: 6s981ms | Loss: 0.009 | Acc: 99.944% (1791/1792)              
 [====>............................................................] 8/94   Step: 962ms | Tot: 7s943ms | Loss: 0.009 | Acc: 99.951% (2047/2048)              
 [=====>...........................................................] 9/94   Step: 1s64ms | Tot: 9s8ms | Loss: 0.009 | Acc: 99.957% (2303/2304)              
 [======>..........................................................] 10/94   Step: 991ms | Tot: 10s | Loss: 0.009 | Acc: 99.961% (2559/2560)              
 [======>..........................................................] 11/94   Step: 971ms | Tot: 10s971ms | Loss: 0.009 | Acc: 99.964% (2815/2816)              
 [=======>.........................................................] 12/94   Step: 959ms | Tot: 11s931ms | Loss: 0.009 | Acc: 99.967% (3071/3072)              
 [========>........................................................] 13/94   Step: 961ms | Tot: 12s892ms | Loss: 0.009 | Acc: 99.970% (3327/3328)              
 [========>........................................................] 14/94   Step: 1s67ms | Tot: 13s960ms | Loss: 0.009 | Acc: 99.972% (3583/3584)              
 [=========>.......................................................] 15/94   Step: 963ms | Tot: 14s923ms | Loss: 0.009 | Acc: 99.974% (3839/3840)              
 [==========>......................................................] 16/94   Step: 973ms | Tot: 15s896ms | Loss: 0.009 | Acc: 99.976% (4095/4096)              
 [===========>.....................................................] 17/94   Step: 969ms | Tot: 16s866ms | Loss: 0.009 | Acc: 99.954% (4350/4352)              
 [===========>.....................................................] 18/94   Step: 1s67ms | Tot: 17s934ms | Loss: 0.009 | Acc: 99.957% (4606/4608)              
 [============>....................................................] 19/94   Step: 960ms | Tot: 18s895ms | Loss: 0.009 | Acc: 99.959% (4862/4864)              
 [=============>...................................................] 20/94   Step: 991ms | Tot: 19s886ms | Loss: 0.009 | Acc: 99.961% (5118/5120)              
 [=============>...................................................] 21/94   Step: 971ms | Tot: 20s858ms | Loss: 0.009 | Acc: 99.963% (5374/5376)              
 [==============>..................................................] 22/94   Step: 961ms | Tot: 21s819ms | Loss: 0.009 | Acc: 99.964% (5630/5632)              
 [===============>.................................................] 23/94   Step: 1s116ms | Tot: 22s936ms | Loss: 0.009 | Acc: 99.966% (5886/5888)              
 [===============>.................................................] 24/94   Step: 963ms | Tot: 23s899ms | Loss: 0.009 | Acc: 99.951% (6141/6144)              
 [================>................................................] 25/94   Step: 958ms | Tot: 24s857ms | Loss: 0.009 | Acc: 99.953% (6397/6400)              
 [=================>...............................................] 26/94   Step: 961ms | Tot: 25s818ms | Loss: 0.009 | Acc: 99.955% (6653/6656)              
 [=================>...............................................] 27/94   Step: 1s63ms | Tot: 26s882ms | Loss: 0.009 | Acc: 99.957% (6909/6912)              
 [==================>..............................................] 28/94   Step: 959ms | Tot: 27s841ms | Loss: 0.009 | Acc: 99.958% (7165/7168)              
 [===================>.............................................] 29/94   Step: 963ms | Tot: 28s805ms | Loss: 0.009 | Acc: 99.960% (7421/7424)              
 [====================>............................................] 30/94   Step: 986ms | Tot: 29s792ms | Loss: 0.009 | Acc: 99.961% (7677/7680)              
 [====================>............................................] 31/94   Step: 969ms | Tot: 30s762ms | Loss: 0.009 | Acc: 99.962% (7933/7936)              
