cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 8 percent samples
Select 32000 samples
Load selected sample idx
Selected 32000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/125   Step: 32s76ms | Tot: 0ms | Loss: 0.264 | Acc: 91.016% (233/256)              
 [>................................................................] 2/125   Step: 1s982ms | Tot: 1s982ms | Loss: 0.261 | Acc: 91.992% (471/512)              
 [=>...............................................................] 3/125   Step: 983ms | Tot: 2s965ms | Loss: 0.249 | Acc: 92.448% (710/768)              
 [=>...............................................................] 4/125   Step: 1s145ms | Tot: 4s111ms | Loss: 0.249 | Acc: 92.480% (947/1024)              
 [==>..............................................................] 5/125   Step: 974ms | Tot: 5s86ms | Loss: 0.249 | Acc: 92.344% (1182/1280)              
 [==>..............................................................] 6/125   Step: 979ms | Tot: 6s65ms | Loss: 0.255 | Acc: 92.253% (1417/1536)              
 [===>.............................................................] 7/125   Step: 971ms | Tot: 7s37ms | Loss: 0.256 | Acc: 91.964% (1648/1792)              
 [===>.............................................................] 8/125   Step: 972ms | Tot: 8s10ms | Loss: 0.259 | Acc: 91.748% (1879/2048)              
 [====>............................................................] 9/125   Step: 1s75ms | Tot: 9s86ms | Loss: 0.260 | Acc: 91.710% (2113/2304)              
 [====>............................................................] 10/125   Step: 965ms | Tot: 10s51ms | Loss: 0.257 | Acc: 91.836% (2351/2560)              
 [=====>...........................................................] 11/125   Step: 982ms | Tot: 11s33ms | Loss: 0.255 | Acc: 91.974% (2590/2816)              
 [=====>...........................................................] 12/125   Step: 967ms | Tot: 12s1ms | Loss: 0.253 | Acc: 92.090% (2829/3072)              
 [======>..........................................................] 13/125   Step: 1s81ms | Tot: 13s82ms | Loss: 0.250 | Acc: 92.097% (3065/3328)              
 [======>..........................................................] 14/125   Step: 974ms | Tot: 14s56ms | Loss: 0.251 | Acc: 92.076% (3300/3584)              
 [=======>.........................................................] 15/125   Step: 977ms | Tot: 15s34ms | Loss: 0.250 | Acc: 92.161% (3539/3840)              
 [=======>.........................................................] 16/125   Step: 980ms | Tot: 16s14ms | Loss: 0.248 | Acc: 92.236% (3778/4096)              
 [========>........................................................] 17/125   Step: 973ms | Tot: 16s988ms | Loss: 0.246 | Acc: 92.325% (4018/4352)              
 [========>........................................................] 18/125   Step: 1s91ms | Tot: 18s80ms | Loss: 0.243 | Acc: 92.448% (4260/4608)              
 [=========>.......................................................] 19/125   Step: 970ms | Tot: 19s50ms | Loss: 0.239 | Acc: 92.619% (4505/4864)              
 [=========>.......................................................] 20/125   Step: 977ms | Tot: 20s27ms | Loss: 0.239 | Acc: 92.695% (4746/5120)              
 [==========>......................................................] 21/125   Step: 981ms | Tot: 21s8ms | Loss: 0.236 | Acc: 92.839% (4991/5376)              
 [==========>......................................................] 22/125   Step: 1s86ms | Tot: 22s94ms | Loss: 0.234 | Acc: 92.915% (5233/5632)              
 [===========>.....................................................] 23/125   Step: 977ms | Tot: 23s72ms | Loss: 0.232 | Acc: 92.969% (5474/5888)              
 [===========>.....................................................] 24/125   Step: 967ms | Tot: 24s39ms | Loss: 0.231 | Acc: 92.985% (5713/6144)              
 [============>....................................................] 25/125   Step: 973ms | Tot: 25s13ms | Loss: 0.228 | Acc: 93.141% (5961/6400)              
 [=============>...................................................] 26/125   Step: 978ms | Tot: 25s991ms | Loss: 0.223 | Acc: 93.314% (6211/6656)              
 [=============>...................................................] 27/125   Step: 1s120ms | Tot: 27s112ms | Loss: 0.220 | Acc: 93.403% (6456/6912)              
 [==============>..................................................] 28/125   Step: 978ms | Tot: 28s90ms | Loss: 0.220 | Acc: 93.471% (6700/7168)              
 [==============>..................................................] 29/125   Step: 973ms | Tot: 29s64ms | Loss: 0.220 | Acc: 93.454% (6938/7424)              
 [===============>.................................................] 30/125   Step: 970ms | Tot: 30s35ms | Loss: 0.217 | Acc: 93.542% (7184/7680)              
 [===============>.................................................] 31/125   Step: 978ms | Tot: 31s13ms | Loss: 0.214 | Acc: 93.662% (7433/7936)              
 [================>................................................] 32/125   Step: 1s76ms | Tot: 32s90ms | Loss: 0.212 | Acc: 93.762% (7681/8192)              
 [================>................................................] 33/125   Step: 974ms | Tot: 33s64ms | Loss: 0.210 | Acc: 93.809% (7925/8448)              
 [=================>...............................................] 34/125   Step: 966ms | Tot: 34s31ms | Loss: 0.208 | Acc: 93.853% (8169/8704)              
