cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 37000 samples
Selected 37000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/145   Step: 43s65ms | Tot: 0ms | Loss: 0.016 | Acc: 100.000% (256/256)              
 [>................................................................] 2/145   Step: 1s975ms | Tot: 1s975ms | Loss: 0.018 | Acc: 99.805% (511/512)              
 [>................................................................] 3/145   Step: 971ms | Tot: 2s947ms | Loss: 0.018 | Acc: 99.740% (766/768)              
 [=>...............................................................] 4/145   Step: 1s154ms | Tot: 4s101ms | Loss: 0.017 | Acc: 99.805% (1022/1024)              
 [=>...............................................................] 5/145   Step: 956ms | Tot: 5s58ms | Loss: 0.018 | Acc: 99.766% (1277/1280)              
 [==>..............................................................] 6/145   Step: 961ms | Tot: 6s19ms | Loss: 0.018 | Acc: 99.805% (1533/1536)              
 [==>..............................................................] 7/145   Step: 954ms | Tot: 6s974ms | Loss: 0.019 | Acc: 99.777% (1788/1792)              
 [===>.............................................................] 8/145   Step: 976ms | Tot: 7s951ms | Loss: 0.018 | Acc: 99.805% (2044/2048)              
 [===>.............................................................] 9/145   Step: 1s54ms | Tot: 9s5ms | Loss: 0.019 | Acc: 99.783% (2299/2304)              
 [====>............................................................] 10/145   Step: 956ms | Tot: 9s962ms | Loss: 0.019 | Acc: 99.805% (2555/2560)              
 [====>............................................................] 11/145   Step: 953ms | Tot: 10s916ms | Loss: 0.019 | Acc: 99.822% (2811/2816)              
 [====>............................................................] 12/145   Step: 954ms | Tot: 11s870ms | Loss: 0.019 | Acc: 99.837% (3067/3072)              
 [=====>...........................................................] 13/145   Step: 960ms | Tot: 12s830ms | Loss: 0.019 | Acc: 99.820% (3322/3328)              
 [=====>...........................................................] 14/145   Step: 1s65ms | Tot: 13s896ms | Loss: 0.019 | Acc: 99.833% (3578/3584)              
 [======>..........................................................] 15/145   Step: 957ms | Tot: 14s853ms | Loss: 0.019 | Acc: 99.844% (3834/3840)              
 [======>..........................................................] 16/145   Step: 957ms | Tot: 15s810ms | Loss: 0.018 | Acc: 99.854% (4090/4096)              
 [=======>.........................................................] 17/145   Step: 966ms | Tot: 16s777ms | Loss: 0.019 | Acc: 99.862% (4346/4352)              
 [=======>.........................................................] 18/145   Step: 1s85ms | Tot: 17s863ms | Loss: 0.019 | Acc: 99.870% (4602/4608)              
 [========>........................................................] 19/145   Step: 959ms | Tot: 18s822ms | Loss: 0.019 | Acc: 99.877% (4858/4864)              
 [========>........................................................] 20/145   Step: 954ms | Tot: 19s776ms | Loss: 0.020 | Acc: 99.824% (5111/5120)              
 [========>........................................................] 21/145   Step: 950ms | Tot: 20s727ms | Loss: 0.019 | Acc: 99.833% (5367/5376)              
 [=========>.......................................................] 22/145   Step: 959ms | Tot: 21s687ms | Loss: 0.019 | Acc: 99.822% (5622/5632)              
 [=========>.......................................................] 23/145   Step: 1s95ms | Tot: 22s783ms | Loss: 0.019 | Acc: 99.830% (5878/5888)              
 [==========>......................................................] 24/145   Step: 955ms | Tot: 23s739ms | Loss: 0.019 | Acc: 99.837% (6134/6144)              
 [==========>......................................................] 25/145   Step: 955ms | Tot: 24s694ms | Loss: 0.019 | Acc: 99.844% (6390/6400)              
 [===========>.....................................................] 26/145   Step: 960ms | Tot: 25s654ms | Loss: 0.019 | Acc: 99.835% (6645/6656)              
 [===========>.....................................................] 27/145   Step: 1s63ms | Tot: 26s718ms | Loss: 0.019 | Acc: 99.841% (6901/6912)              
 [============>....................................................] 28/145   Step: 971ms | Tot: 27s689ms | Loss: 0.019 | Acc: 99.833% (7156/7168)              
 [============>....................................................] 29/145   Step: 952ms | Tot: 28s642ms | Loss: 0.019 | Acc: 99.838% (7412/7424)              
 [=============>...................................................] 30/145   Step: 956ms | Tot: 29s598ms | Loss: 0.019 | Acc: 99.844% (7668/7680)              
 [=============>...................................................] 31/145   Step: 960ms | Tot: 30s558ms | Loss: 0.019 | Acc: 99.824% (7922/7936)              
 [=============>...................................................] 32/145   Step: 1s62ms | Tot: 31s621ms | Loss: 0.019 | Acc: 99.817% (8177/8192)              
 [==============>..................................................] 33/145   Step: 958ms | Tot: 32s579ms | Loss: 0.019 | Acc: 99.822% (8433/8448)              
 [==============>..................................................] 34/145   Step: 954ms | Tot: 33s534ms | Loss: 0.019 | Acc: 99.828% (8689/8704)              
 [===============>.................................................] 35/145   Step: 953ms | Tot: 34s487ms | Loss: 0.019 | Acc: 99.833% (8945/8960)              
 [===============>.................................................] 36/145   Step: 958ms | Tot: 35s446ms | Loss: 0.019 | Acc: 99.837% (9201/9216)              
 [================>................................................] 37/145   Step: 1s55ms | Tot: 36s502ms | Loss: 0.019 | Acc: 99.831% (9456/9472)              
 [================>................................................] 38/145   Step: 956ms | Tot: 37s458ms | Loss: 0.019 | Acc: 99.825% (9711/9728)              
 [=================>...............................................] 39/145   Step: 987ms | Tot: 38s446ms | Loss: 0.019 | Acc: 99.830% (9967/9984)              
 [=================>...............................................] 40/145   Step: 960ms | Tot: 39s407ms | Loss: 0.019 | Acc: 99.834% (10223/10240)              
 [=================>...............................................] 41/145   Step: 1s59ms | Tot: 40s467ms | Loss: 0.019 | Acc: 99.819% (10477/10496)              
 [==================>..............................................] 42/145   Step: 952ms | Tot: 41s419ms | Loss: 0.019 | Acc: 99.823% (10733/10752)              
 [==================>..............................................] 43/145   Step: 956ms | Tot: 42s375ms | Loss: 0.019 | Acc: 99.827% (10989/11008)              
 [===================>.............................................] 44/145   Step: 963ms | Tot: 43s338ms | Loss: 0.019 | Acc: 99.831% (11245/11264)              
 [===================>.............................................] 45/145   Step: 963ms | Tot: 44s301ms | Loss: 0.019 | Acc: 99.835% (11501/11520)              
 [====================>............................................] 46/145   Step: 1s100ms | Tot: 45s402ms | Loss: 0.018 | Acc: 99.839% (11757/11776)              
 [====================>............................................] 47/145   Step: 956ms | Tot: 46s358ms | Loss: 0.019 | Acc: 99.834% (12012/12032)              
 [=====================>...........................................] 48/145   Step: 957ms | Tot: 47s315ms | Loss: 0.018 | Acc: 99.837% (12268/12288)              
 [=====================>...........................................] 49/145   Step: 971ms | Tot: 48s287ms | Loss: 0.019 | Acc: 99.825% (12522/12544)              
 [=====================>...........................................] 50/145   Step: 1s59ms | Tot: 49s346ms | Loss: 0.019 | Acc: 99.828% (12778/12800)              
 [======================>..........................................] 51/145   Step: 955ms | Tot: 50s302ms | Loss: 0.019 | Acc: 99.831% (13034/13056)              
 [======================>..........................................] 52/145   Step: 958ms | Tot: 51s260ms | Loss: 0.019 | Acc: 99.827% (13289/13312)              
 [=======================>.........................................] 53/145   Step: 955ms | Tot: 52s216ms | Loss: 0.019 | Acc: 99.823% (13544/13568)              
 [=======================>.........................................] 54/145   Step: 956ms | Tot: 53s173ms | Loss: 0.019 | Acc: 99.819% (13799/13824)              
 [========================>........................................] 55/145   Step: 1s78ms | Tot: 54s251ms | Loss: 0.019 | Acc: 99.822% (14055/14080)              
 [========================>........................................] 56/145   Step: 972ms | Tot: 55s224ms | Loss: 0.019 | Acc: 99.826% (14311/14336)              
 [=========================>.......................................] 57/145   Step: 957ms | Tot: 56s181ms | Loss: 0.019 | Acc: 99.829% (14567/14592)              
 [=========================>.......................................] 58/145   Step: 958ms | Tot: 57s139ms | Loss: 0.019 | Acc: 99.832% (14823/14848)              
 [==========================>......................................] 59/145   Step: 973ms | Tot: 58s112ms | Loss: 0.019 | Acc: 99.834% (15079/15104)              
 [==========================>......................................] 60/145   Step: 1s58ms | Tot: 59s171ms | Loss: 0.019 | Acc: 99.837% (15335/15360)              
 [==========================>......................................] 61/145   Step: 957ms | Tot: 1m129ms | Loss: 0.019 | Acc: 99.840% (15591/15616)              
