cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 38000 samples
Load selected sample idx
Selected 38000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/149   Step: 40s487ms | Tot: 0ms | Loss: 0.026 | Acc: 99.609% (255/256)              
 [>................................................................] 2/149   Step: 1s978ms | Tot: 1s978ms | Loss: 0.027 | Acc: 99.414% (509/512)              
 [>................................................................] 3/149   Step: 979ms | Tot: 2s958ms | Loss: 0.029 | Acc: 99.479% (764/768)              
 [=>...............................................................] 4/149   Step: 1s169ms | Tot: 4s127ms | Loss: 0.028 | Acc: 99.512% (1019/1024)              
 [=>...............................................................] 5/149   Step: 960ms | Tot: 5s87ms | Loss: 0.026 | Acc: 99.609% (1275/1280)              
 [==>..............................................................] 6/149   Step: 976ms | Tot: 6s64ms | Loss: 0.025 | Acc: 99.609% (1530/1536)              
 [==>..............................................................] 7/149   Step: 960ms | Tot: 7s24ms | Loss: 0.023 | Acc: 99.665% (1786/1792)              
 [===>.............................................................] 8/149   Step: 965ms | Tot: 7s989ms | Loss: 0.024 | Acc: 99.658% (2041/2048)              
 [===>.............................................................] 9/149   Step: 1s80ms | Tot: 9s70ms | Loss: 0.024 | Acc: 99.653% (2296/2304)              
 [===>.............................................................] 10/149   Step: 967ms | Tot: 10s38ms | Loss: 0.024 | Acc: 99.648% (2551/2560)              
 [====>............................................................] 11/149   Step: 964ms | Tot: 11s2ms | Loss: 0.024 | Acc: 99.645% (2806/2816)              
 [====>............................................................] 12/149   Step: 959ms | Tot: 11s961ms | Loss: 0.024 | Acc: 99.642% (3061/3072)              
 [=====>...........................................................] 13/149   Step: 1s74ms | Tot: 13s36ms | Loss: 0.023 | Acc: 99.669% (3317/3328)              
 [=====>...........................................................] 14/149   Step: 970ms | Tot: 14s7ms | Loss: 0.023 | Acc: 99.693% (3573/3584)              
 [======>..........................................................] 15/149   Step: 963ms | Tot: 14s970ms | Loss: 0.022 | Acc: 99.688% (3828/3840)              
 [======>..........................................................] 16/149   Step: 989ms | Tot: 15s960ms | Loss: 0.022 | Acc: 99.683% (4083/4096)              
 [======>..........................................................] 17/149   Step: 970ms | Tot: 16s931ms | Loss: 0.022 | Acc: 99.678% (4338/4352)              
 [=======>.........................................................] 18/149   Step: 1s77ms | Tot: 18s8ms | Loss: 0.022 | Acc: 99.696% (4594/4608)              
 [=======>.........................................................] 19/149   Step: 978ms | Tot: 18s987ms | Loss: 0.021 | Acc: 99.712% (4850/4864)              
 [========>........................................................] 20/149   Step: 972ms | Tot: 19s960ms | Loss: 0.021 | Acc: 99.727% (5106/5120)              
 [========>........................................................] 21/149   Step: 975ms | Tot: 20s935ms | Loss: 0.021 | Acc: 99.740% (5362/5376)              
 [=========>.......................................................] 22/149   Step: 960ms | Tot: 21s895ms | Loss: 0.021 | Acc: 99.716% (5616/5632)              
 [=========>.......................................................] 23/149   Step: 1s114ms | Tot: 23s9ms | Loss: 0.021 | Acc: 99.711% (5871/5888)              
 [==========>......................................................] 24/149   Step: 960ms | Tot: 23s970ms | Loss: 0.021 | Acc: 99.723% (6127/6144)              
 [==========>......................................................] 25/149   Step: 968ms | Tot: 24s939ms | Loss: 0.021 | Acc: 99.734% (6383/6400)              
 [==========>......................................................] 26/149   Step: 975ms | Tot: 25s914ms | Loss: 0.021 | Acc: 99.745% (6639/6656)              
 [===========>.....................................................] 27/149   Step: 958ms | Tot: 26s873ms | Loss: 0.021 | Acc: 99.725% (6893/6912)              
 [===========>.....................................................] 28/149   Step: 1s71ms | Tot: 27s944ms | Loss: 0.021 | Acc: 99.735% (7149/7168)              
 [============>....................................................] 29/149   Step: 972ms | Tot: 28s917ms | Loss: 0.021 | Acc: 99.744% (7405/7424)              
 [============>....................................................] 30/149   Step: 967ms | Tot: 29s884ms | Loss: 0.020 | Acc: 99.753% (7661/7680)              
 [=============>...................................................] 31/149   Step: 964ms | Tot: 30s848ms | Loss: 0.020 | Acc: 99.761% (7917/7936)              
 [=============>...................................................] 32/149   Step: 957ms | Tot: 31s805ms | Loss: 0.020 | Acc: 99.768% (8173/8192)              
 [=============>...................................................] 33/149   Step: 1s70ms | Tot: 32s875ms | Loss: 0.020 | Acc: 99.775% (8429/8448)              
 [==============>..................................................] 34/149   Step: 959ms | Tot: 33s835ms | Loss: 0.020 | Acc: 99.782% (8685/8704)              
 [==============>..................................................] 35/149   Step: 973ms | Tot: 34s809ms | Loss: 0.020 | Acc: 99.766% (8939/8960)              
 [===============>.................................................] 36/149   Step: 980ms | Tot: 35s790ms | Loss: 0.020 | Acc: 99.761% (9194/9216)              
 [===============>.................................................] 37/149   Step: 1s70ms | Tot: 36s860ms | Loss: 0.020 | Acc: 99.757% (9449/9472)              
 [================>................................................] 38/149   Step: 967ms | Tot: 37s828ms | Loss: 0.021 | Acc: 99.743% (9703/9728)              
 [================>................................................] 39/149   Step: 980ms | Tot: 38s808ms | Loss: 0.020 | Acc: 99.750% (9959/9984)              
 [=================>...............................................] 40/149   Step: 963ms | Tot: 39s772ms | Loss: 0.020 | Acc: 99.756% (10215/10240)              
 [=================>...............................................] 41/149   Step: 962ms | Tot: 40s734ms | Loss: 0.020 | Acc: 99.762% (10471/10496)              
 [=================>...............................................] 42/149   Step: 1s111ms | Tot: 41s846ms | Loss: 0.020 | Acc: 99.767% (10727/10752)              
 [==================>..............................................] 43/149   Step: 960ms | Tot: 42s807ms | Loss: 0.020 | Acc: 99.764% (10982/11008)              
 [==================>..............................................] 44/149   Step: 958ms | Tot: 43s765ms | Loss: 0.020 | Acc: 99.769% (11238/11264)              
 [===================>.............................................] 45/149   Step: 966ms | Tot: 44s732ms | Loss: 0.020 | Acc: 99.774% (11494/11520)              
 [===================>.............................................] 46/149   Step: 1s75ms | Tot: 45s807ms | Loss: 0.020 | Acc: 99.771% (11749/11776)              
 [====================>............................................] 47/149   Step: 960ms | Tot: 46s768ms | Loss: 0.020 | Acc: 99.767% (12004/12032)              
 [====================>............................................] 48/149   Step: 959ms | Tot: 47s728ms | Loss: 0.020 | Acc: 99.764% (12259/12288)              
 [====================>............................................] 49/149   Step: 981ms | Tot: 48s709ms | Loss: 0.020 | Acc: 99.753% (12513/12544)              
 [=====================>...........................................] 50/149   Step: 973ms | Tot: 49s682ms | Loss: 0.020 | Acc: 99.758% (12769/12800)              
