cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the pop selected dataset.
Train with the selected 12592 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/50   Step: 37s911ms | Tot: 0ms | Loss: 0.248 | Acc: 92.188% (236/256)              
 [=>...............................................................] 2/50   Step: 1s938ms | Tot: 1s938ms | Loss: 0.245 | Acc: 92.383% (473/512)              
 [==>..............................................................] 3/50   Step: 951ms | Tot: 2s890ms | Loss: 0.243 | Acc: 92.448% (710/768)              
 [===>.............................................................] 4/50   Step: 1s139ms | Tot: 4s29ms | Loss: 0.223 | Acc: 93.555% (958/1024)              
 [=====>...........................................................] 5/50   Step: 937ms | Tot: 4s966ms | Loss: 0.233 | Acc: 93.125% (1192/1280)              
 [======>..........................................................] 6/50   Step: 940ms | Tot: 5s906ms | Loss: 0.215 | Acc: 93.815% (1441/1536)              
 [=======>.........................................................] 7/50   Step: 942ms | Tot: 6s849ms | Loss: 0.204 | Acc: 94.364% (1691/1792)              
 [=========>.......................................................] 8/50   Step: 946ms | Tot: 7s795ms | Loss: 0.201 | Acc: 94.336% (1932/2048)              
 [==========>......................................................] 9/50   Step: 1s66ms | Tot: 8s861ms | Loss: 0.196 | Acc: 94.488% (2177/2304)              
 [===========>.....................................................] 10/50   Step: 938ms | Tot: 9s800ms | Loss: 0.191 | Acc: 94.727% (2425/2560)              
 [=============>...................................................] 11/50   Step: 939ms | Tot: 10s740ms | Loss: 0.189 | Acc: 94.851% (2671/2816)              
 [==============>..................................................] 12/50   Step: 934ms | Tot: 11s674ms | Loss: 0.186 | Acc: 94.987% (2918/3072)              
 [===============>.................................................] 13/50   Step: 1s40ms | Tot: 12s715ms | Loss: 0.184 | Acc: 95.072% (3164/3328)              
 [================>................................................] 14/50   Step: 940ms | Tot: 13s655ms | Loss: 0.182 | Acc: 95.173% (3411/3584)              
 [==================>..............................................] 15/50   Step: 945ms | Tot: 14s600ms | Loss: 0.177 | Acc: 95.339% (3661/3840)              
 [===================>.............................................] 16/50   Step: 936ms | Tot: 15s537ms | Loss: 0.175 | Acc: 95.361% (3906/4096)              
 [====================>............................................] 17/50   Step: 939ms | Tot: 16s476ms | Loss: 0.171 | Acc: 95.473% (4155/4352)              
 [======================>..........................................] 18/50   Step: 1s61ms | Tot: 17s538ms | Loss: 0.170 | Acc: 95.508% (4401/4608)              
 [=======================>.........................................] 19/50   Step: 949ms | Tot: 18s487ms | Loss: 0.167 | Acc: 95.600% (4650/4864)              
 [========================>........................................] 20/50   Step: 957ms | Tot: 19s444ms | Loss: 0.164 | Acc: 95.762% (4903/5120)              
 [==========================>......................................] 21/50   Step: 941ms | Tot: 20s386ms | Loss: 0.161 | Acc: 95.796% (5150/5376)              
 [===========================>.....................................] 22/50   Step: 1s81ms | Tot: 21s467ms | Loss: 0.159 | Acc: 95.845% (5398/5632)              
 [============================>....................................] 23/50   Step: 938ms | Tot: 22s406ms | Loss: 0.155 | Acc: 95.958% (5650/5888)              
 [=============================>...................................] 24/50   Step: 938ms | Tot: 23s344ms | Loss: 0.154 | Acc: 96.012% (5899/6144)              
 [===============================>.................................] 25/50   Step: 939ms | Tot: 24s283ms | Loss: 0.152 | Acc: 96.109% (6151/6400)              
 [================================>................................] 26/50   Step: 939ms | Tot: 25s223ms | Loss: 0.149 | Acc: 96.214% (6404/6656)              
 [=================================>...............................] 27/50   Step: 1s54ms | Tot: 26s277ms | Loss: 0.147 | Acc: 96.296% (6656/6912)              
 [===================================>.............................] 28/50   Step: 933ms | Tot: 27s211ms | Loss: 0.145 | Acc: 96.359% (6907/7168)              
 [====================================>............................] 29/50   Step: 937ms | Tot: 28s149ms | Loss: 0.143 | Acc: 96.390% (7156/7424)              
 [=====================================>...........................] 30/50   Step: 955ms | Tot: 29s105ms | Loss: 0.141 | Acc: 96.471% (7409/7680)              
 [=======================================>.........................] 31/50   Step: 937ms | Tot: 30s42ms | Loss: 0.139 | Acc: 96.547% (7662/7936)              
 [========================================>........................] 32/50   Step: 1s48ms | Tot: 31s91ms | Loss: 0.137 | Acc: 96.619% (7915/8192)              
 [=========================================>.......................] 33/50   Step: 935ms | Tot: 32s27ms | Loss: 0.135 | Acc: 96.638% (8164/8448)              
 [==========================================>......................] 34/50   Step: 936ms | Tot: 32s963ms | Loss: 0.133 | Acc: 96.703% (8417/8704)              
 [============================================>....................] 35/50   Step: 936ms | Tot: 33s900ms | Loss: 0.133 | Acc: 96.741% (8668/8960)              
 [=============================================>...................] 36/50   Step: 1s55ms | Tot: 34s956ms | Loss: 0.130 | Acc: 96.799% (8921/9216)              
 [==============================================>..................] 37/50   Step: 938ms | Tot: 35s895ms | Loss: 0.129 | Acc: 96.843% (9173/9472)              
 [================================================>................] 38/50   Step: 940ms | Tot: 36s835ms | Loss: 0.128 | Acc: 96.885% (9425/9728)              
 [=================================================>...............] 39/50   Step: 940ms | Tot: 37s775ms | Loss: 0.127 | Acc: 96.935% (9678/9984)              
 [==================================================>..............] 40/50   Step: 959ms | Tot: 38s735ms | Loss: 0.125 | Acc: 96.982% (9931/10240)              
 [====================================================>............] 41/50   Step: 1s67ms | Tot: 39s802ms | Loss: 0.125 | Acc: 96.980% (10179/10496)              
 [=====================================================>...........] 42/50   Step: 936ms | Tot: 40s739ms | Loss: 0.124 | Acc: 97.005% (10430/10752)              
 [======================================================>..........] 43/50   Step: 938ms | Tot: 41s678ms | Loss: 0.122 | Acc: 97.039% (10682/11008)              
 [=======================================================>.........] 44/50   Step: 938ms | Tot: 42s616ms | Loss: 0.121 | Acc: 97.079% (10935/11264)              
 [=========================================================>.......] 45/50   Step: 1s63ms | Tot: 43s680ms | Loss: 0.120 | Acc: 97.109% (11187/11520)              
