cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 37000 samples
Load selected sample idx
Selected 37000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/145   Step: 41s834ms | Tot: 0ms | Loss: 0.016 | Acc: 100.000% (256/256)              
 [>................................................................] 2/145   Step: 1s973ms | Tot: 1s973ms | Loss: 0.016 | Acc: 100.000% (512/512)              
 [>................................................................] 3/145   Step: 961ms | Tot: 2s935ms | Loss: 0.017 | Acc: 99.870% (767/768)              
 [=>...............................................................] 4/145   Step: 1s153ms | Tot: 4s89ms | Loss: 0.018 | Acc: 99.805% (1022/1024)              
 [=>...............................................................] 5/145   Step: 950ms | Tot: 5s40ms | Loss: 0.018 | Acc: 99.844% (1278/1280)              
 [==>..............................................................] 6/145   Step: 956ms | Tot: 5s997ms | Loss: 0.018 | Acc: 99.870% (1534/1536)              
 [==>..............................................................] 7/145   Step: 953ms | Tot: 6s950ms | Loss: 0.019 | Acc: 99.833% (1789/1792)              
 [===>.............................................................] 8/145   Step: 978ms | Tot: 7s929ms | Loss: 0.018 | Acc: 99.854% (2045/2048)              
 [===>.............................................................] 9/145   Step: 1s52ms | Tot: 8s982ms | Loss: 0.019 | Acc: 99.870% (2301/2304)              
 [====>............................................................] 10/145   Step: 952ms | Tot: 9s934ms | Loss: 0.019 | Acc: 99.883% (2557/2560)              
 [====>............................................................] 11/145   Step: 947ms | Tot: 10s882ms | Loss: 0.020 | Acc: 99.858% (2812/2816)              
 [====>............................................................] 12/145   Step: 956ms | Tot: 11s838ms | Loss: 0.020 | Acc: 99.837% (3067/3072)              
 [=====>...........................................................] 13/145   Step: 959ms | Tot: 12s798ms | Loss: 0.020 | Acc: 99.850% (3323/3328)              
 [=====>...........................................................] 14/145   Step: 1s56ms | Tot: 13s854ms | Loss: 0.020 | Acc: 99.860% (3579/3584)              
 [======>..........................................................] 15/145   Step: 956ms | Tot: 14s811ms | Loss: 0.021 | Acc: 99.818% (3833/3840)              
 [======>..........................................................] 16/145   Step: 951ms | Tot: 15s762ms | Loss: 0.021 | Acc: 99.829% (4089/4096)              
 [=======>.........................................................] 17/145   Step: 947ms | Tot: 16s710ms | Loss: 0.021 | Acc: 99.839% (4345/4352)              
 [=======>.........................................................] 18/145   Step: 1s57ms | Tot: 17s767ms | Loss: 0.021 | Acc: 99.826% (4600/4608)              
 [========>........................................................] 19/145   Step: 972ms | Tot: 18s740ms | Loss: 0.021 | Acc: 99.836% (4856/4864)              
 [========>........................................................] 20/145   Step: 957ms | Tot: 19s697ms | Loss: 0.021 | Acc: 99.844% (5112/5120)              
 [========>........................................................] 21/145   Step: 961ms | Tot: 20s659ms | Loss: 0.021 | Acc: 99.851% (5368/5376)              
 [=========>.......................................................] 22/145   Step: 966ms | Tot: 21s625ms | Loss: 0.021 | Acc: 99.858% (5624/5632)              
 [=========>.......................................................] 23/145   Step: 1s66ms | Tot: 22s692ms | Loss: 0.022 | Acc: 99.847% (5879/5888)              
 [==========>......................................................] 24/145   Step: 964ms | Tot: 23s656ms | Loss: 0.022 | Acc: 99.837% (6134/6144)              
 [==========>......................................................] 25/145   Step: 952ms | Tot: 24s608ms | Loss: 0.022 | Acc: 99.844% (6390/6400)              
 [===========>.....................................................] 26/145   Step: 949ms | Tot: 25s558ms | Loss: 0.022 | Acc: 99.850% (6646/6656)              
 [===========>.....................................................] 27/145   Step: 1s91ms | Tot: 26s650ms | Loss: 0.022 | Acc: 99.841% (6901/6912)              
 [============>....................................................] 28/145   Step: 952ms | Tot: 27s602ms | Loss: 0.022 | Acc: 99.833% (7156/7168)              
 [============>....................................................] 29/145   Step: 969ms | Tot: 28s571ms | Loss: 0.022 | Acc: 99.825% (7411/7424)              
 [=============>...................................................] 30/145   Step: 953ms | Tot: 29s524ms | Loss: 0.021 | Acc: 99.831% (7667/7680)              
 [=============>...................................................] 31/145   Step: 951ms | Tot: 30s476ms | Loss: 0.021 | Acc: 99.836% (7923/7936)              
 [=============>...................................................] 32/145   Step: 1s61ms | Tot: 31s537ms | Loss: 0.021 | Acc: 99.841% (8179/8192)              
 [==============>..................................................] 33/145   Step: 950ms | Tot: 32s487ms | Loss: 0.021 | Acc: 99.834% (8434/8448)              
 [==============>..................................................] 34/145   Step: 952ms | Tot: 33s439ms | Loss: 0.021 | Acc: 99.816% (8688/8704)              
 [===============>.................................................] 35/145   Step: 956ms | Tot: 34s396ms | Loss: 0.021 | Acc: 99.821% (8944/8960)              
 [===============>.................................................] 36/145   Step: 1s57ms | Tot: 35s453ms | Loss: 0.021 | Acc: 99.826% (9200/9216)              
 [================>................................................] 37/145   Step: 949ms | Tot: 36s402ms | Loss: 0.021 | Acc: 99.821% (9455/9472)              
 [================>................................................] 38/145   Step: 952ms | Tot: 37s354ms | Loss: 0.021 | Acc: 99.825% (9711/9728)              
 [=================>...............................................] 39/145   Step: 978ms | Tot: 38s332ms | Loss: 0.021 | Acc: 99.830% (9967/9984)              
 [=================>...............................................] 40/145   Step: 948ms | Tot: 39s281ms | Loss: 0.021 | Acc: 99.824% (10222/10240)              
 [=================>...............................................] 41/145   Step: 1s64ms | Tot: 40s346ms | Loss: 0.021 | Acc: 99.829% (10478/10496)              
 [==================>..............................................] 42/145   Step: 955ms | Tot: 41s301ms | Loss: 0.020 | Acc: 99.833% (10734/10752)              
 [==================>..............................................] 43/145   Step: 949ms | Tot: 42s251ms | Loss: 0.021 | Acc: 99.827% (10989/11008)              
 [===================>.............................................] 44/145   Step: 959ms | Tot: 43s210ms | Loss: 0.021 | Acc: 99.822% (11244/11264)              
 [===================>.............................................] 45/145   Step: 1s73ms | Tot: 44s283ms | Loss: 0.020 | Acc: 99.826% (11500/11520)              
 [====================>............................................] 46/145   Step: 953ms | Tot: 45s237ms | Loss: 0.020 | Acc: 99.830% (11756/11776)              
 [====================>............................................] 47/145   Step: 952ms | Tot: 46s190ms | Loss: 0.020 | Acc: 99.834% (12012/12032)              
 [=====================>...........................................] 48/145   Step: 949ms | Tot: 47s139ms | Loss: 0.020 | Acc: 99.837% (12268/12288)              
 [=====================>...........................................] 49/145   Step: 980ms | Tot: 48s120ms | Loss: 0.020 | Acc: 99.833% (12523/12544)              
 [=====================>...........................................] 50/145   Step: 1s79ms | Tot: 49s200ms | Loss: 0.020 | Acc: 99.836% (12779/12800)              
 [======================>..........................................] 51/145   Step: 952ms | Tot: 50s152ms | Loss: 0.020 | Acc: 99.831% (13034/13056)              
 [======================>..........................................] 52/145   Step: 950ms | Tot: 51s102ms | Loss: 0.020 | Acc: 99.835% (13290/13312)              
 [=======================>.........................................] 53/145   Step: 954ms | Tot: 52s56ms | Loss: 0.020 | Acc: 99.838% (13546/13568)              
 [=======================>.........................................] 54/145   Step: 962ms | Tot: 53s18ms | Loss: 0.020 | Acc: 99.834% (13801/13824)              
 [========================>........................................] 55/145   Step: 1s67ms | Tot: 54s86ms | Loss: 0.020 | Acc: 99.837% (14057/14080)              
 [========================>........................................] 56/145   Step: 948ms | Tot: 55s34ms | Loss: 0.020 | Acc: 99.833% (14312/14336)              
 [=========================>.......................................] 57/145   Step: 948ms | Tot: 55s983ms | Loss: 0.020 | Acc: 99.829% (14567/14592)              
 [=========================>.......................................] 58/145   Step: 949ms | Tot: 56s932ms | Loss: 0.020 | Acc: 99.825% (14822/14848)              
 [==========================>......................................] 59/145   Step: 974ms | Tot: 57s907ms | Loss: 0.020 | Acc: 99.828% (15078/15104)              
 [==========================>......................................] 60/145   Step: 1s46ms | Tot: 58s953ms | Loss: 0.020 | Acc: 99.831% (15334/15360)              
 [==========================>......................................] 61/145   Step: 959ms | Tot: 59s913ms | Loss: 0.020 | Acc: 99.834% (15590/15616)              
 [===========================>.....................................] 62/145   Step: 957ms | Tot: 1m870ms | Loss: 0.020 | Acc: 99.836% (15846/15872)              
 [===========================>.....................................] 63/145   Step: 953ms | Tot: 1m1s | Loss: 0.020 | Acc: 99.839% (16102/16128)              
 [============================>....................................] 64/145   Step: 1s58ms | Tot: 1m2s | Loss: 0.020 | Acc: 99.841% (16358/16384)              
 [============================>....................................] 65/145   Step: 950ms | Tot: 1m3s | Loss: 0.020 | Acc: 99.838% (16613/16640)              
 [=============================>...................................] 66/145   Step: 950ms | Tot: 1m4s | Loss: 0.020 | Acc: 99.840% (16869/16896)              
 [=============================>...................................] 67/145   Step: 945ms | Tot: 1m5s | Loss: 0.020 | Acc: 99.831% (17123/17152)              
 [==============================>..................................] 68/145   Step: 948ms | Tot: 1m6s | Loss: 0.020 | Acc: 99.828% (17378/17408)              
 [==============================>..................................] 69/145   Step: 1s56ms | Tot: 1m7s | Loss: 0.020 | Acc: 99.830% (17634/17664)              
 [==============================>..................................] 70/145   Step: 965ms | Tot: 1m8s | Loss: 0.020 | Acc: 99.833% (17890/17920)              
 [===============================>.................................] 71/145   Step: 961ms | Tot: 1m9s | Loss: 0.020 | Acc: 99.835% (18146/18176)              
 [===============================>.................................] 72/145   Step: 976ms | Tot: 1m10s | Loss: 0.020 | Acc: 99.837% (18402/18432)              
 [================================>................................] 73/145   Step: 959ms | Tot: 1m11s | Loss: 0.020 | Acc: 99.834% (18657/18688)              
 [================================>................................] 74/145   Step: 1s48ms | Tot: 1m12s | Loss: 0.020 | Acc: 99.836% (18913/18944)              
 [=================================>...............................] 75/145   Step: 959ms | Tot: 1m13s | Loss: 0.020 | Acc: 99.839% (19169/19200)              
 [=================================>...............................] 76/145   Step: 952ms | Tot: 1m14s | Loss: 0.020 | Acc: 99.841% (19425/19456)              
 [==================================>..............................] 77/145   Step: 950ms | Tot: 1m15s | Loss: 0.020 | Acc: 99.843% (19681/19712)              
 [==================================>..............................] 78/145   Step: 1s81ms | Tot: 1m16s | Loss: 0.019 | Acc: 99.845% (19937/19968)              
 [==================================>..............................] 79/145   Step: 952ms | Tot: 1m17s | Loss: 0.019 | Acc: 99.847% (20193/20224)              
 [===================================>.............................] 80/145   Step: 976ms | Tot: 1m18s | Loss: 0.019 | Acc: 99.844% (20448/20480)              
 [===================================>.............................] 81/145   Step: 948ms | Tot: 1m19s | Loss: 0.019 | Acc: 99.841% (20703/20736)              
 [====================================>............................] 82/145   Step: 946ms | Tot: 1m20s | Loss: 0.019 | Acc: 99.843% (20959/20992)              
 [====================================>............................] 83/145   Step: 1s66ms | Tot: 1m21s | Loss: 0.019 | Acc: 99.840% (21214/21248)              
 [=====================================>...........................] 84/145   Step: 954ms | Tot: 1m22s | Loss: 0.019 | Acc: 99.842% (21470/21504)              
 [=====================================>...........................] 85/145   Step: 946ms | Tot: 1m23s | Loss: 0.019 | Acc: 99.844% (21726/21760)              
 [======================================>..........................] 86/145   Step: 951ms | Tot: 1m24s | Loss: 0.019 | Acc: 99.846% (21982/22016)              
 [======================================>..........................] 87/145   Step: 950ms | Tot: 1m25s | Loss: 0.019 | Acc: 99.847% (22238/22272)              
 [=======================================>.........................] 88/145   Step: 1s52ms | Tot: 1m26s | Loss: 0.019 | Acc: 99.849% (22494/22528)              
 [=======================================>.........................] 89/145   Step: 958ms | Tot: 1m27s | Loss: 0.019 | Acc: 99.851% (22750/22784)              
 [=======================================>.........................] 90/145   Step: 980ms | Tot: 1m28s | Loss: 0.019 | Acc: 99.852% (23006/23040)              
 [========================================>........................] 91/145   Step: 947ms | Tot: 1m29s | Loss: 0.019 | Acc: 99.854% (23262/23296)              
 [========================================>........................] 92/145   Step: 1s57ms | Tot: 1m30s | Loss: 0.019 | Acc: 99.856% (23518/23552)              
 [=========================================>.......................] 93/145   Step: 947ms | Tot: 1m31s | Loss: 0.019 | Acc: 99.857% (23774/23808)              
 [=========================================>.......................] 94/145   Step: 947ms | Tot: 1m32s | Loss: 0.019 | Acc: 99.859% (24030/24064)              
 [==========================================>......................] 95/145   Step: 951ms | Tot: 1m33s | Loss: 0.019 | Acc: 99.860% (24286/24320)              
 [==========================================>......................] 96/145   Step: 953ms | Tot: 1m34s | Loss: 0.019 | Acc: 99.862% (24542/24576)              
 [===========================================>.....................] 97/145   Step: 1s47ms | Tot: 1m35s | Loss: 0.019 | Acc: 99.863% (24798/24832)              
 [===========================================>.....................] 98/145   Step: 949ms | Tot: 1m36s | Loss: 0.019 | Acc: 99.864% (25054/25088)              
 [===========================================>.....................] 99/145   Step: 951ms | Tot: 1m37s | Loss: 0.019 | Acc: 99.858% (25308/25344)              
 [============================================>....................] 100/145   Step: 975ms | Tot: 1m38s | Loss: 0.019 | Acc: 99.859% (25564/25600)              
