cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 7 percent samples
Select 28000 samples
Load selected sample idx
Selected 28000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/110   Step: 30s994ms | Tot: 0ms | Loss: 0.261 | Acc: 92.188% (236/256)              
 [>................................................................] 2/110   Step: 2s84ms | Tot: 2s84ms | Loss: 0.264 | Acc: 92.383% (473/512)              
 [=>...............................................................] 3/110   Step: 979ms | Tot: 3s64ms | Loss: 0.258 | Acc: 92.839% (713/768)              
 [=>...............................................................] 4/110   Step: 1s135ms | Tot: 4s199ms | Loss: 0.261 | Acc: 92.285% (945/1024)              
 [==>..............................................................] 5/110   Step: 969ms | Tot: 5s169ms | Loss: 0.251 | Acc: 92.734% (1187/1280)              
 [==>..............................................................] 6/110   Step: 967ms | Tot: 6s136ms | Loss: 0.250 | Acc: 92.643% (1423/1536)              
 [===>.............................................................] 7/110   Step: 965ms | Tot: 7s102ms | Loss: 0.246 | Acc: 92.857% (1664/1792)              
 [====>............................................................] 8/110   Step: 964ms | Tot: 8s66ms | Loss: 0.246 | Acc: 92.822% (1901/2048)              
 [====>............................................................] 9/110   Step: 1s66ms | Tot: 9s133ms | Loss: 0.251 | Acc: 92.622% (2134/2304)              
 [=====>...........................................................] 10/110   Step: 970ms | Tot: 10s103ms | Loss: 0.250 | Acc: 92.695% (2373/2560)              
 [=====>...........................................................] 11/110   Step: 1s6ms | Tot: 11s110ms | Loss: 0.250 | Acc: 92.614% (2608/2816)              
 [======>..........................................................] 12/110   Step: 971ms | Tot: 12s81ms | Loss: 0.242 | Acc: 92.904% (2854/3072)              
 [=======>.........................................................] 13/110   Step: 1s70ms | Tot: 13s152ms | Loss: 0.237 | Acc: 93.089% (3098/3328)              
 [=======>.........................................................] 14/110   Step: 971ms | Tot: 14s123ms | Loss: 0.233 | Acc: 93.248% (3342/3584)              
 [========>........................................................] 15/110   Step: 968ms | Tot: 15s92ms | Loss: 0.229 | Acc: 93.255% (3581/3840)              
 [========>........................................................] 16/110   Step: 969ms | Tot: 16s61ms | Loss: 0.224 | Acc: 93.457% (3828/4096)              
 [=========>.......................................................] 17/110   Step: 976ms | Tot: 17s38ms | Loss: 0.216 | Acc: 93.750% (4080/4352)              
 [==========>......................................................] 18/110   Step: 1s74ms | Tot: 18s113ms | Loss: 0.217 | Acc: 93.837% (4324/4608)              
 [==========>......................................................] 19/110   Step: 969ms | Tot: 19s82ms | Loss: 0.214 | Acc: 93.812% (4563/4864)              
 [===========>.....................................................] 20/110   Step: 974ms | Tot: 20s56ms | Loss: 0.209 | Acc: 93.945% (4810/5120)              
 [===========>.....................................................] 21/110   Step: 1s6ms | Tot: 21s63ms | Loss: 0.206 | Acc: 94.048% (5056/5376)              
 [============>....................................................] 22/110   Step: 1s115ms | Tot: 22s178ms | Loss: 0.203 | Acc: 94.194% (5305/5632)              
 [=============>...................................................] 23/110   Step: 966ms | Tot: 23s145ms | Loss: 0.200 | Acc: 94.226% (5548/5888)              
 [=============>...................................................] 24/110   Step: 972ms | Tot: 24s117ms | Loss: 0.199 | Acc: 94.303% (5794/6144)              
 [==============>..................................................] 25/110   Step: 968ms | Tot: 25s86ms | Loss: 0.196 | Acc: 94.406% (6042/6400)              
 [==============>..................................................] 26/110   Step: 966ms | Tot: 26s52ms | Loss: 0.193 | Acc: 94.531% (6292/6656)              
 [===============>.................................................] 27/110   Step: 1s73ms | Tot: 27s125ms | Loss: 0.191 | Acc: 94.546% (6535/6912)              
 [===============>.................................................] 28/110   Step: 967ms | Tot: 28s93ms | Loss: 0.190 | Acc: 94.615% (6782/7168)              
 [================>................................................] 29/110   Step: 966ms | Tot: 29s59ms | Loss: 0.187 | Acc: 94.733% (7033/7424)              
 [=================>...............................................] 30/110   Step: 965ms | Tot: 30s24ms | Loss: 0.184 | Acc: 94.844% (7284/7680)              
 [=================>...............................................] 31/110   Step: 1s114ms | Tot: 31s139ms | Loss: 0.182 | Acc: 94.947% (7535/7936)              
 [==================>..............................................] 32/110   Step: 967ms | Tot: 32s106ms | Loss: 0.179 | Acc: 95.068% (7788/8192)              
 [==================>..............................................] 33/110   Step: 973ms | Tot: 33s79ms | Loss: 0.177 | Acc: 95.170% (8040/8448)              
 [===================>.............................................] 34/110   Step: 967ms | Tot: 34s47ms | Loss: 0.175 | Acc: 95.221% (8288/8704)              
 [====================>............................................] 35/110   Step: 964ms | Tot: 35s11ms | Loss: 0.172 | Acc: 95.290% (8538/8960)              
 [====================>............................................] 36/110   Step: 1s79ms | Tot: 36s91ms | Loss: 0.171 | Acc: 95.323% (8785/9216)              
 [=====================>...........................................] 37/110   Step: 968ms | Tot: 37s59ms | Loss: 0.169 | Acc: 95.408% (9037/9472)              
 [=====================>...........................................] 38/110   Step: 965ms | Tot: 38s24ms | Loss: 0.167 | Acc: 95.446% (9285/9728)              
 [======================>..........................................] 39/110   Step: 976ms | Tot: 39s1ms | Loss: 0.166 | Acc: 95.473% (9532/9984)              
 [=======================>.........................................] 40/110   Step: 980ms | Tot: 39s982ms | Loss: 0.164 | Acc: 95.537% (9783/10240)              
 [=======================>.........................................] 41/110   Step: 1s146ms | Tot: 41s128ms | Loss: 0.162 | Acc: 95.570% (10031/10496)              
 [========================>........................................] 42/110   Step: 963ms | Tot: 42s91ms | Loss: 0.161 | Acc: 95.638% (10283/10752)              
 [========================>........................................] 43/110   Step: 968ms | Tot: 43s60ms | Loss: 0.160 | Acc: 95.649% (10529/11008)              
 [=========================>.......................................] 44/110   Step: 966ms | Tot: 44s26ms | Loss: 0.158 | Acc: 95.721% (10782/11264)              
 [==========================>......................................] 45/110   Step: 1s68ms | Tot: 45s95ms | Loss: 0.156 | Acc: 95.799% (11036/11520)              
 [==========================>......................................] 46/110   Step: 965ms | Tot: 46s61ms | Loss: 0.154 | Acc: 95.873% (11290/11776)              
 [===========================>.....................................] 47/110   Step: 963ms | Tot: 47s24ms | Loss: 0.153 | Acc: 95.919% (11541/12032)              
 [===========================>.....................................] 48/110   Step: 966ms | Tot: 47s991ms | Loss: 0.152 | Acc: 95.931% (11788/12288)              
 [============================>....................................] 49/110   Step: 968ms | Tot: 48s960ms | Loss: 0.151 | Acc: 95.966% (12038/12544)              
 [============================>....................................] 50/110   Step: 1s73ms | Tot: 50s33ms | Loss: 0.150 | Acc: 96.000% (12288/12800)              
 [=============================>...................................] 51/110   Step: 997ms | Tot: 51s31ms | Loss: 0.149 | Acc: 96.017% (12536/13056)              
 [==============================>..................................] 52/110   Step: 968ms | Tot: 51s999ms | Loss: 0.148 | Acc: 96.026% (12783/13312)              
 [==============================>..................................] 53/110   Step: 965ms | Tot: 52s964ms | Loss: 0.147 | Acc: 96.086% (13037/13568)              
 [===============================>.................................] 54/110   Step: 1s75ms | Tot: 54s40ms | Loss: 0.146 | Acc: 96.130% (13289/13824)              
 [===============================>.................................] 55/110   Step: 962ms | Tot: 55s2ms | Loss: 0.145 | Acc: 96.151% (13538/14080)              
 [================================>................................] 56/110   Step: 964ms | Tot: 55s966ms | Loss: 0.144 | Acc: 96.164% (13786/14336)              
 [=================================>...............................] 57/110   Step: 970ms | Tot: 56s937ms | Loss: 0.142 | Acc: 96.217% (14040/14592)              
 [=================================>...............................] 58/110   Step: 973ms | Tot: 57s910ms | Loss: 0.141 | Acc: 96.262% (14293/14848)              
 [==================================>..............................] 59/110   Step: 1s71ms | Tot: 58s981ms | Loss: 0.141 | Acc: 96.253% (14538/15104)              
 [==================================>..............................] 60/110   Step: 966ms | Tot: 59s948ms | Loss: 0.140 | Acc: 96.283% (14789/15360)              
 [===================================>.............................] 61/110   Step: 1s6ms | Tot: 1m954ms | Loss: 0.139 | Acc: 96.324% (15042/15616)              
 [====================================>............................] 62/110   Step: 970ms | Tot: 1m1s | Loss: 0.139 | Acc: 96.327% (15289/15872)              
 [====================================>............................] 63/110   Step: 976ms | Tot: 1m2s | Loss: 0.138 | Acc: 96.342% (15538/16128)              
 [=====================================>...........................] 64/110   Step: 1s69ms | Tot: 1m3s | Loss: 0.138 | Acc: 96.381% (15791/16384)              
 [=====================================>...........................] 65/110   Step: 970ms | Tot: 1m4s | Loss: 0.137 | Acc: 96.406% (16042/16640)              
 [======================================>..........................] 66/110   Step: 965ms | Tot: 1m5s | Loss: 0.137 | Acc: 96.407% (16289/16896)              
 [=======================================>.........................] 67/110   Step: 965ms | Tot: 1m6s | Loss: 0.136 | Acc: 96.426% (16539/17152)              
 [=======================================>.........................] 68/110   Step: 1s101ms | Tot: 1m7s | Loss: 0.135 | Acc: 96.433% (16787/17408)              
 [========================================>........................] 69/110   Step: 964ms | Tot: 1m8s | Loss: 0.135 | Acc: 96.439% (17035/17664)              
 [========================================>........................] 70/110   Step: 965ms | Tot: 1m9s | Loss: 0.134 | Acc: 96.456% (17285/17920)              
 [=========================================>.......................] 71/110   Step: 1s2ms | Tot: 1m10s | Loss: 0.134 | Acc: 96.457% (17532/18176)              
 [=========================================>.......................] 72/110   Step: 966ms | Tot: 1m11s | Loss: 0.134 | Acc: 96.490% (17785/18432)              
 [==========================================>......................] 73/110   Step: 1s82ms | Tot: 1m12s | Loss: 0.133 | Acc: 96.538% (18041/18688)              
 [===========================================>.....................] 74/110   Step: 968ms | Tot: 1m13s | Loss: 0.132 | Acc: 96.564% (18293/18944)              
 [===========================================>.....................] 75/110   Step: 966ms | Tot: 1m14s | Loss: 0.131 | Acc: 96.594% (18546/19200)              
 [============================================>....................] 76/110   Step: 966ms | Tot: 1m15s | Loss: 0.130 | Acc: 96.597% (18794/19456)              
 [============================================>....................] 77/110   Step: 1s65ms | Tot: 1m16s | Loss: 0.130 | Acc: 96.621% (19046/19712)              
 [=============================================>...................] 78/110   Step: 966ms | Tot: 1m17s | Loss: 0.129 | Acc: 96.635% (19296/19968)              
