cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 37000 samples
Selected 37000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/145   Step: 41s803ms | Tot: 0ms | Loss: 0.324 | Acc: 90.234% (231/256)              
 [>................................................................] 2/145   Step: 1s981ms | Tot: 1s981ms | Loss: 0.332 | Acc: 89.844% (460/512)              
 [>................................................................] 3/145   Step: 976ms | Tot: 2s958ms | Loss: 0.307 | Acc: 91.146% (700/768)              
 [=>...............................................................] 4/145   Step: 1s165ms | Tot: 4s124ms | Loss: 0.301 | Acc: 90.820% (930/1024)              
 [=>...............................................................] 5/145   Step: 959ms | Tot: 5s83ms | Loss: 0.293 | Acc: 91.172% (1167/1280)              
 [==>..............................................................] 6/145   Step: 971ms | Tot: 6s54ms | Loss: 0.287 | Acc: 91.276% (1402/1536)              
 [==>..............................................................] 7/145   Step: 965ms | Tot: 7s20ms | Loss: 0.291 | Acc: 90.960% (1630/1792)              
 [===>.............................................................] 8/145   Step: 965ms | Tot: 7s985ms | Loss: 0.292 | Acc: 90.967% (1863/2048)              
 [===>.............................................................] 9/145   Step: 1s75ms | Tot: 9s61ms | Loss: 0.287 | Acc: 91.102% (2099/2304)              
 [====>............................................................] 10/145   Step: 963ms | Tot: 10s24ms | Loss: 0.286 | Acc: 91.172% (2334/2560)              
 [====>............................................................] 11/145   Step: 961ms | Tot: 10s986ms | Loss: 0.287 | Acc: 91.229% (2569/2816)              
 [====>............................................................] 12/145   Step: 967ms | Tot: 11s953ms | Loss: 0.282 | Acc: 91.439% (2809/3072)              
 [=====>...........................................................] 13/145   Step: 969ms | Tot: 12s923ms | Loss: 0.283 | Acc: 91.556% (3047/3328)              
 [=====>...........................................................] 14/145   Step: 1s73ms | Tot: 13s996ms | Loss: 0.280 | Acc: 91.629% (3284/3584)              
 [======>..........................................................] 15/145   Step: 957ms | Tot: 14s954ms | Loss: 0.276 | Acc: 91.849% (3527/3840)              
 [======>..........................................................] 16/145   Step: 967ms | Tot: 15s921ms | Loss: 0.277 | Acc: 91.846% (3762/4096)              
 [=======>.........................................................] 17/145   Step: 972ms | Tot: 16s893ms | Loss: 0.274 | Acc: 91.820% (3996/4352)              
 [=======>.........................................................] 18/145   Step: 1s75ms | Tot: 17s969ms | Loss: 0.274 | Acc: 91.905% (4235/4608)              
 [========>........................................................] 19/145   Step: 965ms | Tot: 18s934ms | Loss: 0.273 | Acc: 91.879% (4469/4864)              
 [========>........................................................] 20/145   Step: 965ms | Tot: 19s900ms | Loss: 0.273 | Acc: 91.895% (4705/5120)              
 [========>........................................................] 21/145   Step: 962ms | Tot: 20s863ms | Loss: 0.271 | Acc: 92.020% (4947/5376)              
 [=========>.......................................................] 22/145   Step: 962ms | Tot: 21s825ms | Loss: 0.269 | Acc: 92.028% (5183/5632)              
 [=========>.......................................................] 23/145   Step: 1s106ms | Tot: 22s931ms | Loss: 0.266 | Acc: 92.171% (5427/5888)              
 [==========>......................................................] 24/145   Step: 962ms | Tot: 23s893ms | Loss: 0.264 | Acc: 92.220% (5666/6144)              
 [==========>......................................................] 25/145   Step: 961ms | Tot: 24s855ms | Loss: 0.260 | Acc: 92.359% (5911/6400)              
 [===========>.....................................................] 26/145   Step: 960ms | Tot: 25s816ms | Loss: 0.257 | Acc: 92.518% (6158/6656)              
 [===========>.....................................................] 27/145   Step: 1s82ms | Tot: 26s898ms | Loss: 0.254 | Acc: 92.650% (6404/6912)              
 [============>....................................................] 28/145   Step: 964ms | Tot: 27s863ms | Loss: 0.252 | Acc: 92.759% (6649/7168)              
 [============>....................................................] 29/145   Step: 961ms | Tot: 28s824ms | Loss: 0.249 | Acc: 92.848% (6893/7424)              
 [=============>...................................................] 30/145   Step: 960ms | Tot: 29s784ms | Loss: 0.249 | Acc: 92.799% (7127/7680)              
 [=============>...................................................] 31/145   Step: 960ms | Tot: 30s745ms | Loss: 0.249 | Acc: 92.780% (7363/7936)              
 [=============>...................................................] 32/145   Step: 1s68ms | Tot: 31s814ms | Loss: 0.248 | Acc: 92.810% (7603/8192)              
 [==============>..................................................] 33/145   Step: 971ms | Tot: 32s785ms | Loss: 0.246 | Acc: 92.862% (7845/8448)              
 [==============>..................................................] 34/145   Step: 960ms | Tot: 33s745ms | Loss: 0.244 | Acc: 92.911% (8087/8704)              
 [===============>.................................................] 35/145   Step: 959ms | Tot: 34s705ms | Loss: 0.243 | Acc: 92.902% (8324/8960)              
 [===============>.................................................] 36/145   Step: 962ms | Tot: 35s668ms | Loss: 0.241 | Acc: 93.034% (8574/9216)              
 [================>................................................] 37/145   Step: 1s64ms | Tot: 36s732ms | Loss: 0.239 | Acc: 93.085% (8817/9472)              
 [================>................................................] 38/145   Step: 963ms | Tot: 37s695ms | Loss: 0.237 | Acc: 93.154% (9062/9728)              
 [=================>...............................................] 39/145   Step: 966ms | Tot: 38s662ms | Loss: 0.236 | Acc: 93.189% (9304/9984)              
 [=================>...............................................] 40/145   Step: 964ms | Tot: 39s627ms | Loss: 0.235 | Acc: 93.232% (9547/10240)              
 [=================>...............................................] 41/145   Step: 970ms | Tot: 40s597ms | Loss: 0.234 | Acc: 93.236% (9786/10496)              
 [==================>..............................................] 42/145   Step: 1s68ms | Tot: 41s665ms | Loss: 0.233 | Acc: 93.266% (10028/10752)              
 [==================>..............................................] 43/145   Step: 979ms | Tot: 42s645ms | Loss: 0.232 | Acc: 93.314% (10272/11008)              
 [===================>.............................................] 44/145   Step: 960ms | Tot: 43s605ms | Loss: 0.231 | Acc: 93.342% (10514/11264)              
 [===================>.............................................] 45/145   Step: 957ms | Tot: 44s563ms | Loss: 0.229 | Acc: 93.420% (10762/11520)              
 [====================>............................................] 46/145   Step: 1s105ms | Tot: 45s669ms | Loss: 0.228 | Acc: 93.419% (11001/11776)              
 [====================>............................................] 47/145   Step: 957ms | Tot: 46s626ms | Loss: 0.228 | Acc: 93.426% (11241/12032)              
 [=====================>...........................................] 48/145   Step: 964ms | Tot: 47s591ms | Loss: 0.226 | Acc: 93.465% (11485/12288)              
 [=====================>...........................................] 49/145   Step: 970ms | Tot: 48s562ms | Loss: 0.225 | Acc: 93.511% (11730/12544)              
 [=====================>...........................................] 50/145   Step: 968ms | Tot: 49s530ms | Loss: 0.223 | Acc: 93.562% (11976/12800)              
 [======================>..........................................] 51/145   Step: 1s80ms | Tot: 50s610ms | Loss: 0.221 | Acc: 93.635% (12225/13056)              
 [======================>..........................................] 52/145   Step: 953ms | Tot: 51s564ms | Loss: 0.220 | Acc: 93.690% (12472/13312)              
 [=======================>.........................................] 53/145   Step: 975ms | Tot: 52s539ms | Loss: 0.218 | Acc: 93.713% (12715/13568)              
 [=======================>.........................................] 54/145   Step: 966ms | Tot: 53s505ms | Loss: 0.217 | Acc: 93.757% (12961/13824)              
 [========================>........................................] 55/145   Step: 1s65ms | Tot: 54s571ms | Loss: 0.215 | Acc: 93.814% (13209/14080)              
 [========================>........................................] 56/145   Step: 964ms | Tot: 55s535ms | Loss: 0.214 | Acc: 93.848% (13454/14336)              
 [=========================>.......................................] 57/145   Step: 962ms | Tot: 56s497ms | Loss: 0.213 | Acc: 93.914% (13704/14592)              
 [=========================>.......................................] 58/145   Step: 969ms | Tot: 57s467ms | Loss: 0.212 | Acc: 93.959% (13951/14848)              
 [==========================>......................................] 59/145   Step: 963ms | Tot: 58s431ms | Loss: 0.211 | Acc: 94.002% (14198/15104)              
 [==========================>......................................] 60/145   Step: 1s67ms | Tot: 59s498ms | Loss: 0.209 | Acc: 94.043% (14445/15360)              
 [==========================>......................................] 61/145   Step: 962ms | Tot: 1m461ms | Loss: 0.209 | Acc: 94.070% (14690/15616)              
 [===========================>.....................................] 62/145   Step: 955ms | Tot: 1m1s | Loss: 0.207 | Acc: 94.109% (14937/15872)              
 [===========================>.....................................] 63/145   Step: 968ms | Tot: 1m2s | Loss: 0.207 | Acc: 94.103% (15177/16128)              
 [============================>....................................] 64/145   Step: 966ms | Tot: 1m3s | Loss: 0.206 | Acc: 94.141% (15424/16384)              
 [============================>....................................] 65/145   Step: 1s62ms | Tot: 1m4s | Loss: 0.205 | Acc: 94.195% (15674/16640)              
 [=============================>...................................] 66/145   Step: 958ms | Tot: 1m5s | Loss: 0.204 | Acc: 94.212% (15918/16896)              
 [=============================>...................................] 67/145   Step: 959ms | Tot: 1m6s | Loss: 0.204 | Acc: 94.222% (16161/17152)              
 [==============================>..................................] 68/145   Step: 963ms | Tot: 1m7s | Loss: 0.203 | Acc: 94.250% (16407/17408)              
 [==============================>..................................] 69/145   Step: 1s74ms | Tot: 1m8s | Loss: 0.201 | Acc: 94.322% (16661/17664)              
 [==============================>..................................] 70/145   Step: 982ms | Tot: 1m9s | Loss: 0.200 | Acc: 94.369% (16911/17920)              
 [===============================>.................................] 71/145   Step: 960ms | Tot: 1m10s | Loss: 0.200 | Acc: 94.388% (17156/18176)              
 [===============================>.................................] 72/145   Step: 955ms | Tot: 1m11s | Loss: 0.199 | Acc: 94.412% (17402/18432)              
 [================================>................................] 73/145   Step: 965ms | Tot: 1m12s | Loss: 0.198 | Acc: 94.419% (17645/18688)              
 [================================>................................] 74/145   Step: 1s74ms | Tot: 1m13s | Loss: 0.198 | Acc: 94.463% (17895/18944)              
 [=================================>...............................] 75/145   Step: 957ms | Tot: 1m14s | Loss: 0.197 | Acc: 94.500% (18144/19200)              
 [=================================>...............................] 76/145   Step: 962ms | Tot: 1m15s | Loss: 0.196 | Acc: 94.552% (18396/19456)              
 [==================================>..............................] 77/145   Step: 962ms | Tot: 1m16s | Loss: 0.195 | Acc: 94.572% (18642/19712)              
 [==================================>..............................] 78/145   Step: 967ms | Tot: 1m17s | Loss: 0.194 | Acc: 94.616% (18893/19968)              
 [==================================>..............................] 79/145   Step: 1s91ms | Tot: 1m18s | Loss: 0.193 | Acc: 94.660% (19144/20224)              
 [===================================>.............................] 80/145   Step: 969ms | Tot: 1m19s | Loss: 0.193 | Acc: 94.658% (19386/20480)              
 [===================================>.............................] 81/145   Step: 965ms | Tot: 1m20s | Loss: 0.191 | Acc: 94.695% (19636/20736)              
 [====================================>............................] 82/145   Step: 956ms | Tot: 1m21s | Loss: 0.191 | Acc: 94.731% (19886/20992)              
 [====================================>............................] 83/145   Step: 1s88ms | Tot: 1m22s | Loss: 0.190 | Acc: 94.743% (20131/21248)              
 [=====================================>...........................] 84/145   Step: 969ms | Tot: 1m23s | Loss: 0.190 | Acc: 94.773% (20380/21504)              
 [=====================================>...........................] 85/145   Step: 958ms | Tot: 1m24s | Loss: 0.189 | Acc: 94.807% (20630/21760)              
 [======================================>..........................] 86/145   Step: 957ms | Tot: 1m25s | Loss: 0.189 | Acc: 94.822% (20876/22016)              
 [======================================>..........................] 87/145   Step: 959ms | Tot: 1m26s | Loss: 0.188 | Acc: 94.846% (21124/22272)              
 [=======================================>.........................] 88/145   Step: 1s68ms | Tot: 1m27s | Loss: 0.187 | Acc: 94.860% (21370/22528)              
 [=======================================>.........................] 89/145   Step: 957ms | Tot: 1m28s | Loss: 0.187 | Acc: 94.865% (21614/22784)              
 [=======================================>.........................] 90/145   Step: 961ms | Tot: 1m29s | Loss: 0.186 | Acc: 94.891% (21863/23040)              
 [========================================>........................] 91/145   Step: 959ms | Tot: 1m30s | Loss: 0.186 | Acc: 94.892% (22106/23296)              
 [========================================>........................] 92/145   Step: 1s67ms | Tot: 1m31s | Loss: 0.185 | Acc: 94.909% (22353/23552)              
 [=========================================>.......................] 93/145   Step: 966ms | Tot: 1m32s | Loss: 0.185 | Acc: 94.930% (22601/23808)              
 [=========================================>.......................] 94/145   Step: 968ms | Tot: 1m33s | Loss: 0.184 | Acc: 94.951% (22849/24064)              
 [==========================================>......................] 95/145   Step: 963ms | Tot: 1m33s | Loss: 0.183 | Acc: 94.971% (23097/24320)              
 [==========================================>......................] 96/145   Step: 956ms | Tot: 1m34s | Loss: 0.183 | Acc: 94.987% (23344/24576)              
 [===========================================>.....................] 97/145   Step: 1s68ms | Tot: 1m36s | Loss: 0.183 | Acc: 94.990% (23588/24832)              
 [===========================================>.....................] 98/145   Step: 959ms | Tot: 1m36s | Loss: 0.182 | Acc: 95.006% (23835/25088)              
 [===========================================>.....................] 99/145   Step: 958ms | Tot: 1m37s | Loss: 0.181 | Acc: 95.021% (24082/25344)              
 [============================================>....................] 100/145   Step: 961ms | Tot: 1m38s | Loss: 0.181 | Acc: 95.047% (24332/25600)              
 [============================================>....................] 101/145   Step: 1s70ms | Tot: 1m39s | Loss: 0.180 | Acc: 95.065% (24580/25856)              
 [=============================================>...................] 102/145   Step: 965ms | Tot: 1m40s | Loss: 0.180 | Acc: 95.090% (24830/26112)              
 [=============================================>...................] 103/145   Step: 960ms | Tot: 1m41s | Loss: 0.179 | Acc: 95.111% (25079/26368)              
 [==============================================>..................] 104/145   Step: 965ms | Tot: 1m42s | Loss: 0.179 | Acc: 95.110% (25322/26624)              
 [==============================================>..................] 105/145   Step: 967ms | Tot: 1m43s | Loss: 0.178 | Acc: 95.130% (25571/26880)              
 [===============================================>.................] 106/145   Step: 1s61ms | Tot: 1m44s | Loss: 0.178 | Acc: 95.143% (25818/27136)              
 [===============================================>.................] 107/145   Step: 960ms | Tot: 1m45s | Loss: 0.178 | Acc: 95.152% (26064/27392)              
 [===============================================>.................] 108/145   Step: 955ms | Tot: 1m46s | Loss: 0.177 | Acc: 95.186% (26317/27648)              
 [================================================>................] 109/145   Step: 962ms | Tot: 1m47s | Loss: 0.176 | Acc: 95.212% (26568/27904)              
 [================================================>................] 110/145   Step: 964ms | Tot: 1m48s | Loss: 0.176 | Acc: 95.224% (26815/28160)              
 [=================================================>...............] 111/145   Step: 1s62ms | Tot: 1m49s | Loss: 0.175 | Acc: 95.246% (27065/28416)              
 [=================================================>...............] 112/145   Step: 961ms | Tot: 1m50s | Loss: 0.174 | Acc: 95.260% (27313/28672)              
 [==================================================>..............] 113/145   Step: 969ms | Tot: 1m51s | Loss: 0.174 | Acc: 95.285% (27564/28928)              
 [==================================================>..............] 114/145   Step: 974ms | Tot: 1m52s | Loss: 0.173 | Acc: 95.306% (27814/29184)              
 [===================================================>.............] 115/145   Step: 1s70ms | Tot: 1m53s | Loss: 0.173 | Acc: 95.319% (28062/29440)              
 [===================================================>.............] 116/145   Step: 960ms | Tot: 1m54s | Loss: 0.172 | Acc: 95.326% (28308/29696)              
 [====================================================>............] 117/145   Step: 968ms | Tot: 1m55s | Loss: 0.172 | Acc: 95.353% (28560/29952)              
 [====================================================>............] 118/145   Step: 963ms | Tot: 1m56s | Loss: 0.171 | Acc: 95.356% (28805/30208)              
 [====================================================>............] 119/145   Step: 959ms | Tot: 1m57s | Loss: 0.171 | Acc: 95.378% (29056/30464)              
 [=====================================================>...........] 120/145   Step: 1s70ms | Tot: 1m58s | Loss: 0.170 | Acc: 95.394% (29305/30720)              
 [=====================================================>...........] 121/145   Step: 957ms | Tot: 1m59s | Loss: 0.171 | Acc: 95.377% (29544/30976)              
 [======================================================>..........] 122/145   Step: 963ms | Tot: 2m606ms | Loss: 0.170 | Acc: 95.399% (29795/31232)              
 [======================================================>..........] 123/145   Step: 955ms | Tot: 2m1s | Loss: 0.170 | Acc: 95.401% (30040/31488)              
 [=======================================================>.........] 124/145   Step: 1s120ms | Tot: 2m2s | Loss: 0.169 | Acc: 95.420% (30290/31744)              
 [=======================================================>.........] 125/145   Step: 964ms | Tot: 2m3s | Loss: 0.169 | Acc: 95.438% (30540/32000)              
 [========================================================>........] 126/145   Step: 955ms | Tot: 2m4s | Loss: 0.168 | Acc: 95.446% (30787/32256)              
 [========================================================>........] 127/145   Step: 960ms | Tot: 2m5s | Loss: 0.168 | Acc: 95.454% (31034/32512)              
 [========================================================>........] 128/145   Step: 960ms | Tot: 2m6s | Loss: 0.167 | Acc: 95.456% (31279/32768)              
 [=========================================================>.......] 129/145   Step: 1s65ms | Tot: 2m7s | Loss: 0.167 | Acc: 95.470% (31528/33024)              
 [=========================================================>.......] 130/145   Step: 965ms | Tot: 2m8s | Loss: 0.166 | Acc: 95.493% (31780/33280)              
 [==========================================================>......] 131/145   Step: 961ms | Tot: 2m9s | Loss: 0.166 | Acc: 95.506% (32029/33536)              
