cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 6 percent samples
Select 24000 samples
Load selected sample idx
Selected 24000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/94   Step: 31s177ms | Tot: 0ms | Loss: 0.009 | Acc: 100.000% (256/256)              
 [>................................................................] 2/94   Step: 1s973ms | Tot: 1s973ms | Loss: 0.010 | Acc: 100.000% (512/512)              
 [=>...............................................................] 3/94   Step: 1s | Tot: 2s974ms | Loss: 0.010 | Acc: 100.000% (768/768)              
 [==>..............................................................] 4/94   Step: 1s147ms | Tot: 4s121ms | Loss: 0.010 | Acc: 100.000% (1024/1024)              
 [==>..............................................................] 5/94   Step: 980ms | Tot: 5s102ms | Loss: 0.010 | Acc: 100.000% (1280/1280)              
 [===>.............................................................] 6/94   Step: 974ms | Tot: 6s77ms | Loss: 0.010 | Acc: 100.000% (1536/1536)              
 [====>............................................................] 7/94   Step: 973ms | Tot: 7s51ms | Loss: 0.009 | Acc: 100.000% (1792/1792)              
 [====>............................................................] 8/94   Step: 972ms | Tot: 8s24ms | Loss: 0.009 | Acc: 100.000% (2048/2048)              
 [=====>...........................................................] 9/94   Step: 1s76ms | Tot: 9s100ms | Loss: 0.009 | Acc: 100.000% (2304/2304)              
 [======>..........................................................] 10/94   Step: 974ms | Tot: 10s75ms | Loss: 0.009 | Acc: 100.000% (2560/2560)              
 [======>..........................................................] 11/94   Step: 973ms | Tot: 11s48ms | Loss: 0.009 | Acc: 99.964% (2815/2816)              
 [=======>.........................................................] 12/94   Step: 974ms | Tot: 12s22ms | Loss: 0.009 | Acc: 99.967% (3071/3072)              
 [========>........................................................] 13/94   Step: 1s95ms | Tot: 13s118ms | Loss: 0.009 | Acc: 99.970% (3327/3328)              
 [========>........................................................] 14/94   Step: 977ms | Tot: 14s95ms | Loss: 0.009 | Acc: 99.972% (3583/3584)              
 [=========>.......................................................] 15/94   Step: 974ms | Tot: 15s69ms | Loss: 0.009 | Acc: 99.974% (3839/3840)              
 [==========>......................................................] 16/94   Step: 973ms | Tot: 16s43ms | Loss: 0.009 | Acc: 99.976% (4095/4096)              
 [===========>.....................................................] 17/94   Step: 973ms | Tot: 17s17ms | Loss: 0.009 | Acc: 99.977% (4351/4352)              
 [===========>.....................................................] 18/94   Step: 1s96ms | Tot: 18s114ms | Loss: 0.009 | Acc: 99.978% (4607/4608)              
 [============>....................................................] 19/94   Step: 973ms | Tot: 19s87ms | Loss: 0.009 | Acc: 99.979% (4863/4864)              
 [=============>...................................................] 20/94   Step: 974ms | Tot: 20s62ms | Loss: 0.009 | Acc: 99.980% (5119/5120)              
 [=============>...................................................] 21/94   Step: 978ms | Tot: 21s40ms | Loss: 0.009 | Acc: 99.981% (5375/5376)              
 [==============>..................................................] 22/94   Step: 979ms | Tot: 22s20ms | Loss: 0.009 | Acc: 99.982% (5631/5632)              
 [===============>.................................................] 23/94   Step: 1s136ms | Tot: 23s156ms | Loss: 0.009 | Acc: 99.983% (5887/5888)              
 [===============>.................................................] 24/94   Step: 976ms | Tot: 24s133ms | Loss: 0.009 | Acc: 99.984% (6143/6144)              
 [================>................................................] 25/94   Step: 971ms | Tot: 25s104ms | Loss: 0.009 | Acc: 99.984% (6399/6400)              
 [=================>...............................................] 26/94   Step: 984ms | Tot: 26s88ms | Loss: 0.009 | Acc: 99.985% (6655/6656)              
 [=================>...............................................] 27/94   Step: 1s82ms | Tot: 27s171ms | Loss: 0.009 | Acc: 99.986% (6911/6912)              
 [==================>..............................................] 28/94   Step: 974ms | Tot: 28s146ms | Loss: 0.009 | Acc: 99.986% (7167/7168)              
 [===================>.............................................] 29/94   Step: 972ms | Tot: 29s119ms | Loss: 0.009 | Acc: 99.987% (7423/7424)              
 [====================>............................................] 30/94   Step: 972ms | Tot: 30s92ms | Loss: 0.009 | Acc: 99.987% (7679/7680)              
 [====================>............................................] 31/94   Step: 972ms | Tot: 31s65ms | Loss: 0.009 | Acc: 99.987% (7935/7936)              
 [=====================>...........................................] 32/94   Step: 1s93ms | Tot: 32s158ms | Loss: 0.009 | Acc: 99.988% (8191/8192)              
 [======================>..........................................] 33/94   Step: 975ms | Tot: 33s134ms | Loss: 0.009 | Acc: 99.988% (8447/8448)              
 [======================>..........................................] 34/94   Step: 971ms | Tot: 34s106ms | Loss: 0.009 | Acc: 99.989% (8703/8704)              
