cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 36000 samples
Load selected sample idx
Selected 36000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/141   Step: 46s933ms | Tot: 0ms | Loss: 0.024 | Acc: 99.219% (254/256)              
 [>................................................................] 2/141   Step: 1s978ms | Tot: 1s978ms | Loss: 0.019 | Acc: 99.414% (509/512)              
 [>................................................................] 3/141   Step: 967ms | Tot: 2s945ms | Loss: 0.017 | Acc: 99.609% (765/768)              
 [=>...............................................................] 4/141   Step: 1s163ms | Tot: 4s109ms | Loss: 0.015 | Acc: 99.707% (1021/1024)              
 [=>...............................................................] 5/141   Step: 956ms | Tot: 5s66ms | Loss: 0.015 | Acc: 99.766% (1277/1280)              
 [==>..............................................................] 6/141   Step: 982ms | Tot: 6s48ms | Loss: 0.014 | Acc: 99.805% (1533/1536)              
 [==>..............................................................] 7/141   Step: 954ms | Tot: 7s2ms | Loss: 0.014 | Acc: 99.833% (1789/1792)              
 [===>.............................................................] 8/141   Step: 958ms | Tot: 7s961ms | Loss: 0.014 | Acc: 99.854% (2045/2048)              
 [===>.............................................................] 9/141   Step: 1s59ms | Tot: 9s21ms | Loss: 0.015 | Acc: 99.826% (2300/2304)              
 [====>............................................................] 10/141   Step: 961ms | Tot: 9s982ms | Loss: 0.015 | Acc: 99.805% (2555/2560)              
 [====>............................................................] 11/141   Step: 955ms | Tot: 10s938ms | Loss: 0.015 | Acc: 99.822% (2811/2816)              
 [=====>...........................................................] 12/141   Step: 955ms | Tot: 11s893ms | Loss: 0.015 | Acc: 99.837% (3067/3072)              
 [=====>...........................................................] 13/141   Step: 956ms | Tot: 12s849ms | Loss: 0.015 | Acc: 99.850% (3323/3328)              
 [=====>...........................................................] 14/141   Step: 1s61ms | Tot: 13s910ms | Loss: 0.014 | Acc: 99.860% (3579/3584)              
 [======>..........................................................] 15/141   Step: 954ms | Tot: 14s865ms | Loss: 0.014 | Acc: 99.870% (3835/3840)              
 [======>..........................................................] 16/141   Step: 979ms | Tot: 15s844ms | Loss: 0.014 | Acc: 99.878% (4091/4096)              
 [=======>.........................................................] 17/141   Step: 953ms | Tot: 16s797ms | Loss: 0.015 | Acc: 99.862% (4346/4352)              
 [=======>.........................................................] 18/141   Step: 1s78ms | Tot: 17s876ms | Loss: 0.015 | Acc: 99.870% (4602/4608)              
 [========>........................................................] 19/141   Step: 954ms | Tot: 18s830ms | Loss: 0.015 | Acc: 99.877% (4858/4864)              
 [========>........................................................] 20/141   Step: 963ms | Tot: 19s793ms | Loss: 0.015 | Acc: 99.863% (5113/5120)              
 [=========>.......................................................] 21/141   Step: 954ms | Tot: 20s748ms | Loss: 0.015 | Acc: 99.870% (5369/5376)              
 [=========>.......................................................] 22/141   Step: 961ms | Tot: 21s710ms | Loss: 0.015 | Acc: 99.876% (5625/5632)              
 [==========>......................................................] 23/141   Step: 1s102ms | Tot: 22s812ms | Loss: 0.015 | Acc: 99.881% (5881/5888)              
 [==========>......................................................] 24/141   Step: 952ms | Tot: 23s764ms | Loss: 0.015 | Acc: 99.870% (6136/6144)              
 [===========>.....................................................] 25/141   Step: 953ms | Tot: 24s718ms | Loss: 0.015 | Acc: 99.875% (6392/6400)              
 [===========>.....................................................] 26/141   Step: 976ms | Tot: 25s694ms | Loss: 0.015 | Acc: 99.865% (6647/6656)              
 [===========>.....................................................] 27/141   Step: 1s63ms | Tot: 26s758ms | Loss: 0.015 | Acc: 99.870% (6903/6912)              
 [============>....................................................] 28/141   Step: 957ms | Tot: 27s715ms | Loss: 0.015 | Acc: 99.874% (7159/7168)              
 [============>....................................................] 29/141   Step: 954ms | Tot: 28s670ms | Loss: 0.015 | Acc: 99.879% (7415/7424)              
 [=============>...................................................] 30/141   Step: 958ms | Tot: 29s628ms | Loss: 0.015 | Acc: 99.883% (7671/7680)              
 [=============>...................................................] 31/141   Step: 958ms | Tot: 30s587ms | Loss: 0.015 | Acc: 99.887% (7927/7936)              
 [==============>..................................................] 32/141   Step: 1s66ms | Tot: 31s653ms | Loss: 0.015 | Acc: 99.878% (8182/8192)              
