cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the bwcl selected dataset.
Now try to run the BWCL algorithm
10347 boundary samples
Select 7 percent samples
Select 28000 samples
Load selected sample idx
Selected 28000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/110   Step: 32s783ms | Tot: 0ms | Loss: 0.009 | Acc: 100.000% (256/256)              
 [>................................................................] 2/110   Step: 2s39ms | Tot: 2s39ms | Loss: 0.012 | Acc: 99.805% (511/512)              
 [=>...............................................................] 3/110   Step: 966ms | Tot: 3s5ms | Loss: 0.011 | Acc: 99.870% (767/768)              
 [=>...............................................................] 4/110   Step: 1s160ms | Tot: 4s166ms | Loss: 0.010 | Acc: 99.902% (1023/1024)              
 [==>..............................................................] 5/110   Step: 958ms | Tot: 5s125ms | Loss: 0.012 | Acc: 99.844% (1278/1280)              
 [==>..............................................................] 6/110   Step: 959ms | Tot: 6s84ms | Loss: 0.013 | Acc: 99.805% (1533/1536)              
 [===>.............................................................] 7/110   Step: 961ms | Tot: 7s45ms | Loss: 0.013 | Acc: 99.777% (1788/1792)              
 [====>............................................................] 8/110   Step: 967ms | Tot: 8s13ms | Loss: 0.013 | Acc: 99.805% (2044/2048)              
 [====>............................................................] 9/110   Step: 1s64ms | Tot: 9s77ms | Loss: 0.012 | Acc: 99.826% (2300/2304)              
 [=====>...........................................................] 10/110   Step: 967ms | Tot: 10s45ms | Loss: 0.012 | Acc: 99.844% (2556/2560)              
 [=====>...........................................................] 11/110   Step: 965ms | Tot: 11s11ms | Loss: 0.012 | Acc: 99.858% (2812/2816)              
 [======>..........................................................] 12/110   Step: 954ms | Tot: 11s965ms | Loss: 0.012 | Acc: 99.870% (3068/3072)              
 [=======>.........................................................] 13/110   Step: 1s61ms | Tot: 13s27ms | Loss: 0.011 | Acc: 99.880% (3324/3328)              
 [=======>.........................................................] 14/110   Step: 956ms | Tot: 13s983ms | Loss: 0.011 | Acc: 99.888% (3580/3584)              
 [========>........................................................] 15/110   Step: 966ms | Tot: 14s949ms | Loss: 0.011 | Acc: 99.896% (3836/3840)              
 [========>........................................................] 16/110   Step: 973ms | Tot: 15s923ms | Loss: 0.011 | Acc: 99.902% (4092/4096)              
 [=========>.......................................................] 17/110   Step: 960ms | Tot: 16s884ms | Loss: 0.011 | Acc: 99.908% (4348/4352)              
 [==========>......................................................] 18/110   Step: 1s97ms | Tot: 17s981ms | Loss: 0.011 | Acc: 99.913% (4604/4608)              
 [==========>......................................................] 19/110   Step: 964ms | Tot: 18s946ms | Loss: 0.011 | Acc: 99.918% (4860/4864)              
 [===========>.....................................................] 20/110   Step: 965ms | Tot: 19s912ms | Loss: 0.011 | Acc: 99.922% (5116/5120)              
 [===========>.....................................................] 21/110   Step: 959ms | Tot: 20s871ms | Loss: 0.011 | Acc: 99.926% (5372/5376)              
 [============>....................................................] 22/110   Step: 949ms | Tot: 21s821ms | Loss: 0.010 | Acc: 99.929% (5628/5632)              
 [=============>...................................................] 23/110   Step: 1s88ms | Tot: 22s909ms | Loss: 0.010 | Acc: 99.932% (5884/5888)              
 [=============>...................................................] 24/110   Step: 952ms | Tot: 23s862ms | Loss: 0.010 | Acc: 99.935% (6140/6144)              
 [==============>..................................................] 25/110   Step: 958ms | Tot: 24s821ms | Loss: 0.011 | Acc: 99.938% (6396/6400)              
 [==============>..................................................] 26/110   Step: 952ms | Tot: 25s773ms | Loss: 0.011 | Acc: 99.940% (6652/6656)              
 [===============>.................................................] 27/110   Step: 953ms | Tot: 26s726ms | Loss: 0.011 | Acc: 99.942% (6908/6912)              
 [===============>.................................................] 28/110   Step: 1s68ms | Tot: 27s795ms | Loss: 0.011 | Acc: 99.944% (7164/7168)              
 [================>................................................] 29/110   Step: 959ms | Tot: 28s755ms | Loss: 0.011 | Acc: 99.946% (7420/7424)              
 [=================>...............................................] 30/110   Step: 956ms | Tot: 29s712ms | Loss: 0.011 | Acc: 99.935% (7675/7680)              
 [=================>...............................................] 31/110   Step: 956ms | Tot: 30s668ms | Loss: 0.011 | Acc: 99.937% (7931/7936)              
 [==================>..............................................] 32/110   Step: 1s63ms | Tot: 31s732ms | Loss: 0.011 | Acc: 99.939% (8187/8192)              
 [==================>..............................................] 33/110   Step: 956ms | Tot: 32s688ms | Loss: 0.011 | Acc: 99.929% (8442/8448)              
 [===================>.............................................] 34/110   Step: 954ms | Tot: 33s642ms | Loss: 0.011 | Acc: 99.931% (8698/8704)              
 [====================>............................................] 35/110   Step: 973ms | Tot: 34s615ms | Loss: 0.011 | Acc: 99.911% (8952/8960)              
 [====================>............................................] 36/110   Step: 963ms | Tot: 35s578ms | Loss: 0.011 | Acc: 99.913% (9208/9216)              
 [=====================>...........................................] 37/110   Step: 1s58ms | Tot: 36s637ms | Loss: 0.011 | Acc: 99.916% (9464/9472)              
 [=====================>...........................................] 38/110   Step: 961ms | Tot: 37s599ms | Loss: 0.012 | Acc: 99.897% (9718/9728)              
 [======================>..........................................] 39/110   Step: 957ms | Tot: 38s556ms | Loss: 0.012 | Acc: 99.900% (9974/9984)              
 [=======================>.........................................] 40/110   Step: 958ms | Tot: 39s515ms | Loss: 0.012 | Acc: 99.902% (10230/10240)              
 [=======================>.........................................] 41/110   Step: 958ms | Tot: 40s473ms | Loss: 0.012 | Acc: 99.905% (10486/10496)              
 [========================>........................................] 42/110   Step: 1s103ms | Tot: 41s576ms | Loss: 0.012 | Acc: 99.907% (10742/10752)              
 [========================>........................................] 43/110   Step: 956ms | Tot: 42s532ms | Loss: 0.012 | Acc: 99.909% (10998/11008)              
 [=========================>.......................................] 44/110   Step: 954ms | Tot: 43s487ms | Loss: 0.012 | Acc: 99.911% (11254/11264)              
 [==========================>......................................] 45/110   Step: 952ms | Tot: 44s440ms | Loss: 0.012 | Acc: 99.913% (11510/11520)              
 [==========================>......................................] 46/110   Step: 953ms | Tot: 45s393ms | Loss: 0.011 | Acc: 99.915% (11766/11776)              
 [===========================>.....................................] 47/110   Step: 1s75ms | Tot: 46s469ms | Loss: 0.011 | Acc: 99.917% (12022/12032)              
 [===========================>.....................................] 48/110   Step: 961ms | Tot: 47s430ms | Loss: 0.011 | Acc: 99.919% (12278/12288)              
 [============================>....................................] 49/110   Step: 961ms | Tot: 48s392ms | Loss: 0.011 | Acc: 99.920% (12534/12544)              
 [============================>....................................] 50/110   Step: 957ms | Tot: 49s349ms | Loss: 0.011 | Acc: 99.922% (12790/12800)              
 [=============================>...................................] 51/110   Step: 1s64ms | Tot: 50s414ms | Loss: 0.011 | Acc: 99.923% (13046/13056)              
 [==============================>..................................] 52/110   Step: 956ms | Tot: 51s370ms | Loss: 0.011 | Acc: 99.925% (13302/13312)              
 [==============================>..................................] 53/110   Step: 956ms | Tot: 52s326ms | Loss: 0.011 | Acc: 99.926% (13558/13568)              
 [===============================>.................................] 54/110   Step: 958ms | Tot: 53s284ms | Loss: 0.011 | Acc: 99.928% (13814/13824)              
 [===============================>.................................] 55/110   Step: 954ms | Tot: 54s238ms | Loss: 0.011 | Acc: 99.929% (14070/14080)              
 [================================>................................] 56/110   Step: 1s62ms | Tot: 55s300ms | Loss: 0.011 | Acc: 99.930% (14326/14336)              
 [=================================>...............................] 57/110   Step: 963ms | Tot: 56s263ms | Loss: 0.011 | Acc: 99.931% (14582/14592)              
 [=================================>...............................] 58/110   Step: 963ms | Tot: 57s227ms | Loss: 0.011 | Acc: 99.933% (14838/14848)              
 [==================================>..............................] 59/110   Step: 957ms | Tot: 58s184ms | Loss: 0.011 | Acc: 99.934% (15094/15104)              
 [==================================>..............................] 60/110   Step: 952ms | Tot: 59s137ms | Loss: 0.011 | Acc: 99.935% (15350/15360)              
 [===================================>.............................] 61/110   Step: 1s61ms | Tot: 1m199ms | Loss: 0.011 | Acc: 99.930% (15605/15616)              
 [====================================>............................] 62/110   Step: 957ms | Tot: 1m1s | Loss: 0.011 | Acc: 99.924% (15860/15872)              
 [====================================>............................] 63/110   Step: 953ms | Tot: 1m2s | Loss: 0.011 | Acc: 99.926% (16116/16128)              
 [=====================================>...........................] 64/110   Step: 950ms | Tot: 1m3s | Loss: 0.011 | Acc: 99.927% (16372/16384)              
 [=====================================>...........................] 65/110   Step: 1s74ms | Tot: 1m4s | Loss: 0.011 | Acc: 99.928% (16628/16640)              
 [======================================>..........................] 66/110   Step: 960ms | Tot: 1m5s | Loss: 0.011 | Acc: 99.929% (16884/16896)              
