cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 28000 samples
Selected 28000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/110   Step: 41s2ms | Tot: 0ms | Loss: 0.205 | Acc: 92.578% (237/256)              
 [>................................................................] 2/110   Step: 1s981ms | Tot: 1s981ms | Loss: 0.203 | Acc: 93.555% (479/512)              
 [=>...............................................................] 3/110   Step: 977ms | Tot: 2s959ms | Loss: 0.193 | Acc: 94.141% (723/768)              
 [=>...............................................................] 4/110   Step: 1s159ms | Tot: 4s119ms | Loss: 0.202 | Acc: 93.945% (962/1024)              
 [==>..............................................................] 5/110   Step: 972ms | Tot: 5s91ms | Loss: 0.205 | Acc: 93.828% (1201/1280)              
 [==>..............................................................] 6/110   Step: 971ms | Tot: 6s62ms | Loss: 0.195 | Acc: 94.271% (1448/1536)              
 [===>.............................................................] 7/110   Step: 965ms | Tot: 7s28ms | Loss: 0.195 | Acc: 94.475% (1693/1792)              
 [====>............................................................] 8/110   Step: 973ms | Tot: 8s1ms | Loss: 0.195 | Acc: 94.336% (1932/2048)              
 [====>............................................................] 9/110   Step: 1s73ms | Tot: 9s74ms | Loss: 0.198 | Acc: 94.314% (2173/2304)              
 [=====>...........................................................] 10/110   Step: 966ms | Tot: 10s41ms | Loss: 0.195 | Acc: 94.414% (2417/2560)              
 [=====>...........................................................] 11/110   Step: 974ms | Tot: 11s15ms | Loss: 0.194 | Acc: 94.460% (2660/2816)              
 [======>..........................................................] 12/110   Step: 991ms | Tot: 12s6ms | Loss: 0.190 | Acc: 94.596% (2906/3072)              
 [=======>.........................................................] 13/110   Step: 964ms | Tot: 12s971ms | Loss: 0.187 | Acc: 94.772% (3154/3328)              
 [=======>.........................................................] 14/110   Step: 1s69ms | Tot: 14s40ms | Loss: 0.185 | Acc: 94.866% (3400/3584)              
 [========>........................................................] 15/110   Step: 973ms | Tot: 15s13ms | Loss: 0.185 | Acc: 94.870% (3643/3840)              
 [========>........................................................] 16/110   Step: 971ms | Tot: 15s985ms | Loss: 0.182 | Acc: 94.946% (3889/4096)              
 [=========>.......................................................] 17/110   Step: 966ms | Tot: 16s951ms | Loss: 0.180 | Acc: 95.060% (4137/4352)              
 [==========>......................................................] 18/110   Step: 1s72ms | Tot: 18s24ms | Loss: 0.177 | Acc: 95.161% (4385/4608)              
 [==========>......................................................] 19/110   Step: 970ms | Tot: 18s994ms | Loss: 0.174 | Acc: 95.230% (4632/4864)              
 [===========>.....................................................] 20/110   Step: 967ms | Tot: 19s961ms | Loss: 0.173 | Acc: 95.234% (4876/5120)              
 [===========>.....................................................] 21/110   Step: 971ms | Tot: 20s932ms | Loss: 0.170 | Acc: 95.331% (5125/5376)              
 [============>....................................................] 22/110   Step: 986ms | Tot: 21s919ms | Loss: 0.167 | Acc: 95.455% (5376/5632)              
 [=============>...................................................] 23/110   Step: 1s76ms | Tot: 22s995ms | Loss: 0.164 | Acc: 95.618% (5630/5888)              
 [=============>...................................................] 24/110   Step: 963ms | Tot: 23s959ms | Loss: 0.163 | Acc: 95.622% (5875/6144)              
 [==============>..................................................] 25/110   Step: 969ms | Tot: 24s929ms | Loss: 0.160 | Acc: 95.719% (6126/6400)              
 [==============>..................................................] 26/110   Step: 969ms | Tot: 25s898ms | Loss: 0.158 | Acc: 95.778% (6375/6656)              
 [===============>.................................................] 27/110   Step: 1s101ms | Tot: 27s | Loss: 0.157 | Acc: 95.790% (6621/6912)              
 [===============>.................................................] 28/110   Step: 971ms | Tot: 27s971ms | Loss: 0.157 | Acc: 95.815% (6868/7168)              
 [================>................................................] 29/110   Step: 966ms | Tot: 28s938ms | Loss: 0.154 | Acc: 95.919% (7121/7424)              
