cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the bwcl selected dataset.
Now try to run the BWCL algorithm
10347 boundary samples
Select 9 percent samples
Select 36000 samples
Load selected sample idx
Selected 36000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/141   Step: 30s941ms | Tot: 0ms | Loss: 0.415 | Acc: 87.891% (225/256)              
 [>................................................................] 2/141   Step: 1s943ms | Tot: 1s943ms | Loss: 0.429 | Acc: 88.086% (451/512)              
 [>................................................................] 3/141   Step: 976ms | Tot: 2s919ms | Loss: 0.466 | Acc: 86.589% (665/768)              
 [=>...............................................................] 4/141   Step: 1s135ms | Tot: 4s55ms | Loss: 0.423 | Acc: 87.793% (899/1024)              
 [=>...............................................................] 5/141   Step: 1s6ms | Tot: 5s62ms | Loss: 0.429 | Acc: 87.578% (1121/1280)              
 [==>..............................................................] 6/141   Step: 966ms | Tot: 6s28ms | Loss: 0.420 | Acc: 87.891% (1350/1536)              
 [==>..............................................................] 7/141   Step: 965ms | Tot: 6s993ms | Loss: 0.436 | Acc: 87.779% (1573/1792)              
 [===>.............................................................] 8/141   Step: 966ms | Tot: 7s959ms | Loss: 0.440 | Acc: 87.988% (1802/2048)              
 [===>.............................................................] 9/141   Step: 1s66ms | Tot: 9s26ms | Loss: 0.434 | Acc: 88.238% (2033/2304)              
 [====>............................................................] 10/141   Step: 963ms | Tot: 9s989ms | Loss: 0.435 | Acc: 88.359% (2262/2560)              
 [====>............................................................] 11/141   Step: 970ms | Tot: 10s959ms | Loss: 0.427 | Acc: 88.636% (2496/2816)              
 [=====>...........................................................] 12/141   Step: 967ms | Tot: 11s926ms | Loss: 0.430 | Acc: 88.639% (2723/3072)              
 [=====>...........................................................] 13/141   Step: 1s69ms | Tot: 12s995ms | Loss: 0.422 | Acc: 88.792% (2955/3328)              
 [=====>...........................................................] 14/141   Step: 970ms | Tot: 13s965ms | Loss: 0.427 | Acc: 88.700% (3179/3584)              
 [======>..........................................................] 15/141   Step: 1s14ms | Tot: 14s980ms | Loss: 0.422 | Acc: 88.802% (3410/3840)              
 [======>..........................................................] 16/141   Step: 968ms | Tot: 15s948ms | Loss: 0.417 | Acc: 88.916% (3642/4096)              
 [=======>.........................................................] 17/141   Step: 977ms | Tot: 16s926ms | Loss: 0.417 | Acc: 88.879% (3868/4352)              
 [=======>.........................................................] 18/141   Step: 1s78ms | Tot: 18s5ms | Loss: 0.413 | Acc: 88.997% (4101/4608)              
 [========>........................................................] 19/141   Step: 968ms | Tot: 18s973ms | Loss: 0.404 | Acc: 89.289% (4343/4864)              
 [========>........................................................] 20/141   Step: 968ms | Tot: 19s942ms | Loss: 0.401 | Acc: 89.395% (4577/5120)              
 [=========>.......................................................] 21/141   Step: 965ms | Tot: 20s907ms | Loss: 0.398 | Acc: 89.546% (4814/5376)              
 [=========>.......................................................] 22/141   Step: 1s117ms | Tot: 22s24ms | Loss: 0.394 | Acc: 89.684% (5051/5632)              
 [==========>......................................................] 23/141   Step: 967ms | Tot: 22s992ms | Loss: 0.389 | Acc: 89.861% (5291/5888)              
 [==========>......................................................] 24/141   Step: 963ms | Tot: 23s955ms | Loss: 0.383 | Acc: 89.974% (5528/6144)              
 [===========>.....................................................] 25/141   Step: 1s9ms | Tot: 24s964ms | Loss: 0.377 | Acc: 90.156% (5770/6400)              
 [===========>.....................................................] 26/141   Step: 967ms | Tot: 25s931ms | Loss: 0.374 | Acc: 90.204% (6004/6656)              
 [===========>.....................................................] 27/141   Step: 1s81ms | Tot: 27s13ms | Loss: 0.369 | Acc: 90.321% (6243/6912)              
 [============>....................................................] 28/141   Step: 966ms | Tot: 27s980ms | Loss: 0.368 | Acc: 90.332% (6475/7168)              
 [============>....................................................] 29/141   Step: 963ms | Tot: 28s944ms | Loss: 0.365 | Acc: 90.409% (6712/7424)              
 [=============>...................................................] 30/141   Step: 968ms | Tot: 29s912ms | Loss: 0.363 | Acc: 90.443% (6946/7680)              
 [=============>...................................................] 31/141   Step: 1s63ms | Tot: 30s976ms | Loss: 0.360 | Acc: 90.486% (7181/7936)              
 [==============>..................................................] 32/141   Step: 963ms | Tot: 31s939ms | Loss: 0.359 | Acc: 90.552% (7418/8192)              
 [==============>..................................................] 33/141   Step: 967ms | Tot: 32s907ms | Loss: 0.359 | Acc: 90.566% (7651/8448)              
 [===============>.................................................] 34/141   Step: 968ms | Tot: 33s876ms | Loss: 0.357 | Acc: 90.636% (7889/8704)              
 [===============>.................................................] 35/141   Step: 993ms | Tot: 34s870ms | Loss: 0.355 | Acc: 90.670% (8124/8960)              
 [================>................................................] 36/141   Step: 1s70ms | Tot: 35s940ms | Loss: 0.355 | Acc: 90.658% (8355/9216)              
