cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 38300 samples
Selected 38300 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/150   Step: 43s458ms | Tot: 0ms | Loss: 0.014 | Acc: 99.609% (255/256)              
 [>................................................................] 2/150   Step: 2s8ms | Tot: 2s8ms | Loss: 0.017 | Acc: 99.805% (511/512)              
 [>................................................................] 3/150   Step: 978ms | Tot: 2s987ms | Loss: 0.019 | Acc: 99.609% (765/768)              
 [=>...............................................................] 4/150   Step: 1s175ms | Tot: 4s162ms | Loss: 0.020 | Acc: 99.609% (1020/1024)              
 [=>...............................................................] 5/150   Step: 972ms | Tot: 5s135ms | Loss: 0.023 | Acc: 99.375% (1272/1280)              
 [==>..............................................................] 6/150   Step: 977ms | Tot: 6s112ms | Loss: 0.023 | Acc: 99.414% (1527/1536)              
 [==>..............................................................] 7/150   Step: 964ms | Tot: 7s77ms | Loss: 0.023 | Acc: 99.442% (1782/1792)              
 [===>.............................................................] 8/150   Step: 972ms | Tot: 8s49ms | Loss: 0.022 | Acc: 99.512% (2038/2048)              
 [===>.............................................................] 9/150   Step: 1s77ms | Tot: 9s127ms | Loss: 0.023 | Acc: 99.523% (2293/2304)              
 [===>.............................................................] 10/150   Step: 962ms | Tot: 10s90ms | Loss: 0.023 | Acc: 99.570% (2549/2560)              
 [====>............................................................] 11/150   Step: 973ms | Tot: 11s63ms | Loss: 0.023 | Acc: 99.574% (2804/2816)              
 [====>............................................................] 12/150   Step: 992ms | Tot: 12s55ms | Loss: 0.023 | Acc: 99.577% (3059/3072)              
 [=====>...........................................................] 13/150   Step: 974ms | Tot: 13s30ms | Loss: 0.023 | Acc: 99.549% (3313/3328)              
 [=====>...........................................................] 14/150   Step: 1s80ms | Tot: 14s111ms | Loss: 0.023 | Acc: 99.581% (3569/3584)              
 [======>..........................................................] 15/150   Step: 967ms | Tot: 15s78ms | Loss: 0.025 | Acc: 99.531% (3822/3840)              
 [======>..........................................................] 16/150   Step: 981ms | Tot: 16s60ms | Loss: 0.024 | Acc: 99.536% (4077/4096)              
 [======>..........................................................] 17/150   Step: 963ms | Tot: 17s23ms | Loss: 0.024 | Acc: 99.563% (4333/4352)              
 [=======>.........................................................] 18/150   Step: 1s92ms | Tot: 18s116ms | Loss: 0.023 | Acc: 99.588% (4589/4608)              
 [=======>.........................................................] 19/150   Step: 978ms | Tot: 19s95ms | Loss: 0.023 | Acc: 99.609% (4845/4864)              
 [========>........................................................] 20/150   Step: 968ms | Tot: 20s63ms | Loss: 0.023 | Acc: 99.629% (5101/5120)              
 [========>........................................................] 21/150   Step: 973ms | Tot: 21s36ms | Loss: 0.022 | Acc: 99.647% (5357/5376)              
 [=========>.......................................................] 22/150   Step: 991ms | Tot: 22s28ms | Loss: 0.023 | Acc: 99.627% (5611/5632)              
 [=========>.......................................................] 23/150   Step: 1s105ms | Tot: 23s134ms | Loss: 0.023 | Acc: 99.643% (5867/5888)              
 [=========>.......................................................] 24/150   Step: 965ms | Tot: 24s99ms | Loss: 0.023 | Acc: 99.626% (6121/6144)              
 [==========>......................................................] 25/150   Step: 967ms | Tot: 25s66ms | Loss: 0.023 | Acc: 99.625% (6376/6400)              
 [==========>......................................................] 26/150   Step: 973ms | Tot: 26s40ms | Loss: 0.023 | Acc: 99.639% (6632/6656)              
 [===========>.....................................................] 27/150   Step: 1s75ms | Tot: 27s115ms | Loss: 0.023 | Acc: 99.638% (6887/6912)              
 [===========>.....................................................] 28/150   Step: 975ms | Tot: 28s91ms | Loss: 0.023 | Acc: 99.651% (7143/7168)              
 [============>....................................................] 29/150   Step: 979ms | Tot: 29s70ms | Loss: 0.023 | Acc: 99.663% (7399/7424)              
 [============>....................................................] 30/150   Step: 961ms | Tot: 30s32ms | Loss: 0.024 | Acc: 99.635% (7652/7680)              
 [=============>...................................................] 31/150   Step: 969ms | Tot: 31s1ms | Loss: 0.024 | Acc: 99.635% (7907/7936)              
 [=============>...................................................] 32/150   Step: 1s111ms | Tot: 32s113ms | Loss: 0.024 | Acc: 99.646% (8163/8192)              
 [=============>...................................................] 33/150   Step: 967ms | Tot: 33s80ms | Loss: 0.024 | Acc: 99.657% (8419/8448)              
 [==============>..................................................] 34/150   Step: 966ms | Tot: 34s46ms | Loss: 0.024 | Acc: 99.667% (8675/8704)              
 [==============>..................................................] 35/150   Step: 972ms | Tot: 35s19ms | Loss: 0.024 | Acc: 99.654% (8929/8960)              
 [===============>.................................................] 36/150   Step: 974ms | Tot: 35s994ms | Loss: 0.024 | Acc: 99.642% (9183/9216)              
 [===============>.................................................] 37/150   Step: 1s69ms | Tot: 37s63ms | Loss: 0.024 | Acc: 99.652% (9439/9472)              
 [================>................................................] 38/150   Step: 969ms | Tot: 38s32ms | Loss: 0.023 | Acc: 99.661% (9695/9728)              
