cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 10000 samples
Selected 10000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/40   Step: 41s876ms | Tot: 0ms | Loss: 0.014 | Acc: 100.000% (256/256)              
 [=>...............................................................] 2/40   Step: 1s970ms | Tot: 1s970ms | Loss: 0.011 | Acc: 100.000% (512/512)              
 [===>.............................................................] 3/40   Step: 973ms | Tot: 2s943ms | Loss: 0.010 | Acc: 100.000% (768/768)              
 [====>............................................................] 4/40   Step: 1s168ms | Tot: 4s112ms | Loss: 0.010 | Acc: 100.000% (1024/1024)              
 [======>..........................................................] 5/40   Step: 962ms | Tot: 5s74ms | Loss: 0.009 | Acc: 100.000% (1280/1280)              
 [========>........................................................] 6/40   Step: 964ms | Tot: 6s39ms | Loss: 0.009 | Acc: 100.000% (1536/1536)              
 [=========>.......................................................] 7/40   Step: 959ms | Tot: 6s998ms | Loss: 0.010 | Acc: 100.000% (1792/1792)              
 [===========>.....................................................] 8/40   Step: 964ms | Tot: 7s963ms | Loss: 0.009 | Acc: 100.000% (2048/2048)              
 [=============>...................................................] 9/40   Step: 1s66ms | Tot: 9s30ms | Loss: 0.010 | Acc: 99.957% (2303/2304)              
 [==============>..................................................] 10/40   Step: 982ms | Tot: 10s12ms | Loss: 0.011 | Acc: 99.883% (2557/2560)              
 [================>................................................] 11/40   Step: 963ms | Tot: 10s976ms | Loss: 0.011 | Acc: 99.858% (2812/2816)              
 [=================>...............................................] 12/40   Step: 963ms | Tot: 11s939ms | Loss: 0.011 | Acc: 99.870% (3068/3072)              
 [===================>.............................................] 13/40   Step: 1s64ms | Tot: 13s3ms | Loss: 0.010 | Acc: 99.880% (3324/3328)              
 [=====================>...........................................] 14/40   Step: 970ms | Tot: 13s974ms | Loss: 0.010 | Acc: 99.888% (3580/3584)              
 [======================>..........................................] 15/40   Step: 964ms | Tot: 14s939ms | Loss: 0.010 | Acc: 99.896% (3836/3840)              
 [========================>........................................] 16/40   Step: 963ms | Tot: 15s902ms | Loss: 0.010 | Acc: 99.902% (4092/4096)              
 [==========================>......................................] 17/40   Step: 965ms | Tot: 16s867ms | Loss: 0.010 | Acc: 99.908% (4348/4352)              
 [===========================>.....................................] 18/40   Step: 1s83ms | Tot: 17s950ms | Loss: 0.010 | Acc: 99.913% (4604/4608)              
 [=============================>...................................] 19/40   Step: 970ms | Tot: 18s921ms | Loss: 0.009 | Acc: 99.918% (4860/4864)              
 [==============================>..................................] 20/40   Step: 984ms | Tot: 19s905ms | Loss: 0.010 | Acc: 99.922% (5116/5120)              
 [================================>................................] 21/40   Step: 961ms | Tot: 20s867ms | Loss: 0.010 | Acc: 99.926% (5372/5376)              
 [==================================>..............................] 22/40   Step: 1s112ms | Tot: 21s979ms | Loss: 0.009 | Acc: 99.929% (5628/5632)              
 [===================================>.............................] 23/40   Step: 962ms | Tot: 22s942ms | Loss: 0.009 | Acc: 99.932% (5884/5888)              
 [=====================================>...........................] 24/40   Step: 960ms | Tot: 23s902ms | Loss: 0.009 | Acc: 99.935% (6140/6144)              
 [=======================================>.........................] 25/40   Step: 962ms | Tot: 24s865ms | Loss: 0.009 | Acc: 99.938% (6396/6400)              
 [========================================>........................] 26/40   Step: 961ms | Tot: 25s827ms | Loss: 0.009 | Acc: 99.940% (6652/6656)              
 [==========================================>......................] 27/40   Step: 1s73ms | Tot: 26s900ms | Loss: 0.009 | Acc: 99.942% (6908/6912)              
 [===========================================>.....................] 28/40   Step: 974ms | Tot: 27s875ms | Loss: 0.009 | Acc: 99.944% (7164/7168)              
 [=============================================>...................] 29/40   Step: 962ms | Tot: 28s837ms | Loss: 0.009 | Acc: 99.946% (7420/7424)              
 [===============================================>.................] 30/40   Step: 966ms | Tot: 29s804ms | Loss: 0.009 | Acc: 99.948% (7676/7680)              
 [================================================>................] 31/40   Step: 1s83ms | Tot: 30s887ms | Loss: 0.010 | Acc: 99.937% (7931/7936)              
 [==================================================>..............] 32/40   Step: 969ms | Tot: 31s857ms | Loss: 0.010 | Acc: 99.939% (8187/8192)              
 [====================================================>............] 33/40   Step: 968ms | Tot: 32s825ms | Loss: 0.010 | Acc: 99.941% (8443/8448)              
 [=====================================================>...........] 34/40   Step: 961ms | Tot: 33s787ms | Loss: 0.009 | Acc: 99.943% (8699/8704)              
 [=======================================================>.........] 35/40   Step: 971ms | Tot: 34s758ms | Loss: 0.009 | Acc: 99.944% (8955/8960)              
 [========================================================>........] 36/40   Step: 972ms | Tot: 35s731ms | Loss: 0.009 | Acc: 99.946% (9211/9216)              
 [==========================================================>......] 37/40   Step: 857ms | Tot: 36s588ms | Loss: 0.009 | Acc: 99.947% (9467/9472)              
 [============================================================>....] 38/40   Step: 859ms | Tot: 37s448ms | Loss: 0.009 | Acc: 99.949% (9723/9728)              
 [=============================================================>...] 39/40   Step: 860ms | Tot: 38s308ms | Loss: 0.009 | Acc: 99.950% (9979/9984)              
 [===============================================================>.] 40/40   Step: 7s491ms | Tot: 45s800ms | Loss: 0.012 | Acc: 99.890% (9989/10000)
 [>................................................................] 1/40   Step: 1s293ms | Tot: 0ms | Loss: 2.299 | Acc: 58.203% (149/256)              
 [=>...............................................................] 2/40   Step: 419ms | Tot: 419ms | Loss: 2.069 | Acc: 60.547% (310/512)              
 [===>.............................................................] 3/40   Step: 415ms | Tot: 835ms | Loss: 2.205 | Acc: 59.375% (456/768)              
 [====>............................................................] 4/40   Step: 414ms | Tot: 1s250ms | Loss: 2.242 | Acc: 58.887% (603/1024)              
 [======>..........................................................] 5/40   Step: 414ms | Tot: 1s664ms | Loss: 2.247 | Acc: 58.203% (745/1280)              
 [========>........................................................] 6/40   Step: 523ms | Tot: 2s188ms | Loss: 2.222 | Acc: 58.789% (903/1536)              
 [=========>.......................................................] 7/40   Step: 414ms | Tot: 2s602ms | Loss: 2.238 | Acc: 58.538% (1049/1792)              
 [===========>.....................................................] 8/40   Step: 430ms | Tot: 3s33ms | Loss: 2.243 | Acc: 58.740% (1203/2048)              
 [=============>...................................................] 9/40   Step: 414ms | Tot: 3s447ms | Loss: 2.227 | Acc: 58.377% (1345/2304)              
 [==============>..................................................] 10/40   Step: 415ms | Tot: 3s863ms | Loss: 2.214 | Acc: 58.320% (1493/2560)              
 [================>................................................] 11/40   Step: 416ms | Tot: 4s279ms | Loss: 2.213 | Acc: 58.345% (1643/2816)              
 [=================>...............................................] 12/40   Step: 521ms | Tot: 4s800ms | Loss: 2.201 | Acc: 58.691% (1803/3072)              
 [===================>.............................................] 13/40   Step: 413ms | Tot: 5s214ms | Loss: 2.196 | Acc: 58.834% (1958/3328)              
 [=====================>...........................................] 14/40   Step: 414ms | Tot: 5s629ms | Loss: 2.215 | Acc: 58.343% (2091/3584)              
 [======================>..........................................] 15/40   Step: 413ms | Tot: 6s42ms | Loss: 2.211 | Acc: 58.333% (2240/3840)              
 [========================>........................................] 16/40   Step: 415ms | Tot: 6s458ms | Loss: 2.198 | Acc: 58.496% (2396/4096)              
 [==========================>......................................] 17/40   Step: 522ms | Tot: 6s980ms | Loss: 2.199 | Acc: 58.433% (2543/4352)              
 [===========================>.....................................] 18/40   Step: 414ms | Tot: 7s395ms | Loss: 2.203 | Acc: 58.312% (2687/4608)              
 [=============================>...................................] 19/40   Step: 414ms | Tot: 7s809ms | Loss: 2.203 | Acc: 58.573% (2849/4864)              
 [==============================>..................................] 20/40   Step: 414ms | Tot: 8s223ms | Loss: 2.199 | Acc: 58.672% (3004/5120)              
 [================================>................................] 21/40   Step: 413ms | Tot: 8s637ms | Loss: 2.195 | Acc: 58.966% (3170/5376)              
 [==================================>..............................] 22/40   Step: 414ms | Tot: 9s51ms | Loss: 2.187 | Acc: 58.896% (3317/5632)              
 [===================================>.............................] 23/40   Step: 519ms | Tot: 9s571ms | Loss: 2.192 | Acc: 58.798% (3462/5888)              
 [=====================================>...........................] 24/40   Step: 413ms | Tot: 9s984ms | Loss: 2.202 | Acc: 58.757% (3610/6144)              
 [=======================================>.........................] 25/40   Step: 411ms | Tot: 10s396ms | Loss: 2.195 | Acc: 58.797% (3763/6400)              
 [========================================>........................] 26/40   Step: 418ms | Tot: 10s815ms | Loss: 2.198 | Acc: 58.774% (3912/6656)              
 [==========================================>......................] 27/40   Step: 411ms | Tot: 11s227ms | Loss: 2.201 | Acc: 58.738% (4060/6912)              
 [===========================================>.....................] 28/40   Step: 525ms | Tot: 11s752ms | Loss: 2.188 | Acc: 58.887% (4221/7168)              
 [=============================================>...................] 29/40   Step: 412ms | Tot: 12s164ms | Loss: 2.188 | Acc: 58.917% (4374/7424)              
 [===============================================>.................] 30/40   Step: 413ms | Tot: 12s578ms | Loss: 2.186 | Acc: 59.089% (4538/7680)              
 [================================================>................] 31/40   Step: 425ms | Tot: 13s3ms | Loss: 2.193 | Acc: 58.959% (4679/7936)              
 [==================================================>..............] 32/40   Step: 413ms | Tot: 13s417ms | Loss: 2.194 | Acc: 58.911% (4826/8192)              
