cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 38300 samples
Load selected sample idx
Selected 38300 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/150   Step: 44s636ms | Tot: 0ms | Loss: 0.049 | Acc: 98.828% (253/256)              
 [>................................................................] 2/150   Step: 2s27ms | Tot: 2s27ms | Loss: 0.031 | Acc: 99.414% (509/512)              
 [>................................................................] 3/150   Step: 960ms | Tot: 2s988ms | Loss: 0.030 | Acc: 99.479% (764/768)              
 [=>...............................................................] 4/150   Step: 1s151ms | Tot: 4s139ms | Loss: 0.027 | Acc: 99.609% (1020/1024)              
 [=>...............................................................] 5/150   Step: 957ms | Tot: 5s97ms | Loss: 0.027 | Acc: 99.609% (1275/1280)              
 [==>..............................................................] 6/150   Step: 952ms | Tot: 6s49ms | Loss: 0.030 | Acc: 99.544% (1529/1536)              
 [==>..............................................................] 7/150   Step: 946ms | Tot: 6s995ms | Loss: 0.029 | Acc: 99.609% (1785/1792)              
 [===>.............................................................] 8/150   Step: 953ms | Tot: 7s949ms | Loss: 0.028 | Acc: 99.609% (2040/2048)              
 [===>.............................................................] 9/150   Step: 1s54ms | Tot: 9s3ms | Loss: 0.027 | Acc: 99.609% (2295/2304)              
 [===>.............................................................] 10/150   Step: 949ms | Tot: 9s953ms | Loss: 0.027 | Acc: 99.609% (2550/2560)              
 [====>............................................................] 11/150   Step: 945ms | Tot: 10s899ms | Loss: 0.027 | Acc: 99.609% (2805/2816)              
 [====>............................................................] 12/150   Step: 949ms | Tot: 11s849ms | Loss: 0.026 | Acc: 99.642% (3061/3072)              
 [=====>...........................................................] 13/150   Step: 950ms | Tot: 12s799ms | Loss: 0.025 | Acc: 99.669% (3317/3328)              
 [=====>...........................................................] 14/150   Step: 1s53ms | Tot: 13s852ms | Loss: 0.024 | Acc: 99.693% (3573/3584)              
 [======>..........................................................] 15/150   Step: 958ms | Tot: 14s811ms | Loss: 0.024 | Acc: 99.714% (3829/3840)              
 [======>..........................................................] 16/150   Step: 950ms | Tot: 15s761ms | Loss: 0.023 | Acc: 99.731% (4085/4096)              
 [======>..........................................................] 17/150   Step: 965ms | Tot: 16s727ms | Loss: 0.023 | Acc: 99.724% (4340/4352)              
 [=======>.........................................................] 18/150   Step: 1s66ms | Tot: 17s793ms | Loss: 0.023 | Acc: 99.740% (4596/4608)              
 [=======>.........................................................] 19/150   Step: 961ms | Tot: 18s755ms | Loss: 0.022 | Acc: 99.753% (4852/4864)              
 [========>........................................................] 20/150   Step: 958ms | Tot: 19s713ms | Loss: 0.022 | Acc: 99.746% (5107/5120)              
 [========>........................................................] 21/150   Step: 944ms | Tot: 20s658ms | Loss: 0.022 | Acc: 99.740% (5362/5376)              
 [=========>.......................................................] 22/150   Step: 947ms | Tot: 21s605ms | Loss: 0.022 | Acc: 99.716% (5616/5632)              
 [=========>.......................................................] 23/150   Step: 1s97ms | Tot: 22s702ms | Loss: 0.022 | Acc: 99.711% (5871/5888)              
 [=========>.......................................................] 24/150   Step: 948ms | Tot: 23s651ms | Loss: 0.022 | Acc: 99.707% (6126/6144)              
 [==========>......................................................] 25/150   Step: 955ms | Tot: 24s607ms | Loss: 0.022 | Acc: 99.719% (6382/6400)              
 [==========>......................................................] 26/150   Step: 943ms | Tot: 25s551ms | Loss: 0.022 | Acc: 99.715% (6637/6656)              
 [===========>.....................................................] 27/150   Step: 1s60ms | Tot: 26s612ms | Loss: 0.022 | Acc: 99.682% (6890/6912)              
 [===========>.....................................................] 28/150   Step: 955ms | Tot: 27s567ms | Loss: 0.022 | Acc: 99.679% (7145/7168)              
 [============>....................................................] 29/150   Step: 950ms | Tot: 28s518ms | Loss: 0.022 | Acc: 99.690% (7401/7424)              
 [============>....................................................] 30/150   Step: 946ms | Tot: 29s464ms | Loss: 0.022 | Acc: 99.701% (7657/7680)              
 [=============>...................................................] 31/150   Step: 946ms | Tot: 30s410ms | Loss: 0.022 | Acc: 99.710% (7913/7936)              
 [=============>...................................................] 32/150   Step: 1s52ms | Tot: 31s463ms | Loss: 0.021 | Acc: 99.719% (8169/8192)              
 [=============>...................................................] 33/150   Step: 952ms | Tot: 32s416ms | Loss: 0.021 | Acc: 99.704% (8423/8448)              
 [==============>..................................................] 34/150   Step: 949ms | Tot: 33s365ms | Loss: 0.021 | Acc: 99.713% (8679/8704)              
 [==============>..................................................] 35/150   Step: 955ms | Tot: 34s320ms | Loss: 0.022 | Acc: 99.710% (8934/8960)              
 [===============>.................................................] 36/150   Step: 964ms | Tot: 35s285ms | Loss: 0.022 | Acc: 99.707% (9189/9216)              
 [===============>.................................................] 37/150   Step: 1s57ms | Tot: 36s343ms | Loss: 0.022 | Acc: 99.715% (9445/9472)              
 [================>................................................] 38/150   Step: 947ms | Tot: 37s291ms | Loss: 0.021 | Acc: 99.722% (9701/9728)              
 [================>................................................] 39/150   Step: 954ms | Tot: 38s245ms | Loss: 0.021 | Acc: 99.720% (9956/9984)              
