cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 36000 samples
Load selected sample idx
Selected 36000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/141   Step: 35s340ms | Tot: 0ms | Loss: 0.313 | Acc: 91.016% (233/256)              
 [>................................................................] 2/141   Step: 1s963ms | Tot: 1s963ms | Loss: 0.340 | Acc: 89.844% (460/512)              
 [>................................................................] 3/141   Step: 964ms | Tot: 2s927ms | Loss: 0.312 | Acc: 91.016% (699/768)              
 [=>...............................................................] 4/141   Step: 1s163ms | Tot: 4s91ms | Loss: 0.320 | Acc: 90.820% (930/1024)              
 [=>...............................................................] 5/141   Step: 955ms | Tot: 5s46ms | Loss: 0.322 | Acc: 90.625% (1160/1280)              
 [==>..............................................................] 6/141   Step: 959ms | Tot: 6s5ms | Loss: 0.313 | Acc: 90.951% (1397/1536)              
 [==>..............................................................] 7/141   Step: 965ms | Tot: 6s970ms | Loss: 0.307 | Acc: 91.127% (1633/1792)              
 [===>.............................................................] 8/141   Step: 960ms | Tot: 7s931ms | Loss: 0.307 | Acc: 91.113% (1866/2048)              
 [===>.............................................................] 9/141   Step: 1s60ms | Tot: 8s991ms | Loss: 0.300 | Acc: 91.363% (2105/2304)              
 [====>............................................................] 10/141   Step: 958ms | Tot: 9s949ms | Loss: 0.298 | Acc: 91.523% (2343/2560)              
 [====>............................................................] 11/141   Step: 957ms | Tot: 10s907ms | Loss: 0.294 | Acc: 91.619% (2580/2816)              
 [=====>...........................................................] 12/141   Step: 958ms | Tot: 11s865ms | Loss: 0.294 | Acc: 91.634% (2815/3072)              
 [=====>...........................................................] 13/141   Step: 961ms | Tot: 12s827ms | Loss: 0.290 | Acc: 91.827% (3056/3328)              
 [=====>...........................................................] 14/141   Step: 1s68ms | Tot: 13s895ms | Loss: 0.286 | Acc: 91.936% (3295/3584)              
 [======>..........................................................] 15/141   Step: 964ms | Tot: 14s859ms | Loss: 0.283 | Acc: 91.953% (3531/3840)              
 [======>..........................................................] 16/141   Step: 969ms | Tot: 15s829ms | Loss: 0.281 | Acc: 91.968% (3767/4096)              
 [=======>.........................................................] 17/141   Step: 991ms | Tot: 16s821ms | Loss: 0.282 | Acc: 91.958% (4002/4352)              
 [=======>.........................................................] 18/141   Step: 1s61ms | Tot: 17s883ms | Loss: 0.279 | Acc: 92.101% (4244/4608)              
 [========>........................................................] 19/141   Step: 959ms | Tot: 18s842ms | Loss: 0.277 | Acc: 92.188% (4484/4864)              
 [========>........................................................] 20/141   Step: 955ms | Tot: 19s798ms | Loss: 0.274 | Acc: 92.227% (4722/5120)              
 [=========>.......................................................] 21/141   Step: 956ms | Tot: 20s754ms | Loss: 0.268 | Acc: 92.448% (4970/5376)              
 [=========>.......................................................] 22/141   Step: 960ms | Tot: 21s715ms | Loss: 0.266 | Acc: 92.525% (5211/5632)              
 [==========>......................................................] 23/141   Step: 1s67ms | Tot: 22s783ms | Loss: 0.263 | Acc: 92.544% (5449/5888)              
 [==========>......................................................] 24/141   Step: 961ms | Tot: 23s745ms | Loss: 0.261 | Acc: 92.708% (5696/6144)              
 [===========>.....................................................] 25/141   Step: 964ms | Tot: 24s709ms | Loss: 0.257 | Acc: 92.828% (5941/6400)              
 [===========>.....................................................] 26/141   Step: 962ms | Tot: 25s671ms | Loss: 0.254 | Acc: 92.924% (6185/6656)              
 [===========>.....................................................] 27/141   Step: 1s82ms | Tot: 26s754ms | Loss: 0.252 | Acc: 92.896% (6421/6912)              
 [============>....................................................] 28/141   Step: 961ms | Tot: 27s716ms | Loss: 0.252 | Acc: 92.857% (6656/7168)              
 [============>....................................................] 29/141   Step: 955ms | Tot: 28s671ms | Loss: 0.250 | Acc: 92.915% (6898/7424)              
 [=============>...................................................] 30/141   Step: 956ms | Tot: 29s627ms | Loss: 0.249 | Acc: 92.943% (7138/7680)              
 [=============>...................................................] 31/141   Step: 951ms | Tot: 30s579ms | Loss: 0.246 | Acc: 93.032% (7383/7936)              
 [==============>..................................................] 32/141   Step: 1s97ms | Tot: 31s676ms | Loss: 0.243 | Acc: 93.115% (7628/8192)              
