cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 38000 samples
Selected 38000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/149   Step: 41s720ms | Tot: 0ms | Loss: 0.386 | Acc: 87.500% (224/256)              
 [>................................................................] 2/149   Step: 1s977ms | Tot: 1s977ms | Loss: 0.396 | Acc: 87.695% (449/512)              
 [>................................................................] 3/149   Step: 963ms | Tot: 2s941ms | Loss: 0.388 | Acc: 88.411% (679/768)              
 [=>...............................................................] 4/149   Step: 1s158ms | Tot: 4s99ms | Loss: 0.395 | Acc: 87.793% (899/1024)              
 [=>...............................................................] 5/149   Step: 956ms | Tot: 5s55ms | Loss: 0.389 | Acc: 87.734% (1123/1280)              
 [==>..............................................................] 6/149   Step: 962ms | Tot: 6s17ms | Loss: 0.380 | Acc: 87.826% (1349/1536)              
 [==>..............................................................] 7/149   Step: 955ms | Tot: 6s973ms | Loss: 0.377 | Acc: 88.002% (1577/1792)              
 [===>.............................................................] 8/149   Step: 954ms | Tot: 7s927ms | Loss: 0.374 | Acc: 88.037% (1803/2048)              
 [===>.............................................................] 9/149   Step: 1s71ms | Tot: 8s998ms | Loss: 0.374 | Acc: 88.194% (2032/2304)              
 [===>.............................................................] 10/149   Step: 955ms | Tot: 9s954ms | Loss: 0.356 | Acc: 88.906% (2276/2560)              
 [====>............................................................] 11/149   Step: 956ms | Tot: 10s910ms | Loss: 0.345 | Acc: 89.382% (2517/2816)              
 [====>............................................................] 12/149   Step: 967ms | Tot: 11s878ms | Loss: 0.343 | Acc: 89.583% (2752/3072)              
 [=====>...........................................................] 13/149   Step: 950ms | Tot: 12s828ms | Loss: 0.339 | Acc: 89.814% (2989/3328)              
 [=====>...........................................................] 14/149   Step: 1s59ms | Tot: 13s888ms | Loss: 0.335 | Acc: 90.067% (3228/3584)              
 [======>..........................................................] 15/149   Step: 955ms | Tot: 14s844ms | Loss: 0.331 | Acc: 90.182% (3463/3840)              
 [======>..........................................................] 16/149   Step: 978ms | Tot: 15s822ms | Loss: 0.328 | Acc: 90.234% (3696/4096)              
 [======>..........................................................] 17/149   Step: 956ms | Tot: 16s779ms | Loss: 0.329 | Acc: 90.119% (3922/4352)              
 [=======>.........................................................] 18/149   Step: 958ms | Tot: 17s737ms | Loss: 0.326 | Acc: 90.278% (4160/4608)              
 [=======>.........................................................] 19/149   Step: 1s66ms | Tot: 18s804ms | Loss: 0.325 | Acc: 90.317% (4393/4864)              
 [========>........................................................] 20/149   Step: 960ms | Tot: 19s764ms | Loss: 0.320 | Acc: 90.547% (4636/5120)              
 [========>........................................................] 21/149   Step: 956ms | Tot: 20s721ms | Loss: 0.317 | Acc: 90.644% (4873/5376)              
 [=========>.......................................................] 22/149   Step: 955ms | Tot: 21s676ms | Loss: 0.313 | Acc: 90.803% (5114/5632)              
 [=========>.......................................................] 23/149   Step: 1s82ms | Tot: 22s759ms | Loss: 0.308 | Acc: 90.999% (5358/5888)              
 [==========>......................................................] 24/149   Step: 957ms | Tot: 23s717ms | Loss: 0.304 | Acc: 91.081% (5596/6144)              
 [==========>......................................................] 25/149   Step: 953ms | Tot: 24s670ms | Loss: 0.301 | Acc: 91.172% (5835/6400)              
 [==========>......................................................] 26/149   Step: 958ms | Tot: 25s629ms | Loss: 0.298 | Acc: 91.316% (6078/6656)              
 [===========>.....................................................] 27/149   Step: 957ms | Tot: 26s586ms | Loss: 0.295 | Acc: 91.392% (6317/6912)              
 [===========>.....................................................] 28/149   Step: 1s79ms | Tot: 27s666ms | Loss: 0.292 | Acc: 91.490% (6558/7168)              
 [============>....................................................] 29/149   Step: 951ms | Tot: 28s617ms | Loss: 0.289 | Acc: 91.608% (6801/7424)              
 [============>....................................................] 30/149   Step: 956ms | Tot: 29s574ms | Loss: 0.286 | Acc: 91.719% (7044/7680)              
 [=============>...................................................] 31/149   Step: 956ms | Tot: 30s530ms | Loss: 0.284 | Acc: 91.759% (7282/7936)              
 [=============>...................................................] 32/149   Step: 1s58ms | Tot: 31s589ms | Loss: 0.282 | Acc: 91.846% (7524/8192)              
 [=============>...................................................] 33/149   Step: 955ms | Tot: 32s544ms | Loss: 0.279 | Acc: 91.963% (7769/8448)              
 [==============>..................................................] 34/149   Step: 953ms | Tot: 33s497ms | Loss: 0.276 | Acc: 92.038% (8011/8704)              
 [==============>..................................................] 35/149   Step: 952ms | Tot: 34s450ms | Loss: 0.275 | Acc: 92.098% (8252/8960)              
 [===============>.................................................] 36/149   Step: 958ms | Tot: 35s408ms | Loss: 0.272 | Acc: 92.198% (8497/9216)              
 [===============>.................................................] 37/149   Step: 1s68ms | Tot: 36s477ms | Loss: 0.272 | Acc: 92.188% (8732/9472)              
 [================>................................................] 38/149   Step: 960ms | Tot: 37s437ms | Loss: 0.268 | Acc: 92.331% (8982/9728)              
 [================>................................................] 39/149   Step: 958ms | Tot: 38s395ms | Loss: 0.266 | Acc: 92.398% (9225/9984)              
 [=================>...............................................] 40/149   Step: 955ms | Tot: 39s351ms | Loss: 0.263 | Acc: 92.432% (9465/10240)              
 [=================>...............................................] 41/149   Step: 1s67ms | Tot: 40s419ms | Loss: 0.262 | Acc: 92.454% (9704/10496)              
 [=================>...............................................] 42/149   Step: 959ms | Tot: 41s378ms | Loss: 0.261 | Acc: 92.476% (9943/10752)              
 [==================>..............................................] 43/149   Step: 962ms | Tot: 42s341ms | Loss: 0.259 | Acc: 92.524% (10185/11008)              
 [==================>..............................................] 44/149   Step: 948ms | Tot: 43s289ms | Loss: 0.256 | Acc: 92.614% (10432/11264)              
 [===================>.............................................] 45/149   Step: 962ms | Tot: 44s252ms | Loss: 0.255 | Acc: 92.639% (10672/11520)              
 [===================>.............................................] 46/149   Step: 1s107ms | Tot: 45s359ms | Loss: 0.253 | Acc: 92.672% (10913/11776)              
 [====================>............................................] 47/149   Step: 956ms | Tot: 46s316ms | Loss: 0.251 | Acc: 92.711% (11155/12032)              
 [====================>............................................] 48/149   Step: 956ms | Tot: 47s272ms | Loss: 0.249 | Acc: 92.790% (11402/12288)              
 [====================>............................................] 49/149   Step: 950ms | Tot: 48s222ms | Loss: 0.248 | Acc: 92.817% (11643/12544)              
 [=====================>...........................................] 50/149   Step: 1s58ms | Tot: 49s281ms | Loss: 0.246 | Acc: 92.859% (11886/12800)              
 [=====================>...........................................] 51/149   Step: 954ms | Tot: 50s235ms | Loss: 0.244 | Acc: 92.938% (12134/13056)              
 [======================>..........................................] 52/149   Step: 952ms | Tot: 51s188ms | Loss: 0.243 | Acc: 92.939% (12372/13312)              
 [======================>..........................................] 53/149   Step: 954ms | Tot: 52s142ms | Loss: 0.243 | Acc: 92.947% (12611/13568)              
 [=======================>.........................................] 54/149   Step: 948ms | Tot: 53s90ms | Loss: 0.241 | Acc: 92.990% (12855/13824)              
 [=======================>.........................................] 55/149   Step: 1s67ms | Tot: 54s158ms | Loss: 0.240 | Acc: 93.011% (13096/14080)              
 [=======================>.........................................] 56/149   Step: 958ms | Tot: 55s117ms | Loss: 0.239 | Acc: 93.032% (13337/14336)              
 [========================>........................................] 57/149   Step: 964ms | Tot: 56s82ms | Loss: 0.238 | Acc: 93.078% (13582/14592)              
 [========================>........................................] 58/149   Step: 950ms | Tot: 57s32ms | Loss: 0.237 | Acc: 93.124% (13827/14848)              
 [=========================>.......................................] 59/149   Step: 951ms | Tot: 57s984ms | Loss: 0.236 | Acc: 93.161% (14071/15104)              
 [=========================>.......................................] 60/149   Step: 1s55ms | Tot: 59s39ms | Loss: 0.235 | Acc: 93.177% (14312/15360)              
 [==========================>......................................] 61/149   Step: 951ms | Tot: 59s991ms | Loss: 0.233 | Acc: 93.231% (14559/15616)              
 [==========================>......................................] 62/149   Step: 957ms | Tot: 1m948ms | Loss: 0.231 | Acc: 93.309% (14810/15872)              
 [===========================>.....................................] 63/149   Step: 965ms | Tot: 1m1s | Loss: 0.230 | Acc: 93.341% (15054/16128)              
 [===========================>.....................................] 64/149   Step: 1s62ms | Tot: 1m2s | Loss: 0.229 | Acc: 93.378% (15299/16384)              
 [===========================>.....................................] 65/149   Step: 952ms | Tot: 1m3s | Loss: 0.228 | Acc: 93.425% (15546/16640)              
 [============================>....................................] 66/149   Step: 947ms | Tot: 1m4s | Loss: 0.227 | Acc: 93.448% (15789/16896)              
 [============================>....................................] 67/149   Step: 964ms | Tot: 1m5s | Loss: 0.226 | Acc: 93.499% (16037/17152)              
 [=============================>...................................] 68/149   Step: 953ms | Tot: 1m6s | Loss: 0.225 | Acc: 93.520% (16280/17408)              
 [=============================>...................................] 69/149   Step: 1s52ms | Tot: 1m7s | Loss: 0.223 | Acc: 93.586% (16531/17664)              
 [==============================>..................................] 70/149   Step: 958ms | Tot: 1m8s | Loss: 0.223 | Acc: 93.594% (16772/17920)              
 [==============================>..................................] 71/149   Step: 950ms | Tot: 1m9s | Loss: 0.222 | Acc: 93.634% (17019/18176)              
 [==============================>..................................] 72/149   Step: 965ms | Tot: 1m10s | Loss: 0.221 | Acc: 93.685% (17268/18432)              
 [===============================>.................................] 73/149   Step: 1s62ms | Tot: 1m11s | Loss: 0.219 | Acc: 93.734% (17517/18688)              
 [===============================>.................................] 74/149   Step: 947ms | Tot: 1m12s | Loss: 0.219 | Acc: 93.702% (17751/18944)              
 [================================>................................] 75/149   Step: 953ms | Tot: 1m13s | Loss: 0.218 | Acc: 93.740% (17998/19200)              
 [================================>................................] 76/149   Step: 949ms | Tot: 1m14s | Loss: 0.218 | Acc: 93.771% (18244/19456)              
 [=================================>...............................] 77/149   Step: 969ms | Tot: 1m15s | Loss: 0.217 | Acc: 93.786% (18487/19712)              
 [=================================>...............................] 78/149   Step: 1s64ms | Tot: 1m16s | Loss: 0.216 | Acc: 93.830% (18736/19968)              
 [==================================>..............................] 79/149   Step: 959ms | Tot: 1m17s | Loss: 0.216 | Acc: 93.829% (18976/20224)              
 [==================================>..............................] 80/149   Step: 961ms | Tot: 1m18s | Loss: 0.215 | Acc: 93.848% (19220/20480)              
 [==================================>..............................] 81/149   Step: 958ms | Tot: 1m19s | Loss: 0.214 | Acc: 93.914% (19474/20736)              
 [===================================>.............................] 82/149   Step: 1s113ms | Tot: 1m20s | Loss: 0.213 | Acc: 93.941% (19720/20992)              
 [===================================>.............................] 83/149   Step: 951ms | Tot: 1m21s | Loss: 0.212 | Acc: 93.976% (19968/21248)              
 [====================================>............................] 84/149   Step: 951ms | Tot: 1m22s | Loss: 0.210 | Acc: 94.024% (20219/21504)              
 [====================================>............................] 85/149   Step: 955ms | Tot: 1m23s | Loss: 0.209 | Acc: 94.085% (20473/21760)              
 [=====================================>...........................] 86/149   Step: 946ms | Tot: 1m24s | Loss: 0.209 | Acc: 94.109% (20719/22016)              
 [=====================================>...........................] 87/149   Step: 1s71ms | Tot: 1m25s | Loss: 0.207 | Acc: 94.145% (20968/22272)              
 [=====================================>...........................] 88/149   Step: 959ms | Tot: 1m26s | Loss: 0.207 | Acc: 94.176% (21216/22528)              
