cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 5 percent samples
Select 20000 samples
Selected 20000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/79   Step: 40s633ms | Tot: 0ms | Loss: 0.008 | Acc: 100.000% (256/256)              
 [>................................................................] 2/79   Step: 1s947ms | Tot: 1s947ms | Loss: 0.009 | Acc: 100.000% (512/512)              
 [=>...............................................................] 3/79   Step: 964ms | Tot: 2s911ms | Loss: 0.008 | Acc: 100.000% (768/768)              
 [==>..............................................................] 4/79   Step: 1s147ms | Tot: 4s59ms | Loss: 0.009 | Acc: 100.000% (1024/1024)              
 [===>.............................................................] 5/79   Step: 948ms | Tot: 5s8ms | Loss: 0.010 | Acc: 99.922% (1279/1280)              
 [====>............................................................] 6/79   Step: 949ms | Tot: 5s957ms | Loss: 0.009 | Acc: 99.935% (1535/1536)              
 [====>............................................................] 7/79   Step: 980ms | Tot: 6s938ms | Loss: 0.009 | Acc: 99.944% (1791/1792)              
 [=====>...........................................................] 8/79   Step: 954ms | Tot: 7s892ms | Loss: 0.009 | Acc: 99.951% (2047/2048)              
 [======>..........................................................] 9/79   Step: 1s58ms | Tot: 8s951ms | Loss: 0.009 | Acc: 99.957% (2303/2304)              
 [=======>.........................................................] 10/79   Step: 951ms | Tot: 9s902ms | Loss: 0.008 | Acc: 99.961% (2559/2560)              
 [========>........................................................] 11/79   Step: 947ms | Tot: 10s850ms | Loss: 0.008 | Acc: 99.964% (2815/2816)              
 [=========>.......................................................] 12/79   Step: 947ms | Tot: 11s797ms | Loss: 0.008 | Acc: 99.967% (3071/3072)              
 [=========>.......................................................] 13/79   Step: 1s60ms | Tot: 12s858ms | Loss: 0.008 | Acc: 99.970% (3327/3328)              
 [==========>......................................................] 14/79   Step: 950ms | Tot: 13s808ms | Loss: 0.008 | Acc: 99.972% (3583/3584)              
 [===========>.....................................................] 15/79   Step: 951ms | Tot: 14s760ms | Loss: 0.008 | Acc: 99.974% (3839/3840)              
 [============>....................................................] 16/79   Step: 957ms | Tot: 15s718ms | Loss: 0.008 | Acc: 99.976% (4095/4096)              
 [=============>...................................................] 17/79   Step: 962ms | Tot: 16s680ms | Loss: 0.008 | Acc: 99.977% (4351/4352)              
 [=============>...................................................] 18/79   Step: 1s85ms | Tot: 17s766ms | Loss: 0.008 | Acc: 99.978% (4607/4608)              
 [==============>..................................................] 19/79   Step: 956ms | Tot: 18s723ms | Loss: 0.007 | Acc: 99.979% (4863/4864)              
 [===============>.................................................] 20/79   Step: 947ms | Tot: 19s670ms | Loss: 0.007 | Acc: 99.980% (5119/5120)              
 [================>................................................] 21/79   Step: 945ms | Tot: 20s615ms | Loss: 0.008 | Acc: 99.981% (5375/5376)              
 [=================>...............................................] 22/79   Step: 1s99ms | Tot: 21s715ms | Loss: 0.008 | Acc: 99.982% (5631/5632)              
 [==================>..............................................] 23/79   Step: 946ms | Tot: 22s662ms | Loss: 0.008 | Acc: 99.983% (5887/5888)              
 [==================>..............................................] 24/79   Step: 946ms | Tot: 23s608ms | Loss: 0.008 | Acc: 99.984% (6143/6144)              
 [===================>.............................................] 25/79   Step: 946ms | Tot: 24s555ms | Loss: 0.008 | Acc: 99.984% (6399/6400)              
 [====================>............................................] 26/79   Step: 945ms | Tot: 25s500ms | Loss: 0.008 | Acc: 99.985% (6655/6656)              
 [=====================>...........................................] 27/79   Step: 1s55ms | Tot: 26s555ms | Loss: 0.008 | Acc: 99.971% (6910/6912)              
 [======================>..........................................] 28/79   Step: 998ms | Tot: 27s554ms | Loss: 0.008 | Acc: 99.972% (7166/7168)              
 [=======================>.........................................] 29/79   Step: 953ms | Tot: 28s508ms | Loss: 0.008 | Acc: 99.973% (7422/7424)              
 [=======================>.........................................] 30/79   Step: 960ms | Tot: 29s468ms | Loss: 0.008 | Acc: 99.974% (7678/7680)              
 [========================>........................................] 31/79   Step: 960ms | Tot: 30s429ms | Loss: 0.008 | Acc: 99.975% (7934/7936)              
 [=========================>.......................................] 32/79   Step: 1s58ms | Tot: 31s487ms | Loss: 0.008 | Acc: 99.976% (8190/8192)              
