cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the bwcl selected dataset.
Now try to run the BWCL algorithm
2452 boundary samples
Load selected sample idx
Selected 28000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/110   Step: 38s392ms | Tot: 0ms | Loss: 0.197 | Acc: 92.578% (237/256)              
 [>................................................................] 2/110   Step: 2s81ms | Tot: 2s81ms | Loss: 0.169 | Acc: 93.555% (479/512)              
 [=>...............................................................] 3/110   Step: 988ms | Tot: 3s70ms | Loss: 0.167 | Acc: 93.750% (720/768)              
 [=>...............................................................] 4/110   Step: 1s158ms | Tot: 4s229ms | Loss: 0.155 | Acc: 94.238% (965/1024)              
 [==>..............................................................] 5/110   Step: 974ms | Tot: 5s204ms | Loss: 0.149 | Acc: 94.453% (1209/1280)              
 [==>..............................................................] 6/110   Step: 975ms | Tot: 6s179ms | Loss: 0.140 | Acc: 94.922% (1458/1536)              
 [===>.............................................................] 7/110   Step: 976ms | Tot: 7s156ms | Loss: 0.136 | Acc: 95.145% (1705/1792)              
 [====>............................................................] 8/110   Step: 965ms | Tot: 8s122ms | Loss: 0.137 | Acc: 95.264% (1951/2048)              
 [====>............................................................] 9/110   Step: 1s71ms | Tot: 9s193ms | Loss: 0.129 | Acc: 95.660% (2204/2304)              
 [=====>...........................................................] 10/110   Step: 968ms | Tot: 10s161ms | Loss: 0.124 | Acc: 95.859% (2454/2560)              
 [=====>...........................................................] 11/110   Step: 988ms | Tot: 11s149ms | Loss: 0.120 | Acc: 96.023% (2704/2816)              
 [======>..........................................................] 12/110   Step: 973ms | Tot: 12s122ms | Loss: 0.121 | Acc: 96.094% (2952/3072)              
 [=======>.........................................................] 13/110   Step: 1s83ms | Tot: 13s206ms | Loss: 0.121 | Acc: 96.034% (3196/3328)              
 [=======>.........................................................] 14/110   Step: 963ms | Tot: 14s169ms | Loss: 0.119 | Acc: 96.122% (3445/3584)              
 [========>........................................................] 15/110   Step: 972ms | Tot: 15s141ms | Loss: 0.116 | Acc: 96.198% (3694/3840)              
 [========>........................................................] 16/110   Step: 988ms | Tot: 16s130ms | Loss: 0.112 | Acc: 96.338% (3946/4096)              
 [=========>.......................................................] 17/110   Step: 988ms | Tot: 17s119ms | Loss: 0.109 | Acc: 96.484% (4199/4352)              
 [==========>......................................................] 18/110   Step: 1s107ms | Tot: 18s227ms | Loss: 0.108 | Acc: 96.571% (4450/4608)              
 [==========>......................................................] 19/110   Step: 967ms | Tot: 19s194ms | Loss: 0.106 | Acc: 96.628% (4700/4864)              
 [===========>.....................................................] 20/110   Step: 967ms | Tot: 20s161ms | Loss: 0.104 | Acc: 96.699% (4951/5120)              
 [===========>.....................................................] 21/110   Step: 975ms | Tot: 21s136ms | Loss: 0.105 | Acc: 96.652% (5196/5376)              
 [============>....................................................] 22/110   Step: 971ms | Tot: 22s108ms | Loss: 0.104 | Acc: 96.680% (5445/5632)              
 [=============>...................................................] 23/110   Step: 1s90ms | Tot: 23s198ms | Loss: 0.104 | Acc: 96.722% (5695/5888)              
 [=============>...................................................] 24/110   Step: 959ms | Tot: 24s158ms | Loss: 0.103 | Acc: 96.777% (5946/6144)              
 [==============>..................................................] 25/110   Step: 972ms | Tot: 25s131ms | Loss: 0.102 | Acc: 96.797% (6195/6400)              
 [==============>..................................................] 26/110   Step: 986ms | Tot: 26s117ms | Loss: 0.101 | Acc: 96.830% (6445/6656)              
 [===============>.................................................] 27/110   Step: 1s83ms | Tot: 27s200ms | Loss: 0.100 | Acc: 96.889% (6697/6912)              
 [===============>.................................................] 28/110   Step: 973ms | Tot: 28s174ms | Loss: 0.099 | Acc: 96.945% (6949/7168)              
 [================>................................................] 29/110   Step: 967ms | Tot: 29s141ms | Loss: 0.098 | Acc: 96.996% (7201/7424)              
 [=================>...............................................] 30/110   Step: 967ms | Tot: 30s108ms | Loss: 0.098 | Acc: 96.953% (7446/7680)              
 [=================>...............................................] 31/110   Step: 981ms | Tot: 31s90ms | Loss: 0.097 | Acc: 96.988% (7697/7936)              
 [==================>..............................................] 32/110   Step: 1s81ms | Tot: 32s171ms | Loss: 0.096 | Acc: 97.046% (7950/8192)              
 [==================>..............................................] 33/110   Step: 976ms | Tot: 33s148ms | Loss: 0.095 | Acc: 97.053% (8199/8448)              
 [===================>.............................................] 34/110   Step: 958ms | Tot: 34s107ms | Loss: 0.094 | Acc: 97.105% (8452/8704)              
 [====================>............................................] 35/110   Step: 973ms | Tot: 35s81ms | Loss: 0.093 | Acc: 97.098% (8700/8960)              
 [====================>............................................] 36/110   Step: 983ms | Tot: 36s64ms | Loss: 0.092 | Acc: 97.135% (8952/9216)              
 [=====================>...........................................] 37/110   Step: 1s86ms | Tot: 37s151ms | Loss: 0.092 | Acc: 97.160% (9203/9472)              
 [=====================>...........................................] 38/110   Step: 971ms | Tot: 38s123ms | Loss: 0.091 | Acc: 97.173% (9453/9728)              
 [======================>..........................................] 39/110   Step: 968ms | Tot: 39s92ms | Loss: 0.089 | Acc: 97.236% (9708/9984)              
 [=======================>.........................................] 40/110   Step: 962ms | Tot: 40s55ms | Loss: 0.088 | Acc: 97.275% (9961/10240)              
 [=======================>.........................................] 41/110   Step: 1s136ms | Tot: 41s191ms | Loss: 0.088 | Acc: 97.275% (10210/10496)              
 [========================>........................................] 42/110   Step: 969ms | Tot: 42s160ms | Loss: 0.088 | Acc: 97.312% (10463/10752)              
 [========================>........................................] 43/110   Step: 978ms | Tot: 43s139ms | Loss: 0.087 | Acc: 97.338% (10715/11008)              
 [=========================>.......................................] 44/110   Step: 964ms | Tot: 44s103ms | Loss: 0.086 | Acc: 97.363% (10967/11264)              
 [==========================>......................................] 45/110   Step: 969ms | Tot: 45s73ms | Loss: 0.085 | Acc: 97.370% (11217/11520)              
 [==========================>......................................] 46/110   Step: 1s82ms | Tot: 46s155ms | Loss: 0.085 | Acc: 97.393% (11469/11776)              
 [===========================>.....................................] 47/110   Step: 974ms | Tot: 47s129ms | Loss: 0.084 | Acc: 97.424% (11722/12032)              
 [===========================>.....................................] 48/110   Step: 968ms | Tot: 48s98ms | Loss: 0.083 | Acc: 97.453% (11975/12288)              
 [============================>....................................] 49/110   Step: 960ms | Tot: 49s58ms | Loss: 0.082 | Acc: 97.489% (12229/12544)              
 [============================>....................................] 50/110   Step: 964ms | Tot: 50s23ms | Loss: 0.082 | Acc: 97.484% (12478/12800)              
 [=============================>...................................] 51/110   Step: 1s79ms | Tot: 51s102ms | Loss: 0.081 | Acc: 97.518% (12732/13056)              
 [==============================>..................................] 52/110   Step: 971ms | Tot: 52s73ms | Loss: 0.081 | Acc: 97.559% (12987/13312)              
 [==============================>..................................] 53/110   Step: 975ms | Tot: 53s49ms | Loss: 0.080 | Acc: 97.568% (13238/13568)              
 [===============================>.................................] 54/110   Step: 960ms | Tot: 54s9ms | Loss: 0.080 | Acc: 97.584% (13490/13824)              
 [===============================>.................................] 55/110   Step: 1s77ms | Tot: 55s86ms | Loss: 0.079 | Acc: 97.621% (13745/14080)              
 [================================>................................] 56/110   Step: 982ms | Tot: 56s69ms | Loss: 0.078 | Acc: 97.628% (13996/14336)              
 [=================================>...............................] 57/110   Step: 972ms | Tot: 57s42ms | Loss: 0.078 | Acc: 97.643% (14248/14592)              
