cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 37000 samples
Selected 37000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/145   Step: 1m27s | Tot: 0ms | Loss: 0.174 | Acc: 94.531% (242/256)              
 [>................................................................] 2/145   Step: 2s27ms | Tot: 2s27ms | Loss: 0.145 | Acc: 95.508% (489/512)              
 [>................................................................] 3/145   Step: 1s9ms | Tot: 3s36ms | Loss: 0.127 | Acc: 96.224% (739/768)              
 [=>...............................................................] 4/145   Step: 1s174ms | Tot: 4s211ms | Loss: 0.120 | Acc: 96.582% (989/1024)              
 [=>...............................................................] 5/145   Step: 997ms | Tot: 5s208ms | Loss: 0.119 | Acc: 96.328% (1233/1280)              
 [==>..............................................................] 6/145   Step: 1s | Tot: 6s209ms | Loss: 0.112 | Acc: 96.615% (1484/1536)              
 [==>..............................................................] 7/145   Step: 1s5ms | Tot: 7s215ms | Loss: 0.114 | Acc: 96.484% (1729/1792)              
 [===>.............................................................] 8/145   Step: 1s1ms | Tot: 8s216ms | Loss: 0.107 | Acc: 96.680% (1980/2048)              
 [===>.............................................................] 9/145   Step: 1s103ms | Tot: 9s320ms | Loss: 0.109 | Acc: 96.788% (2230/2304)              
 [====>............................................................] 10/145   Step: 993ms | Tot: 10s313ms | Loss: 0.115 | Acc: 96.484% (2470/2560)              
 [====>............................................................] 11/145   Step: 1s5ms | Tot: 11s319ms | Loss: 0.113 | Acc: 96.555% (2719/2816)              
 [====>............................................................] 12/145   Step: 1s10ms | Tot: 12s329ms | Loss: 0.111 | Acc: 96.549% (2966/3072)              
 [=====>...........................................................] 13/145   Step: 1s111ms | Tot: 13s440ms | Loss: 0.111 | Acc: 96.544% (3213/3328)              
 [=====>...........................................................] 14/145   Step: 983ms | Tot: 14s424ms | Loss: 0.113 | Acc: 96.373% (3454/3584)              
 [======>..........................................................] 15/145   Step: 1s1ms | Tot: 15s425ms | Loss: 0.112 | Acc: 96.380% (3701/3840)              
 [======>..........................................................] 16/145   Step: 982ms | Tot: 16s408ms | Loss: 0.111 | Acc: 96.436% (3950/4096)              
 [=======>.........................................................] 17/145   Step: 1s13ms | Tot: 17s421ms | Loss: 0.109 | Acc: 96.461% (4198/4352)              
 [=======>.........................................................] 18/145   Step: 1s101ms | Tot: 18s523ms | Loss: 0.108 | Acc: 96.506% (4447/4608)              
 [========>........................................................] 19/145   Step: 1s2ms | Tot: 19s525ms | Loss: 0.106 | Acc: 96.587% (4698/4864)              
 [========>........................................................] 20/145   Step: 983ms | Tot: 20s509ms | Loss: 0.104 | Acc: 96.641% (4948/5120)              
 [========>........................................................] 21/145   Step: 1s11ms | Tot: 21s520ms | Loss: 0.104 | Acc: 96.652% (5196/5376)              
 [=========>.......................................................] 22/145   Step: 1s95ms | Tot: 22s615ms | Loss: 0.104 | Acc: 96.644% (5443/5632)              
 [=========>.......................................................] 23/145   Step: 995ms | Tot: 23s611ms | Loss: 0.103 | Acc: 96.688% (5693/5888)              
 [==========>......................................................] 24/145   Step: 982ms | Tot: 24s594ms | Loss: 0.102 | Acc: 96.680% (5940/6144)              
 [==========>......................................................] 25/145   Step: 981ms | Tot: 25s575ms | Loss: 0.102 | Acc: 96.688% (6188/6400)              
 [===========>.....................................................] 26/145   Step: 984ms | Tot: 26s559ms | Loss: 0.100 | Acc: 96.695% (6436/6656)              
 [===========>.....................................................] 27/145   Step: 1s144ms | Tot: 27s704ms | Loss: 0.099 | Acc: 96.745% (6687/6912)              
 [============>....................................................] 28/145   Step: 982ms | Tot: 28s687ms | Loss: 0.098 | Acc: 96.791% (6938/7168)              
 [============>....................................................] 29/145   Step: 983ms | Tot: 29s671ms | Loss: 0.097 | Acc: 96.875% (7192/7424)              
 [=============>...................................................] 30/145   Step: 979ms | Tot: 30s650ms | Loss: 0.096 | Acc: 96.849% (7438/7680)              
 [=============>...................................................] 31/145   Step: 1s103ms | Tot: 31s754ms | Loss: 0.095 | Acc: 96.900% (7690/7936)              
 [=============>...................................................] 32/145   Step: 982ms | Tot: 32s737ms | Loss: 0.095 | Acc: 96.887% (7937/8192)              
 [==============>..................................................] 33/145   Step: 996ms | Tot: 33s734ms | Loss: 0.096 | Acc: 96.887% (8185/8448)              
 [==============>..................................................] 34/145   Step: 980ms | Tot: 34s715ms | Loss: 0.096 | Acc: 96.886% (8433/8704)              
 [===============>.................................................] 35/145   Step: 981ms | Tot: 35s696ms | Loss: 0.095 | Acc: 96.920% (8684/8960)              
 [===============>.................................................] 36/145   Step: 1s99ms | Tot: 36s795ms | Loss: 0.095 | Acc: 96.940% (8934/9216)              
 [================>................................................] 37/145   Step: 986ms | Tot: 37s782ms | Loss: 0.094 | Acc: 96.970% (9185/9472)              
 [================>................................................] 38/145   Step: 979ms | Tot: 38s762ms | Loss: 0.093 | Acc: 96.988% (9435/9728)              
 [=================>...............................................] 39/145   Step: 999ms | Tot: 39s761ms | Loss: 0.092 | Acc: 97.025% (9687/9984)              
 [=================>...............................................] 40/145   Step: 1s89ms | Tot: 40s851ms | Loss: 0.091 | Acc: 97.061% (9939/10240)              
 [=================>...............................................] 41/145   Step: 998ms | Tot: 41s850ms | Loss: 0.091 | Acc: 97.056% (10187/10496)              
 [==================>..............................................] 42/145   Step: 995ms | Tot: 42s845ms | Loss: 0.090 | Acc: 97.089% (10439/10752)              
 [==================>..............................................] 43/145   Step: 985ms | Tot: 43s831ms | Loss: 0.089 | Acc: 97.129% (10692/11008)              
 [===================>.............................................] 44/145   Step: 982ms | Tot: 44s814ms | Loss: 0.088 | Acc: 97.168% (10945/11264)              
 [===================>.............................................] 45/145   Step: 1s130ms | Tot: 45s945ms | Loss: 0.088 | Acc: 97.179% (11195/11520)              
 [====================>............................................] 46/145   Step: 991ms | Tot: 46s937ms | Loss: 0.087 | Acc: 97.206% (11447/11776)              
 [====================>............................................] 47/145   Step: 985ms | Tot: 47s922ms | Loss: 0.087 | Acc: 97.216% (11697/12032)              
 [=====================>...........................................] 48/145   Step: 980ms | Tot: 48s903ms | Loss: 0.086 | Acc: 97.241% (11949/12288)              
 [=====================>...........................................] 49/145   Step: 980ms | Tot: 49s884ms | Loss: 0.086 | Acc: 97.242% (12198/12544)              
