cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 7 percent samples
Select 28000 samples
Load selected sample idx
Selected 28000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/110   Step: 32s461ms | Tot: 0ms | Loss: 0.011 | Acc: 99.609% (255/256)              
 [>................................................................] 2/110   Step: 1s933ms | Tot: 1s933ms | Loss: 0.008 | Acc: 99.805% (511/512)              
 [=>...............................................................] 3/110   Step: 959ms | Tot: 2s892ms | Loss: 0.008 | Acc: 99.870% (767/768)              
 [=>...............................................................] 4/110   Step: 1s191ms | Tot: 4s83ms | Loss: 0.007 | Acc: 99.902% (1023/1024)              
 [==>..............................................................] 5/110   Step: 949ms | Tot: 5s33ms | Loss: 0.009 | Acc: 99.844% (1278/1280)              
 [==>..............................................................] 6/110   Step: 948ms | Tot: 5s981ms | Loss: 0.008 | Acc: 99.870% (1534/1536)              
 [===>.............................................................] 7/110   Step: 949ms | Tot: 6s931ms | Loss: 0.008 | Acc: 99.833% (1789/1792)              
 [====>............................................................] 8/110   Step: 950ms | Tot: 7s881ms | Loss: 0.008 | Acc: 99.854% (2045/2048)              
 [====>............................................................] 9/110   Step: 1s52ms | Tot: 8s934ms | Loss: 0.009 | Acc: 99.826% (2300/2304)              
 [=====>...........................................................] 10/110   Step: 946ms | Tot: 9s881ms | Loss: 0.008 | Acc: 99.844% (2556/2560)              
 [=====>...........................................................] 11/110   Step: 948ms | Tot: 10s829ms | Loss: 0.008 | Acc: 99.858% (2812/2816)              
 [======>..........................................................] 12/110   Step: 950ms | Tot: 11s779ms | Loss: 0.008 | Acc: 99.837% (3067/3072)              
 [=======>.........................................................] 13/110   Step: 1s53ms | Tot: 12s833ms | Loss: 0.007 | Acc: 99.850% (3323/3328)              
 [=======>.........................................................] 14/110   Step: 981ms | Tot: 13s815ms | Loss: 0.007 | Acc: 99.860% (3579/3584)              
 [========>........................................................] 15/110   Step: 963ms | Tot: 14s778ms | Loss: 0.008 | Acc: 99.818% (3833/3840)              
 [========>........................................................] 16/110   Step: 950ms | Tot: 15s729ms | Loss: 0.008 | Acc: 99.829% (4089/4096)              
 [=========>.......................................................] 17/110   Step: 946ms | Tot: 16s675ms | Loss: 0.007 | Acc: 99.839% (4345/4352)              
 [==========>......................................................] 18/110   Step: 1s63ms | Tot: 17s738ms | Loss: 0.007 | Acc: 99.848% (4601/4608)              
 [==========>......................................................] 19/110   Step: 955ms | Tot: 18s694ms | Loss: 0.007 | Acc: 99.856% (4857/4864)              
 [===========>.....................................................] 20/110   Step: 955ms | Tot: 19s650ms | Loss: 0.007 | Acc: 99.863% (5113/5120)              
 [===========>.....................................................] 21/110   Step: 956ms | Tot: 20s606ms | Loss: 0.007 | Acc: 99.870% (5369/5376)              
 [============>....................................................] 22/110   Step: 954ms | Tot: 21s561ms | Loss: 0.007 | Acc: 99.876% (5625/5632)              
 [=============>...................................................] 23/110   Step: 1s83ms | Tot: 22s645ms | Loss: 0.007 | Acc: 99.864% (5880/5888)              
 [=============>...................................................] 24/110   Step: 979ms | Tot: 23s624ms | Loss: 0.007 | Acc: 99.870% (6136/6144)              
 [==============>..................................................] 25/110   Step: 965ms | Tot: 24s590ms | Loss: 0.007 | Acc: 99.875% (6392/6400)              
 [==============>..................................................] 26/110   Step: 948ms | Tot: 25s538ms | Loss: 0.007 | Acc: 99.880% (6648/6656)              
 [===============>.................................................] 27/110   Step: 1s68ms | Tot: 26s607ms | Loss: 0.007 | Acc: 99.884% (6904/6912)              
 [===============>.................................................] 28/110   Step: 944ms | Tot: 27s551ms | Loss: 0.006 | Acc: 99.888% (7160/7168)              
 [================>................................................] 29/110   Step: 943ms | Tot: 28s494ms | Loss: 0.006 | Acc: 99.892% (7416/7424)              
 [=================>...............................................] 30/110   Step: 946ms | Tot: 29s440ms | Loss: 0.006 | Acc: 99.896% (7672/7680)              
 [=================>...............................................] 31/110   Step: 947ms | Tot: 30s388ms | Loss: 0.006 | Acc: 99.899% (7928/7936)              
 [==================>..............................................] 32/110   Step: 1s56ms | Tot: 31s444ms | Loss: 0.006 | Acc: 99.902% (8184/8192)              
 [==================>..............................................] 33/110   Step: 948ms | Tot: 32s392ms | Loss: 0.006 | Acc: 99.905% (8440/8448)              
 [===================>.............................................] 34/110   Step: 947ms | Tot: 33s340ms | Loss: 0.006 | Acc: 99.908% (8696/8704)              
 [====================>............................................] 35/110   Step: 978ms | Tot: 34s319ms | Loss: 0.006 | Acc: 99.911% (8952/8960)              
 [====================>............................................] 36/110   Step: 949ms | Tot: 35s268ms | Loss: 0.006 | Acc: 99.913% (9208/9216)              
 [=====================>...........................................] 37/110   Step: 1s59ms | Tot: 36s328ms | Loss: 0.006 | Acc: 99.916% (9464/9472)              
 [=====================>...........................................] 38/110   Step: 950ms | Tot: 37s278ms | Loss: 0.006 | Acc: 99.918% (9720/9728)              
 [======================>..........................................] 39/110   Step: 949ms | Tot: 38s228ms | Loss: 0.006 | Acc: 99.920% (9976/9984)              
 [=======================>.........................................] 40/110   Step: 946ms | Tot: 39s174ms | Loss: 0.006 | Acc: 99.922% (10232/10240)              
 [=======================>.........................................] 41/110   Step: 1s76ms | Tot: 40s251ms | Loss: 0.006 | Acc: 99.924% (10488/10496)              
 [========================>........................................] 42/110   Step: 945ms | Tot: 41s196ms | Loss: 0.006 | Acc: 99.926% (10744/10752)              
 [========================>........................................] 43/110   Step: 945ms | Tot: 42s142ms | Loss: 0.005 | Acc: 99.927% (11000/11008)              
 [=========================>.......................................] 44/110   Step: 946ms | Tot: 43s89ms | Loss: 0.005 | Acc: 99.929% (11256/11264)              
 [==========================>......................................] 45/110   Step: 990ms | Tot: 44s80ms | Loss: 0.006 | Acc: 99.922% (11511/11520)              
 [==========================>......................................] 46/110   Step: 1s59ms | Tot: 45s139ms | Loss: 0.006 | Acc: 99.924% (11767/11776)              
 [===========================>.....................................] 47/110   Step: 952ms | Tot: 46s91ms | Loss: 0.005 | Acc: 99.925% (12023/12032)              
 [===========================>.....................................] 48/110   Step: 946ms | Tot: 47s38ms | Loss: 0.005 | Acc: 99.919% (12278/12288)              
 [============================>....................................] 49/110   Step: 948ms | Tot: 47s987ms | Loss: 0.005 | Acc: 99.920% (12534/12544)              
 [============================>....................................] 50/110   Step: 944ms | Tot: 48s931ms | Loss: 0.005 | Acc: 99.922% (12790/12800)              
 [=============================>...................................] 51/110   Step: 1s68ms | Tot: 49s999ms | Loss: 0.005 | Acc: 99.923% (13046/13056)              
 [==============================>..................................] 52/110   Step: 948ms | Tot: 50s948ms | Loss: 0.005 | Acc: 99.925% (13302/13312)              
