cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 37000 samples
Load selected sample idx
Selected 37000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/145   Step: 40s926ms | Tot: 0ms | Loss: 0.029 | Acc: 98.828% (253/256)              
 [>................................................................] 2/145   Step: 2s47ms | Tot: 2s48ms | Loss: 0.018 | Acc: 99.414% (509/512)              
 [>................................................................] 3/145   Step: 957ms | Tot: 3s5ms | Loss: 0.022 | Acc: 99.349% (763/768)              
 [=>...............................................................] 4/145   Step: 1s146ms | Tot: 4s151ms | Loss: 0.021 | Acc: 99.414% (1018/1024)              
 [=>...............................................................] 5/145   Step: 946ms | Tot: 5s98ms | Loss: 0.020 | Acc: 99.453% (1273/1280)              
 [==>..............................................................] 6/145   Step: 950ms | Tot: 6s48ms | Loss: 0.021 | Acc: 99.414% (1527/1536)              
 [==>..............................................................] 7/145   Step: 944ms | Tot: 6s992ms | Loss: 0.020 | Acc: 99.442% (1782/1792)              
 [===>.............................................................] 8/145   Step: 941ms | Tot: 7s934ms | Loss: 0.018 | Acc: 99.512% (2038/2048)              
 [===>.............................................................] 9/145   Step: 1s47ms | Tot: 8s981ms | Loss: 0.017 | Acc: 99.523% (2293/2304)              
 [====>............................................................] 10/145   Step: 943ms | Tot: 9s925ms | Loss: 0.017 | Acc: 99.531% (2548/2560)              
 [====>............................................................] 11/145   Step: 944ms | Tot: 10s870ms | Loss: 0.016 | Acc: 99.574% (2804/2816)              
 [====>............................................................] 12/145   Step: 971ms | Tot: 11s841ms | Loss: 0.015 | Acc: 99.577% (3059/3072)              
 [=====>...........................................................] 13/145   Step: 1s49ms | Tot: 12s891ms | Loss: 0.015 | Acc: 99.609% (3315/3328)              
 [=====>...........................................................] 14/145   Step: 946ms | Tot: 13s837ms | Loss: 0.015 | Acc: 99.581% (3569/3584)              
 [======>..........................................................] 15/145   Step: 949ms | Tot: 14s787ms | Loss: 0.014 | Acc: 99.609% (3825/3840)              
 [======>..........................................................] 16/145   Step: 948ms | Tot: 15s735ms | Loss: 0.013 | Acc: 99.634% (4081/4096)              
 [=======>.........................................................] 17/145   Step: 944ms | Tot: 16s679ms | Loss: 0.013 | Acc: 99.655% (4337/4352)              
 [=======>.........................................................] 18/145   Step: 1s61ms | Tot: 17s741ms | Loss: 0.013 | Acc: 99.631% (4591/4608)              
 [========>........................................................] 19/145   Step: 953ms | Tot: 18s695ms | Loss: 0.013 | Acc: 99.650% (4847/4864)              
 [========>........................................................] 20/145   Step: 951ms | Tot: 19s647ms | Loss: 0.013 | Acc: 99.648% (5102/5120)              
 [========>........................................................] 21/145   Step: 945ms | Tot: 20s593ms | Loss: 0.013 | Acc: 99.647% (5357/5376)              
 [=========>.......................................................] 22/145   Step: 969ms | Tot: 21s563ms | Loss: 0.013 | Acc: 99.645% (5612/5632)              
 [=========>.......................................................] 23/145   Step: 1s59ms | Tot: 22s623ms | Loss: 0.012 | Acc: 99.660% (5868/5888)              
 [==========>......................................................] 24/145   Step: 946ms | Tot: 23s569ms | Loss: 0.012 | Acc: 99.674% (6124/6144)              
 [==========>......................................................] 25/145   Step: 946ms | Tot: 24s516ms | Loss: 0.012 | Acc: 99.688% (6380/6400)              
 [===========>.....................................................] 26/145   Step: 943ms | Tot: 25s460ms | Loss: 0.012 | Acc: 99.684% (6635/6656)              
 [===========>.....................................................] 27/145   Step: 1s86ms | Tot: 26s546ms | Loss: 0.012 | Acc: 99.696% (6891/6912)              
 [============>....................................................] 28/145   Step: 942ms | Tot: 27s488ms | Loss: 0.011 | Acc: 99.707% (7147/7168)              
 [============>....................................................] 29/145   Step: 944ms | Tot: 28s432ms | Loss: 0.011 | Acc: 99.717% (7403/7424)              
 [=============>...................................................] 30/145   Step: 942ms | Tot: 29s374ms | Loss: 0.011 | Acc: 99.714% (7658/7680)              
 [=============>...................................................] 31/145   Step: 947ms | Tot: 30s322ms | Loss: 0.011 | Acc: 99.723% (7914/7936)              
 [=============>...................................................] 32/145   Step: 1s72ms | Tot: 31s394ms | Loss: 0.011 | Acc: 99.719% (8169/8192)              
 [==============>..................................................] 33/145   Step: 946ms | Tot: 32s341ms | Loss: 0.011 | Acc: 99.728% (8425/8448)              
 [==============>..................................................] 34/145   Step: 937ms | Tot: 33s278ms | Loss: 0.011 | Acc: 99.736% (8681/8704)              
 [===============>.................................................] 35/145   Step: 946ms | Tot: 34s224ms | Loss: 0.011 | Acc: 99.743% (8937/8960)              
 [===============>.................................................] 36/145   Step: 1s65ms | Tot: 35s290ms | Loss: 0.010 | Acc: 99.750% (9193/9216)              
 [================>................................................] 37/145   Step: 942ms | Tot: 36s232ms | Loss: 0.010 | Acc: 99.757% (9449/9472)              
 [================>................................................] 38/145   Step: 942ms | Tot: 37s175ms | Loss: 0.010 | Acc: 99.764% (9705/9728)              
 [=================>...............................................] 39/145   Step: 945ms | Tot: 38s120ms | Loss: 0.010 | Acc: 99.750% (9959/9984)              
 [=================>...............................................] 40/145   Step: 946ms | Tot: 39s66ms | Loss: 0.010 | Acc: 99.736% (10213/10240)              
 [=================>...............................................] 41/145   Step: 1s53ms | Tot: 40s119ms | Loss: 0.011 | Acc: 99.733% (10468/10496)              
 [==================>..............................................] 42/145   Step: 946ms | Tot: 41s65ms | Loss: 0.011 | Acc: 99.721% (10722/10752)              
 [==================>..............................................] 43/145   Step: 962ms | Tot: 42s28ms | Loss: 0.011 | Acc: 99.727% (10978/11008)              
 [===================>.............................................] 44/145   Step: 942ms | Tot: 42s970ms | Loss: 0.011 | Acc: 99.725% (11233/11264)              
 [===================>.............................................] 45/145   Step: 942ms | Tot: 43s913ms | Loss: 0.011 | Acc: 99.722% (11488/11520)              
 [====================>............................................] 46/145   Step: 1s95ms | Tot: 45s8ms | Loss: 0.011 | Acc: 99.728% (11744/11776)              
 [====================>............................................] 47/145   Step: 943ms | Tot: 45s951ms | Loss: 0.011 | Acc: 99.734% (12000/12032)              
 [=====================>...........................................] 48/145   Step: 941ms | Tot: 46s893ms | Loss: 0.011 | Acc: 99.740% (12256/12288)              
 [=====================>...........................................] 49/145   Step: 945ms | Tot: 47s839ms | Loss: 0.011 | Acc: 99.745% (12512/12544)              
 [=====================>...........................................] 50/145   Step: 939ms | Tot: 48s778ms | Loss: 0.011 | Acc: 99.750% (12768/12800)              
 [======================>..........................................] 51/145   Step: 1s47ms | Tot: 49s826ms | Loss: 0.010 | Acc: 99.755% (13024/13056)              
 [======================>..........................................] 52/145   Step: 941ms | Tot: 50s768ms | Loss: 0.010 | Acc: 99.752% (13279/13312)              
 [=======================>.........................................] 53/145   Step: 970ms | Tot: 51s739ms | Loss: 0.010 | Acc: 99.749% (13534/13568)              
 [=======================>.........................................] 54/145   Step: 936ms | Tot: 52s675ms | Loss: 0.010 | Acc: 99.754% (13790/13824)              
 [========================>........................................] 55/145   Step: 1s47ms | Tot: 53s723ms | Loss: 0.010 | Acc: 99.751% (14045/14080)              
 [========================>........................................] 56/145   Step: 949ms | Tot: 54s672ms | Loss: 0.010 | Acc: 99.742% (14299/14336)              
 [=========================>.......................................] 57/145   Step: 942ms | Tot: 55s615ms | Loss: 0.010 | Acc: 99.740% (14554/14592)              
 [=========================>.......................................] 58/145   Step: 943ms | Tot: 56s559ms | Loss: 0.010 | Acc: 99.731% (14808/14848)              
 [==========================>......................................] 59/145   Step: 940ms | Tot: 57s499ms | Loss: 0.010 | Acc: 99.735% (15064/15104)              
