cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 38000 samples
Selected 38000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/149   Step: 41s207ms | Tot: 0ms | Loss: 0.118 | Acc: 97.266% (249/256)              
 [>................................................................] 2/149   Step: 2s91ms | Tot: 2s92ms | Loss: 0.117 | Acc: 97.070% (497/512)              
 [>................................................................] 3/149   Step: 964ms | Tot: 3s56ms | Loss: 0.126 | Acc: 96.484% (741/768)              
 [=>...............................................................] 4/149   Step: 1s117ms | Tot: 4s174ms | Loss: 0.125 | Acc: 96.289% (986/1024)              
 [=>...............................................................] 5/149   Step: 945ms | Tot: 5s119ms | Loss: 0.128 | Acc: 95.938% (1228/1280)              
 [==>..............................................................] 6/149   Step: 943ms | Tot: 6s63ms | Loss: 0.140 | Acc: 95.378% (1465/1536)              
 [==>..............................................................] 7/149   Step: 945ms | Tot: 7s8ms | Loss: 0.140 | Acc: 95.536% (1712/1792)              
 [===>.............................................................] 8/149   Step: 945ms | Tot: 7s954ms | Loss: 0.142 | Acc: 95.166% (1949/2048)              
 [===>.............................................................] 9/149   Step: 1s49ms | Tot: 9s3ms | Loss: 0.140 | Acc: 95.139% (2192/2304)              
 [===>.............................................................] 10/149   Step: 944ms | Tot: 9s948ms | Loss: 0.136 | Acc: 95.273% (2439/2560)              
 [====>............................................................] 11/149   Step: 947ms | Tot: 10s895ms | Loss: 0.133 | Acc: 95.348% (2685/2816)              
 [====>............................................................] 12/149   Step: 956ms | Tot: 11s852ms | Loss: 0.130 | Acc: 95.475% (2933/3072)              
 [=====>...........................................................] 13/149   Step: 1s57ms | Tot: 12s909ms | Loss: 0.129 | Acc: 95.553% (3180/3328)              
 [=====>...........................................................] 14/149   Step: 944ms | Tot: 13s854ms | Loss: 0.126 | Acc: 95.703% (3430/3584)              
 [======>..........................................................] 15/149   Step: 952ms | Tot: 14s807ms | Loss: 0.128 | Acc: 95.651% (3673/3840)              
 [======>..........................................................] 16/149   Step: 956ms | Tot: 15s763ms | Loss: 0.126 | Acc: 95.752% (3922/4096)              
 [======>..........................................................] 17/149   Step: 946ms | Tot: 16s710ms | Loss: 0.123 | Acc: 95.841% (4171/4352)              
 [=======>.........................................................] 18/149   Step: 1s53ms | Tot: 17s763ms | Loss: 0.121 | Acc: 95.964% (4422/4608)              
 [=======>.........................................................] 19/149   Step: 946ms | Tot: 18s710ms | Loss: 0.120 | Acc: 95.970% (4668/4864)              
 [========>........................................................] 20/149   Step: 939ms | Tot: 19s649ms | Loss: 0.117 | Acc: 96.094% (4920/5120)              
 [========>........................................................] 21/149   Step: 947ms | Tot: 20s596ms | Loss: 0.117 | Acc: 96.075% (5165/5376)              
 [=========>.......................................................] 22/149   Step: 1s113ms | Tot: 21s710ms | Loss: 0.116 | Acc: 96.058% (5410/5632)              
 [=========>.......................................................] 23/149   Step: 944ms | Tot: 22s655ms | Loss: 0.114 | Acc: 96.179% (5663/5888)              
 [==========>......................................................] 24/149   Step: 941ms | Tot: 23s597ms | Loss: 0.112 | Acc: 96.240% (5913/6144)              
 [==========>......................................................] 25/149   Step: 941ms | Tot: 24s538ms | Loss: 0.111 | Acc: 96.297% (6163/6400)              
 [==========>......................................................] 26/149   Step: 943ms | Tot: 25s481ms | Loss: 0.110 | Acc: 96.289% (6409/6656)              
 [===========>.....................................................] 27/149   Step: 1s48ms | Tot: 26s530ms | Loss: 0.109 | Acc: 96.340% (6659/6912)              
 [===========>.....................................................] 28/149   Step: 943ms | Tot: 27s474ms | Loss: 0.107 | Acc: 96.401% (6910/7168)              
 [============>....................................................] 29/149   Step: 940ms | Tot: 28s414ms | Loss: 0.106 | Acc: 96.457% (7161/7424)              
 [============>....................................................] 30/149   Step: 944ms | Tot: 29s359ms | Loss: 0.104 | Acc: 96.523% (7413/7680)              
 [=============>...................................................] 31/149   Step: 941ms | Tot: 30s300ms | Loss: 0.102 | Acc: 96.585% (7665/7936)              
 [=============>...................................................] 32/149   Step: 1s49ms | Tot: 31s350ms | Loss: 0.101 | Acc: 96.631% (7916/8192)              
