cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Start to select 14546 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/57   Step: 42s96ms | Tot: 0ms | Loss: 0.133 | Acc: 96.094% (246/256)              
 [=>...............................................................] 2/57   Step: 1s964ms | Tot: 1s964ms | Loss: 0.133 | Acc: 96.289% (493/512)              
 [==>..............................................................] 3/57   Step: 984ms | Tot: 2s949ms | Loss: 0.161 | Acc: 96.094% (738/768)              
 [===>.............................................................] 4/57   Step: 1s167ms | Tot: 4s116ms | Loss: 0.167 | Acc: 95.898% (982/1024)              
 [====>............................................................] 5/57   Step: 961ms | Tot: 5s78ms | Loss: 0.158 | Acc: 96.016% (1229/1280)              
 [=====>...........................................................] 6/57   Step: 969ms | Tot: 6s48ms | Loss: 0.157 | Acc: 96.159% (1477/1536)              
 [======>..........................................................] 7/57   Step: 959ms | Tot: 7s7ms | Loss: 0.154 | Acc: 96.317% (1726/1792)              
 [=======>.........................................................] 8/57   Step: 955ms | Tot: 7s963ms | Loss: 0.151 | Acc: 96.387% (1974/2048)              
 [=========>.......................................................] 9/57   Step: 1s70ms | Tot: 9s34ms | Loss: 0.146 | Acc: 96.484% (2223/2304)              
 [==========>......................................................] 10/57   Step: 960ms | Tot: 9s994ms | Loss: 0.147 | Acc: 96.484% (2470/2560)              
 [===========>.....................................................] 11/57   Step: 956ms | Tot: 10s951ms | Loss: 0.151 | Acc: 96.449% (2716/2816)              
 [============>....................................................] 12/57   Step: 961ms | Tot: 11s912ms | Loss: 0.145 | Acc: 96.517% (2965/3072)              
 [=============>...................................................] 13/57   Step: 1s99ms | Tot: 13s12ms | Loss: 0.138 | Acc: 96.665% (3217/3328)              
 [==============>..................................................] 14/57   Step: 965ms | Tot: 13s977ms | Loss: 0.141 | Acc: 96.568% (3461/3584)              
 [===============>.................................................] 15/57   Step: 966ms | Tot: 14s943ms | Loss: 0.143 | Acc: 96.562% (3708/3840)              
 [=================>...............................................] 16/57   Step: 963ms | Tot: 15s907ms | Loss: 0.147 | Acc: 96.484% (3952/4096)              
 [==================>..............................................] 17/57   Step: 960ms | Tot: 16s868ms | Loss: 0.148 | Acc: 96.438% (4197/4352)              
 [===================>.............................................] 18/57   Step: 1s67ms | Tot: 17s935ms | Loss: 0.148 | Acc: 96.463% (4445/4608)              
 [====================>............................................] 19/57   Step: 981ms | Tot: 18s916ms | Loss: 0.142 | Acc: 96.567% (4697/4864)              
 [=====================>...........................................] 20/57   Step: 977ms | Tot: 19s894ms | Loss: 0.139 | Acc: 96.660% (4949/5120)              
 [======================>..........................................] 21/57   Step: 958ms | Tot: 20s852ms | Loss: 0.137 | Acc: 96.726% (5200/5376)              
 [=======================>.........................................] 22/57   Step: 1s65ms | Tot: 21s918ms | Loss: 0.133 | Acc: 96.822% (5453/5632)              
 [=========================>.......................................] 23/57   Step: 966ms | Tot: 22s884ms | Loss: 0.131 | Acc: 96.892% (5705/5888)              
 [==========================>......................................] 24/57   Step: 969ms | Tot: 23s854ms | Loss: 0.133 | Acc: 96.859% (5951/6144)              
 [===========================>.....................................] 25/57   Step: 961ms | Tot: 24s815ms | Loss: 0.130 | Acc: 96.891% (6201/6400)              
 [============================>....................................] 26/57   Step: 962ms | Tot: 25s778ms | Loss: 0.127 | Acc: 96.935% (6452/6656)              
 [=============================>...................................] 27/57   Step: 1s105ms | Tot: 26s883ms | Loss: 0.127 | Acc: 96.889% (6697/6912)              
