cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the bwcl selected dataset.
Now try to run the BWCL algorithm
2452 boundary samples
Load selected sample idx
Selected 36000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/141   Step: 37s807ms | Tot: 0ms | Loss: 0.179 | Acc: 94.141% (241/256)              
 [>................................................................] 2/141   Step: 2s103ms | Tot: 2s103ms | Loss: 0.139 | Acc: 95.117% (487/512)              
 [>................................................................] 3/141   Step: 1s4ms | Tot: 3s107ms | Loss: 0.146 | Acc: 94.531% (726/768)              
 [=>...............................................................] 4/141   Step: 1s185ms | Tot: 4s293ms | Loss: 0.150 | Acc: 94.434% (967/1024)              
 [=>...............................................................] 5/141   Step: 993ms | Tot: 5s286ms | Loss: 0.155 | Acc: 94.375% (1208/1280)              
 [==>..............................................................] 6/141   Step: 994ms | Tot: 6s280ms | Loss: 0.155 | Acc: 94.596% (1453/1536)              
 [==>..............................................................] 7/141   Step: 984ms | Tot: 7s265ms | Loss: 0.151 | Acc: 94.587% (1695/1792)              
 [===>.............................................................] 8/141   Step: 996ms | Tot: 8s261ms | Loss: 0.144 | Acc: 94.873% (1943/2048)              
 [===>.............................................................] 9/141   Step: 1s86ms | Tot: 9s348ms | Loss: 0.140 | Acc: 95.095% (2191/2304)              
 [====>............................................................] 10/141   Step: 986ms | Tot: 10s334ms | Loss: 0.137 | Acc: 95.156% (2436/2560)              
 [====>............................................................] 11/141   Step: 989ms | Tot: 11s324ms | Loss: 0.134 | Acc: 95.277% (2683/2816)              
 [=====>...........................................................] 12/141   Step: 991ms | Tot: 12s315ms | Loss: 0.130 | Acc: 95.378% (2930/3072)              
 [=====>...........................................................] 13/141   Step: 1s90ms | Tot: 13s406ms | Loss: 0.130 | Acc: 95.373% (3174/3328)              
 [=====>...........................................................] 14/141   Step: 988ms | Tot: 14s395ms | Loss: 0.128 | Acc: 95.452% (3421/3584)              
 [======>..........................................................] 15/141   Step: 992ms | Tot: 15s388ms | Loss: 0.127 | Acc: 95.625% (3672/3840)              
 [======>..........................................................] 16/141   Step: 987ms | Tot: 16s375ms | Loss: 0.125 | Acc: 95.654% (3918/4096)              
 [=======>.........................................................] 17/141   Step: 988ms | Tot: 17s364ms | Loss: 0.123 | Acc: 95.703% (4165/4352)              
 [=======>.........................................................] 18/141   Step: 1s96ms | Tot: 18s460ms | Loss: 0.121 | Acc: 95.768% (4413/4608)              
 [========>........................................................] 19/141   Step: 986ms | Tot: 19s446ms | Loss: 0.120 | Acc: 95.847% (4662/4864)              
 [========>........................................................] 20/141   Step: 997ms | Tot: 20s444ms | Loss: 0.119 | Acc: 95.957% (4913/5120)              
 [=========>.......................................................] 21/141   Step: 991ms | Tot: 21s436ms | Loss: 0.116 | Acc: 96.094% (5166/5376)              
 [=========>.......................................................] 22/141   Step: 1s104ms | Tot: 22s540ms | Loss: 0.114 | Acc: 96.200% (5418/5632)              
 [==========>......................................................] 23/141   Step: 991ms | Tot: 23s532ms | Loss: 0.115 | Acc: 96.162% (5662/5888)              
 [==========>......................................................] 24/141   Step: 992ms | Tot: 24s524ms | Loss: 0.116 | Acc: 96.077% (5903/6144)              
 [===========>.....................................................] 25/141   Step: 994ms | Tot: 25s518ms | Loss: 0.115 | Acc: 96.125% (6152/6400)              
 [===========>.....................................................] 26/141   Step: 986ms | Tot: 26s505ms | Loss: 0.115 | Acc: 96.064% (6394/6656)              
 [===========>.....................................................] 27/141   Step: 1s148ms | Tot: 27s653ms | Loss: 0.113 | Acc: 96.181% (6648/6912)              
 [============>....................................................] 28/141   Step: 986ms | Tot: 28s640ms | Loss: 0.111 | Acc: 96.247% (6899/7168)              
 [============>....................................................] 29/141   Step: 985ms | Tot: 29s625ms | Loss: 0.110 | Acc: 96.269% (7147/7424)              
 [=============>...................................................] 30/141   Step: 987ms | Tot: 30s613ms | Loss: 0.110 | Acc: 96.250% (7392/7680)              
 [=============>...................................................] 31/141   Step: 987ms | Tot: 31s601ms | Loss: 0.108 | Acc: 96.295% (7642/7936)              
 [==============>..................................................] 32/141   Step: 1s94ms | Tot: 32s695ms | Loss: 0.107 | Acc: 96.326% (7891/8192)              
 [==============>..................................................] 33/141   Step: 991ms | Tot: 33s687ms | Loss: 0.106 | Acc: 96.378% (8142/8448)              
 [===============>.................................................] 34/141   Step: 988ms | Tot: 34s676ms | Loss: 0.105 | Acc: 96.438% (8394/8704)              
 [===============>.................................................] 35/141   Step: 997ms | Tot: 35s673ms | Loss: 0.104 | Acc: 96.496% (8646/8960)              
 [================>................................................] 36/141   Step: 1s93ms | Tot: 36s766ms | Loss: 0.102 | Acc: 96.560% (8899/9216)              
 [================>................................................] 37/141   Step: 1s | Tot: 37s767ms | Loss: 0.101 | Acc: 96.622% (9152/9472)              
 [=================>...............................................] 38/141   Step: 991ms | Tot: 38s759ms | Loss: 0.100 | Acc: 96.690% (9406/9728)              
 [=================>...............................................] 39/141   Step: 990ms | Tot: 39s749ms | Loss: 0.098 | Acc: 96.765% (9661/9984)              
 [=================>...............................................] 40/141   Step: 986ms | Tot: 40s736ms | Loss: 0.098 | Acc: 96.787% (9911/10240)              
 [==================>..............................................] 41/141   Step: 1s136ms | Tot: 41s873ms | Loss: 0.097 | Acc: 96.808% (10161/10496)              
 [==================>..............................................] 42/141   Step: 994ms | Tot: 42s867ms | Loss: 0.096 | Acc: 96.828% (10411/10752)              
 [===================>.............................................] 43/141   Step: 990ms | Tot: 43s857ms | Loss: 0.096 | Acc: 96.848% (10661/11008)              
 [===================>.............................................] 44/141   Step: 987ms | Tot: 44s845ms | Loss: 0.095 | Acc: 96.902% (10915/11264)              
 [====================>............................................] 45/141   Step: 991ms | Tot: 45s836ms | Loss: 0.094 | Acc: 96.953% (11169/11520)              
 [====================>............................................] 46/141   Step: 1s89ms | Tot: 46s926ms | Loss: 0.093 | Acc: 96.968% (11419/11776)              
 [=====================>...........................................] 47/141   Step: 994ms | Tot: 47s920ms | Loss: 0.092 | Acc: 97.000% (11671/12032)              
 [=====================>...........................................] 48/141   Step: 984ms | Tot: 48s904ms | Loss: 0.092 | Acc: 96.997% (11919/12288)              
 [======================>..........................................] 49/141   Step: 985ms | Tot: 49s890ms | Loss: 0.093 | Acc: 96.979% (12165/12544)              
 [======================>..........................................] 50/141   Step: 986ms | Tot: 50s877ms | Loss: 0.092 | Acc: 96.992% (12415/12800)              
 [=======================>.........................................] 51/141   Step: 1s89ms | Tot: 51s966ms | Loss: 0.092 | Acc: 97.036% (12669/13056)              
