cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 1
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 7 percent samples
Select 28000 samples
Selected 28000 samples.
Use multiple GPU to train the network.
Use 150 epochs

Epoch: 0
 [>................................................................] 1/110   Step: 50s140ms | Tot: 0ms | Loss: 2.323 | Acc: 9.375% (24/256)              
 [>................................................................] 2/110   Step: 2s65ms | Tot: 2s65ms | Loss: 2.324 | Acc: 10.156% (52/512)              
 [=>...............................................................] 3/110   Step: 975ms | Tot: 3s41ms | Loss: 2.331 | Acc: 12.760% (98/768)              
 [=>...............................................................] 4/110   Step: 1s156ms | Tot: 4s198ms | Loss: 2.351 | Acc: 14.258% (146/1024)              
 [==>..............................................................] 5/110   Step: 968ms | Tot: 5s166ms | Loss: 2.313 | Acc: 15.469% (198/1280)              
 [==>..............................................................] 6/110   Step: 964ms | Tot: 6s131ms | Loss: 2.283 | Acc: 16.732% (257/1536)              
 [===>.............................................................] 7/110   Step: 966ms | Tot: 7s97ms | Loss: 2.256 | Acc: 17.634% (316/1792)              
 [====>............................................................] 8/110   Step: 965ms | Tot: 8s62ms | Loss: 2.246 | Acc: 18.213% (373/2048)              
 [====>............................................................] 9/110   Step: 1s71ms | Tot: 9s133ms | Loss: 2.238 | Acc: 18.186% (419/2304)              
 [=====>...........................................................] 10/110   Step: 988ms | Tot: 10s122ms | Loss: 2.223 | Acc: 18.555% (475/2560)              
 [=====>...........................................................] 11/110   Step: 973ms | Tot: 11s95ms | Loss: 2.210 | Acc: 19.247% (542/2816)              
 [======>..........................................................] 12/110   Step: 963ms | Tot: 12s59ms | Loss: 2.212 | Acc: 19.954% (613/3072)              
 [=======>.........................................................] 13/110   Step: 1s73ms | Tot: 13s132ms | Loss: 2.199 | Acc: 20.523% (683/3328)              
 [=======>.........................................................] 14/110   Step: 960ms | Tot: 14s93ms | Loss: 2.185 | Acc: 21.205% (760/3584)              
 [========>........................................................] 15/110   Step: 962ms | Tot: 15s55ms | Loss: 2.205 | Acc: 20.964% (805/3840)              
 [========>........................................................] 16/110   Step: 965ms | Tot: 16s21ms | Loss: 2.182 | Acc: 21.533% (882/4096)              
 [=========>.......................................................] 17/110   Step: 965ms | Tot: 16s986ms | Loss: 2.185 | Acc: 21.852% (951/4352)              
 [==========>......................................................] 18/110   Step: 1s70ms | Tot: 18s56ms | Loss: 2.175 | Acc: 22.244% (1025/4608)              
 [==========>......................................................] 19/110   Step: 963ms | Tot: 19s20ms | Loss: 2.164 | Acc: 22.553% (1097/4864)              
 [===========>.....................................................] 20/110   Step: 1s | Tot: 20s21ms | Loss: 2.154 | Acc: 22.910% (1173/5120)              
 [===========>.....................................................] 21/110   Step: 980ms | Tot: 21s1ms | Loss: 2.148 | Acc: 23.196% (1247/5376)              
 [============>....................................................] 22/110   Step: 972ms | Tot: 21s974ms | Loss: 2.138 | Acc: 23.473% (1322/5632)              
 [=============>...................................................] 23/110   Step: 1s75ms | Tot: 23s49ms | Loss: 2.128 | Acc: 23.794% (1401/5888)              
 [=============>...................................................] 24/110   Step: 968ms | Tot: 24s18ms | Loss: 2.128 | Acc: 23.877% (1467/6144)              
 [==============>..................................................] 25/110   Step: 967ms | Tot: 24s985ms | Loss: 2.119 | Acc: 24.188% (1548/6400)              
 [==============>..................................................] 26/110   Step: 958ms | Tot: 25s944ms | Loss: 2.109 | Acc: 24.429% (1626/6656)              
 [===============>.................................................] 27/110   Step: 1s112ms | Tot: 27s57ms | Loss: 2.097 | Acc: 24.711% (1708/6912)              
 [===============>.................................................] 28/110   Step: 970ms | Tot: 28s27ms | Loss: 2.086 | Acc: 25.167% (1804/7168)              
 [================>................................................] 29/110   Step: 964ms | Tot: 28s992ms | Loss: 2.076 | Acc: 25.485% (1892/7424)              
 [=================>...............................................] 30/110   Step: 990ms | Tot: 29s983ms | Loss: 2.065 | Acc: 25.716% (1975/7680)              
