cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 5 percent samples
Select 20000 samples
Selected 20000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/79   Step: 35s944ms | Tot: 0ms | Loss: 0.083 | Acc: 96.875% (248/256)              
 [>................................................................] 2/79   Step: 1s964ms | Tot: 1s964ms | Loss: 0.094 | Acc: 96.680% (495/512)              
 [=>...............................................................] 3/79   Step: 979ms | Tot: 2s944ms | Loss: 0.091 | Acc: 96.745% (743/768)              
 [==>..............................................................] 4/79   Step: 1s177ms | Tot: 4s121ms | Loss: 0.079 | Acc: 97.266% (996/1024)              
 [===>.............................................................] 5/79   Step: 964ms | Tot: 5s86ms | Loss: 0.073 | Acc: 97.656% (1250/1280)              
 [====>............................................................] 6/79   Step: 970ms | Tot: 6s57ms | Loss: 0.081 | Acc: 97.526% (1498/1536)              
 [====>............................................................] 7/79   Step: 966ms | Tot: 7s24ms | Loss: 0.081 | Acc: 97.656% (1750/1792)              
 [=====>...........................................................] 8/79   Step: 960ms | Tot: 7s984ms | Loss: 0.077 | Acc: 97.852% (2004/2048)              
 [======>..........................................................] 9/79   Step: 1s70ms | Tot: 9s54ms | Loss: 0.077 | Acc: 97.830% (2254/2304)              
 [=======>.........................................................] 10/79   Step: 974ms | Tot: 10s28ms | Loss: 0.073 | Acc: 97.969% (2508/2560)              
 [========>........................................................] 11/79   Step: 963ms | Tot: 10s992ms | Loss: 0.072 | Acc: 98.011% (2760/2816)              
 [=========>.......................................................] 12/79   Step: 973ms | Tot: 11s966ms | Loss: 0.070 | Acc: 98.047% (3012/3072)              
 [=========>.......................................................] 13/79   Step: 1s82ms | Tot: 13s48ms | Loss: 0.068 | Acc: 98.167% (3267/3328)              
 [==========>......................................................] 14/79   Step: 975ms | Tot: 14s23ms | Loss: 0.065 | Acc: 98.270% (3522/3584)              
 [===========>.....................................................] 15/79   Step: 960ms | Tot: 14s983ms | Loss: 0.067 | Acc: 98.203% (3771/3840)              
 [============>....................................................] 16/79   Step: 976ms | Tot: 15s959ms | Loss: 0.065 | Acc: 98.267% (4025/4096)              
 [=============>...................................................] 17/79   Step: 964ms | Tot: 16s924ms | Loss: 0.064 | Acc: 98.254% (4276/4352)              
 [=============>...................................................] 18/79   Step: 1s75ms | Tot: 18s | Loss: 0.064 | Acc: 98.264% (4528/4608)              
 [==============>..................................................] 19/79   Step: 960ms | Tot: 18s960ms | Loss: 0.064 | Acc: 98.273% (4780/4864)              
 [===============>.................................................] 20/79   Step: 984ms | Tot: 19s945ms | Loss: 0.063 | Acc: 98.281% (5032/5120)              
 [================>................................................] 21/79   Step: 968ms | Tot: 20s914ms | Loss: 0.061 | Acc: 98.326% (5286/5376)              
 [=================>...............................................] 22/79   Step: 1s8ms | Tot: 21s922ms | Loss: 0.060 | Acc: 98.349% (5539/5632)              
 [==================>..............................................] 23/79   Step: 1s87ms | Tot: 23s10ms | Loss: 0.059 | Acc: 98.353% (5791/5888)              
 [==================>..............................................] 24/79   Step: 969ms | Tot: 23s980ms | Loss: 0.058 | Acc: 98.372% (6044/6144)              
 [===================>.............................................] 25/79   Step: 957ms | Tot: 24s937ms | Loss: 0.057 | Acc: 98.375% (6296/6400)              
 [====================>............................................] 26/79   Step: 970ms | Tot: 25s908ms | Loss: 0.056 | Acc: 98.392% (6549/6656)              
 [=====================>...........................................] 27/79   Step: 1s104ms | Tot: 27s12ms | Loss: 0.056 | Acc: 98.380% (6800/6912)              
 [======================>..........................................] 28/79   Step: 965ms | Tot: 27s977ms | Loss: 0.055 | Acc: 98.410% (7054/7168)              
 [=======================>.........................................] 29/79   Step: 964ms | Tot: 28s942ms | Loss: 0.054 | Acc: 98.411% (7306/7424)              
 [=======================>.........................................] 30/79   Step: 973ms | Tot: 29s915ms | Loss: 0.053 | Acc: 98.438% (7560/7680)              
 [========================>........................................] 31/79   Step: 968ms | Tot: 30s883ms | Loss: 0.052 | Acc: 98.450% (7813/7936)              
 [=========================>.......................................] 32/79   Step: 1s80ms | Tot: 31s964ms | Loss: 0.051 | Acc: 98.462% (8066/8192)              
 [==========================>......................................] 33/79   Step: 968ms | Tot: 32s932ms | Loss: 0.052 | Acc: 98.461% (8318/8448)              
 [===========================>.....................................] 34/79   Step: 973ms | Tot: 33s906ms | Loss: 0.051 | Acc: 98.472% (8571/8704)              
 [===========================>.....................................] 35/79   Step: 962ms | Tot: 34s869ms | Loss: 0.050 | Acc: 98.482% (8824/8960)              
 [============================>....................................] 36/79   Step: 1s75ms | Tot: 35s944ms | Loss: 0.050 | Acc: 98.524% (9080/9216)              
 [=============================>...................................] 37/79   Step: 963ms | Tot: 36s908ms | Loss: 0.049 | Acc: 98.543% (9334/9472)              
 [==============================>..................................] 38/79   Step: 955ms | Tot: 37s864ms | Loss: 0.048 | Acc: 98.571% (9589/9728)              
 [===============================>.................................] 39/79   Step: 970ms | Tot: 38s835ms | Loss: 0.047 | Acc: 98.598% (9844/9984)              
 [================================>................................] 40/79   Step: 974ms | Tot: 39s809ms | Loss: 0.047 | Acc: 98.623% (10099/10240)              
 [================================>................................] 41/79   Step: 1s76ms | Tot: 40s885ms | Loss: 0.046 | Acc: 98.657% (10355/10496)              
 [=================================>...............................] 42/79   Step: 974ms | Tot: 41s860ms | Loss: 0.046 | Acc: 98.651% (10607/10752)              
 [==================================>..............................] 43/79   Step: 971ms | Tot: 42s831ms | Loss: 0.045 | Acc: 98.674% (10862/11008)              
 [===================================>.............................] 44/79   Step: 976ms | Tot: 43s808ms | Loss: 0.045 | Acc: 98.686% (11116/11264)              
 [====================================>............................] 45/79   Step: 969ms | Tot: 44s778ms | Loss: 0.044 | Acc: 98.715% (11372/11520)              
 [=====================================>...........................] 46/79   Step: 1s107ms | Tot: 45s885ms | Loss: 0.044 | Acc: 98.735% (11627/11776)              
 [=====================================>...........................] 47/79   Step: 958ms | Tot: 46s844ms | Loss: 0.043 | Acc: 98.753% (11882/12032)              
 [======================================>..........................] 48/79   Step: 958ms | Tot: 47s802ms | Loss: 0.043 | Acc: 98.747% (12134/12288)              
 [=======================================>.........................] 49/79   Step: 960ms | Tot: 48s762ms | Loss: 0.043 | Acc: 98.764% (12389/12544)              
