cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 7 percent samples
Select 28000 samples
Load selected sample idx
Selected 28000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/110   Step: 32s360ms | Tot: 0ms | Loss: 0.120 | Acc: 95.312% (244/256)              
 [>................................................................] 2/110   Step: 2s41ms | Tot: 2s41ms | Loss: 0.116 | Acc: 95.508% (489/512)              
 [=>...............................................................] 3/110   Step: 965ms | Tot: 3s7ms | Loss: 0.111 | Acc: 95.703% (735/768)              
 [=>...............................................................] 4/110   Step: 1s154ms | Tot: 4s161ms | Loss: 0.116 | Acc: 96.094% (984/1024)              
 [==>..............................................................] 5/110   Step: 953ms | Tot: 5s114ms | Loss: 0.118 | Acc: 95.781% (1226/1280)              
 [==>..............................................................] 6/110   Step: 952ms | Tot: 6s67ms | Loss: 0.109 | Acc: 96.029% (1475/1536)              
 [===>.............................................................] 7/110   Step: 953ms | Tot: 7s20ms | Loss: 0.109 | Acc: 96.038% (1721/1792)              
 [====>............................................................] 8/110   Step: 952ms | Tot: 7s972ms | Loss: 0.107 | Acc: 96.094% (1968/2048)              
 [====>............................................................] 9/110   Step: 1s62ms | Tot: 9s35ms | Loss: 0.107 | Acc: 96.094% (2214/2304)              
 [=====>...........................................................] 10/110   Step: 951ms | Tot: 9s987ms | Loss: 0.106 | Acc: 96.211% (2463/2560)              
 [=====>...........................................................] 11/110   Step: 955ms | Tot: 10s943ms | Loss: 0.107 | Acc: 96.058% (2705/2816)              
 [======>..........................................................] 12/110   Step: 968ms | Tot: 11s911ms | Loss: 0.107 | Acc: 96.126% (2953/3072)              
 [=======>.........................................................] 13/110   Step: 1s62ms | Tot: 12s973ms | Loss: 0.106 | Acc: 96.184% (3201/3328)              
 [=======>.........................................................] 14/110   Step: 950ms | Tot: 13s924ms | Loss: 0.104 | Acc: 96.289% (3451/3584)              
 [========>........................................................] 15/110   Step: 955ms | Tot: 14s880ms | Loss: 0.103 | Acc: 96.302% (3698/3840)              
 [========>........................................................] 16/110   Step: 956ms | Tot: 15s836ms | Loss: 0.101 | Acc: 96.411% (3949/4096)              
 [=========>.......................................................] 17/110   Step: 952ms | Tot: 16s789ms | Loss: 0.101 | Acc: 96.392% (4195/4352)              
 [==========>......................................................] 18/110   Step: 1s74ms | Tot: 17s863ms | Loss: 0.099 | Acc: 96.419% (4443/4608)              
 [==========>......................................................] 19/110   Step: 956ms | Tot: 18s819ms | Loss: 0.098 | Acc: 96.464% (4692/4864)              
 [===========>.....................................................] 20/110   Step: 954ms | Tot: 19s774ms | Loss: 0.097 | Acc: 96.445% (4938/5120)              
 [===========>.....................................................] 21/110   Step: 952ms | Tot: 20s726ms | Loss: 0.095 | Acc: 96.540% (5190/5376)              
 [============>....................................................] 22/110   Step: 968ms | Tot: 21s694ms | Loss: 0.094 | Acc: 96.626% (5442/5632)              
 [=============>...................................................] 23/110   Step: 1s59ms | Tot: 22s754ms | Loss: 0.091 | Acc: 96.722% (5695/5888)              
 [=============>...................................................] 24/110   Step: 955ms | Tot: 23s709ms | Loss: 0.090 | Acc: 96.777% (5946/6144)              
 [==============>..................................................] 25/110   Step: 959ms | Tot: 24s669ms | Loss: 0.089 | Acc: 96.828% (6197/6400)              
 [==============>..................................................] 26/110   Step: 957ms | Tot: 25s627ms | Loss: 0.088 | Acc: 96.830% (6445/6656)              
 [===============>.................................................] 27/110   Step: 1s100ms | Tot: 26s727ms | Loss: 0.087 | Acc: 96.889% (6697/6912)              
 [===============>.................................................] 28/110   Step: 952ms | Tot: 27s680ms | Loss: 0.086 | Acc: 96.959% (6950/7168)              
 [================>................................................] 29/110   Step: 950ms | Tot: 28s630ms | Loss: 0.085 | Acc: 96.983% (7200/7424)              
 [=================>...............................................] 30/110   Step: 950ms | Tot: 29s580ms | Loss: 0.085 | Acc: 97.018% (7451/7680)              
 [=================>...............................................] 31/110   Step: 956ms | Tot: 30s536ms | Loss: 0.084 | Acc: 97.039% (7701/7936)              
 [==================>..............................................] 32/110   Step: 1s75ms | Tot: 31s612ms | Loss: 0.083 | Acc: 97.083% (7953/8192)              
 [==================>..............................................] 33/110   Step: 949ms | Tot: 32s562ms | Loss: 0.083 | Acc: 97.064% (8200/8448)              
 [===================>.............................................] 34/110   Step: 951ms | Tot: 33s513ms | Loss: 0.082 | Acc: 97.128% (8454/8704)              
