cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 9 percent samples
Select 36000 samples
Load selected sample idx
Selected 36000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/141   Step: 31s19ms | Tot: 0ms | Loss: 0.149 | Acc: 94.531% (242/256)              
 [>................................................................] 2/141   Step: 1s944ms | Tot: 1s944ms | Loss: 0.155 | Acc: 94.922% (486/512)              
 [>................................................................] 3/141   Step: 950ms | Tot: 2s895ms | Loss: 0.155 | Acc: 95.052% (730/768)              
 [=>...............................................................] 4/141   Step: 1s123ms | Tot: 4s19ms | Loss: 0.149 | Acc: 94.922% (972/1024)              
 [=>...............................................................] 5/141   Step: 939ms | Tot: 4s958ms | Loss: 0.143 | Acc: 95.156% (1218/1280)              
 [==>..............................................................] 6/141   Step: 942ms | Tot: 5s900ms | Loss: 0.141 | Acc: 95.117% (1461/1536)              
 [==>..............................................................] 7/141   Step: 962ms | Tot: 6s863ms | Loss: 0.132 | Acc: 95.480% (1711/1792)              
 [===>.............................................................] 8/141   Step: 943ms | Tot: 7s807ms | Loss: 0.128 | Acc: 95.557% (1957/2048)              
 [===>.............................................................] 9/141   Step: 1s45ms | Tot: 8s853ms | Loss: 0.125 | Acc: 95.660% (2204/2304)              
 [====>............................................................] 10/141   Step: 938ms | Tot: 9s791ms | Loss: 0.125 | Acc: 95.625% (2448/2560)              
 [====>............................................................] 11/141   Step: 940ms | Tot: 10s731ms | Loss: 0.121 | Acc: 95.774% (2697/2816)              
 [=====>...........................................................] 12/141   Step: 939ms | Tot: 11s671ms | Loss: 0.123 | Acc: 95.638% (2938/3072)              
 [=====>...........................................................] 13/141   Step: 1s47ms | Tot: 12s719ms | Loss: 0.121 | Acc: 95.733% (3186/3328)              
 [=====>...........................................................] 14/141   Step: 944ms | Tot: 13s663ms | Loss: 0.119 | Acc: 95.815% (3434/3584)              
 [======>..........................................................] 15/141   Step: 948ms | Tot: 14s612ms | Loss: 0.116 | Acc: 95.938% (3684/3840)              
 [======>..........................................................] 16/141   Step: 942ms | Tot: 15s554ms | Loss: 0.115 | Acc: 95.996% (3932/4096)              
 [=======>.........................................................] 17/141   Step: 961ms | Tot: 16s516ms | Loss: 0.112 | Acc: 96.094% (4182/4352)              
 [=======>.........................................................] 18/141   Step: 1s56ms | Tot: 17s572ms | Loss: 0.113 | Acc: 96.094% (4428/4608)              
 [========>........................................................] 19/141   Step: 945ms | Tot: 18s518ms | Loss: 0.110 | Acc: 96.217% (4680/4864)              
 [========>........................................................] 20/141   Step: 938ms | Tot: 19s457ms | Loss: 0.109 | Acc: 96.309% (4931/5120)              
 [=========>.......................................................] 21/141   Step: 943ms | Tot: 20s400ms | Loss: 0.108 | Acc: 96.317% (5178/5376)              
 [=========>.......................................................] 22/141   Step: 938ms | Tot: 21s339ms | Loss: 0.107 | Acc: 96.342% (5426/5632)              
 [==========>......................................................] 23/141   Step: 1s85ms | Tot: 22s424ms | Loss: 0.105 | Acc: 96.450% (5679/5888)              
 [==========>......................................................] 24/141   Step: 943ms | Tot: 23s368ms | Loss: 0.104 | Acc: 96.468% (5927/6144)              
 [===========>.....................................................] 25/141   Step: 938ms | Tot: 24s307ms | Loss: 0.104 | Acc: 96.531% (6178/6400)              
 [===========>.....................................................] 26/141   Step: 943ms | Tot: 25s250ms | Loss: 0.103 | Acc: 96.529% (6425/6656)              
 [===========>.....................................................] 27/141   Step: 1s52ms | Tot: 26s302ms | Loss: 0.102 | Acc: 96.557% (6674/6912)              
 [============>....................................................] 28/141   Step: 952ms | Tot: 27s254ms | Loss: 0.101 | Acc: 96.624% (6926/7168)              
 [============>....................................................] 29/141   Step: 940ms | Tot: 28s195ms | Loss: 0.101 | Acc: 96.592% (7171/7424)              
 [=============>...................................................] 30/141   Step: 937ms | Tot: 29s133ms | Loss: 0.099 | Acc: 96.667% (7424/7680)              
 [=============>...................................................] 31/141   Step: 938ms | Tot: 30s72ms | Loss: 0.099 | Acc: 96.699% (7674/7936)              
 [==============>..................................................] 32/141   Step: 1s42ms | Tot: 31s114ms | Loss: 0.098 | Acc: 96.753% (7926/8192)              
 [==============>..................................................] 33/141   Step: 948ms | Tot: 32s63ms | Loss: 0.097 | Acc: 96.768% (8175/8448)              
 [===============>.................................................] 34/141   Step: 940ms | Tot: 33s3ms | Loss: 0.096 | Acc: 96.829% (8428/8704)              
