cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the pop selected dataset.
Train with the selected 5966 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/24   Step: 38s181ms | Tot: 0ms | Loss: 0.052 | Acc: 98.828% (253/256)              
 [==>..............................................................] 2/24   Step: 1s973ms | Tot: 1s973ms | Loss: 0.064 | Acc: 98.438% (504/512)              
 [=====>...........................................................] 3/24   Step: 970ms | Tot: 2s943ms | Loss: 0.067 | Acc: 98.307% (755/768)              
 [========>........................................................] 4/24   Step: 1s166ms | Tot: 4s109ms | Loss: 0.070 | Acc: 98.145% (1005/1024)              
 [==========>......................................................] 5/24   Step: 958ms | Tot: 5s68ms | Loss: 0.070 | Acc: 98.125% (1256/1280)              
 [=============>...................................................] 6/24   Step: 959ms | Tot: 6s28ms | Loss: 0.072 | Acc: 98.047% (1506/1536)              
 [================>................................................] 7/24   Step: 974ms | Tot: 7s2ms | Loss: 0.077 | Acc: 97.935% (1755/1792)              
 [==================>..............................................] 8/24   Step: 962ms | Tot: 7s964ms | Loss: 0.075 | Acc: 97.949% (2006/2048)              
 [=====================>...........................................] 9/24   Step: 1s60ms | Tot: 9s25ms | Loss: 0.073 | Acc: 97.960% (2257/2304)              
 [========================>........................................] 10/24   Step: 958ms | Tot: 9s983ms | Loss: 0.074 | Acc: 97.852% (2505/2560)              
 [===========================>.....................................] 11/24   Step: 954ms | Tot: 10s938ms | Loss: 0.073 | Acc: 97.869% (2756/2816)              
 [=============================>...................................] 12/24   Step: 962ms | Tot: 11s900ms | Loss: 0.073 | Acc: 97.852% (3006/3072)              
 [================================>................................] 13/24   Step: 1s68ms | Tot: 12s968ms | Loss: 0.071 | Acc: 97.927% (3259/3328)              
 [===================================>.............................] 14/24   Step: 958ms | Tot: 13s927ms | Loss: 0.069 | Acc: 97.991% (3512/3584)              
 [=====================================>...........................] 15/24   Step: 959ms | Tot: 14s886ms | Loss: 0.068 | Acc: 98.021% (3764/3840)              
 [========================================>........................] 16/24   Step: 969ms | Tot: 15s855ms | Loss: 0.068 | Acc: 98.022% (4015/4096)              
 [===========================================>.....................] 17/24   Step: 985ms | Tot: 16s841ms | Loss: 0.066 | Acc: 98.116% (4270/4352)              
 [==============================================>..................] 18/24   Step: 1s64ms | Tot: 17s905ms | Loss: 0.063 | Acc: 98.199% (4525/4608)              
 [================================================>................] 19/24   Step: 955ms | Tot: 18s861ms | Loss: 0.062 | Acc: 98.252% (4779/4864)              
 [===================================================>.............] 20/24   Step: 880ms | Tot: 19s741ms | Loss: 0.060 | Acc: 98.340% (5035/5120)              
 [======================================================>..........] 21/24   Step: 852ms | Tot: 20s594ms | Loss: 0.059 | Acc: 98.382% (5289/5376)              
 [========================================================>........] 22/24   Step: 852ms | Tot: 21s446ms | Loss: 0.058 | Acc: 98.384% (5541/5632)              
 [===========================================================>.....] 23/24   Step: 995ms | Tot: 22s442ms | Loss: 0.057 | Acc: 98.404% (5794/5888)              
 [==============================================================>..] 24/24   Step: 8s230ms | Tot: 30s672ms | Loss: 0.059 | Acc: 98.324% (5866/5966)
 [>................................................................] 1/40   Step: 1s100ms | Tot: 0ms | Loss: 0.626 | Acc: 84.375% (216/256)              
 [=>...............................................................] 2/40   Step: 435ms | Tot: 435ms | Loss: 0.716 | Acc: 82.812% (424/512)              
 [===>.............................................................] 3/40   Step: 422ms | Tot: 857ms | Loss: 0.691 | Acc: 82.161% (631/768)              
 [====>............................................................] 4/40   Step: 586ms | Tot: 1s444ms | Loss: 0.721 | Acc: 82.031% (840/1024)              
 [======>..........................................................] 5/40   Step: 422ms | Tot: 1s867ms | Loss: 0.699 | Acc: 82.422% (1055/1280)              
 [========>........................................................] 6/40   Step: 420ms | Tot: 2s287ms | Loss: 0.728 | Acc: 81.250% (1248/1536)              
 [=========>.......................................................] 7/40   Step: 423ms | Tot: 2s711ms | Loss: 0.729 | Acc: 81.194% (1455/1792)              
 [===========>.....................................................] 8/40   Step: 421ms | Tot: 3s132ms | Loss: 0.751 | Acc: 81.152% (1662/2048)              
 [=============>...................................................] 9/40   Step: 523ms | Tot: 3s655ms | Loss: 0.740 | Acc: 81.033% (1867/2304)              
 [==============>..................................................] 10/40   Step: 418ms | Tot: 4s74ms | Loss: 0.726 | Acc: 81.133% (2077/2560)              
 [================>................................................] 11/40   Step: 413ms | Tot: 4s488ms | Loss: 0.713 | Acc: 81.499% (2295/2816)              
 [=================>...............................................] 12/40   Step: 418ms | Tot: 4s906ms | Loss: 0.739 | Acc: 80.859% (2484/3072)              
 [===================>.............................................] 13/40   Step: 428ms | Tot: 5s335ms | Loss: 0.744 | Acc: 80.889% (2692/3328)              
 [=====================>...........................................] 14/40   Step: 418ms | Tot: 5s753ms | Loss: 0.739 | Acc: 80.943% (2901/3584)              
 [======================>..........................................] 15/40   Step: 521ms | Tot: 6s275ms | Loss: 0.737 | Acc: 80.938% (3108/3840)              
 [========================>........................................] 16/40   Step: 413ms | Tot: 6s689ms | Loss: 0.745 | Acc: 80.884% (3313/4096)              
 [==========================>......................................] 17/40   Step: 416ms | Tot: 7s106ms | Loss: 0.754 | Acc: 80.790% (3516/4352)              
 [===========================>.....................................] 18/40   Step: 416ms | Tot: 7s522ms | Loss: 0.760 | Acc: 80.621% (3715/4608)              
 [=============================>...................................] 19/40   Step: 421ms | Tot: 7s943ms | Loss: 0.761 | Acc: 80.798% (3930/4864)              
