cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 20000 samples
Load selected sample idx
Selected 20000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/79   Step: 40s372ms | Tot: 0ms | Loss: 0.003 | Acc: 100.000% (256/256)              
 [>................................................................] 2/79   Step: 1s958ms | Tot: 1s959ms | Loss: 0.002 | Acc: 100.000% (512/512)              
 [=>...............................................................] 3/79   Step: 980ms | Tot: 2s939ms | Loss: 0.004 | Acc: 100.000% (768/768)              
 [==>..............................................................] 4/79   Step: 1s160ms | Tot: 4s100ms | Loss: 0.004 | Acc: 100.000% (1024/1024)              
 [===>.............................................................] 5/79   Step: 965ms | Tot: 5s66ms | Loss: 0.004 | Acc: 100.000% (1280/1280)              
 [====>............................................................] 6/79   Step: 984ms | Tot: 6s50ms | Loss: 0.004 | Acc: 100.000% (1536/1536)              
 [====>............................................................] 7/79   Step: 967ms | Tot: 7s17ms | Loss: 0.004 | Acc: 100.000% (1792/1792)              
 [=====>...........................................................] 8/79   Step: 971ms | Tot: 7s989ms | Loss: 0.004 | Acc: 100.000% (2048/2048)              
 [======>..........................................................] 9/79   Step: 1s70ms | Tot: 9s59ms | Loss: 0.004 | Acc: 100.000% (2304/2304)              
 [=======>.........................................................] 10/79   Step: 963ms | Tot: 10s23ms | Loss: 0.004 | Acc: 100.000% (2560/2560)              
 [========>........................................................] 11/79   Step: 963ms | Tot: 10s987ms | Loss: 0.004 | Acc: 100.000% (2816/2816)              
 [=========>.......................................................] 12/79   Step: 967ms | Tot: 11s954ms | Loss: 0.004 | Acc: 100.000% (3072/3072)              
 [=========>.......................................................] 13/79   Step: 1s77ms | Tot: 13s32ms | Loss: 0.003 | Acc: 100.000% (3328/3328)              
 [==========>......................................................] 14/79   Step: 969ms | Tot: 14s2ms | Loss: 0.004 | Acc: 100.000% (3584/3584)              
 [===========>.....................................................] 15/79   Step: 964ms | Tot: 14s966ms | Loss: 0.004 | Acc: 100.000% (3840/3840)              
 [============>....................................................] 16/79   Step: 973ms | Tot: 15s940ms | Loss: 0.004 | Acc: 100.000% (4096/4096)              
 [=============>...................................................] 17/79   Step: 978ms | Tot: 16s918ms | Loss: 0.003 | Acc: 100.000% (4352/4352)              
 [=============>...................................................] 18/79   Step: 1s73ms | Tot: 17s992ms | Loss: 0.004 | Acc: 100.000% (4608/4608)              
 [==============>..................................................] 19/79   Step: 974ms | Tot: 18s967ms | Loss: 0.004 | Acc: 100.000% (4864/4864)              
 [===============>.................................................] 20/79   Step: 977ms | Tot: 19s945ms | Loss: 0.004 | Acc: 100.000% (5120/5120)              
 [================>................................................] 21/79   Step: 967ms | Tot: 20s912ms | Loss: 0.004 | Acc: 100.000% (5376/5376)              
 [=================>...............................................] 22/79   Step: 1s115ms | Tot: 22s28ms | Loss: 0.004 | Acc: 100.000% (5632/5632)              
 [==================>..............................................] 23/79   Step: 966ms | Tot: 22s995ms | Loss: 0.004 | Acc: 100.000% (5888/5888)              
 [==================>..............................................] 24/79   Step: 966ms | Tot: 23s961ms | Loss: 0.004 | Acc: 99.984% (6143/6144)              
 [===================>.............................................] 25/79   Step: 960ms | Tot: 24s922ms | Loss: 0.004 | Acc: 99.969% (6398/6400)              
 [====================>............................................] 26/79   Step: 970ms | Tot: 25s893ms | Loss: 0.004 | Acc: 99.970% (6654/6656)              
 [=====================>...........................................] 27/79   Step: 1s76ms | Tot: 26s969ms | Loss: 0.004 | Acc: 99.971% (6910/6912)              
 [======================>..........................................] 28/79   Step: 963ms | Tot: 27s933ms | Loss: 0.004 | Acc: 99.972% (7166/7168)              
 [=======================>.........................................] 29/79   Step: 967ms | Tot: 28s900ms | Loss: 0.004 | Acc: 99.973% (7422/7424)              
 [=======================>.........................................] 30/79   Step: 964ms | Tot: 29s865ms | Loss: 0.004 | Acc: 99.974% (7678/7680)              
 [========================>........................................] 31/79   Step: 1s69ms | Tot: 30s934ms | Loss: 0.004 | Acc: 99.975% (7934/7936)              
 [=========================>.......................................] 32/79   Step: 960ms | Tot: 31s895ms | Loss: 0.004 | Acc: 99.976% (8190/8192)              
 [==========================>......................................] 33/79   Step: 964ms | Tot: 32s859ms | Loss: 0.004 | Acc: 99.976% (8446/8448)              
 [===========================>.....................................] 34/79   Step: 963ms | Tot: 33s823ms | Loss: 0.004 | Acc: 99.977% (8702/8704)              
 [===========================>.....................................] 35/79   Step: 966ms | Tot: 34s789ms | Loss: 0.004 | Acc: 99.978% (8958/8960)              
 [============================>....................................] 36/79   Step: 1s82ms | Tot: 35s872ms | Loss: 0.004 | Acc: 99.978% (9214/9216)              
 [=============================>...................................] 37/79   Step: 985ms | Tot: 36s857ms | Loss: 0.004 | Acc: 99.979% (9470/9472)              
 [==============================>..................................] 38/79   Step: 977ms | Tot: 37s835ms | Loss: 0.004 | Acc: 99.969% (9725/9728)              
 [===============================>.................................] 39/79   Step: 969ms | Tot: 38s804ms | Loss: 0.004 | Acc: 99.960% (9980/9984)              
 [================================>................................] 40/79   Step: 968ms | Tot: 39s773ms | Loss: 0.004 | Acc: 99.961% (10236/10240)              
 [================================>................................] 41/79   Step: 1s100ms | Tot: 40s874ms | Loss: 0.004 | Acc: 99.962% (10492/10496)              
 [=================================>...............................] 42/79   Step: 969ms | Tot: 41s844ms | Loss: 0.004 | Acc: 99.963% (10748/10752)              
 [==================================>..............................] 43/79   Step: 968ms | Tot: 42s812ms | Loss: 0.005 | Acc: 99.955% (11003/11008)              
 [===================================>.............................] 44/79   Step: 963ms | Tot: 43s775ms | Loss: 0.005 | Acc: 99.956% (11259/11264)              
 [====================================>............................] 45/79   Step: 965ms | Tot: 44s741ms | Loss: 0.005 | Acc: 99.957% (11515/11520)              
 [=====================================>...........................] 46/79   Step: 1s88ms | Tot: 45s830ms | Loss: 0.004 | Acc: 99.958% (11771/11776)              
 [=====================================>...........................] 47/79   Step: 975ms | Tot: 46s805ms | Loss: 0.004 | Acc: 99.958% (12027/12032)              
 [======================================>..........................] 48/79   Step: 964ms | Tot: 47s770ms | Loss: 0.004 | Acc: 99.959% (12283/12288)              
 [=======================================>.........................] 49/79   Step: 965ms | Tot: 48s735ms | Loss: 0.004 | Acc: 99.960% (12539/12544)              
 [========================================>........................] 50/79   Step: 1s71ms | Tot: 49s806ms | Loss: 0.004 | Acc: 99.953% (12794/12800)              
 [=========================================>.......................] 51/79   Step: 967ms | Tot: 50s774ms | Loss: 0.004 | Acc: 99.954% (13050/13056)              
 [=========================================>.......................] 52/79   Step: 963ms | Tot: 51s738ms | Loss: 0.004 | Acc: 99.955% (13306/13312)              
 [==========================================>......................] 53/79   Step: 965ms | Tot: 52s704ms | Loss: 0.004 | Acc: 99.956% (13562/13568)              
 [===========================================>.....................] 54/79   Step: 970ms | Tot: 53s674ms | Loss: 0.004 | Acc: 99.957% (13818/13824)              
 [============================================>....................] 55/79   Step: 1s71ms | Tot: 54s745ms | Loss: 0.004 | Acc: 99.957% (14074/14080)              
 [=============================================>...................] 56/79   Step: 963ms | Tot: 55s709ms | Loss: 0.004 | Acc: 99.958% (14330/14336)              
 [==============================================>..................] 57/79   Step: 977ms | Tot: 56s686ms | Loss: 0.004 | Acc: 99.959% (14586/14592)              
 [==============================================>..................] 58/79   Step: 965ms | Tot: 57s651ms | Loss: 0.004 | Acc: 99.960% (14842/14848)              
 [===============================================>.................] 59/79   Step: 1s71ms | Tot: 58s723ms | Loss: 0.004 | Acc: 99.960% (15098/15104)              
 [================================================>................] 60/79   Step: 963ms | Tot: 59s686ms | Loss: 0.004 | Acc: 99.961% (15354/15360)              
 [=================================================>...............] 61/79   Step: 971ms | Tot: 1m658ms | Loss: 0.004 | Acc: 99.962% (15610/15616)              
 [==================================================>..............] 62/79   Step: 972ms | Tot: 1m1s | Loss: 0.004 | Acc: 99.962% (15866/15872)              
 [===================================================>.............] 63/79   Step: 968ms | Tot: 1m2s | Loss: 0.004 | Acc: 99.963% (16122/16128)              
 [===================================================>.............] 64/79   Step: 1s75ms | Tot: 1m3s | Loss: 0.004 | Acc: 99.963% (16378/16384)              
 [====================================================>............] 65/79   Step: 969ms | Tot: 1m4s | Loss: 0.004 | Acc: 99.964% (16634/16640)              
 [=====================================================>...........] 66/79   Step: 960ms | Tot: 1m5s | Loss: 0.004 | Acc: 99.964% (16890/16896)              
 [======================================================>..........] 67/79   Step: 983ms | Tot: 1m6s | Loss: 0.004 | Acc: 99.965% (17146/17152)              
 [=======================================================>.........] 68/79   Step: 964ms | Tot: 1m7s | Loss: 0.004 | Acc: 99.966% (17402/17408)              
 [=======================================================>.........] 69/79   Step: 1s104ms | Tot: 1m8s | Loss: 0.004 | Acc: 99.966% (17658/17664)              
 [========================================================>........] 70/79   Step: 967ms | Tot: 1m9s | Loss: 0.004 | Acc: 99.967% (17914/17920)              
 [=========================================================>.......] 71/79   Step: 967ms | Tot: 1m10s | Loss: 0.004 | Acc: 99.967% (18170/18176)              
 [==========================================================>......] 72/79   Step: 963ms | Tot: 1m11s | Loss: 0.004 | Acc: 99.967% (18426/18432)              
 [===========================================================>.....] 73/79   Step: 1s84ms | Tot: 1m12s | Loss: 0.004 | Acc: 99.968% (18682/18688)              
 [============================================================>....] 74/79   Step: 965ms | Tot: 1m13s | Loss: 0.004 | Acc: 99.968% (18938/18944)              
 [============================================================>....] 75/79   Step: 867ms | Tot: 1m14s | Loss: 0.004 | Acc: 99.969% (19194/19200)              
 [=============================================================>...] 76/79   Step: 851ms | Tot: 1m15s | Loss: 0.004 | Acc: 99.969% (19450/19456)              
 [==============================================================>..] 77/79   Step: 868ms | Tot: 1m16s | Loss: 0.004 | Acc: 99.970% (19706/19712)              
 [===============================================================>.] 78/79   Step: 958ms | Tot: 1m17s | Loss: 0.004 | Acc: 99.970% (19962/19968)              
 [================================================================>] 79/79   Step: 7s302ms | Tot: 1m24s | Loss: 0.004 | Acc: 99.970% (19994/20000)
 [>................................................................] 1/40   Step: 1s104ms | Tot: 0ms | Loss: 0.265 | Acc: 92.188% (236/256)              
 [=>...............................................................] 2/40   Step: 449ms | Tot: 449ms | Loss: 0.372 | Acc: 90.625% (464/512)              
 [===>.............................................................] 3/40   Step: 424ms | Tot: 873ms | Loss: 0.359 | Acc: 90.885% (698/768)              
 [====>............................................................] 4/40   Step: 587ms | Tot: 1s461ms | Loss: 0.328 | Acc: 91.406% (936/1024)              
 [======>..........................................................] 5/40   Step: 421ms | Tot: 1s882ms | Loss: 0.310 | Acc: 92.031% (1178/1280)              
