cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 8 percent samples
Select 32000 samples
Load selected sample idx
Selected 32000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/125   Step: 39s270ms | Tot: 0ms | Loss: 0.006 | Acc: 100.000% (256/256)              
 [>................................................................] 2/125   Step: 1s990ms | Tot: 1s990ms | Loss: 0.006 | Acc: 100.000% (512/512)              
 [=>...............................................................] 3/125   Step: 983ms | Tot: 2s973ms | Loss: 0.006 | Acc: 100.000% (768/768)              
 [=>...............................................................] 4/125   Step: 1s178ms | Tot: 4s151ms | Loss: 0.007 | Acc: 99.902% (1023/1024)              
 [==>..............................................................] 5/125   Step: 982ms | Tot: 5s134ms | Loss: 0.006 | Acc: 99.922% (1279/1280)              
 [==>..............................................................] 6/125   Step: 974ms | Tot: 6s108ms | Loss: 0.006 | Acc: 99.935% (1535/1536)              
 [===>.............................................................] 7/125   Step: 973ms | Tot: 7s82ms | Loss: 0.007 | Acc: 99.888% (1790/1792)              
 [===>.............................................................] 8/125   Step: 971ms | Tot: 8s53ms | Loss: 0.009 | Acc: 99.805% (2044/2048)              
 [====>............................................................] 9/125   Step: 1s92ms | Tot: 9s145ms | Loss: 0.010 | Acc: 99.783% (2299/2304)              
 [====>............................................................] 10/125   Step: 974ms | Tot: 10s120ms | Loss: 0.009 | Acc: 99.805% (2555/2560)              
 [=====>...........................................................] 11/125   Step: 972ms | Tot: 11s92ms | Loss: 0.009 | Acc: 99.787% (2810/2816)              
 [=====>...........................................................] 12/125   Step: 974ms | Tot: 12s67ms | Loss: 0.009 | Acc: 99.805% (3066/3072)              
 [======>..........................................................] 13/125   Step: 1s75ms | Tot: 13s142ms | Loss: 0.009 | Acc: 99.760% (3320/3328)              
 [======>..........................................................] 14/125   Step: 979ms | Tot: 14s122ms | Loss: 0.009 | Acc: 99.777% (3576/3584)              
 [=======>.........................................................] 15/125   Step: 986ms | Tot: 15s108ms | Loss: 0.008 | Acc: 99.792% (3832/3840)              
 [=======>.........................................................] 16/125   Step: 983ms | Tot: 16s91ms | Loss: 0.009 | Acc: 99.780% (4087/4096)              
 [========>........................................................] 17/125   Step: 985ms | Tot: 17s77ms | Loss: 0.008 | Acc: 99.793% (4343/4352)              
 [========>........................................................] 18/125   Step: 1s84ms | Tot: 18s162ms | Loss: 0.008 | Acc: 99.805% (4599/4608)              
 [=========>.......................................................] 19/125   Step: 985ms | Tot: 19s147ms | Loss: 0.008 | Acc: 99.794% (4854/4864)              
 [=========>.......................................................] 20/125   Step: 979ms | Tot: 20s126ms | Loss: 0.008 | Acc: 99.805% (5110/5120)              
 [==========>......................................................] 21/125   Step: 974ms | Tot: 21s101ms | Loss: 0.008 | Acc: 99.814% (5366/5376)              
 [==========>......................................................] 22/125   Step: 1s131ms | Tot: 22s232ms | Loss: 0.008 | Acc: 99.822% (5622/5632)              
 [===========>.....................................................] 23/125   Step: 972ms | Tot: 23s205ms | Loss: 0.008 | Acc: 99.830% (5878/5888)              
 [===========>.....................................................] 24/125   Step: 976ms | Tot: 24s181ms | Loss: 0.009 | Acc: 99.805% (6132/6144)              
 [============>....................................................] 25/125   Step: 980ms | Tot: 25s161ms | Loss: 0.009 | Acc: 99.812% (6388/6400)              
 [=============>...................................................] 26/125   Step: 969ms | Tot: 26s131ms | Loss: 0.009 | Acc: 99.805% (6643/6656)              
 [=============>...................................................] 27/125   Step: 1s78ms | Tot: 27s210ms | Loss: 0.009 | Acc: 99.797% (6898/6912)              
 [==============>..................................................] 28/125   Step: 973ms | Tot: 28s183ms | Loss: 0.009 | Acc: 99.805% (7154/7168)              
 [==============>..................................................] 29/125   Step: 986ms | Tot: 29s169ms | Loss: 0.009 | Acc: 99.811% (7410/7424)              
 [===============>.................................................] 30/125   Step: 975ms | Tot: 30s145ms | Loss: 0.009 | Acc: 99.805% (7665/7680)              
 [===============>.................................................] 31/125   Step: 1s72ms | Tot: 31s218ms | Loss: 0.008 | Acc: 99.798% (7920/7936)              
 [================>................................................] 32/125   Step: 974ms | Tot: 32s193ms | Loss: 0.008 | Acc: 99.805% (8176/8192)              
 [================>................................................] 33/125   Step: 970ms | Tot: 33s164ms | Loss: 0.008 | Acc: 99.799% (8431/8448)              
 [=================>...............................................] 34/125   Step: 981ms | Tot: 34s145ms | Loss: 0.008 | Acc: 99.805% (8687/8704)              
 [=================>...............................................] 35/125   Step: 984ms | Tot: 35s130ms | Loss: 0.008 | Acc: 99.810% (8943/8960)              
 [==================>..............................................] 36/125   Step: 1s83ms | Tot: 36s213ms | Loss: 0.008 | Acc: 99.816% (9199/9216)              
 [==================>..............................................] 37/125   Step: 967ms | Tot: 37s181ms | Loss: 0.008 | Acc: 99.810% (9454/9472)              
 [===================>.............................................] 38/125   Step: 980ms | Tot: 38s161ms | Loss: 0.008 | Acc: 99.815% (9710/9728)              
 [===================>.............................................] 39/125   Step: 994ms | Tot: 39s155ms | Loss: 0.008 | Acc: 99.820% (9966/9984)              
 [====================>............................................] 40/125   Step: 987ms | Tot: 40s143ms | Loss: 0.008 | Acc: 99.814% (10221/10240)              
 [====================>............................................] 41/125   Step: 1s104ms | Tot: 41s248ms | Loss: 0.008 | Acc: 99.819% (10477/10496)              
 [=====================>...........................................] 42/125   Step: 976ms | Tot: 42s224ms | Loss: 0.008 | Acc: 99.823% (10733/10752)              
 [=====================>...........................................] 43/125   Step: 971ms | Tot: 43s195ms | Loss: 0.008 | Acc: 99.818% (10988/11008)              
 [======================>..........................................] 44/125   Step: 979ms | Tot: 44s175ms | Loss: 0.008 | Acc: 99.822% (11244/11264)              
 [======================>..........................................] 45/125   Step: 978ms | Tot: 45s154ms | Loss: 0.008 | Acc: 99.826% (11500/11520)              
 [=======================>.........................................] 46/125   Step: 1s99ms | Tot: 46s253ms | Loss: 0.008 | Acc: 99.830% (11756/11776)              
 [=======================>.........................................] 47/125   Step: 968ms | Tot: 47s222ms | Loss: 0.008 | Acc: 99.817% (12010/12032)              
 [========================>........................................] 48/125   Step: 970ms | Tot: 48s193ms | Loss: 0.008 | Acc: 99.821% (12266/12288)              
 [========================>........................................] 49/125   Step: 988ms | Tot: 49s182ms | Loss: 0.008 | Acc: 99.825% (12522/12544)              
 [=========================>.......................................] 50/125   Step: 1s82ms | Tot: 50s265ms | Loss: 0.008 | Acc: 99.820% (12777/12800)              
 [==========================>......................................] 51/125   Step: 969ms | Tot: 51s234ms | Loss: 0.008 | Acc: 99.824% (13033/13056)              
 [==========================>......................................] 52/125   Step: 971ms | Tot: 52s206ms | Loss: 0.008 | Acc: 99.827% (13289/13312)              
 [===========================>.....................................] 53/125   Step: 973ms | Tot: 53s180ms | Loss: 0.008 | Acc: 99.816% (13543/13568)              
 [===========================>.....................................] 54/125   Step: 974ms | Tot: 54s154ms | Loss: 0.008 | Acc: 99.812% (13798/13824)              
 [============================>....................................] 55/125   Step: 1s84ms | Tot: 55s238ms | Loss: 0.008 | Acc: 99.815% (14054/14080)              
 [============================>....................................] 56/125   Step: 971ms | Tot: 56s210ms | Loss: 0.008 | Acc: 99.819% (14310/14336)              
 [=============================>...................................] 57/125   Step: 974ms | Tot: 57s184ms | Loss: 0.008 | Acc: 99.822% (14566/14592)              
 [=============================>...................................] 58/125   Step: 976ms | Tot: 58s161ms | Loss: 0.008 | Acc: 99.818% (14821/14848)              
 [==============================>..................................] 59/125   Step: 1s95ms | Tot: 59s257ms | Loss: 0.008 | Acc: 99.821% (15077/15104)              
