cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Start to select 9674 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/38   Step: 41s230ms | Tot: 0ms | Loss: 0.351 | Acc: 91.797% (235/256)              
 [=>...............................................................] 2/38   Step: 1s983ms | Tot: 1s983ms | Loss: 0.394 | Acc: 89.062% (456/512)              
 [===>.............................................................] 3/38   Step: 979ms | Tot: 2s963ms | Loss: 0.422 | Acc: 88.021% (676/768)              
 [=====>...........................................................] 4/38   Step: 1s168ms | Tot: 4s131ms | Loss: 0.468 | Acc: 87.012% (891/1024)              
 [======>..........................................................] 5/38   Step: 977ms | Tot: 5s109ms | Loss: 0.473 | Acc: 87.109% (1115/1280)              
 [========>........................................................] 6/38   Step: 968ms | Tot: 6s77ms | Loss: 0.442 | Acc: 87.891% (1350/1536)              
 [==========>......................................................] 7/38   Step: 963ms | Tot: 7s41ms | Loss: 0.428 | Acc: 88.337% (1583/1792)              
 [===========>.....................................................] 8/38   Step: 964ms | Tot: 8s6ms | Loss: 0.416 | Acc: 88.428% (1811/2048)              
 [=============>...................................................] 9/38   Step: 1s67ms | Tot: 9s74ms | Loss: 0.411 | Acc: 88.455% (2038/2304)              
 [===============>.................................................] 10/38   Step: 962ms | Tot: 10s36ms | Loss: 0.418 | Acc: 88.516% (2266/2560)              
 [=================>...............................................] 11/38   Step: 963ms | Tot: 10s999ms | Loss: 0.410 | Acc: 88.601% (2495/2816)              
 [==================>..............................................] 12/38   Step: 973ms | Tot: 11s973ms | Loss: 0.413 | Acc: 88.477% (2718/3072)              
 [====================>............................................] 13/38   Step: 981ms | Tot: 12s954ms | Loss: 0.406 | Acc: 88.522% (2946/3328)              
 [======================>..........................................] 14/38   Step: 1s74ms | Tot: 14s28ms | Loss: 0.408 | Acc: 88.504% (3172/3584)              
 [=======================>.........................................] 15/38   Step: 986ms | Tot: 15s14ms | Loss: 0.405 | Acc: 88.594% (3402/3840)              
 [=========================>.......................................] 16/38   Step: 964ms | Tot: 15s979ms | Loss: 0.405 | Acc: 88.647% (3631/4096)              
 [===========================>.....................................] 17/38   Step: 970ms | Tot: 16s949ms | Loss: 0.404 | Acc: 88.718% (3861/4352)              
 [=============================>...................................] 18/38   Step: 978ms | Tot: 17s927ms | Loss: 0.397 | Acc: 88.932% (4098/4608)              
 [==============================>..................................] 19/38   Step: 1s72ms | Tot: 18s999ms | Loss: 0.398 | Acc: 89.001% (4329/4864)              
 [================================>................................] 20/38   Step: 966ms | Tot: 19s965ms | Loss: 0.392 | Acc: 89.043% (4559/5120)              
 [==================================>..............................] 21/38   Step: 967ms | Tot: 20s933ms | Loss: 0.391 | Acc: 89.118% (4791/5376)              
 [===================================>.............................] 22/38   Step: 973ms | Tot: 21s906ms | Loss: 0.388 | Acc: 89.222% (5025/5632)              
 [=====================================>...........................] 23/38   Step: 1s124ms | Tot: 23s31ms | Loss: 0.387 | Acc: 89.232% (5254/5888)              
 [=======================================>.........................] 24/38   Step: 962ms | Tot: 23s993ms | Loss: 0.384 | Acc: 89.274% (5485/6144)              
 [=========================================>.......................] 25/38   Step: 983ms | Tot: 24s976ms | Loss: 0.378 | Acc: 89.453% (5725/6400)              
 [==========================================>......................] 26/38   Step: 966ms | Tot: 25s943ms | Loss: 0.376 | Acc: 89.498% (5957/6656)              
 [============================================>....................] 27/38   Step: 962ms | Tot: 26s906ms | Loss: 0.372 | Acc: 89.583% (6192/6912)              
