cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 5966 samples
Selected 5960 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/24   Step: 40s894ms | Tot: 0ms | Loss: 0.074 | Acc: 97.266% (249/256)              
 [==>..............................................................] 2/24   Step: 2s29ms | Tot: 2s29ms | Loss: 0.078 | Acc: 97.656% (500/512)              
 [=====>...........................................................] 3/24   Step: 1s1ms | Tot: 3s31ms | Loss: 0.066 | Acc: 98.047% (753/768)              
 [========>........................................................] 4/24   Step: 1s180ms | Tot: 4s212ms | Loss: 0.059 | Acc: 98.242% (1006/1024)              
 [==========>......................................................] 5/24   Step: 987ms | Tot: 5s200ms | Loss: 0.054 | Acc: 98.281% (1258/1280)              
 [=============>...................................................] 6/24   Step: 981ms | Tot: 6s181ms | Loss: 0.054 | Acc: 98.242% (1509/1536)              
 [================>................................................] 7/24   Step: 988ms | Tot: 7s169ms | Loss: 0.054 | Acc: 98.326% (1762/1792)              
 [==================>..............................................] 8/24   Step: 983ms | Tot: 8s152ms | Loss: 0.054 | Acc: 98.291% (2013/2048)              
 [=====================>...........................................] 9/24   Step: 1s87ms | Tot: 9s239ms | Loss: 0.057 | Acc: 98.307% (2265/2304)              
 [========================>........................................] 10/24   Step: 976ms | Tot: 10s216ms | Loss: 0.054 | Acc: 98.438% (2520/2560)              
 [===========================>.....................................] 11/24   Step: 980ms | Tot: 11s196ms | Loss: 0.051 | Acc: 98.544% (2775/2816)              
 [=============================>...................................] 12/24   Step: 1s23ms | Tot: 12s219ms | Loss: 0.049 | Acc: 98.633% (3030/3072)              
 [================================>................................] 13/24   Step: 1s89ms | Tot: 13s309ms | Loss: 0.049 | Acc: 98.588% (3281/3328)              
 [===================================>.............................] 14/24   Step: 979ms | Tot: 14s288ms | Loss: 0.048 | Acc: 98.661% (3536/3584)              
 [=====================================>...........................] 15/24   Step: 983ms | Tot: 15s272ms | Loss: 0.046 | Acc: 98.750% (3792/3840)              
 [========================================>........................] 16/24   Step: 985ms | Tot: 16s257ms | Loss: 0.045 | Acc: 98.755% (4045/4096)              
 [===========================================>.....................] 17/24   Step: 991ms | Tot: 17s249ms | Loss: 0.043 | Acc: 98.782% (4299/4352)              
 [==============================================>..................] 18/24   Step: 1s102ms | Tot: 18s351ms | Loss: 0.044 | Acc: 98.785% (4552/4608)              
 [================================================>................] 19/24   Step: 985ms | Tot: 19s337ms | Loss: 0.042 | Acc: 98.828% (4807/4864)              
 [===================================================>.............] 20/24   Step: 906ms | Tot: 20s244ms | Loss: 0.041 | Acc: 98.887% (5063/5120)              
 [======================================================>..........] 21/24   Step: 872ms | Tot: 21s116ms | Loss: 0.041 | Acc: 98.884% (5316/5376)              
 [========================================================>........] 22/24   Step: 894ms | Tot: 22s11ms | Loss: 0.040 | Acc: 98.917% (5571/5632)              
 [===========================================================>.....] 23/24   Step: 1s23ms | Tot: 23s35ms | Loss: 0.039 | Acc: 98.930% (5825/5888)              
 [==============================================================>..] 24/24   Step: 7s694ms | Tot: 30s730ms | Loss: 0.040 | Acc: 98.909% (5895/5960)
 [>................................................................] 1/40   Step: 1s154ms | Tot: 0ms | Loss: 0.626 | Acc: 83.594% (214/256)              
 [=>...............................................................] 2/40   Step: 467ms | Tot: 467ms | Loss: 0.749 | Acc: 81.055% (415/512)              
 [===>.............................................................] 3/40   Step: 441ms | Tot: 908ms | Loss: 0.745 | Acc: 80.729% (620/768)              
 [====>............................................................] 4/40   Step: 600ms | Tot: 1s509ms | Loss: 0.723 | Acc: 81.152% (831/1024)              
 [======>..........................................................] 5/40   Step: 449ms | Tot: 1s958ms | Loss: 0.684 | Acc: 81.953% (1049/1280)              
 [========>........................................................] 6/40   Step: 442ms | Tot: 2s401ms | Loss: 0.730 | Acc: 81.250% (1248/1536)              
