cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 1
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 8 percent samples
Select 32000 samples
Selected 32000 samples.
Use multiple GPU to train the network.
Use 150 epochs

Epoch: 0
 [>................................................................] 1/125   Step: 33s333ms | Tot: 0ms | Loss: 2.347 | Acc: 8.203% (21/256)              
 [>................................................................] 2/125   Step: 1s996ms | Tot: 1s996ms | Loss: 2.314 | Acc: 11.523% (59/512)              
 [=>...............................................................] 3/125   Step: 976ms | Tot: 2s972ms | Loss: 2.296 | Acc: 13.411% (103/768)              
 [=>...............................................................] 4/125   Step: 1s177ms | Tot: 4s149ms | Loss: 2.221 | Acc: 15.918% (163/1024)              
 [==>..............................................................] 5/125   Step: 969ms | Tot: 5s119ms | Loss: 2.206 | Acc: 16.328% (209/1280)              
 [==>..............................................................] 6/125   Step: 972ms | Tot: 6s91ms | Loss: 2.211 | Acc: 17.122% (263/1536)              
 [===>.............................................................] 7/125   Step: 964ms | Tot: 7s56ms | Loss: 2.188 | Acc: 17.913% (321/1792)              
 [===>.............................................................] 8/125   Step: 968ms | Tot: 8s24ms | Loss: 2.205 | Acc: 17.969% (368/2048)              
 [====>............................................................] 9/125   Step: 1s89ms | Tot: 9s114ms | Loss: 2.179 | Acc: 19.184% (442/2304)              
 [====>............................................................] 10/125   Step: 1s10ms | Tot: 10s124ms | Loss: 2.183 | Acc: 19.570% (501/2560)              
 [=====>...........................................................] 11/125   Step: 980ms | Tot: 11s104ms | Loss: 2.175 | Acc: 20.170% (568/2816)              
 [=====>...........................................................] 12/125   Step: 968ms | Tot: 12s73ms | Loss: 2.163 | Acc: 20.931% (643/3072)              
 [======>..........................................................] 13/125   Step: 1s75ms | Tot: 13s149ms | Loss: 2.169 | Acc: 21.034% (700/3328)              
 [======>..........................................................] 14/125   Step: 973ms | Tot: 14s123ms | Loss: 2.186 | Acc: 21.177% (759/3584)              
 [=======>.........................................................] 15/125   Step: 967ms | Tot: 15s90ms | Loss: 2.180 | Acc: 21.146% (812/3840)              
 [=======>.........................................................] 16/125   Step: 968ms | Tot: 16s58ms | Loss: 2.182 | Acc: 21.191% (868/4096)              
 [========>........................................................] 17/125   Step: 988ms | Tot: 17s46ms | Loss: 2.179 | Acc: 21.324% (928/4352)              
 [========>........................................................] 18/125   Step: 1s75ms | Tot: 18s122ms | Loss: 2.179 | Acc: 21.441% (988/4608)              
 [=========>.......................................................] 19/125   Step: 983ms | Tot: 19s105ms | Loss: 2.167 | Acc: 21.875% (1064/4864)              
 [=========>.......................................................] 20/125   Step: 1s9ms | Tot: 20s115ms | Loss: 2.156 | Acc: 22.285% (1141/5120)              
 [==========>......................................................] 21/125   Step: 985ms | Tot: 21s100ms | Loss: 2.153 | Acc: 22.600% (1215/5376)              
 [==========>......................................................] 22/125   Step: 1s125ms | Tot: 22s226ms | Loss: 2.145 | Acc: 22.923% (1291/5632)              
 [===========>.....................................................] 23/125   Step: 967ms | Tot: 23s194ms | Loss: 2.138 | Acc: 23.047% (1357/5888)              
 [===========>.....................................................] 24/125   Step: 971ms | Tot: 24s165ms | Loss: 2.140 | Acc: 23.063% (1417/6144)              
 [============>....................................................] 25/125   Step: 968ms | Tot: 25s134ms | Loss: 2.136 | Acc: 23.359% (1495/6400)              
 [=============>...................................................] 26/125   Step: 960ms | Tot: 26s94ms | Loss: 2.135 | Acc: 23.438% (1560/6656)              
 [=============>...................................................] 27/125   Step: 1s73ms | Tot: 27s168ms | Loss: 2.129 | Acc: 23.655% (1635/6912)              
 [==============>..................................................] 28/125   Step: 969ms | Tot: 28s137ms | Loss: 2.127 | Acc: 23.828% (1708/7168)              
 [==============>..................................................] 29/125   Step: 974ms | Tot: 29s112ms | Loss: 2.122 | Acc: 24.017% (1783/7424)              
