cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 28000 samples
Load selected sample idx
Selected 28000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/110   Step: 42s657ms | Tot: 0ms | Loss: 0.029 | Acc: 99.609% (255/256)              
 [>................................................................] 2/110   Step: 1s968ms | Tot: 1s968ms | Loss: 0.016 | Acc: 99.805% (511/512)              
 [=>...............................................................] 3/110   Step: 968ms | Tot: 2s936ms | Loss: 0.012 | Acc: 99.870% (767/768)              
 [=>...............................................................] 4/110   Step: 1s159ms | Tot: 4s95ms | Loss: 0.010 | Acc: 99.902% (1023/1024)              
 [==>..............................................................] 5/110   Step: 986ms | Tot: 5s81ms | Loss: 0.011 | Acc: 99.766% (1277/1280)              
 [==>..............................................................] 6/110   Step: 963ms | Tot: 6s45ms | Loss: 0.010 | Acc: 99.805% (1533/1536)              
 [===>.............................................................] 7/110   Step: 957ms | Tot: 7s2ms | Loss: 0.010 | Acc: 99.777% (1788/1792)              
 [====>............................................................] 8/110   Step: 958ms | Tot: 7s960ms | Loss: 0.009 | Acc: 99.805% (2044/2048)              
 [====>............................................................] 9/110   Step: 1s57ms | Tot: 9s18ms | Loss: 0.009 | Acc: 99.826% (2300/2304)              
 [=====>...........................................................] 10/110   Step: 964ms | Tot: 9s983ms | Loss: 0.008 | Acc: 99.844% (2556/2560)              
 [=====>...........................................................] 11/110   Step: 955ms | Tot: 10s938ms | Loss: 0.008 | Acc: 99.858% (2812/2816)              
 [======>..........................................................] 12/110   Step: 959ms | Tot: 11s898ms | Loss: 0.007 | Acc: 99.870% (3068/3072)              
 [=======>.........................................................] 13/110   Step: 1s60ms | Tot: 12s958ms | Loss: 0.007 | Acc: 99.880% (3324/3328)              
 [=======>.........................................................] 14/110   Step: 965ms | Tot: 13s923ms | Loss: 0.007 | Acc: 99.860% (3579/3584)              
 [========>........................................................] 15/110   Step: 976ms | Tot: 14s900ms | Loss: 0.007 | Acc: 99.870% (3835/3840)              
 [========>........................................................] 16/110   Step: 963ms | Tot: 15s864ms | Loss: 0.007 | Acc: 99.878% (4091/4096)              
 [=========>.......................................................] 17/110   Step: 960ms | Tot: 16s824ms | Loss: 0.007 | Acc: 99.885% (4347/4352)              
 [==========>......................................................] 18/110   Step: 1s68ms | Tot: 17s893ms | Loss: 0.007 | Acc: 99.891% (4603/4608)              
 [==========>......................................................] 19/110   Step: 962ms | Tot: 18s856ms | Loss: 0.006 | Acc: 99.897% (4859/4864)              
 [===========>.....................................................] 20/110   Step: 963ms | Tot: 19s819ms | Loss: 0.006 | Acc: 99.902% (5115/5120)              
 [===========>.....................................................] 21/110   Step: 960ms | Tot: 20s780ms | Loss: 0.006 | Acc: 99.907% (5371/5376)              
 [============>....................................................] 22/110   Step: 1s98ms | Tot: 21s878ms | Loss: 0.006 | Acc: 99.911% (5627/5632)              
 [=============>...................................................] 23/110   Step: 954ms | Tot: 22s833ms | Loss: 0.006 | Acc: 99.915% (5883/5888)              
 [=============>...................................................] 24/110   Step: 957ms | Tot: 23s791ms | Loss: 0.006 | Acc: 99.919% (6139/6144)              
 [==============>..................................................] 25/110   Step: 958ms | Tot: 24s750ms | Loss: 0.006 | Acc: 99.922% (6395/6400)              
 [==============>..................................................] 26/110   Step: 972ms | Tot: 25s722ms | Loss: 0.006 | Acc: 99.925% (6651/6656)              
 [===============>.................................................] 27/110   Step: 1s77ms | Tot: 26s799ms | Loss: 0.006 | Acc: 99.899% (6905/6912)              
 [===============>.................................................] 28/110   Step: 961ms | Tot: 27s761ms | Loss: 0.006 | Acc: 99.902% (7161/7168)              
 [================>................................................] 29/110   Step: 951ms | Tot: 28s712ms | Loss: 0.006 | Acc: 99.906% (7417/7424)              
 [=================>...............................................] 30/110   Step: 958ms | Tot: 29s671ms | Loss: 0.006 | Acc: 99.909% (7673/7680)              
 [=================>...............................................] 31/110   Step: 1s60ms | Tot: 30s732ms | Loss: 0.006 | Acc: 99.912% (7929/7936)              
 [==================>..............................................] 32/110   Step: 960ms | Tot: 31s693ms | Loss: 0.006 | Acc: 99.902% (8184/8192)              
 [==================>..............................................] 33/110   Step: 956ms | Tot: 32s649ms | Loss: 0.006 | Acc: 99.893% (8439/8448)              
 [===================>.............................................] 34/110   Step: 953ms | Tot: 33s603ms | Loss: 0.006 | Acc: 99.897% (8695/8704)              
 [====================>............................................] 35/110   Step: 961ms | Tot: 34s564ms | Loss: 0.006 | Acc: 99.900% (8951/8960)              
 [====================>............................................] 36/110   Step: 1s95ms | Tot: 35s659ms | Loss: 0.005 | Acc: 99.902% (9207/9216)              
 [=====================>...........................................] 37/110   Step: 965ms | Tot: 36s625ms | Loss: 0.005 | Acc: 99.905% (9463/9472)              
 [=====================>...........................................] 38/110   Step: 960ms | Tot: 37s586ms | Loss: 0.005 | Acc: 99.907% (9719/9728)              
 [======================>..........................................] 39/110   Step: 969ms | Tot: 38s556ms | Loss: 0.005 | Acc: 99.910% (9975/9984)              
 [=======================>.........................................] 40/110   Step: 961ms | Tot: 39s518ms | Loss: 0.005 | Acc: 99.912% (10231/10240)              
 [=======================>.........................................] 41/110   Step: 1s61ms | Tot: 40s579ms | Loss: 0.005 | Acc: 99.914% (10487/10496)              
 [========================>........................................] 42/110   Step: 957ms | Tot: 41s537ms | Loss: 0.005 | Acc: 99.907% (10742/10752)              
 [========================>........................................] 43/110   Step: 962ms | Tot: 42s500ms | Loss: 0.005 | Acc: 99.909% (10998/11008)              
 [=========================>.......................................] 44/110   Step: 963ms | Tot: 43s464ms | Loss: 0.005 | Acc: 99.911% (11254/11264)              
 [==========================>......................................] 45/110   Step: 1s103ms | Tot: 44s567ms | Loss: 0.005 | Acc: 99.905% (11509/11520)              
 [==========================>......................................] 46/110   Step: 978ms | Tot: 45s545ms | Loss: 0.005 | Acc: 99.907% (11765/11776)              
 [===========================>.....................................] 47/110   Step: 957ms | Tot: 46s503ms | Loss: 0.005 | Acc: 99.909% (12021/12032)              
 [===========================>.....................................] 48/110   Step: 958ms | Tot: 47s462ms | Loss: 0.005 | Acc: 99.910% (12277/12288)              
 [============================>....................................] 49/110   Step: 961ms | Tot: 48s424ms | Loss: 0.005 | Acc: 99.912% (12533/12544)              
 [============================>....................................] 50/110   Step: 1s66ms | Tot: 49s490ms | Loss: 0.005 | Acc: 99.914% (12789/12800)              
 [=============================>...................................] 51/110   Step: 954ms | Tot: 50s445ms | Loss: 0.005 | Acc: 99.916% (13045/13056)              
 [==============================>..................................] 52/110   Step: 960ms | Tot: 51s405ms | Loss: 0.005 | Acc: 99.917% (13301/13312)              
 [==============================>..................................] 53/110   Step: 959ms | Tot: 52s365ms | Loss: 0.005 | Acc: 99.919% (13557/13568)              
 [===============================>.................................] 54/110   Step: 957ms | Tot: 53s322ms | Loss: 0.005 | Acc: 99.920% (13813/13824)              
 [===============================>.................................] 55/110   Step: 1s55ms | Tot: 54s378ms | Loss: 0.005 | Acc: 99.922% (14069/14080)              
 [================================>................................] 56/110   Step: 976ms | Tot: 55s355ms | Loss: 0.005 | Acc: 99.923% (14325/14336)              
 [=================================>...............................] 57/110   Step: 958ms | Tot: 56s313ms | Loss: 0.005 | Acc: 99.925% (14581/14592)              
 [=================================>...............................] 58/110   Step: 957ms | Tot: 57s270ms | Loss: 0.005 | Acc: 99.926% (14837/14848)              
 [==================================>..............................] 59/110   Step: 1s65ms | Tot: 58s336ms | Loss: 0.005 | Acc: 99.927% (15093/15104)              
 [==================================>..............................] 60/110   Step: 963ms | Tot: 59s299ms | Loss: 0.005 | Acc: 99.928% (15349/15360)              
 [===================================>.............................] 61/110   Step: 957ms | Tot: 1m256ms | Loss: 0.005 | Acc: 99.930% (15605/15616)              
 [====================================>............................] 62/110   Step: 962ms | Tot: 1m1s | Loss: 0.005 | Acc: 99.931% (15861/15872)              
 [====================================>............................] 63/110   Step: 954ms | Tot: 1m2s | Loss: 0.005 | Acc: 99.932% (16117/16128)              
 [=====================================>...........................] 64/110   Step: 1s59ms | Tot: 1m3s | Loss: 0.005 | Acc: 99.933% (16373/16384)              
 [=====================================>...........................] 65/110   Step: 969ms | Tot: 1m4s | Loss: 0.005 | Acc: 99.934% (16629/16640)              
 [======================================>..........................] 66/110   Step: 989ms | Tot: 1m5s | Loss: 0.005 | Acc: 99.929% (16884/16896)              
 [=======================================>.........................] 67/110   Step: 955ms | Tot: 1m6s | Loss: 0.005 | Acc: 99.930% (17140/17152)              
 [=======================================>.........................] 68/110   Step: 1s77ms | Tot: 1m7s | Loss: 0.005 | Acc: 99.931% (17396/17408)              
 [========================================>........................] 69/110   Step: 979ms | Tot: 1m8s | Loss: 0.005 | Acc: 99.932% (17652/17664)              
 [========================================>........................] 70/110   Step: 958ms | Tot: 1m9s | Loss: 0.005 | Acc: 99.933% (17908/17920)              
 [=========================================>.......................] 71/110   Step: 962ms | Tot: 1m10s | Loss: 0.005 | Acc: 99.934% (18164/18176)              
 [=========================================>.......................] 72/110   Step: 961ms | Tot: 1m11s | Loss: 0.005 | Acc: 99.935% (18420/18432)              
 [==========================================>......................] 73/110   Step: 1s102ms | Tot: 1m12s | Loss: 0.005 | Acc: 99.936% (18676/18688)              
 [===========================================>.....................] 74/110   Step: 953ms | Tot: 1m13s | Loss: 0.005 | Acc: 99.937% (18932/18944)              
 [===========================================>.....................] 75/110   Step: 955ms | Tot: 1m14s | Loss: 0.005 | Acc: 99.938% (19188/19200)              
 [============================================>....................] 76/110   Step: 980ms | Tot: 1m15s | Loss: 0.005 | Acc: 99.938% (19444/19456)              
 [============================================>....................] 77/110   Step: 954ms | Tot: 1m16s | Loss: 0.005 | Acc: 99.939% (19700/19712)              
 [=============================================>...................] 78/110   Step: 1s58ms | Tot: 1m17s | Loss: 0.005 | Acc: 99.940% (19956/19968)              
 [==============================================>..................] 79/110   Step: 956ms | Tot: 1m18s | Loss: 0.005 | Acc: 99.936% (20211/20224)              
 [==============================================>..................] 80/110   Step: 960ms | Tot: 1m19s | Loss: 0.005 | Acc: 99.937% (20467/20480)              
 [===============================================>.................] 81/110   Step: 955ms | Tot: 1m19s | Loss: 0.005 | Acc: 99.937% (20723/20736)              
 [===============================================>.................] 82/110   Step: 1s61ms | Tot: 1m21s | Loss: 0.005 | Acc: 99.938% (20979/20992)              
 [================================================>................] 83/110   Step: 959ms | Tot: 1m21s | Loss: 0.005 | Acc: 99.939% (21235/21248)              
 [=================================================>...............] 84/110   Step: 958ms | Tot: 1m22s | Loss: 0.005 | Acc: 99.935% (21490/21504)              
 [=================================================>...............] 85/110   Step: 958ms | Tot: 1m23s | Loss: 0.005 | Acc: 99.931% (21745/21760)              
 [==================================================>..............] 86/110   Step: 973ms | Tot: 1m24s | Loss: 0.005 | Acc: 99.932% (22001/22016)              
 [==================================================>..............] 87/110   Step: 1s61ms | Tot: 1m25s | Loss: 0.005 | Acc: 99.933% (22257/22272)              
 [===================================================>.............] 88/110   Step: 959ms | Tot: 1m26s | Loss: 0.005 | Acc: 99.933% (22513/22528)              
 [====================================================>............] 89/110   Step: 954ms | Tot: 1m27s | Loss: 0.005 | Acc: 99.934% (22769/22784)              
 [====================================================>............] 90/110   Step: 956ms | Tot: 1m28s | Loss: 0.005 | Acc: 99.935% (23025/23040)              
 [=====================================================>...........] 91/110   Step: 1s57ms | Tot: 1m29s | Loss: 0.005 | Acc: 99.936% (23281/23296)              
 [=====================================================>...........] 92/110   Step: 955ms | Tot: 1m30s | Loss: 0.005 | Acc: 99.936% (23537/23552)              
 [======================================================>..........] 93/110   Step: 952ms | Tot: 1m31s | Loss: 0.005 | Acc: 99.937% (23793/23808)              
 [======================================================>..........] 94/110   Step: 959ms | Tot: 1m32s | Loss: 0.005 | Acc: 99.929% (24047/24064)              
 [=======================================================>.........] 95/110   Step: 961ms | Tot: 1m33s | Loss: 0.005 | Acc: 99.930% (24303/24320)              
 [========================================================>........] 96/110   Step: 1s67ms | Tot: 1m34s | Loss: 0.005 | Acc: 99.931% (24559/24576)              
 [========================================================>........] 97/110   Step: 996ms | Tot: 1m35s | Loss: 0.005 | Acc: 99.932% (24815/24832)              
 [=========================================================>.......] 98/110   Step: 959ms | Tot: 1m36s | Loss: 0.005 | Acc: 99.932% (25071/25088)              
 [=========================================================>.......] 99/110   Step: 955ms | Tot: 1m37s | Loss: 0.005 | Acc: 99.929% (25326/25344)              
 [==========================================================>......] 100/110   Step: 1s60ms | Tot: 1m38s | Loss: 0.005 | Acc: 99.930% (25582/25600)              
 [===========================================================>.....] 101/110   Step: 956ms | Tot: 1m39s | Loss: 0.005 | Acc: 99.930% (25838/25856)              
 [===========================================================>.....] 102/110   Step: 967ms | Tot: 1m40s | Loss: 0.005 | Acc: 99.927% (26093/26112)              
 [============================================================>....] 103/110   Step: 963ms | Tot: 1m41s | Loss: 0.005 | Acc: 99.928% (26349/26368)              
 [============================================================>....] 104/110   Step: 959ms | Tot: 1m42s | Loss: 0.005 | Acc: 99.929% (26605/26624)              
 [=============================================================>...] 105/110   Step: 1s101ms | Tot: 1m43s | Loss: 0.005 | Acc: 99.929% (26861/26880)              
 [==============================================================>..] 106/110   Step: 888ms | Tot: 1m44s | Loss: 0.005 | Acc: 99.930% (27117/27136)              
 [==============================================================>..] 107/110   Step: 867ms | Tot: 1m45s | Loss: 0.005 | Acc: 99.927% (27372/27392)              
 [===============================================================>.] 108/110   Step: 846ms | Tot: 1m46s | Loss: 0.005 | Acc: 99.928% (27628/27648)              
 [===============================================================>.] 109/110   Step: 845ms | Tot: 1m47s | Loss: 0.005 | Acc: 99.928% (27884/27904)              
 [================================================================>] 110/110   Step: 8s163ms | Tot: 1m55s | Loss: 0.005 | Acc: 99.925% (27979/28000)
 [>................................................................] 1/40   Step: 1s75ms | Tot: 0ms | Loss: 0.226 | Acc: 93.750% (240/256)              
 [=>...............................................................] 2/40   Step: 426ms | Tot: 426ms | Loss: 0.302 | Acc: 92.188% (472/512)              
 [===>.............................................................] 3/40   Step: 422ms | Tot: 849ms | Loss: 0.291 | Acc: 92.188% (708/768)              
 [====>............................................................] 4/40   Step: 419ms | Tot: 1s269ms | Loss: 0.270 | Acc: 92.480% (947/1024)              
 [======>..........................................................] 5/40   Step: 577ms | Tot: 1s846ms | Loss: 0.250 | Acc: 93.281% (1194/1280)              
 [========>........................................................] 6/40   Step: 419ms | Tot: 2s265ms | Loss: 0.250 | Acc: 93.424% (1435/1536)              
 [=========>.......................................................] 7/40   Step: 419ms | Tot: 2s685ms | Loss: 0.247 | Acc: 93.862% (1682/1792)              
 [===========>.....................................................] 8/40   Step: 420ms | Tot: 3s105ms | Loss: 0.252 | Acc: 93.750% (1920/2048)              
 [=============>...................................................] 9/40   Step: 420ms | Tot: 3s525ms | Loss: 0.259 | Acc: 93.620% (2157/2304)              
 [==============>..................................................] 10/40   Step: 522ms | Tot: 4s48ms | Loss: 0.249 | Acc: 93.711% (2399/2560)              
 [================>................................................] 11/40   Step: 418ms | Tot: 4s466ms | Loss: 0.250 | Acc: 93.679% (2638/2816)              
 [=================>...............................................] 12/40   Step: 418ms | Tot: 4s885ms | Loss: 0.258 | Acc: 93.457% (2871/3072)              
 [===================>.............................................] 13/40   Step: 419ms | Tot: 5s305ms | Loss: 0.270 | Acc: 93.209% (3102/3328)              
 [=====================>...........................................] 14/40   Step: 419ms | Tot: 5s724ms | Loss: 0.258 | Acc: 93.443% (3349/3584)              
 [======================>..........................................] 15/40   Step: 420ms | Tot: 6s144ms | Loss: 0.265 | Acc: 93.281% (3582/3840)              
