cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 5966 samples
Selected 5960 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/24   Step: 40s620ms | Tot: 0ms | Loss: 0.001 | Acc: 100.000% (256/256)              
 [==>..............................................................] 2/24   Step: 1s963ms | Tot: 1s963ms | Loss: 0.001 | Acc: 100.000% (512/512)              
 [=====>...........................................................] 3/24   Step: 956ms | Tot: 2s919ms | Loss: 0.003 | Acc: 99.870% (767/768)              
 [========>........................................................] 4/24   Step: 1s150ms | Tot: 4s70ms | Loss: 0.003 | Acc: 99.902% (1023/1024)              
 [==========>......................................................] 5/24   Step: 941ms | Tot: 5s11ms | Loss: 0.003 | Acc: 99.922% (1279/1280)              
 [=============>...................................................] 6/24   Step: 946ms | Tot: 5s957ms | Loss: 0.003 | Acc: 99.935% (1535/1536)              
 [================>................................................] 7/24   Step: 944ms | Tot: 6s902ms | Loss: 0.003 | Acc: 99.944% (1791/1792)              
 [==================>..............................................] 8/24   Step: 944ms | Tot: 7s846ms | Loss: 0.002 | Acc: 99.951% (2047/2048)              
 [=====================>...........................................] 9/24   Step: 1s42ms | Tot: 8s889ms | Loss: 0.002 | Acc: 99.957% (2303/2304)              
 [========================>........................................] 10/24   Step: 942ms | Tot: 9s831ms | Loss: 0.003 | Acc: 99.961% (2559/2560)              
 [===========================>.....................................] 11/24   Step: 941ms | Tot: 10s772ms | Loss: 0.002 | Acc: 99.964% (2815/2816)              
 [=============================>...................................] 12/24   Step: 942ms | Tot: 11s714ms | Loss: 0.003 | Acc: 99.967% (3071/3072)              
 [================================>................................] 13/24   Step: 1s46ms | Tot: 12s761ms | Loss: 0.003 | Acc: 99.970% (3327/3328)              
 [===================================>.............................] 14/24   Step: 964ms | Tot: 13s725ms | Loss: 0.003 | Acc: 99.972% (3583/3584)              
 [=====================================>...........................] 15/24   Step: 951ms | Tot: 14s676ms | Loss: 0.003 | Acc: 99.974% (3839/3840)              
 [========================================>........................] 16/24   Step: 944ms | Tot: 15s621ms | Loss: 0.003 | Acc: 99.976% (4095/4096)              
 [===========================================>.....................] 17/24   Step: 944ms | Tot: 16s565ms | Loss: 0.003 | Acc: 99.977% (4351/4352)              
 [==============================================>..................] 18/24   Step: 1s55ms | Tot: 17s620ms | Loss: 0.002 | Acc: 99.978% (4607/4608)              
 [================================================>................] 19/24   Step: 958ms | Tot: 18s579ms | Loss: 0.002 | Acc: 99.979% (4863/4864)              
 [===================================================>.............] 20/24   Step: 868ms | Tot: 19s447ms | Loss: 0.002 | Acc: 99.980% (5119/5120)              
 [======================================================>..........] 21/24   Step: 834ms | Tot: 20s282ms | Loss: 0.002 | Acc: 99.981% (5375/5376)              
 [========================================================>........] 22/24   Step: 964ms | Tot: 21s247ms | Loss: 0.002 | Acc: 99.982% (5631/5632)              
 [===========================================================>.....] 23/24   Step: 835ms | Tot: 22s82ms | Loss: 0.002 | Acc: 99.983% (5887/5888)              
 [==============================================================>..] 24/24   Step: 7s710ms | Tot: 29s792ms | Loss: 0.003 | Acc: 99.966% (5958/5960)
 [>................................................................] 1/40   Step: 1s16ms | Tot: 0ms | Loss: 0.536 | Acc: 83.984% (215/256)              
 [=>...............................................................] 2/40   Step: 416ms | Tot: 416ms | Loss: 0.669 | Acc: 82.422% (422/512)              
 [===>.............................................................] 3/40   Step: 582ms | Tot: 999ms | Loss: 0.663 | Acc: 82.812% (636/768)              
 [====>............................................................] 4/40   Step: 413ms | Tot: 1s412ms | Loss: 0.645 | Acc: 82.910% (849/1024)              
 [======>..........................................................] 5/40   Step: 412ms | Tot: 1s825ms | Loss: 0.595 | Acc: 83.906% (1074/1280)              
 [========>........................................................] 6/40   Step: 423ms | Tot: 2s249ms | Loss: 0.633 | Acc: 83.659% (1285/1536)              
