cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 6 percent samples
Select 24000 samples
Load selected sample idx
Selected 24000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/94   Step: 31s668ms | Tot: 0ms | Loss: 0.004 | Acc: 100.000% (256/256)              
 [>................................................................] 2/94   Step: 1s966ms | Tot: 1s966ms | Loss: 0.003 | Acc: 100.000% (512/512)              
 [=>...............................................................] 3/94   Step: 987ms | Tot: 2s953ms | Loss: 0.004 | Acc: 100.000% (768/768)              
 [==>..............................................................] 4/94   Step: 1s145ms | Tot: 4s98ms | Loss: 0.004 | Acc: 100.000% (1024/1024)              
 [==>..............................................................] 5/94   Step: 971ms | Tot: 5s70ms | Loss: 0.003 | Acc: 100.000% (1280/1280)              
 [===>.............................................................] 6/94   Step: 983ms | Tot: 6s54ms | Loss: 0.003 | Acc: 100.000% (1536/1536)              
 [====>............................................................] 7/94   Step: 970ms | Tot: 7s25ms | Loss: 0.003 | Acc: 100.000% (1792/1792)              
 [====>............................................................] 8/94   Step: 967ms | Tot: 7s992ms | Loss: 0.003 | Acc: 100.000% (2048/2048)              
 [=====>...........................................................] 9/94   Step: 1s76ms | Tot: 9s68ms | Loss: 0.003 | Acc: 100.000% (2304/2304)              
 [======>..........................................................] 10/94   Step: 968ms | Tot: 10s37ms | Loss: 0.003 | Acc: 100.000% (2560/2560)              
 [======>..........................................................] 11/94   Step: 972ms | Tot: 11s9ms | Loss: 0.003 | Acc: 100.000% (2816/2816)              
 [=======>.........................................................] 12/94   Step: 969ms | Tot: 11s978ms | Loss: 0.003 | Acc: 100.000% (3072/3072)              
 [========>........................................................] 13/94   Step: 1s79ms | Tot: 13s57ms | Loss: 0.003 | Acc: 100.000% (3328/3328)              
 [========>........................................................] 14/94   Step: 969ms | Tot: 14s27ms | Loss: 0.003 | Acc: 100.000% (3584/3584)              
 [=========>.......................................................] 15/94   Step: 971ms | Tot: 14s998ms | Loss: 0.003 | Acc: 100.000% (3840/3840)              
 [==========>......................................................] 16/94   Step: 989ms | Tot: 15s987ms | Loss: 0.003 | Acc: 100.000% (4096/4096)              
 [===========>.....................................................] 17/94   Step: 980ms | Tot: 16s968ms | Loss: 0.003 | Acc: 100.000% (4352/4352)              
 [===========>.....................................................] 18/94   Step: 1s84ms | Tot: 18s52ms | Loss: 0.003 | Acc: 100.000% (4608/4608)              
 [============>....................................................] 19/94   Step: 976ms | Tot: 19s29ms | Loss: 0.003 | Acc: 100.000% (4864/4864)              
 [=============>...................................................] 20/94   Step: 970ms | Tot: 19s999ms | Loss: 0.003 | Acc: 100.000% (5120/5120)              
 [=============>...................................................] 21/94   Step: 973ms | Tot: 20s973ms | Loss: 0.003 | Acc: 100.000% (5376/5376)              
 [==============>..................................................] 22/94   Step: 1s117ms | Tot: 22s91ms | Loss: 0.003 | Acc: 100.000% (5632/5632)              
 [===============>.................................................] 23/94   Step: 969ms | Tot: 23s60ms | Loss: 0.003 | Acc: 100.000% (5888/5888)              
 [===============>.................................................] 24/94   Step: 972ms | Tot: 24s32ms | Loss: 0.003 | Acc: 100.000% (6144/6144)              
 [================>................................................] 25/94   Step: 978ms | Tot: 25s11ms | Loss: 0.003 | Acc: 99.984% (6399/6400)              
 [=================>...............................................] 26/94   Step: 984ms | Tot: 25s996ms | Loss: 0.003 | Acc: 99.985% (6655/6656)              
 [=================>...............................................] 27/94   Step: 1s92ms | Tot: 27s88ms | Loss: 0.003 | Acc: 99.986% (6911/6912)              
 [==================>..............................................] 28/94   Step: 976ms | Tot: 28s65ms | Loss: 0.003 | Acc: 99.986% (7167/7168)              
 [===================>.............................................] 29/94   Step: 971ms | Tot: 29s37ms | Loss: 0.003 | Acc: 99.987% (7423/7424)              
 [====================>............................................] 30/94   Step: 968ms | Tot: 30s5ms | Loss: 0.003 | Acc: 99.987% (7679/7680)              
 [====================>............................................] 31/94   Step: 1s76ms | Tot: 31s82ms | Loss: 0.003 | Acc: 99.987% (7935/7936)              
 [=====================>...........................................] 32/94   Step: 969ms | Tot: 32s51ms | Loss: 0.003 | Acc: 99.988% (8191/8192)              
 [======================>..........................................] 33/94   Step: 973ms | Tot: 33s25ms | Loss: 0.003 | Acc: 99.988% (8447/8448)              
 [======================>..........................................] 34/94   Step: 975ms | Tot: 34s | Loss: 0.003 | Acc: 99.977% (8702/8704)              
 [=======================>.........................................] 35/94   Step: 977ms | Tot: 34s978ms | Loss: 0.003 | Acc: 99.978% (8958/8960)              
 [========================>........................................] 36/94   Step: 1s98ms | Tot: 36s77ms | Loss: 0.003 | Acc: 99.978% (9214/9216)              
 [========================>........................................] 37/94   Step: 974ms | Tot: 37s52ms | Loss: 0.003 | Acc: 99.979% (9470/9472)              
 [=========================>.......................................] 38/94   Step: 988ms | Tot: 38s40ms | Loss: 0.003 | Acc: 99.979% (9726/9728)              
 [==========================>......................................] 39/94   Step: 1s53ms | Tot: 39s93ms | Loss: 0.003 | Acc: 99.980% (9982/9984)              
