cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the bwcl selected dataset.
Now try to run the BWCL algorithm
2452 boundary samples
Select 7 percent samples
Select 28000 samples
Load selected sample idx
Selected 28000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/110   Step: 31s222ms | Tot: 0ms | Loss: 0.002 | Acc: 100.000% (256/256)              
 [>................................................................] 2/110   Step: 1s933ms | Tot: 1s933ms | Loss: 0.002 | Acc: 100.000% (512/512)              
 [=>...............................................................] 3/110   Step: 971ms | Tot: 2s905ms | Loss: 0.004 | Acc: 99.870% (767/768)              
 [=>...............................................................] 4/110   Step: 1s144ms | Tot: 4s49ms | Loss: 0.003 | Acc: 99.902% (1023/1024)              
 [==>..............................................................] 5/110   Step: 961ms | Tot: 5s11ms | Loss: 0.004 | Acc: 99.844% (1278/1280)              
 [==>..............................................................] 6/110   Step: 987ms | Tot: 5s999ms | Loss: 0.004 | Acc: 99.870% (1534/1536)              
 [===>.............................................................] 7/110   Step: 965ms | Tot: 6s964ms | Loss: 0.003 | Acc: 99.888% (1790/1792)              
 [====>............................................................] 8/110   Step: 956ms | Tot: 7s920ms | Loss: 0.004 | Acc: 99.854% (2045/2048)              
 [====>............................................................] 9/110   Step: 1s63ms | Tot: 8s984ms | Loss: 0.004 | Acc: 99.870% (2301/2304)              
 [=====>...........................................................] 10/110   Step: 960ms | Tot: 9s945ms | Loss: 0.004 | Acc: 99.883% (2557/2560)              
 [=====>...........................................................] 11/110   Step: 961ms | Tot: 10s906ms | Loss: 0.004 | Acc: 99.893% (2813/2816)              
 [======>..........................................................] 12/110   Step: 960ms | Tot: 11s866ms | Loss: 0.004 | Acc: 99.902% (3069/3072)              
 [=======>.........................................................] 13/110   Step: 1s70ms | Tot: 12s936ms | Loss: 0.004 | Acc: 99.910% (3325/3328)              
 [=======>.........................................................] 14/110   Step: 970ms | Tot: 13s907ms | Loss: 0.004 | Acc: 99.916% (3581/3584)              
 [========>........................................................] 15/110   Step: 962ms | Tot: 14s870ms | Loss: 0.004 | Acc: 99.922% (3837/3840)              
 [========>........................................................] 16/110   Step: 974ms | Tot: 15s844ms | Loss: 0.004 | Acc: 99.927% (4093/4096)              
 [=========>.......................................................] 17/110   Step: 963ms | Tot: 16s808ms | Loss: 0.004 | Acc: 99.931% (4349/4352)              
 [==========>......................................................] 18/110   Step: 1s78ms | Tot: 17s887ms | Loss: 0.004 | Acc: 99.935% (4605/4608)              
 [==========>......................................................] 19/110   Step: 961ms | Tot: 18s848ms | Loss: 0.003 | Acc: 99.938% (4861/4864)              
 [===========>.....................................................] 20/110   Step: 956ms | Tot: 19s804ms | Loss: 0.003 | Acc: 99.941% (5117/5120)              
 [===========>.....................................................] 21/110   Step: 973ms | Tot: 20s778ms | Loss: 0.003 | Acc: 99.944% (5373/5376)              
 [============>....................................................] 22/110   Step: 965ms | Tot: 21s744ms | Loss: 0.004 | Acc: 99.929% (5628/5632)              
 [=============>...................................................] 23/110   Step: 1s108ms | Tot: 22s852ms | Loss: 0.004 | Acc: 99.932% (5884/5888)              
 [=============>...................................................] 24/110   Step: 971ms | Tot: 23s824ms | Loss: 0.004 | Acc: 99.935% (6140/6144)              
 [==============>..................................................] 25/110   Step: 962ms | Tot: 24s786ms | Loss: 0.004 | Acc: 99.938% (6396/6400)              
 [==============>..................................................] 26/110   Step: 961ms | Tot: 25s748ms | Loss: 0.004 | Acc: 99.925% (6651/6656)              
 [===============>.................................................] 27/110   Step: 1s77ms | Tot: 26s825ms | Loss: 0.004 | Acc: 99.928% (6907/6912)              
 [===============>.................................................] 28/110   Step: 964ms | Tot: 27s790ms | Loss: 0.004 | Acc: 99.930% (7163/7168)              
 [================>................................................] 29/110   Step: 958ms | Tot: 28s748ms | Loss: 0.004 | Acc: 99.933% (7419/7424)              
 [=================>...............................................] 30/110   Step: 959ms | Tot: 29s708ms | Loss: 0.004 | Acc: 99.935% (7675/7680)              
 [=================>...............................................] 31/110   Step: 956ms | Tot: 30s664ms | Loss: 0.004 | Acc: 99.937% (7931/7936)              
 [==================>..............................................] 32/110   Step: 1s67ms | Tot: 31s732ms | Loss: 0.004 | Acc: 99.939% (8187/8192)              
 [==================>..............................................] 33/110   Step: 964ms | Tot: 32s696ms | Loss: 0.004 | Acc: 99.941% (8443/8448)              
 [===================>.............................................] 34/110   Step: 979ms | Tot: 33s676ms | Loss: 0.004 | Acc: 99.943% (8699/8704)              
 [====================>............................................] 35/110   Step: 968ms | Tot: 34s644ms | Loss: 0.004 | Acc: 99.944% (8955/8960)              
 [====================>............................................] 36/110   Step: 1s69ms | Tot: 35s713ms | Loss: 0.004 | Acc: 99.946% (9211/9216)              
 [=====================>...........................................] 37/110   Step: 965ms | Tot: 36s679ms | Loss: 0.004 | Acc: 99.947% (9467/9472)              
 [=====================>...........................................] 38/110   Step: 976ms | Tot: 37s656ms | Loss: 0.004 | Acc: 99.949% (9723/9728)              
 [======================>..........................................] 39/110   Step: 961ms | Tot: 38s617ms | Loss: 0.004 | Acc: 99.950% (9979/9984)              
 [=======================>.........................................] 40/110   Step: 958ms | Tot: 39s576ms | Loss: 0.004 | Acc: 99.941% (10234/10240)              
 [=======================>.........................................] 41/110   Step: 1s107ms | Tot: 40s683ms | Loss: 0.004 | Acc: 99.943% (10490/10496)              
 [========================>........................................] 42/110   Step: 957ms | Tot: 41s640ms | Loss: 0.004 | Acc: 99.944% (10746/10752)              
 [========================>........................................] 43/110   Step: 962ms | Tot: 42s603ms | Loss: 0.004 | Acc: 99.945% (11002/11008)              
 [=========================>.......................................] 44/110   Step: 965ms | Tot: 43s568ms | Loss: 0.004 | Acc: 99.947% (11258/11264)              
 [==========================>......................................] 45/110   Step: 962ms | Tot: 44s530ms | Loss: 0.004 | Acc: 99.948% (11514/11520)              
 [==========================>......................................] 46/110   Step: 1s81ms | Tot: 45s612ms | Loss: 0.004 | Acc: 99.949% (11770/11776)              
 [===========================>.....................................] 47/110   Step: 958ms | Tot: 46s571ms | Loss: 0.004 | Acc: 99.950% (12026/12032)              
 [===========================>.....................................] 48/110   Step: 965ms | Tot: 47s536ms | Loss: 0.004 | Acc: 99.951% (12282/12288)              
 [============================>....................................] 49/110   Step: 959ms | Tot: 48s496ms | Loss: 0.004 | Acc: 99.952% (12538/12544)              
 [============================>....................................] 50/110   Step: 1s62ms | Tot: 49s558ms | Loss: 0.004 | Acc: 99.953% (12794/12800)              
 [=============================>...................................] 51/110   Step: 961ms | Tot: 50s519ms | Loss: 0.004 | Acc: 99.954% (13050/13056)              
 [==============================>..................................] 52/110   Step: 957ms | Tot: 51s476ms | Loss: 0.004 | Acc: 99.955% (13306/13312)              
 [==============================>..................................] 53/110   Step: 966ms | Tot: 52s442ms | Loss: 0.004 | Acc: 99.956% (13562/13568)              
 [===============================>.................................] 54/110   Step: 967ms | Tot: 53s410ms | Loss: 0.004 | Acc: 99.957% (13818/13824)              
 [===============================>.................................] 55/110   Step: 1s70ms | Tot: 54s481ms | Loss: 0.004 | Acc: 99.957% (14074/14080)              
 [================================>................................] 56/110   Step: 957ms | Tot: 55s438ms | Loss: 0.004 | Acc: 99.958% (14330/14336)              
 [=================================>...............................] 57/110   Step: 967ms | Tot: 56s406ms | Loss: 0.004 | Acc: 99.959% (14586/14592)              
 [=================================>...............................] 58/110   Step: 963ms | Tot: 57s369ms | Loss: 0.004 | Acc: 99.960% (14842/14848)              
 [==================================>..............................] 59/110   Step: 956ms | Tot: 58s326ms | Loss: 0.004 | Acc: 99.960% (15098/15104)              
 [==================================>..............................] 60/110   Step: 1s63ms | Tot: 59s390ms | Loss: 0.004 | Acc: 99.961% (15354/15360)              
 [===================================>.............................] 61/110   Step: 964ms | Tot: 1m354ms | Loss: 0.004 | Acc: 99.962% (15610/15616)              
 [====================================>............................] 62/110   Step: 969ms | Tot: 1m1s | Loss: 0.004 | Acc: 99.962% (15866/15872)              
 [====================================>............................] 63/110   Step: 961ms | Tot: 1m2s | Loss: 0.004 | Acc: 99.963% (16122/16128)              
 [=====================================>...........................] 64/110   Step: 979ms | Tot: 1m3s | Loss: 0.004 | Acc: 99.957% (16377/16384)              
 [=====================================>...........................] 65/110   Step: 1s66ms | Tot: 1m4s | Loss: 0.004 | Acc: 99.958% (16633/16640)              
 [======================================>..........................] 66/110   Step: 963ms | Tot: 1m5s | Loss: 0.004 | Acc: 99.959% (16889/16896)              
 [=======================================>.........................] 67/110   Step: 958ms | Tot: 1m6s | Loss: 0.004 | Acc: 99.959% (17145/17152)              
 [=======================================>.........................] 68/110   Step: 965ms | Tot: 1m7s | Loss: 0.004 | Acc: 99.954% (17400/17408)              
 [========================================>........................] 69/110   Step: 1s67ms | Tot: 1m8s | Loss: 0.004 | Acc: 99.955% (17656/17664)              
 [========================================>........................] 70/110   Step: 966ms | Tot: 1m9s | Loss: 0.004 | Acc: 99.955% (17912/17920)              
 [=========================================>.......................] 71/110   Step: 960ms | Tot: 1m10s | Loss: 0.004 | Acc: 99.956% (18168/18176)              
 [=========================================>.......................] 72/110   Step: 962ms | Tot: 1m11s | Loss: 0.004 | Acc: 99.957% (18424/18432)              
 [==========================================>......................] 73/110   Step: 958ms | Tot: 1m12s | Loss: 0.004 | Acc: 99.957% (18680/18688)              
 [===========================================>.....................] 74/110   Step: 1s112ms | Tot: 1m13s | Loss: 0.004 | Acc: 99.958% (18936/18944)              
 [===========================================>.....................] 75/110   Step: 957ms | Tot: 1m14s | Loss: 0.004 | Acc: 99.958% (19192/19200)              
 [============================================>....................] 76/110   Step: 960ms | Tot: 1m15s | Loss: 0.004 | Acc: 99.959% (19448/19456)              
 [============================================>....................] 77/110   Step: 959ms | Tot: 1m16s | Loss: 0.004 | Acc: 99.959% (19704/19712)              
 [=============================================>...................] 78/110   Step: 1s72ms | Tot: 1m17s | Loss: 0.004 | Acc: 99.960% (19960/19968)              
 [==============================================>..................] 79/110   Step: 958ms | Tot: 1m18s | Loss: 0.004 | Acc: 99.960% (20216/20224)              
 [==============================================>..................] 80/110   Step: 957ms | Tot: 1m19s | Loss: 0.004 | Acc: 99.961% (20472/20480)              
 [===============================================>.................] 81/110   Step: 955ms | Tot: 1m20s | Loss: 0.004 | Acc: 99.961% (20728/20736)              
 [===============================================>.................] 82/110   Step: 961ms | Tot: 1m21s | Loss: 0.004 | Acc: 99.962% (20984/20992)              
 [================================================>................] 83/110   Step: 1s66ms | Tot: 1m22s | Loss: 0.004 | Acc: 99.958% (21239/21248)              
 [=================================================>...............] 84/110   Step: 957ms | Tot: 1m23s | Loss: 0.004 | Acc: 99.958% (21495/21504)              
 [=================================================>...............] 85/110   Step: 968ms | Tot: 1m24s | Loss: 0.004 | Acc: 99.959% (21751/21760)              
 [==================================================>..............] 86/110   Step: 962ms | Tot: 1m24s | Loss: 0.004 | Acc: 99.959% (22007/22016)              
