cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 1
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 5 percent samples
Select 20000 samples
Selected 20000 samples.
Use multiple GPU to train the network.
Use 150 epochs

Epoch: 0
 [>................................................................] 1/79   Step: 34s452ms | Tot: 0ms | Loss: 2.329 | Acc: 11.328% (29/256)              
 [>................................................................] 2/79   Step: 1s958ms | Tot: 1s958ms | Loss: 2.296 | Acc: 13.672% (70/512)              
 [=>...............................................................] 3/79   Step: 975ms | Tot: 2s933ms | Loss: 2.217 | Acc: 17.578% (135/768)              
 [==>..............................................................] 4/79   Step: 1s168ms | Tot: 4s102ms | Loss: 2.209 | Acc: 18.359% (188/1024)              
 [===>.............................................................] 5/79   Step: 979ms | Tot: 5s81ms | Loss: 2.208 | Acc: 19.844% (254/1280)              
 [====>............................................................] 6/79   Step: 965ms | Tot: 6s47ms | Loss: 2.217 | Acc: 20.443% (314/1536)              
 [====>............................................................] 7/79   Step: 965ms | Tot: 7s13ms | Loss: 2.201 | Acc: 21.150% (379/1792)              
 [=====>...........................................................] 8/79   Step: 962ms | Tot: 7s975ms | Loss: 2.176 | Acc: 22.070% (452/2048)              
 [======>..........................................................] 9/79   Step: 1s71ms | Tot: 9s46ms | Loss: 2.169 | Acc: 22.700% (523/2304)              
 [=======>.........................................................] 10/79   Step: 975ms | Tot: 10s22ms | Loss: 2.162 | Acc: 23.164% (593/2560)              
 [========>........................................................] 11/79   Step: 972ms | Tot: 10s994ms | Loss: 2.156 | Acc: 22.976% (647/2816)              
 [=========>.......................................................] 12/79   Step: 963ms | Tot: 11s958ms | Loss: 2.149 | Acc: 23.047% (708/3072)              
 [=========>.......................................................] 13/79   Step: 1s68ms | Tot: 13s26ms | Loss: 2.130 | Acc: 23.588% (785/3328)              
 [==========>......................................................] 14/79   Step: 971ms | Tot: 13s998ms | Loss: 2.136 | Acc: 23.382% (838/3584)              
 [===========>.....................................................] 15/79   Step: 983ms | Tot: 14s981ms | Loss: 2.137 | Acc: 23.385% (898/3840)              
 [============>....................................................] 16/79   Step: 972ms | Tot: 15s954ms | Loss: 2.122 | Acc: 23.706% (971/4096)              
 [=============>...................................................] 17/79   Step: 975ms | Tot: 16s930ms | Loss: 2.109 | Acc: 24.058% (1047/4352)              
 [=============>...................................................] 18/79   Step: 1s76ms | Tot: 18s6ms | Loss: 2.109 | Acc: 24.045% (1108/4608)              
 [==============>..................................................] 19/79   Step: 965ms | Tot: 18s972ms | Loss: 2.093 | Acc: 24.424% (1188/4864)              
 [===============>.................................................] 20/79   Step: 976ms | Tot: 19s948ms | Loss: 2.076 | Acc: 25.176% (1289/5120)              
 [================>................................................] 21/79   Step: 981ms | Tot: 20s930ms | Loss: 2.064 | Acc: 25.521% (1372/5376)              
 [=================>...............................................] 22/79   Step: 966ms | Tot: 21s896ms | Loss: 2.050 | Acc: 25.977% (1463/5632)              
 [==================>..............................................] 23/79   Step: 1s114ms | Tot: 23s10ms | Loss: 2.033 | Acc: 26.529% (1562/5888)              
 [==================>..............................................] 24/79   Step: 969ms | Tot: 23s979ms | Loss: 2.021 | Acc: 27.148% (1668/6144)              
 [===================>.............................................] 25/79   Step: 982ms | Tot: 24s962ms | Loss: 2.014 | Acc: 27.344% (1750/6400)              
 [====================>............................................] 26/79   Step: 962ms | Tot: 25s924ms | Loss: 1.994 | Acc: 27.870% (1855/6656)              
 [=====================>...........................................] 27/79   Step: 1s70ms | Tot: 26s994ms | Loss: 1.986 | Acc: 28.139% (1945/6912)              
 [======================>..........................................] 28/79   Step: 967ms | Tot: 27s962ms | Loss: 1.974 | Acc: 28.669% (2055/7168)              
 [=======================>.........................................] 29/79   Step: 966ms | Tot: 28s928ms | Loss: 1.963 | Acc: 28.960% (2150/7424)              
