cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 1
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 6 percent samples
Select 24000 samples
Save selected sample idx
Selected 24000 samples for a fair comparison.
Use multiple GPU to train the network.
Use 150 epochs

Epoch: 0
 [>................................................................] 1/94   Step: 31s29ms | Tot: 0ms | Loss: 2.371 | Acc: 8.203% (21/256)              
 [>................................................................] 2/94   Step: 1s953ms | Tot: 1s954ms | Loss: 2.395 | Acc: 9.570% (49/512)              
 [=>...............................................................] 3/94   Step: 962ms | Tot: 2s916ms | Loss: 2.381 | Acc: 11.979% (92/768)              
 [==>..............................................................] 4/94   Step: 1s133ms | Tot: 4s50ms | Loss: 2.311 | Acc: 14.941% (153/1024)              
 [==>..............................................................] 5/94   Step: 948ms | Tot: 4s998ms | Loss: 2.303 | Acc: 15.781% (202/1280)              
 [===>.............................................................] 6/94   Step: 954ms | Tot: 5s953ms | Loss: 2.292 | Acc: 15.885% (244/1536)              
 [====>............................................................] 7/94   Step: 950ms | Tot: 6s903ms | Loss: 2.287 | Acc: 16.629% (298/1792)              
 [====>............................................................] 8/94   Step: 949ms | Tot: 7s852ms | Loss: 2.282 | Acc: 17.334% (355/2048)              
 [=====>...........................................................] 9/94   Step: 1s54ms | Tot: 8s906ms | Loss: 2.260 | Acc: 18.229% (420/2304)              
 [======>..........................................................] 10/94   Step: 966ms | Tot: 9s873ms | Loss: 2.257 | Acc: 19.023% (487/2560)              
 [======>..........................................................] 11/94   Step: 965ms | Tot: 10s839ms | Loss: 2.240 | Acc: 19.602% (552/2816)              
 [=======>.........................................................] 12/94   Step: 964ms | Tot: 11s803ms | Loss: 2.221 | Acc: 20.052% (616/3072)              
 [========>........................................................] 13/94   Step: 1s51ms | Tot: 12s854ms | Loss: 2.211 | Acc: 20.192% (672/3328)              
 [========>........................................................] 14/94   Step: 947ms | Tot: 13s802ms | Loss: 2.187 | Acc: 20.787% (745/3584)              
 [=========>.......................................................] 15/94   Step: 952ms | Tot: 14s755ms | Loss: 2.191 | Acc: 21.042% (808/3840)              
 [==========>......................................................] 16/94   Step: 950ms | Tot: 15s706ms | Loss: 2.192 | Acc: 21.558% (883/4096)              
 [===========>.....................................................] 17/94   Step: 956ms | Tot: 16s662ms | Loss: 2.177 | Acc: 21.967% (956/4352)              
 [===========>.....................................................] 18/94   Step: 1s65ms | Tot: 17s728ms | Loss: 2.169 | Acc: 22.092% (1018/4608)              
 [============>....................................................] 19/94   Step: 957ms | Tot: 18s685ms | Loss: 2.155 | Acc: 22.389% (1089/4864)              
 [=============>...................................................] 20/94   Step: 954ms | Tot: 19s640ms | Loss: 2.139 | Acc: 22.910% (1173/5120)              
 [=============>...................................................] 21/94   Step: 968ms | Tot: 20s608ms | Loss: 2.144 | Acc: 22.954% (1234/5376)              
 [==============>..................................................] 22/94   Step: 968ms | Tot: 21s577ms | Loss: 2.135 | Acc: 23.136% (1303/5632)              
 [===============>.................................................] 23/94   Step: 1s89ms | Tot: 22s667ms | Loss: 2.128 | Acc: 23.336% (1374/5888)              
 [===============>.................................................] 24/94   Step: 952ms | Tot: 23s619ms | Loss: 2.127 | Acc: 23.389% (1437/6144)              
 [================>................................................] 25/94   Step: 951ms | Tot: 24s570ms | Loss: 2.118 | Acc: 23.688% (1516/6400)              
 [=================>...............................................] 26/94   Step: 953ms | Tot: 25s523ms | Loss: 2.108 | Acc: 24.023% (1599/6656)              
 [=================>...............................................] 27/94   Step: 1s57ms | Tot: 26s581ms | Loss: 2.103 | Acc: 24.436% (1689/6912)              
 [==================>..............................................] 28/94   Step: 948ms | Tot: 27s530ms | Loss: 2.095 | Acc: 24.707% (1771/7168)              
 [===================>.............................................] 29/94   Step: 946ms | Tot: 28s476ms | Loss: 2.088 | Acc: 24.946% (1852/7424)              
 [====================>............................................] 30/94   Step: 948ms | Tot: 29s424ms | Loss: 2.082 | Acc: 25.052% (1924/7680)              
 [====================>............................................] 31/94   Step: 970ms | Tot: 30s395ms | Loss: 2.075 | Acc: 25.151% (1996/7936)              
 [=====================>...........................................] 32/94   Step: 1s71ms | Tot: 31s466ms | Loss: 2.069 | Acc: 25.208% (2065/8192)              
 [======================>..........................................] 33/94   Step: 947ms | Tot: 32s413ms | Loss: 2.064 | Acc: 25.201% (2129/8448)              
 [======================>..........................................] 34/94   Step: 949ms | Tot: 33s363ms | Loss: 2.055 | Acc: 25.574% (2226/8704)              
 [=======================>.........................................] 35/94   Step: 957ms | Tot: 34s320ms | Loss: 2.047 | Acc: 25.792% (2311/8960)              
