cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the bwcl selected dataset.
Now try to run the BWCL algorithm
2452 boundary samples
Load selected sample idx
Selected 5960 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/24   Step: 39s210ms | Tot: 0ms | Loss: 0.002 | Acc: 100.000% (256/256)              
 [==>..............................................................] 2/24   Step: 1s982ms | Tot: 1s982ms | Loss: 0.002 | Acc: 100.000% (512/512)              
 [=====>...........................................................] 3/24   Step: 982ms | Tot: 2s965ms | Loss: 0.002 | Acc: 100.000% (768/768)              
 [========>........................................................] 4/24   Step: 1s169ms | Tot: 4s134ms | Loss: 0.002 | Acc: 100.000% (1024/1024)              
 [==========>......................................................] 5/24   Step: 968ms | Tot: 5s102ms | Loss: 0.002 | Acc: 100.000% (1280/1280)              
 [=============>...................................................] 6/24   Step: 971ms | Tot: 6s74ms | Loss: 0.002 | Acc: 100.000% (1536/1536)              
 [================>................................................] 7/24   Step: 955ms | Tot: 7s30ms | Loss: 0.003 | Acc: 100.000% (1792/1792)              
 [==================>..............................................] 8/24   Step: 958ms | Tot: 7s988ms | Loss: 0.002 | Acc: 100.000% (2048/2048)              
 [=====================>...........................................] 9/24   Step: 1s70ms | Tot: 9s59ms | Loss: 0.003 | Acc: 100.000% (2304/2304)              
 [========================>........................................] 10/24   Step: 962ms | Tot: 10s21ms | Loss: 0.002 | Acc: 100.000% (2560/2560)              
 [===========================>.....................................] 11/24   Step: 962ms | Tot: 10s984ms | Loss: 0.002 | Acc: 100.000% (2816/2816)              
 [=============================>...................................] 12/24   Step: 958ms | Tot: 11s942ms | Loss: 0.002 | Acc: 100.000% (3072/3072)              
 [================================>................................] 13/24   Step: 1s71ms | Tot: 13s13ms | Loss: 0.003 | Acc: 100.000% (3328/3328)              
 [===================================>.............................] 14/24   Step: 972ms | Tot: 13s986ms | Loss: 0.003 | Acc: 100.000% (3584/3584)              
 [=====================================>...........................] 15/24   Step: 966ms | Tot: 14s952ms | Loss: 0.003 | Acc: 100.000% (3840/3840)              
 [========================================>........................] 16/24   Step: 971ms | Tot: 15s924ms | Loss: 0.003 | Acc: 100.000% (4096/4096)              
 [===========================================>.....................] 17/24   Step: 962ms | Tot: 16s886ms | Loss: 0.003 | Acc: 100.000% (4352/4352)              
 [==============================================>..................] 18/24   Step: 1s71ms | Tot: 17s957ms | Loss: 0.003 | Acc: 100.000% (4608/4608)              
 [================================================>................] 19/24   Step: 981ms | Tot: 18s938ms | Loss: 0.003 | Acc: 99.979% (4863/4864)              
 [===================================================>.............] 20/24   Step: 883ms | Tot: 19s821ms | Loss: 0.003 | Acc: 99.980% (5119/5120)              
 [======================================================>..........] 21/24   Step: 859ms | Tot: 20s681ms | Loss: 0.003 | Acc: 99.981% (5375/5376)              
 [========================================================>........] 22/24   Step: 859ms | Tot: 21s540ms | Loss: 0.003 | Acc: 99.982% (5631/5632)              
 [===========================================================>.....] 23/24   Step: 1s4ms | Tot: 22s545ms | Loss: 0.003 | Acc: 99.983% (5887/5888)              
 [==============================================================>..] 24/24   Step: 7s786ms | Tot: 30s331ms | Loss: 0.003 | Acc: 99.966% (5958/5960)
 [>................................................................] 1/40   Step: 1s88ms | Tot: 0ms | Loss: 0.808 | Acc: 78.906% (202/256)              
 [=>...............................................................] 2/40   Step: 425ms | Tot: 425ms | Loss: 0.816 | Acc: 79.492% (407/512)              
 [===>.............................................................] 3/40   Step: 421ms | Tot: 846ms | Loss: 0.799 | Acc: 79.948% (614/768)              
 [====>............................................................] 4/40   Step: 593ms | Tot: 1s439ms | Loss: 0.809 | Acc: 79.785% (817/1024)              
 [======>..........................................................] 5/40   Step: 422ms | Tot: 1s862ms | Loss: 0.792 | Acc: 80.938% (1036/1280)              
 [========>........................................................] 6/40   Step: 428ms | Tot: 2s291ms | Loss: 0.799 | Acc: 80.404% (1235/1536)              
 [=========>.......................................................] 7/40   Step: 420ms | Tot: 2s712ms | Loss: 0.783 | Acc: 80.859% (1449/1792)              
 [===========>.....................................................] 8/40   Step: 419ms | Tot: 3s132ms | Loss: 0.796 | Acc: 80.762% (1654/2048)              
 [=============>...................................................] 9/40   Step: 534ms | Tot: 3s666ms | Loss: 0.802 | Acc: 80.816% (1862/2304)              
 [==============>..................................................] 10/40   Step: 422ms | Tot: 4s88ms | Loss: 0.779 | Acc: 81.172% (2078/2560)              
 [================>................................................] 11/40   Step: 427ms | Tot: 4s516ms | Loss: 0.766 | Acc: 81.605% (2298/2816)              
 [=================>...............................................] 12/40   Step: 420ms | Tot: 4s936ms | Loss: 0.762 | Acc: 81.608% (2507/3072)              
 [===================>.............................................] 13/40   Step: 419ms | Tot: 5s356ms | Loss: 0.768 | Acc: 81.490% (2712/3328)              
 [=====================>...........................................] 14/40   Step: 421ms | Tot: 5s777ms | Loss: 0.760 | Acc: 81.752% (2930/3584)              
 [======================>..........................................] 15/40   Step: 524ms | Tot: 6s302ms | Loss: 0.758 | Acc: 81.719% (3138/3840)              
 [========================>........................................] 16/40   Step: 427ms | Tot: 6s730ms | Loss: 0.760 | Acc: 81.543% (3340/4096)              
 [==========================>......................................] 17/40   Step: 427ms | Tot: 7s157ms | Loss: 0.768 | Acc: 81.526% (3548/4352)              
 [===========================>.....................................] 18/40   Step: 419ms | Tot: 7s577ms | Loss: 0.771 | Acc: 81.424% (3752/4608)              
 [=============================>...................................] 19/40   Step: 419ms | Tot: 7s997ms | Loss: 0.770 | Acc: 81.497% (3964/4864)              
 [==============================>..................................] 20/40   Step: 526ms | Tot: 8s523ms | Loss: 0.769 | Acc: 81.543% (4175/5120)              
 [================================>................................] 21/40   Step: 421ms | Tot: 8s945ms | Loss: 0.773 | Acc: 81.399% (4376/5376)              
 [==================================>..............................] 22/40   Step: 422ms | Tot: 9s367ms | Loss: 0.773 | Acc: 81.286% (4578/5632)              
 [===================================>.............................] 23/40   Step: 421ms | Tot: 9s789ms | Loss: 0.774 | Acc: 81.250% (4784/5888)              
 [=====================================>...........................] 24/40   Step: 421ms | Tot: 10s210ms | Loss: 0.771 | Acc: 81.234% (4991/6144)              
 [=======================================>.........................] 25/40   Step: 419ms | Tot: 10s629ms | Loss: 0.774 | Acc: 81.203% (5197/6400)              
 [========================================>........................] 26/40   Step: 526ms | Tot: 11s156ms | Loss: 0.780 | Acc: 81.100% (5398/6656)              
 [==========================================>......................] 27/40   Step: 419ms | Tot: 11s575ms | Loss: 0.781 | Acc: 81.076% (5604/6912)              
 [===========================================>.....................] 28/40   Step: 426ms | Tot: 12s2ms | Loss: 0.783 | Acc: 80.985% (5805/7168)              
 [=============================================>...................] 29/40   Step: 425ms | Tot: 12s427ms | Loss: 0.787 | Acc: 80.967% (6011/7424)              
 [===============================================>.................] 30/40   Step: 419ms | Tot: 12s847ms | Loss: 0.790 | Acc: 80.859% (6210/7680)              
 [================================================>................] 31/40   Step: 531ms | Tot: 13s378ms | Loss: 0.788 | Acc: 80.922% (6422/7936)              
 [==================================================>..............] 32/40   Step: 422ms | Tot: 13s801ms | Loss: 0.787 | Acc: 80.896% (6627/8192)              
 [====================================================>............] 33/40   Step: 421ms | Tot: 14s222ms | Loss: 0.787 | Acc: 80.942% (6838/8448)              
 [=====================================================>...........] 34/40   Step: 423ms | Tot: 14s645ms | Loss: 0.786 | Acc: 80.986% (7049/8704)              
 [=======================================================>.........] 35/40   Step: 419ms | Tot: 15s65ms | Loss: 0.785 | Acc: 80.926% (7251/8960)              
 [========================================================>........] 36/40   Step: 378ms | Tot: 15s444ms | Loss: 0.787 | Acc: 80.892% (7455/9216)              
 [==========================================================>......] 37/40   Step: 482ms | Tot: 15s927ms | Loss: 0.784 | Acc: 80.976% (7670/9472)              
 [============================================================>....] 38/40   Step: 375ms | Tot: 16s302ms | Loss: 0.783 | Acc: 80.952% (7875/9728)              
 [=============================================================>...] 39/40   Step: 377ms | Tot: 16s680ms | Loss: 0.778 | Acc: 81.040% (8091/9984)              
 [===============================================================>.] 40/40   Step: 2s289ms | Tot: 18s969ms | Loss: 0.777 | Acc: 81.050% (8105/10000)
Saving with better validation accuracy model: 81.050..

Epoch: 1
 [>................................................................] 1/24   Step: 2s985ms | Tot: 0ms | Loss: 0.004 | Acc: 100.000% (256/256)              
 [==>..............................................................] 2/24   Step: 1s138ms | Tot: 1s138ms | Loss: 0.003 | Acc: 100.000% (512/512)              
 [=====>...........................................................] 3/24   Step: 980ms | Tot: 2s119ms | Loss: 0.003 | Acc: 100.000% (768/768)              
 [========>........................................................] 4/24   Step: 977ms | Tot: 3s96ms | Loss: 0.003 | Acc: 100.000% (1024/1024)              
 [==========>......................................................] 5/24   Step: 963ms | Tot: 4s59ms | Loss: 0.003 | Acc: 100.000% (1280/1280)              
 [=============>...................................................] 6/24   Step: 1s111ms | Tot: 5s171ms | Loss: 0.003 | Acc: 100.000% (1536/1536)              
 [================>................................................] 7/24   Step: 967ms | Tot: 6s138ms | Loss: 0.003 | Acc: 100.000% (1792/1792)              
 [==================>..............................................] 8/24   Step: 959ms | Tot: 7s98ms | Loss: 0.003 | Acc: 100.000% (2048/2048)              
 [=====================>...........................................] 9/24   Step: 963ms | Tot: 8s61ms | Loss: 0.003 | Acc: 99.957% (2303/2304)              
 [========================>........................................] 10/24   Step: 961ms | Tot: 9s22ms | Loss: 0.003 | Acc: 99.961% (2559/2560)              
 [===========================>.....................................] 11/24   Step: 1s88ms | Tot: 10s111ms | Loss: 0.003 | Acc: 99.964% (2815/2816)              
 [=============================>...................................] 12/24   Step: 960ms | Tot: 11s72ms | Loss: 0.003 | Acc: 99.967% (3071/3072)              
 [================================>................................] 13/24   Step: 970ms | Tot: 12s42ms | Loss: 0.003 | Acc: 99.970% (3327/3328)              
 [===================================>.............................] 14/24   Step: 968ms | Tot: 13s11ms | Loss: 0.003 | Acc: 99.972% (3583/3584)              
 [=====================================>...........................] 15/24   Step: 960ms | Tot: 13s972ms | Loss: 0.003 | Acc: 99.974% (3839/3840)              
 [========================================>........................] 16/24   Step: 1s73ms | Tot: 15s45ms | Loss: 0.003 | Acc: 99.976% (4095/4096)              
 [===========================================>.....................] 17/24   Step: 965ms | Tot: 16s10ms | Loss: 0.003 | Acc: 99.977% (4351/4352)              
 [==============================================>..................] 18/24   Step: 955ms | Tot: 16s965ms | Loss: 0.003 | Acc: 99.978% (4607/4608)              
 [================================================>................] 19/24   Step: 962ms | Tot: 17s928ms | Loss: 0.003 | Acc: 99.979% (4863/4864)              
 [===================================================>.............] 20/24   Step: 879ms | Tot: 18s807ms | Loss: 0.003 | Acc: 99.980% (5119/5120)              
 [======================================================>..........] 21/24   Step: 955ms | Tot: 19s762ms | Loss: 0.003 | Acc: 99.981% (5375/5376)              
 [========================================================>........] 22/24   Step: 860ms | Tot: 20s623ms | Loss: 0.003 | Acc: 99.982% (5631/5632)              
 [===========================================================>.....] 23/24   Step: 861ms | Tot: 21s484ms | Loss: 0.003 | Acc: 99.983% (5887/5888)              
 [==============================================================>..] 24/24   Step: 865ms | Tot: 22s349ms | Loss: 0.003 | Acc: 99.966% (5958/5960)
 [>................................................................] 1/40   Step: 1s271ms | Tot: 0ms | Loss: 0.820 | Acc: 80.859% (207/256)              
 [=>...............................................................] 2/40   Step: 425ms | Tot: 425ms | Loss: 0.811 | Acc: 80.469% (412/512)              
 [===>.............................................................] 3/40   Step: 421ms | Tot: 846ms | Loss: 0.797 | Acc: 80.729% (620/768)              
 [====>............................................................] 4/40   Step: 433ms | Tot: 1s279ms | Loss: 0.807 | Acc: 80.176% (821/1024)              
 [======>..........................................................] 5/40   Step: 423ms | Tot: 1s703ms | Loss: 0.784 | Acc: 81.328% (1041/1280)              
 [========>........................................................] 6/40   Step: 420ms | Tot: 2s123ms | Loss: 0.792 | Acc: 80.859% (1242/1536)              
 [=========>.......................................................] 7/40   Step: 530ms | Tot: 2s653ms | Loss: 0.775 | Acc: 81.083% (1453/1792)              
 [===========>.....................................................] 8/40   Step: 424ms | Tot: 3s77ms | Loss: 0.785 | Acc: 81.055% (1660/2048)              
 [=============>...................................................] 9/40   Step: 421ms | Tot: 3s498ms | Loss: 0.790 | Acc: 80.773% (1861/2304)              
 [==============>..................................................] 10/40   Step: 423ms | Tot: 3s922ms | Loss: 0.764 | Acc: 81.133% (2077/2560)              
 [================>................................................] 11/40   Step: 421ms | Tot: 4s343ms | Loss: 0.752 | Acc: 81.463% (2294/2816)              
 [=================>...............................................] 12/40   Step: 420ms | Tot: 4s763ms | Loss: 0.750 | Acc: 81.413% (2501/3072)              
 [===================>.............................................] 13/40   Step: 529ms | Tot: 5s293ms | Loss: 0.755 | Acc: 81.340% (2707/3328)              
 [=====================>...........................................] 14/40   Step: 424ms | Tot: 5s718ms | Loss: 0.748 | Acc: 81.529% (2922/3584)              
 [======================>..........................................] 15/40   Step: 422ms | Tot: 6s140ms | Loss: 0.746 | Acc: 81.562% (3132/3840)              
 [========================>........................................] 16/40   Step: 428ms | Tot: 6s569ms | Loss: 0.748 | Acc: 81.494% (3338/4096)              
 [==========================>......................................] 17/40   Step: 422ms | Tot: 6s991ms | Loss: 0.754 | Acc: 81.526% (3548/4352)              
 [===========================>.....................................] 18/40   Step: 422ms | Tot: 7s413ms | Loss: 0.758 | Acc: 81.510% (3756/4608)              
 [=============================>...................................] 19/40   Step: 535ms | Tot: 7s949ms | Loss: 0.758 | Acc: 81.579% (3968/4864)              
 [==============================>..................................] 20/40   Step: 425ms | Tot: 8s375ms | Loss: 0.756 | Acc: 81.602% (4178/5120)              
 [================================>................................] 21/40   Step: 423ms | Tot: 8s798ms | Loss: 0.763 | Acc: 81.492% (4381/5376)              
 [==================================>..............................] 22/40   Step: 422ms | Tot: 9s221ms | Loss: 0.763 | Acc: 81.303% (4579/5632)              
 [===================================>.............................] 23/40   Step: 420ms | Tot: 9s641ms | Loss: 0.764 | Acc: 81.250% (4784/5888)              
 [=====================================>...........................] 24/40   Step: 420ms | Tot: 10s61ms | Loss: 0.762 | Acc: 81.266% (4993/6144)              
 [=======================================>.........................] 25/40   Step: 533ms | Tot: 10s594ms | Loss: 0.764 | Acc: 81.219% (5198/6400)              
 [========================================>........................] 26/40   Step: 422ms | Tot: 11s17ms | Loss: 0.770 | Acc: 81.145% (5401/6656)              
 [==========================================>......................] 27/40   Step: 431ms | Tot: 11s449ms | Loss: 0.773 | Acc: 81.134% (5608/6912)              
 [===========================================>.....................] 28/40   Step: 418ms | Tot: 11s868ms | Loss: 0.775 | Acc: 81.013% (5807/7168)              
