cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the bwcl selected dataset.
Now try to run the BWCL algorithm
2452 boundary samples
Load selected sample idx
Selected 5960 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/24   Step: 39s337ms | Tot: 0ms | Loss: 0.085 | Acc: 97.266% (249/256)              
 [==>..............................................................] 2/24   Step: 1s977ms | Tot: 1s977ms | Loss: 0.076 | Acc: 97.852% (501/512)              
 [=====>...........................................................] 3/24   Step: 970ms | Tot: 2s947ms | Loss: 0.072 | Acc: 98.047% (753/768)              
 [========>........................................................] 4/24   Step: 1s175ms | Tot: 4s122ms | Loss: 0.081 | Acc: 97.559% (999/1024)              
 [==========>......................................................] 5/24   Step: 964ms | Tot: 5s87ms | Loss: 0.082 | Acc: 97.500% (1248/1280)              
 [=============>...................................................] 6/24   Step: 956ms | Tot: 6s44ms | Loss: 0.072 | Acc: 97.917% (1504/1536)              
 [================>................................................] 7/24   Step: 961ms | Tot: 7s6ms | Loss: 0.072 | Acc: 97.935% (1755/1792)              
 [==================>..............................................] 8/24   Step: 957ms | Tot: 7s963ms | Loss: 0.074 | Acc: 97.900% (2005/2048)              
 [=====================>...........................................] 9/24   Step: 1s61ms | Tot: 9s25ms | Loss: 0.078 | Acc: 97.743% (2252/2304)              
 [========================>........................................] 10/24   Step: 961ms | Tot: 9s986ms | Loss: 0.076 | Acc: 97.852% (2505/2560)              
 [===========================>.....................................] 11/24   Step: 959ms | Tot: 10s946ms | Loss: 0.074 | Acc: 97.905% (2757/2816)              
 [=============================>...................................] 12/24   Step: 960ms | Tot: 11s907ms | Loss: 0.071 | Acc: 97.982% (3010/3072)              
 [================================>................................] 13/24   Step: 1s70ms | Tot: 12s977ms | Loss: 0.072 | Acc: 97.957% (3260/3328)              
 [===================================>.............................] 14/24   Step: 976ms | Tot: 13s954ms | Loss: 0.074 | Acc: 97.852% (3507/3584)              
 [=====================================>...........................] 15/24   Step: 963ms | Tot: 14s917ms | Loss: 0.071 | Acc: 97.995% (3763/3840)              
 [========================================>........................] 16/24   Step: 964ms | Tot: 15s882ms | Loss: 0.069 | Acc: 98.022% (4015/4096)              
 [===========================================>.....................] 17/24   Step: 969ms | Tot: 16s851ms | Loss: 0.067 | Acc: 98.093% (4269/4352)              
 [==============================================>..................] 18/24   Step: 1s61ms | Tot: 17s913ms | Loss: 0.066 | Acc: 98.069% (4519/4608)              
 [================================================>................] 19/24   Step: 964ms | Tot: 18s877ms | Loss: 0.065 | Acc: 98.109% (4772/4864)              
 [===================================================>.............] 20/24   Step: 887ms | Tot: 19s764ms | Loss: 0.064 | Acc: 98.145% (5025/5120)              
 [======================================================>..........] 21/24   Step: 851ms | Tot: 20s616ms | Loss: 0.062 | Acc: 98.214% (5280/5376)              
 [========================================================>........] 22/24   Step: 993ms | Tot: 21s609ms | Loss: 0.062 | Acc: 98.224% (5532/5632)              
 [===========================================================>.....] 23/24   Step: 846ms | Tot: 22s456ms | Loss: 0.060 | Acc: 98.268% (5786/5888)              
 [==============================================================>..] 24/24   Step: 7s748ms | Tot: 30s205ms | Loss: 0.061 | Acc: 98.238% (5855/5960)
 [>................................................................] 1/40   Step: 1s37ms | Tot: 0ms | Loss: 0.812 | Acc: 80.078% (205/256)              
 [=>...............................................................] 2/40   Step: 419ms | Tot: 419ms | Loss: 0.818 | Acc: 79.297% (406/512)              
 [===>.............................................................] 3/40   Step: 574ms | Tot: 994ms | Loss: 0.768 | Acc: 79.427% (610/768)              
 [====>............................................................] 4/40   Step: 415ms | Tot: 1s409ms | Loss: 0.791 | Acc: 79.199% (811/1024)              
 [======>..........................................................] 5/40   Step: 415ms | Tot: 1s825ms | Loss: 0.778 | Acc: 80.078% (1025/1280)              
 [========>........................................................] 6/40   Step: 436ms | Tot: 2s261ms | Loss: 0.786 | Acc: 79.622% (1223/1536)              
 [=========>.......................................................] 7/40   Step: 418ms | Tot: 2s679ms | Loss: 0.779 | Acc: 79.799% (1430/1792)              
 [===========>.....................................................] 8/40   Step: 415ms | Tot: 3s95ms | Loss: 0.776 | Acc: 79.932% (1637/2048)              
 [=============>...................................................] 9/40   Step: 517ms | Tot: 3s612ms | Loss: 0.788 | Acc: 79.731% (1837/2304)              
 [==============>..................................................] 10/40   Step: 415ms | Tot: 4s27ms | Loss: 0.770 | Acc: 79.922% (2046/2560)              
 [================>................................................] 11/40   Step: 415ms | Tot: 4s442ms | Loss: 0.754 | Acc: 80.433% (2265/2816)              
 [=================>...............................................] 12/40   Step: 415ms | Tot: 4s858ms | Loss: 0.757 | Acc: 80.306% (2467/3072)              
 [===================>.............................................] 13/40   Step: 415ms | Tot: 5s273ms | Loss: 0.767 | Acc: 80.168% (2668/3328)              
 [=====================>...........................................] 14/40   Step: 518ms | Tot: 5s791ms | Loss: 0.759 | Acc: 80.385% (2881/3584)              
 [======================>..........................................] 15/40   Step: 414ms | Tot: 6s206ms | Loss: 0.759 | Acc: 80.208% (3080/3840)              
 [========================>........................................] 16/40   Step: 415ms | Tot: 6s621ms | Loss: 0.760 | Acc: 80.103% (3281/4096)              
 [==========================>......................................] 17/40   Step: 415ms | Tot: 7s36ms | Loss: 0.765 | Acc: 80.009% (3482/4352)              
 [===========================>.....................................] 18/40   Step: 414ms | Tot: 7s451ms | Loss: 0.770 | Acc: 79.991% (3686/4608)              
 [=============================>...................................] 19/40   Step: 414ms | Tot: 7s865ms | Loss: 0.770 | Acc: 80.037% (3893/4864)              
 [==============================>..................................] 20/40   Step: 514ms | Tot: 8s380ms | Loss: 0.771 | Acc: 80.000% (4096/5120)              
 [================================>................................] 21/40   Step: 413ms | Tot: 8s794ms | Loss: 0.775 | Acc: 80.022% (4302/5376)              
 [==================================>..............................] 22/40   Step: 415ms | Tot: 9s210ms | Loss: 0.777 | Acc: 79.901% (4500/5632)              
 [===================================>.............................] 23/40   Step: 415ms | Tot: 9s625ms | Loss: 0.780 | Acc: 79.874% (4703/5888)              
 [=====================================>...........................] 24/40   Step: 415ms | Tot: 10s40ms | Loss: 0.779 | Acc: 79.850% (4906/6144)              
 [=======================================>.........................] 25/40   Step: 517ms | Tot: 10s558ms | Loss: 0.780 | Acc: 79.906% (5114/6400)              
 [========================================>........................] 26/40   Step: 413ms | Tot: 10s971ms | Loss: 0.788 | Acc: 79.778% (5310/6656)              
