cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 38300 samples
Selected 38300 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/150   Step: 53s181ms | Tot: 0ms | Loss: 0.003 | Acc: 100.000% (256/256)              
 [>................................................................] 2/150   Step: 2s9ms | Tot: 2s9ms | Loss: 0.010 | Acc: 99.609% (510/512)              
 [>................................................................] 3/150   Step: 962ms | Tot: 2s972ms | Loss: 0.009 | Acc: 99.740% (766/768)              
 [=>...............................................................] 4/150   Step: 1s127ms | Tot: 4s100ms | Loss: 0.011 | Acc: 99.707% (1021/1024)              
 [=>...............................................................] 5/150   Step: 949ms | Tot: 5s49ms | Loss: 0.013 | Acc: 99.609% (1275/1280)              
 [==>..............................................................] 6/150   Step: 956ms | Tot: 6s5ms | Loss: 0.012 | Acc: 99.674% (1531/1536)              
 [==>..............................................................] 7/150   Step: 950ms | Tot: 6s956ms | Loss: 0.012 | Acc: 99.665% (1786/1792)              
 [===>.............................................................] 8/150   Step: 953ms | Tot: 7s909ms | Loss: 0.011 | Acc: 99.707% (2042/2048)              
 [===>.............................................................] 9/150   Step: 1s49ms | Tot: 8s958ms | Loss: 0.010 | Acc: 99.740% (2298/2304)              
 [===>.............................................................] 10/150   Step: 953ms | Tot: 9s912ms | Loss: 0.010 | Acc: 99.766% (2554/2560)              
 [====>............................................................] 11/150   Step: 947ms | Tot: 10s860ms | Loss: 0.010 | Acc: 99.787% (2810/2816)              
 [====>............................................................] 12/150   Step: 951ms | Tot: 11s811ms | Loss: 0.010 | Acc: 99.805% (3066/3072)              
 [=====>...........................................................] 13/150   Step: 1s51ms | Tot: 12s863ms | Loss: 0.012 | Acc: 99.760% (3320/3328)              
 [=====>...........................................................] 14/150   Step: 959ms | Tot: 13s822ms | Loss: 0.012 | Acc: 99.721% (3574/3584)              
 [======>..........................................................] 15/150   Step: 960ms | Tot: 14s782ms | Loss: 0.012 | Acc: 99.714% (3829/3840)              
 [======>..........................................................] 16/150   Step: 961ms | Tot: 15s743ms | Loss: 0.012 | Acc: 99.658% (4082/4096)              
 [======>..........................................................] 17/150   Step: 952ms | Tot: 16s696ms | Loss: 0.013 | Acc: 99.632% (4336/4352)              
 [=======>.........................................................] 18/150   Step: 1s62ms | Tot: 17s758ms | Loss: 0.012 | Acc: 99.653% (4592/4608)              
 [=======>.........................................................] 19/150   Step: 955ms | Tot: 18s714ms | Loss: 0.012 | Acc: 99.630% (4846/4864)              
 [========>........................................................] 20/150   Step: 962ms | Tot: 19s676ms | Loss: 0.013 | Acc: 99.629% (5101/5120)              
 [========>........................................................] 21/150   Step: 958ms | Tot: 20s634ms | Loss: 0.013 | Acc: 99.628% (5356/5376)              
 [=========>.......................................................] 22/150   Step: 954ms | Tot: 21s589ms | Loss: 0.013 | Acc: 99.627% (5611/5632)              
 [=========>.......................................................] 23/150   Step: 1s81ms | Tot: 22s670ms | Loss: 0.013 | Acc: 99.626% (5866/5888)              
 [=========>.......................................................] 24/150   Step: 955ms | Tot: 23s626ms | Loss: 0.013 | Acc: 99.642% (6122/6144)              
 [==========>......................................................] 25/150   Step: 951ms | Tot: 24s577ms | Loss: 0.013 | Acc: 99.656% (6378/6400)              
 [==========>......................................................] 26/150   Step: 958ms | Tot: 25s535ms | Loss: 0.013 | Acc: 99.654% (6633/6656)              
 [===========>.....................................................] 27/150   Step: 950ms | Tot: 26s486ms | Loss: 0.013 | Acc: 99.653% (6888/6912)              
 [===========>.....................................................] 28/150   Step: 1s67ms | Tot: 27s553ms | Loss: 0.013 | Acc: 99.651% (7143/7168)              
 [============>....................................................] 29/150   Step: 948ms | Tot: 28s501ms | Loss: 0.013 | Acc: 99.663% (7399/7424)              
 [============>....................................................] 30/150   Step: 954ms | Tot: 29s455ms | Loss: 0.013 | Acc: 99.648% (7653/7680)              
 [=============>...................................................] 31/150   Step: 951ms | Tot: 30s407ms | Loss: 0.013 | Acc: 99.647% (7908/7936)              
 [=============>...................................................] 32/150   Step: 951ms | Tot: 31s359ms | Loss: 0.013 | Acc: 99.634% (8162/8192)              
 [=============>...................................................] 33/150   Step: 1s56ms | Tot: 32s415ms | Loss: 0.013 | Acc: 99.645% (8418/8448)              
 [==============>..................................................] 34/150   Step: 952ms | Tot: 33s368ms | Loss: 0.013 | Acc: 99.655% (8674/8704)              
 [==============>..................................................] 35/150   Step: 957ms | Tot: 34s326ms | Loss: 0.013 | Acc: 99.665% (8930/8960)              
 [===============>.................................................] 36/150   Step: 954ms | Tot: 35s280ms | Loss: 0.012 | Acc: 99.674% (9186/9216)              
 [===============>.................................................] 37/150   Step: 955ms | Tot: 36s235ms | Loss: 0.012 | Acc: 99.683% (9442/9472)              
 [================>................................................] 38/150   Step: 1s56ms | Tot: 37s291ms | Loss: 0.012 | Acc: 99.681% (9697/9728)              
 [================>................................................] 39/150   Step: 958ms | Tot: 38s250ms | Loss: 0.012 | Acc: 99.690% (9953/9984)              
 [================>................................................] 40/150   Step: 954ms | Tot: 39s204ms | Loss: 0.012 | Acc: 99.697% (10209/10240)              
 [=================>...............................................] 41/150   Step: 955ms | Tot: 40s160ms | Loss: 0.012 | Acc: 99.705% (10465/10496)              
 [=================>...............................................] 42/150   Step: 1s65ms | Tot: 41s225ms | Loss: 0.012 | Acc: 99.712% (10721/10752)              
 [==================>..............................................] 43/150   Step: 958ms | Tot: 42s184ms | Loss: 0.012 | Acc: 99.709% (10976/11008)              
 [==================>..............................................] 44/150   Step: 953ms | Tot: 43s138ms | Loss: 0.012 | Acc: 99.707% (11231/11264)              
 [===================>.............................................] 45/150   Step: 956ms | Tot: 44s95ms | Loss: 0.012 | Acc: 99.714% (11487/11520)              
 [===================>.............................................] 46/150   Step: 948ms | Tot: 45s43ms | Loss: 0.012 | Acc: 99.720% (11743/11776)              
 [===================>.............................................] 47/150   Step: 1s109ms | Tot: 46s152ms | Loss: 0.012 | Acc: 99.726% (11999/12032)              
 [====================>............................................] 48/150   Step: 964ms | Tot: 47s117ms | Loss: 0.011 | Acc: 99.731% (12255/12288)              
 [====================>............................................] 49/150   Step: 950ms | Tot: 48s68ms | Loss: 0.011 | Acc: 99.737% (12511/12544)              
 [=====================>...........................................] 50/150   Step: 947ms | Tot: 49s16ms | Loss: 0.011 | Acc: 99.734% (12766/12800)              
 [=====================>...........................................] 51/150   Step: 948ms | Tot: 49s964ms | Loss: 0.011 | Acc: 99.740% (13022/13056)              
