cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 10000 samples
Load selected sample idx
Selected 10000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/40   Step: 41s987ms | Tot: 0ms | Loss: 0.006 | Acc: 100.000% (256/256)              
 [=>...............................................................] 2/40   Step: 1s971ms | Tot: 1s971ms | Loss: 0.005 | Acc: 100.000% (512/512)              
 [===>.............................................................] 3/40   Step: 966ms | Tot: 2s937ms | Loss: 0.006 | Acc: 100.000% (768/768)              
 [====>............................................................] 4/40   Step: 1s176ms | Tot: 4s114ms | Loss: 0.008 | Acc: 99.902% (1023/1024)              
 [======>..........................................................] 5/40   Step: 957ms | Tot: 5s72ms | Loss: 0.007 | Acc: 99.922% (1279/1280)              
 [========>........................................................] 6/40   Step: 960ms | Tot: 6s32ms | Loss: 0.007 | Acc: 99.935% (1535/1536)              
 [=========>.......................................................] 7/40   Step: 956ms | Tot: 6s989ms | Loss: 0.007 | Acc: 99.944% (1791/1792)              
 [===========>.....................................................] 8/40   Step: 957ms | Tot: 7s946ms | Loss: 0.006 | Acc: 99.951% (2047/2048)              
 [=============>...................................................] 9/40   Step: 1s63ms | Tot: 9s10ms | Loss: 0.007 | Acc: 99.913% (2302/2304)              
 [==============>..................................................] 10/40   Step: 954ms | Tot: 9s965ms | Loss: 0.006 | Acc: 99.922% (2558/2560)              
 [================>................................................] 11/40   Step: 958ms | Tot: 10s923ms | Loss: 0.006 | Acc: 99.929% (2814/2816)              
 [=================>...............................................] 12/40   Step: 952ms | Tot: 11s876ms | Loss: 0.006 | Acc: 99.935% (3070/3072)              
 [===================>.............................................] 13/40   Step: 1s60ms | Tot: 12s937ms | Loss: 0.006 | Acc: 99.940% (3326/3328)              
 [=====================>...........................................] 14/40   Step: 971ms | Tot: 13s908ms | Loss: 0.006 | Acc: 99.944% (3582/3584)              
 [======================>..........................................] 15/40   Step: 958ms | Tot: 14s866ms | Loss: 0.006 | Acc: 99.948% (3838/3840)              
 [========================>........................................] 16/40   Step: 960ms | Tot: 15s827ms | Loss: 0.006 | Acc: 99.951% (4094/4096)              
 [==========================>......................................] 17/40   Step: 966ms | Tot: 16s793ms | Loss: 0.005 | Acc: 99.954% (4350/4352)              
 [===========================>.....................................] 18/40   Step: 1s69ms | Tot: 17s862ms | Loss: 0.006 | Acc: 99.913% (4604/4608)              
 [=============================>...................................] 19/40   Step: 959ms | Tot: 18s822ms | Loss: 0.006 | Acc: 99.918% (4860/4864)              
 [==============================>..................................] 20/40   Step: 964ms | Tot: 19s786ms | Loss: 0.006 | Acc: 99.922% (5116/5120)              
 [================================>................................] 21/40   Step: 965ms | Tot: 20s752ms | Loss: 0.006 | Acc: 99.926% (5372/5376)              
 [==================================>..............................] 22/40   Step: 960ms | Tot: 21s712ms | Loss: 0.006 | Acc: 99.929% (5628/5632)              
 [===================================>.............................] 23/40   Step: 1s81ms | Tot: 22s794ms | Loss: 0.006 | Acc: 99.915% (5883/5888)              
 [=====================================>...........................] 24/40   Step: 990ms | Tot: 23s784ms | Loss: 0.006 | Acc: 99.919% (6139/6144)              
 [=======================================>.........................] 25/40   Step: 965ms | Tot: 24s749ms | Loss: 0.006 | Acc: 99.906% (6394/6400)              
 [========================================>........................] 26/40   Step: 962ms | Tot: 25s711ms | Loss: 0.006 | Acc: 99.910% (6650/6656)              
 [==========================================>......................] 27/40   Step: 1s98ms | Tot: 26s809ms | Loss: 0.006 | Acc: 99.899% (6905/6912)              
 [===========================================>.....................] 28/40   Step: 958ms | Tot: 27s768ms | Loss: 0.006 | Acc: 99.902% (7161/7168)              
 [=============================================>...................] 29/40   Step: 965ms | Tot: 28s734ms | Loss: 0.006 | Acc: 99.906% (7417/7424)              
 [===============================================>.................] 30/40   Step: 958ms | Tot: 29s692ms | Loss: 0.006 | Acc: 99.909% (7673/7680)              
 [================================================>................] 31/40   Step: 965ms | Tot: 30s658ms | Loss: 0.006 | Acc: 99.912% (7929/7936)              
 [==================================================>..............] 32/40   Step: 1s77ms | Tot: 31s735ms | Loss: 0.006 | Acc: 99.915% (8185/8192)              
