cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the egdis selected dataset.
Now try to run the algorithm EGDIS with the generated sample dataset.
Selected 5966 samples
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/24   Step: 37s797ms | Tot: 0ms | Loss: 0.087 | Acc: 97.656% (250/256)              
 [==>..............................................................] 2/24   Step: 2s97ms | Tot: 2s97ms | Loss: 0.096 | Acc: 97.266% (498/512)              
 [=====>...........................................................] 3/24   Step: 986ms | Tot: 3s84ms | Loss: 0.082 | Acc: 97.396% (748/768)              
 [========>........................................................] 4/24   Step: 1s176ms | Tot: 4s261ms | Loss: 0.082 | Acc: 97.461% (998/1024)              
 [==========>......................................................] 5/24   Step: 977ms | Tot: 5s239ms | Loss: 0.079 | Acc: 97.656% (1250/1280)              
 [=============>...................................................] 6/24   Step: 980ms | Tot: 6s219ms | Loss: 0.078 | Acc: 97.591% (1499/1536)              
 [================>................................................] 7/24   Step: 982ms | Tot: 7s202ms | Loss: 0.080 | Acc: 97.600% (1749/1792)              
 [==================>..............................................] 8/24   Step: 976ms | Tot: 8s178ms | Loss: 0.077 | Acc: 97.559% (1998/2048)              
 [=====================>...........................................] 9/24   Step: 1s81ms | Tot: 9s260ms | Loss: 0.075 | Acc: 97.656% (2250/2304)              
 [========================>........................................] 10/24   Step: 977ms | Tot: 10s237ms | Loss: 0.072 | Acc: 97.812% (2504/2560)              
 [===========================>.....................................] 11/24   Step: 986ms | Tot: 11s224ms | Loss: 0.071 | Acc: 97.834% (2755/2816)              
 [=============================>...................................] 12/24   Step: 973ms | Tot: 12s198ms | Loss: 0.069 | Acc: 97.982% (3010/3072)              
 [================================>................................] 13/24   Step: 1s81ms | Tot: 13s280ms | Loss: 0.066 | Acc: 98.107% (3265/3328)              
 [===================================>.............................] 14/24   Step: 975ms | Tot: 14s255ms | Loss: 0.063 | Acc: 98.158% (3518/3584)              
 [=====================================>...........................] 15/24   Step: 978ms | Tot: 15s234ms | Loss: 0.061 | Acc: 98.255% (3773/3840)              
 [========================================>........................] 16/24   Step: 981ms | Tot: 16s215ms | Loss: 0.059 | Acc: 98.315% (4027/4096)              
 [===========================================>.....................] 17/24   Step: 989ms | Tot: 17s205ms | Loss: 0.058 | Acc: 98.369% (4281/4352)              
 [==============================================>..................] 18/24   Step: 1s91ms | Tot: 18s297ms | Loss: 0.057 | Acc: 98.372% (4533/4608)              
 [================================================>................] 19/24   Step: 973ms | Tot: 19s270ms | Loss: 0.056 | Acc: 98.438% (4788/4864)              
 [===================================================>.............] 20/24   Step: 902ms | Tot: 20s173ms | Loss: 0.054 | Acc: 98.496% (5043/5120)              
 [======================================================>..........] 21/24   Step: 877ms | Tot: 21s50ms | Loss: 0.053 | Acc: 98.531% (5297/5376)              
 [========================================================>........] 22/24   Step: 859ms | Tot: 21s910ms | Loss: 0.052 | Acc: 98.580% (5552/5632)              
 [===========================================================>.....] 23/24   Step: 1s10ms | Tot: 22s921ms | Loss: 0.051 | Acc: 98.624% (5807/5888)              
 [==============================================================>..] 24/24   Step: 8s208ms | Tot: 31s129ms | Loss: 0.051 | Acc: 98.626% (5884/5966)
 [>................................................................] 1/40   Step: 1s76ms | Tot: 0ms | Loss: 0.774 | Acc: 80.078% (205/256)              
 [=>...............................................................] 2/40   Step: 434ms | Tot: 434ms | Loss: 0.911 | Acc: 78.516% (402/512)              
 [===>.............................................................] 3/40   Step: 430ms | Tot: 864ms | Loss: 0.856 | Acc: 79.688% (612/768)              
 [====>............................................................] 4/40   Step: 585ms | Tot: 1s449ms | Loss: 0.858 | Acc: 79.297% (812/1024)              
 [======>..........................................................] 5/40   Step: 427ms | Tot: 1s877ms | Loss: 0.818 | Acc: 79.766% (1021/1280)              
 [========>........................................................] 6/40   Step: 429ms | Tot: 2s307ms | Loss: 0.835 | Acc: 79.102% (1215/1536)              
 [=========>.......................................................] 7/40   Step: 429ms | Tot: 2s736ms | Loss: 0.813 | Acc: 79.408% (1423/1792)              
 [===========>.....................................................] 8/40   Step: 424ms | Tot: 3s160ms | Loss: 0.811 | Acc: 79.541% (1629/2048)              
 [=============>...................................................] 9/40   Step: 537ms | Tot: 3s697ms | Loss: 0.811 | Acc: 79.601% (1834/2304)              
 [==============>..................................................] 10/40   Step: 427ms | Tot: 4s125ms | Loss: 0.809 | Acc: 79.648% (2039/2560)              
 [================>................................................] 11/40   Step: 423ms | Tot: 4s549ms | Loss: 0.794 | Acc: 79.865% (2249/2816)              
 [=================>...............................................] 12/40   Step: 428ms | Tot: 4s977ms | Loss: 0.787 | Acc: 79.948% (2456/3072)              
 [===================>.............................................] 13/40   Step: 421ms | Tot: 5s399ms | Loss: 0.789 | Acc: 79.958% (2661/3328)              
 [=====================>...........................................] 14/40   Step: 426ms | Tot: 5s825ms | Loss: 0.793 | Acc: 79.939% (2865/3584)              
 [======================>..........................................] 15/40   Step: 528ms | Tot: 6s354ms | Loss: 0.791 | Acc: 80.052% (3074/3840)              
 [========================>........................................] 16/40   Step: 426ms | Tot: 6s780ms | Loss: 0.794 | Acc: 79.883% (3272/4096)              
 [==========================>......................................] 17/40   Step: 429ms | Tot: 7s209ms | Loss: 0.798 | Acc: 79.871% (3476/4352)              
 [===========================>.....................................] 18/40   Step: 424ms | Tot: 7s634ms | Loss: 0.799 | Acc: 79.774% (3676/4608)              
 [=============================>...................................] 19/40   Step: 423ms | Tot: 8s57ms | Loss: 0.808 | Acc: 79.770% (3880/4864)              
 [==============================>..................................] 20/40   Step: 534ms | Tot: 8s592ms | Loss: 0.810 | Acc: 79.727% (4082/5120)              
 [================================>................................] 21/40   Step: 427ms | Tot: 9s19ms | Loss: 0.813 | Acc: 79.874% (4294/5376)              
 [==================================>..............................] 22/40   Step: 420ms | Tot: 9s439ms | Loss: 0.812 | Acc: 79.830% (4496/5632)              
