cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the bwcl selected dataset.
Now try to run the BWCL algorithm
2452 boundary samples
Select 6 percent samples
Select 24000 samples
Load selected sample idx
Selected 24000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/94   Step: 32s978ms | Tot: 0ms | Loss: 0.139 | Acc: 94.922% (243/256)              
 [>................................................................] 2/94   Step: 1s964ms | Tot: 1s965ms | Loss: 0.125 | Acc: 95.117% (487/512)              
 [=>...............................................................] 3/94   Step: 975ms | Tot: 2s940ms | Loss: 0.102 | Acc: 96.094% (738/768)              
 [==>..............................................................] 4/94   Step: 1s133ms | Tot: 4s73ms | Loss: 0.099 | Acc: 96.289% (986/1024)              
 [==>..............................................................] 5/94   Step: 980ms | Tot: 5s54ms | Loss: 0.092 | Acc: 96.641% (1237/1280)              
 [===>.............................................................] 6/94   Step: 967ms | Tot: 6s21ms | Loss: 0.088 | Acc: 96.680% (1485/1536)              
 [====>............................................................] 7/94   Step: 965ms | Tot: 6s986ms | Loss: 0.088 | Acc: 96.708% (1733/1792)              
 [====>............................................................] 8/94   Step: 963ms | Tot: 7s950ms | Loss: 0.086 | Acc: 96.826% (1983/2048)              
 [=====>...........................................................] 9/94   Step: 1s73ms | Tot: 9s24ms | Loss: 0.087 | Acc: 96.832% (2231/2304)              
 [======>..........................................................] 10/94   Step: 966ms | Tot: 9s991ms | Loss: 0.087 | Acc: 96.914% (2481/2560)              
 [======>..........................................................] 11/94   Step: 963ms | Tot: 10s955ms | Loss: 0.082 | Acc: 97.053% (2733/2816)              
 [=======>.........................................................] 12/94   Step: 961ms | Tot: 11s916ms | Loss: 0.082 | Acc: 96.973% (2979/3072)              
 [========>........................................................] 13/94   Step: 1s74ms | Tot: 12s991ms | Loss: 0.083 | Acc: 96.995% (3228/3328)              
 [========>........................................................] 14/94   Step: 969ms | Tot: 13s961ms | Loss: 0.080 | Acc: 97.182% (3483/3584)              
 [=========>.......................................................] 15/94   Step: 974ms | Tot: 14s935ms | Loss: 0.079 | Acc: 97.240% (3734/3840)              
 [==========>......................................................] 16/94   Step: 975ms | Tot: 15s910ms | Loss: 0.080 | Acc: 97.241% (3983/4096)              
 [===========>.....................................................] 17/94   Step: 979ms | Tot: 16s889ms | Loss: 0.078 | Acc: 97.312% (4235/4352)              
 [===========>.....................................................] 18/94   Step: 1s67ms | Tot: 17s957ms | Loss: 0.076 | Acc: 97.418% (4489/4608)              
 [============>....................................................] 19/94   Step: 976ms | Tot: 18s933ms | Loss: 0.075 | Acc: 97.451% (4740/4864)              
 [=============>...................................................] 20/94   Step: 978ms | Tot: 19s912ms | Loss: 0.074 | Acc: 97.480% (4991/5120)              
 [=============>...................................................] 21/94   Step: 968ms | Tot: 20s880ms | Loss: 0.073 | Acc: 97.526% (5243/5376)              
 [==============>..................................................] 22/94   Step: 965ms | Tot: 21s845ms | Loss: 0.073 | Acc: 97.550% (5494/5632)              
 [===============>.................................................] 23/94   Step: 1s114ms | Tot: 22s960ms | Loss: 0.072 | Acc: 97.605% (5747/5888)              
 [===============>.................................................] 24/94   Step: 965ms | Tot: 23s925ms | Loss: 0.071 | Acc: 97.640% (5999/6144)              
 [================>................................................] 25/94   Step: 973ms | Tot: 24s899ms | Loss: 0.069 | Acc: 97.688% (6252/6400)              
 [=================>...............................................] 26/94   Step: 975ms | Tot: 25s875ms | Loss: 0.069 | Acc: 97.731% (6505/6656)              
 [=================>...............................................] 27/94   Step: 1s70ms | Tot: 26s945ms | Loss: 0.067 | Acc: 97.758% (6757/6912)              
 [==================>..............................................] 28/94   Step: 965ms | Tot: 27s910ms | Loss: 0.066 | Acc: 97.810% (7011/7168)              
 [===================>.............................................] 29/94   Step: 968ms | Tot: 28s879ms | Loss: 0.066 | Acc: 97.831% (7263/7424)              
 [====================>............................................] 30/94   Step: 964ms | Tot: 29s843ms | Loss: 0.065 | Acc: 97.852% (7515/7680)              
 [====================>............................................] 31/94   Step: 964ms | Tot: 30s807ms | Loss: 0.065 | Acc: 97.833% (7764/7936)              
 [=====================>...........................................] 32/94   Step: 1s69ms | Tot: 31s876ms | Loss: 0.064 | Acc: 97.852% (8016/8192)              
 [======================>..........................................] 33/94   Step: 965ms | Tot: 32s841ms | Loss: 0.063 | Acc: 97.905% (8271/8448)              
 [======================>..........................................] 34/94   Step: 970ms | Tot: 33s812ms | Loss: 0.063 | Acc: 97.920% (8523/8704)              
 [=======================>.........................................] 35/94   Step: 969ms | Tot: 34s781ms | Loss: 0.063 | Acc: 97.946% (8776/8960)              
 [========================>........................................] 36/94   Step: 1s94ms | Tot: 35s876ms | Loss: 0.062 | Acc: 98.003% (9032/9216)              
 [========================>........................................] 37/94   Step: 966ms | Tot: 36s842ms | Loss: 0.060 | Acc: 98.057% (9288/9472)              
 [=========================>.......................................] 38/94   Step: 970ms | Tot: 37s813ms | Loss: 0.060 | Acc: 98.088% (9542/9728)              
 [==========================>......................................] 39/94   Step: 980ms | Tot: 38s794ms | Loss: 0.059 | Acc: 98.097% (9794/9984)              
 [==========================>......................................] 40/94   Step: 971ms | Tot: 39s765ms | Loss: 0.059 | Acc: 98.115% (10047/10240)              
 [===========================>.....................................] 41/94   Step: 1s98ms | Tot: 40s863ms | Loss: 0.059 | Acc: 98.133% (10300/10496)              
 [============================>....................................] 42/94   Step: 963ms | Tot: 41s826ms | Loss: 0.058 | Acc: 98.140% (10552/10752)              
 [=============================>...................................] 43/94   Step: 961ms | Tot: 42s788ms | Loss: 0.058 | Acc: 98.147% (10804/11008)              
 [=============================>...................................] 44/94   Step: 962ms | Tot: 43s751ms | Loss: 0.058 | Acc: 98.162% (11057/11264)              
 [==============================>..................................] 45/94   Step: 1s87ms | Tot: 44s838ms | Loss: 0.058 | Acc: 98.177% (11310/11520)              
 [===============================>.................................] 46/94   Step: 976ms | Tot: 45s814ms | Loss: 0.057 | Acc: 98.208% (11565/11776)              
 [===============================>.................................] 47/94   Step: 959ms | Tot: 46s774ms | Loss: 0.057 | Acc: 98.230% (11819/12032)              
 [================================>................................] 48/94   Step: 958ms | Tot: 47s732ms | Loss: 0.057 | Acc: 98.234% (12071/12288)              
 [=================================>...............................] 49/94   Step: 971ms | Tot: 48s704ms | Loss: 0.056 | Acc: 98.262% (12326/12544)              
 [=================================>...............................] 50/94   Step: 1s79ms | Tot: 49s783ms | Loss: 0.055 | Acc: 98.289% (12581/12800)              
 [==================================>..............................] 51/94   Step: 967ms | Tot: 50s751ms | Loss: 0.055 | Acc: 98.300% (12834/13056)              
 [===================================>.............................] 52/94   Step: 961ms | Tot: 51s713ms | Loss: 0.054 | Acc: 98.332% (13090/13312)              
 [===================================>.............................] 53/94   Step: 966ms | Tot: 52s679ms | Loss: 0.055 | Acc: 98.327% (13341/13568)              
 [====================================>............................] 54/94   Step: 963ms | Tot: 53s643ms | Loss: 0.054 | Acc: 98.351% (13596/13824)              
 [=====================================>...........................] 55/94   Step: 1s67ms | Tot: 54s710ms | Loss: 0.054 | Acc: 98.366% (13850/14080)              
 [======================================>..........................] 56/94   Step: 978ms | Tot: 55s689ms | Loss: 0.053 | Acc: 98.382% (14104/14336)              
 [======================================>..........................] 57/94   Step: 967ms | Tot: 56s656ms | Loss: 0.053 | Acc: 98.383% (14356/14592)              
 [=======================================>.........................] 58/94   Step: 966ms | Tot: 57s623ms | Loss: 0.053 | Acc: 98.384% (14608/14848)              
 [========================================>........................] 59/94   Step: 1s76ms | Tot: 58s699ms | Loss: 0.053 | Acc: 98.404% (14863/15104)              
 [========================================>........................] 60/94   Step: 966ms | Tot: 59s666ms | Loss: 0.052 | Acc: 98.411% (15116/15360)              
 [=========================================>.......................] 61/94   Step: 964ms | Tot: 1m631ms | Loss: 0.052 | Acc: 98.425% (15370/15616)              
 [==========================================>......................] 62/94   Step: 965ms | Tot: 1m1s | Loss: 0.052 | Acc: 98.444% (15625/15872)              
 [==========================================>......................] 63/94   Step: 962ms | Tot: 1m2s | Loss: 0.051 | Acc: 98.462% (15880/16128)              
 [===========================================>.....................] 64/94   Step: 1s69ms | Tot: 1m3s | Loss: 0.051 | Acc: 98.462% (16132/16384)              
 [============================================>....................] 65/94   Step: 961ms | Tot: 1m4s | Loss: 0.051 | Acc: 98.480% (16387/16640)              
 [============================================>....................] 66/94   Step: 986ms | Tot: 1m5s | Loss: 0.050 | Acc: 98.497% (16642/16896)              
 [=============================================>...................] 67/94   Step: 966ms | Tot: 1m6s | Loss: 0.050 | Acc: 98.502% (16895/17152)              
 [==============================================>..................] 68/94   Step: 1s70ms | Tot: 1m7s | Loss: 0.050 | Acc: 98.512% (17149/17408)              
 [===============================================>.................] 69/94   Step: 985ms | Tot: 1m8s | Loss: 0.050 | Acc: 98.505% (17400/17664)              
 [===============================================>.................] 70/94   Step: 973ms | Tot: 1m9s | Loss: 0.049 | Acc: 98.521% (17655/17920)              
 [================================================>................] 71/94   Step: 962ms | Tot: 1m10s | Loss: 0.049 | Acc: 98.542% (17911/18176)              
 [=================================================>...............] 72/94   Step: 964ms | Tot: 1m11s | Loss: 0.049 | Acc: 98.551% (18165/18432)              
 [=================================================>...............] 73/94   Step: 1s96ms | Tot: 1m12s | Loss: 0.048 | Acc: 98.561% (18419/18688)              
 [==================================================>..............] 74/94   Step: 966ms | Tot: 1m13s | Loss: 0.048 | Acc: 98.554% (18670/18944)              
 [===================================================>.............] 75/94   Step: 977ms | Tot: 1m14s | Loss: 0.048 | Acc: 98.562% (18924/19200)              
 [===================================================>.............] 76/94   Step: 976ms | Tot: 1m15s | Loss: 0.048 | Acc: 98.571% (19178/19456)              
 [====================================================>............] 77/94   Step: 1s85ms | Tot: 1m16s | Loss: 0.048 | Acc: 98.574% (19431/19712)              
 [=====================================================>...........] 78/94   Step: 960ms | Tot: 1m17s | Loss: 0.048 | Acc: 98.573% (19683/19968)              
 [=====================================================>...........] 79/94   Step: 968ms | Tot: 1m18s | Loss: 0.047 | Acc: 98.581% (19937/20224)              
 [======================================================>..........] 80/94   Step: 969ms | Tot: 1m19s | Loss: 0.047 | Acc: 98.594% (20192/20480)              
 [=======================================================>.........] 81/94   Step: 963ms | Tot: 1m20s | Loss: 0.047 | Acc: 98.601% (20446/20736)              
 [========================================================>........] 82/94   Step: 1s75ms | Tot: 1m21s | Loss: 0.047 | Acc: 98.599% (20698/20992)              
 [========================================================>........] 83/94   Step: 962ms | Tot: 1m22s | Loss: 0.047 | Acc: 98.602% (20951/21248)              
 [=========================================================>.......] 84/94   Step: 962ms | Tot: 1m23s | Loss: 0.047 | Acc: 98.596% (21202/21504)              
 [==========================================================>......] 85/94   Step: 961ms | Tot: 1m24s | Loss: 0.046 | Acc: 98.608% (21457/21760)              
 [==========================================================>......] 86/94   Step: 982ms | Tot: 1m25s | Loss: 0.046 | Acc: 98.624% (21713/22016)              
 [===========================================================>.....] 87/94   Step: 1s60ms | Tot: 1m26s | Loss: 0.046 | Acc: 98.635% (21968/22272)              
 [============================================================>....] 88/94   Step: 971ms | Tot: 1m27s | Loss: 0.046 | Acc: 98.637% (22221/22528)              
 [============================================================>....] 89/94   Step: 981ms | Tot: 1m28s | Loss: 0.045 | Acc: 98.648% (22476/22784)              
