cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 5966 samples
Load selected sample idx
Selected 5960 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/24   Step: 38s877ms | Tot: 0ms | Loss: 0.002 | Acc: 100.000% (256/256)              
 [==>..............................................................] 2/24   Step: 1s984ms | Tot: 1s984ms | Loss: 0.001 | Acc: 100.000% (512/512)              
 [=====>...........................................................] 3/24   Step: 971ms | Tot: 2s955ms | Loss: 0.002 | Acc: 100.000% (768/768)              
 [========>........................................................] 4/24   Step: 1s159ms | Tot: 4s114ms | Loss: 0.002 | Acc: 100.000% (1024/1024)              
 [==========>......................................................] 5/24   Step: 958ms | Tot: 5s73ms | Loss: 0.002 | Acc: 100.000% (1280/1280)              
 [=============>...................................................] 6/24   Step: 955ms | Tot: 6s28ms | Loss: 0.002 | Acc: 100.000% (1536/1536)              
 [================>................................................] 7/24   Step: 961ms | Tot: 6s989ms | Loss: 0.002 | Acc: 100.000% (1792/1792)              
 [==================>..............................................] 8/24   Step: 957ms | Tot: 7s947ms | Loss: 0.002 | Acc: 100.000% (2048/2048)              
 [=====================>...........................................] 9/24   Step: 1s83ms | Tot: 9s30ms | Loss: 0.002 | Acc: 100.000% (2304/2304)              
 [========================>........................................] 10/24   Step: 957ms | Tot: 9s987ms | Loss: 0.002 | Acc: 100.000% (2560/2560)              
 [===========================>.....................................] 11/24   Step: 961ms | Tot: 10s949ms | Loss: 0.002 | Acc: 100.000% (2816/2816)              
 [=============================>...................................] 12/24   Step: 957ms | Tot: 11s907ms | Loss: 0.002 | Acc: 100.000% (3072/3072)              
 [================================>................................] 13/24   Step: 1s65ms | Tot: 12s972ms | Loss: 0.002 | Acc: 100.000% (3328/3328)              
 [===================================>.............................] 14/24   Step: 963ms | Tot: 13s936ms | Loss: 0.002 | Acc: 100.000% (3584/3584)              
 [=====================================>...........................] 15/24   Step: 957ms | Tot: 14s893ms | Loss: 0.002 | Acc: 100.000% (3840/3840)              
 [========================================>........................] 16/24   Step: 955ms | Tot: 15s849ms | Loss: 0.002 | Acc: 100.000% (4096/4096)              
 [===========================================>.....................] 17/24   Step: 964ms | Tot: 16s813ms | Loss: 0.002 | Acc: 100.000% (4352/4352)              
 [==============================================>..................] 18/24   Step: 1s67ms | Tot: 17s881ms | Loss: 0.002 | Acc: 100.000% (4608/4608)              
 [================================================>................] 19/24   Step: 983ms | Tot: 18s864ms | Loss: 0.002 | Acc: 100.000% (4864/4864)              
 [===================================================>.............] 20/24   Step: 884ms | Tot: 19s748ms | Loss: 0.003 | Acc: 100.000% (5120/5120)              
 [======================================================>..........] 21/24   Step: 848ms | Tot: 20s597ms | Loss: 0.003 | Acc: 100.000% (5376/5376)              
 [========================================================>........] 22/24   Step: 994ms | Tot: 21s592ms | Loss: 0.003 | Acc: 100.000% (5632/5632)              
 [===========================================================>.....] 23/24   Step: 844ms | Tot: 22s436ms | Loss: 0.003 | Acc: 100.000% (5888/5888)              
 [==============================================================>..] 24/24   Step: 7s616ms | Tot: 30s52ms | Loss: 0.003 | Acc: 100.000% (5960/5960)
 [>................................................................] 1/40   Step: 1s62ms | Tot: 0ms | Loss: 0.606 | Acc: 82.812% (212/256)              
 [=>...............................................................] 2/40   Step: 431ms | Tot: 432ms | Loss: 0.713 | Acc: 81.445% (417/512)              
 [===>.............................................................] 3/40   Step: 583ms | Tot: 1s15ms | Loss: 0.691 | Acc: 82.552% (634/768)              
 [====>............................................................] 4/40   Step: 422ms | Tot: 1s437ms | Loss: 0.670 | Acc: 83.594% (856/1024)              
 [======>..........................................................] 5/40   Step: 420ms | Tot: 1s857ms | Loss: 0.611 | Acc: 84.922% (1087/1280)              
 [========>........................................................] 6/40   Step: 420ms | Tot: 2s278ms | Loss: 0.650 | Acc: 84.505% (1298/1536)              
 [=========>.......................................................] 7/40   Step: 424ms | Tot: 2s703ms | Loss: 0.642 | Acc: 84.598% (1516/1792)              
 [===========>.....................................................] 8/40   Step: 419ms | Tot: 3s122ms | Loss: 0.634 | Acc: 84.912% (1739/2048)              
