cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 5 percent samples
Select 20000 samples
Load selected sample idx
Selected 20000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/79   Step: 32s632ms | Tot: 0ms | Loss: 0.105 | Acc: 95.312% (244/256)              
 [>................................................................] 2/79   Step: 1s927ms | Tot: 1s927ms | Loss: 0.108 | Acc: 95.312% (488/512)              
 [=>...............................................................] 3/79   Step: 948ms | Tot: 2s875ms | Loss: 0.107 | Acc: 95.833% (736/768)              
 [==>..............................................................] 4/79   Step: 1s122ms | Tot: 3s998ms | Loss: 0.108 | Acc: 95.898% (982/1024)              
 [===>.............................................................] 5/79   Step: 938ms | Tot: 4s937ms | Loss: 0.109 | Acc: 95.859% (1227/1280)              
 [====>............................................................] 6/79   Step: 934ms | Tot: 5s871ms | Loss: 0.105 | Acc: 96.224% (1478/1536)              
 [====>............................................................] 7/79   Step: 950ms | Tot: 6s821ms | Loss: 0.099 | Acc: 96.429% (1728/1792)              
 [=====>...........................................................] 8/79   Step: 941ms | Tot: 7s762ms | Loss: 0.102 | Acc: 96.436% (1975/2048)              
 [======>..........................................................] 9/79   Step: 1s41ms | Tot: 8s804ms | Loss: 0.106 | Acc: 96.137% (2215/2304)              
 [=======>.........................................................] 10/79   Step: 937ms | Tot: 9s741ms | Loss: 0.102 | Acc: 96.250% (2464/2560)              
 [========>........................................................] 11/79   Step: 941ms | Tot: 10s682ms | Loss: 0.102 | Acc: 96.378% (2714/2816)              
 [=========>.......................................................] 12/79   Step: 934ms | Tot: 11s617ms | Loss: 0.104 | Acc: 96.322% (2959/3072)              
 [=========>.......................................................] 13/79   Step: 1s43ms | Tot: 12s660ms | Loss: 0.102 | Acc: 96.424% (3209/3328)              
 [==========>......................................................] 14/79   Step: 937ms | Tot: 13s598ms | Loss: 0.101 | Acc: 96.540% (3460/3584)              
 [===========>.....................................................] 15/79   Step: 941ms | Tot: 14s540ms | Loss: 0.099 | Acc: 96.615% (3710/3840)              
 [============>....................................................] 16/79   Step: 936ms | Tot: 15s477ms | Loss: 0.096 | Acc: 96.753% (3963/4096)              
 [=============>...................................................] 17/79   Step: 945ms | Tot: 16s422ms | Loss: 0.094 | Acc: 96.852% (4215/4352)              
 [=============>...................................................] 18/79   Step: 1s60ms | Tot: 17s483ms | Loss: 0.091 | Acc: 96.962% (4468/4608)              
 [==============>..................................................] 19/79   Step: 943ms | Tot: 18s426ms | Loss: 0.090 | Acc: 97.039% (4720/4864)              
 [===============>.................................................] 20/79   Step: 940ms | Tot: 19s367ms | Loss: 0.089 | Acc: 97.090% (4971/5120)              
 [================>................................................] 21/79   Step: 935ms | Tot: 20s303ms | Loss: 0.087 | Acc: 97.154% (5223/5376)              
 [=================>...............................................] 22/79   Step: 1s87ms | Tot: 21s390ms | Loss: 0.087 | Acc: 97.195% (5474/5632)              
 [==================>..............................................] 23/79   Step: 931ms | Tot: 22s321ms | Loss: 0.086 | Acc: 97.266% (5727/5888)              
 [==================>..............................................] 24/79   Step: 935ms | Tot: 23s257ms | Loss: 0.085 | Acc: 97.347% (5981/6144)              
 [===================>.............................................] 25/79   Step: 936ms | Tot: 24s193ms | Loss: 0.085 | Acc: 97.359% (6231/6400)              
 [====================>............................................] 26/79   Step: 943ms | Tot: 25s137ms | Loss: 0.083 | Acc: 97.446% (6486/6656)              
 [=====================>...........................................] 27/79   Step: 1s38ms | Tot: 26s175ms | Loss: 0.082 | Acc: 97.439% (6735/6912)              
 [======================>..........................................] 28/79   Step: 950ms | Tot: 27s125ms | Loss: 0.081 | Acc: 97.475% (6987/7168)              
 [=======================>.........................................] 29/79   Step: 937ms | Tot: 28s63ms | Loss: 0.080 | Acc: 97.522% (7240/7424)              
 [=======================>.........................................] 30/79   Step: 931ms | Tot: 28s994ms | Loss: 0.080 | Acc: 97.526% (7490/7680)              
 [========================>........................................] 31/79   Step: 1s44ms | Tot: 30s38ms | Loss: 0.078 | Acc: 97.581% (7744/7936)              
 [=========================>.......................................] 32/79   Step: 940ms | Tot: 30s979ms | Loss: 0.077 | Acc: 97.644% (7999/8192)              
 [==========================>......................................] 33/79   Step: 937ms | Tot: 31s916ms | Loss: 0.077 | Acc: 97.656% (8250/8448)              
 [===========================>.....................................] 34/79   Step: 934ms | Tot: 32s851ms | Loss: 0.076 | Acc: 97.691% (8503/8704)              
